YKeRAg,,TXIuIENsYXVz,,,,,UGFwYWkgTm9lbA==,,U3IuIENsYXVz
w6eRAg,,W1BvemVdCkxvbmcgYWdvLCBhIGdyZWF0IGFsY2hlbWlzdCBjYW1lIGJ5IFNub3d5c25vdydzIGhvbWV0b3duIGFuZCBoYXBwZW5lZCB0byBtZWV0IFNub3d5c25vdyBkeWluZywgbWVsdGluZyBkb3duIGludG8gd2F0ZXIuIEhvd2V2ZXIsIFNub3d5c25vdyB3YXMgbWlyYWN1bG91c2x5IHJldml2ZWQgYnkgdGhhdCBBbGNoZW1pc3Qu,,,,,W0Zob3NdCkUgYcOtLi4uCkVsZSB0cm91eGUgbyBCb25lY28gZGUgTmV2ZSBkZSB2b2x0YSBhIHZpZGEuLi4KT3MgZGV0YWxoZXMuLi4KU8OzIG8gXjAwMDA5OSdUaW8gS2FudGF0YSBQZWx1ZG8nXjAwMDAwMC4uLgpTYWJlLi4uClbDoSB2aXNpdMOhLWxvIHNlIHF1aXNlciBzYWJlciBtYWlzLi4u,,W1BvemVdClJlc3VsdGEgcXVlLCBoYWNlIG11Y2hvIHRpZW1wbywgZXNlIGdyYW4gYWxxdWltaXN0YSBwYXPDsyBwb3IgZWwgcHVlYmxvIG5hdGFsIGRlIE5pZXZlLW5ldsOtbiB5IHNlIGVuY29udHLDsyBjb24gZWwgbXXDsWVjbyBkZSBuaWV2ZSBjYXNpIGRlcnJldGlkbyB5IGFnb25pemFuZG8uIFBlcm8gZWwgYWxxdWltaXN0YSB1c8OzIHN1cyBjb25vY2ltaWVudG9zIHksIG1pbGFncm9zYW1lbnRlLCBOaWV2ZS1uZXbDrW4gZnVlIHJldml2aWRvLg==
xKeRAg,,W1BvemVdCkJ1dCB0aGF0J3MgcHJldHR5IG11Y2ggYWxsIEkga25vdy4gRm9yIHRoZSBhY3R1YWwgZGV0YWlscywgeW91IHNob3VsZCBhc2sgXjMzNTVGRlVuY2xlIEhhaXJ5IENhbnRhdGFeMDAwMDAwLg==,,,,,W0Zob3NdCkZlbGl6IE5hdGFsISEKRXN0YSBjaWRhZGUgYWJlbsOnb2FkYS4uLgplIGxpbmRhIHF1ZSDDqS4uLgpMdXRpZSEKRmVsaXogTmF0YWwhIQ==,,W1BvemVdClkgZXNvIGVzIHRvZG8gbG8gcXVlIHPDqS4gU2kgcXVpZXJlcyBlc2N1Y2hhciBsYSBoaXN0b3JpYSBlbiBkZXRhbGxlLCBzZXLDoSBtZWpvciBxdWUgbGUgcHJlZ3VudGVzIGFsIF4zMzU1RkZ0w61vIFBlbHUgQ2FudGF0YV4wMDAwMDAu
xaeRAg,,W1BvemVdCldlbGNvbWUgdG8gTHV0aWUsCnRoZSB0b3duIHdoaWNoIGJsZXNzZXMKYWxsIG9mIGl0cyB2aXNpdG9ycyB3aXRoCnRoZSBzcGlyaXQgb2YgQ2hyaXN0bWFzIQpNZXJyeSBDaHJpc3RtYXMgIQ==,,,,,W0Zob3NdCkx1dGllLi4uCk7Do28gZXhpc3RlIHNvbWVudGUgZHVyYW50ZSBvIE5hdGFsISEKTsOjbyBzZSBlbmdhbmUuLi4KRXN0YSDDqSB1bWEgY2lkYWRlIGxpbmRhIHF1ZSB0ZSBmYXogc2VudGlyIG8uLi4KTmF0YWwuLi4KMjQgaG9yYXMgcG9yIGRpYSBlIDM2NSBkaWFzIHBvciBhbm8uLi4=,,W1BvemVdCsKhVGUgZG95IGxhIGJpZW52ZW5pZGEgYSBMdXRpZSwKZWwgcHVlYmxvIHF1ZSBiZW5kaWNlCmEgdG9kb3Mgc3VzIHZpc2l0YW50ZXMgY29uCmVsIGVzcMOtcml0dSBkZSBsYSBOYXZpZGFkIQrCoUZlbGl6IE5hdmlkYWQh
xqeRAg,,W1BvemVdCkhlcmUgaW4gdGhpcyBtYWdpY2FsIGxhbmQgb2YgZnVuIGFuZCBmYW5jeSwgeW91IGNhbiBlbmpveSB0aGUgc3Bpcml0IG9mIENocmlzdG1hcyBhbGwgeWVhciByb3VuZH4hIElzbid0IHRoYXQgd29uZGVyZnVsPw==,,,,,W0Zob3NdClNlIGFuZGFyIHBlbGEgY2lkYWRlLi4uClBlcmNlYmVyw6EuLi4KRXN0YSBuw6NvIMOpIHVtYSBjaWRhZGUgZGUgYmVsZXphcyBuYXR1cmFpcy4uLgpFIHBhcnF1ZXMgdGVtw6F0aWNvcy4uLgpDb21vIG91dHJhcyB2aWxhcy4uLgpOw7NzIHRlbW9zIHRvZG8gdGlwbyBkZSBpbnN0YWxhw6fDtWVzLi4u,,W1BvemVdCsKhRW4gZXN0YSB0aWVycmEgbcOhZ2ljYSBkZSBkaXZlcnNpw7NuIHkgZmFudGFzw61hLCBwb2Ryw6FzIGRpc2ZydXRhciBkZWwgZXNww61yaXR1IG5hdmlkZcOxbyBkdXJhbnRlIHRvZG8gZWwgYcOxbyEgwr9ObyBlcyBhbGdvIG1hcmF2aWxsb3NvPw==
x6eRAg,,W1BvemVdCkx1dGllIGlzbid0IG1lcmVseSBqdXN0IGEgc2ltcGxlIGF0dHJhY3Rpb24uIFdlIGhhdmUgY29udmVuaWVudCBmYWNpbGl0aWVzIGxpa2UgdGhlIG90aGVyIHRvd25zLCBidXQgaW4gYSBmZXN0aXZlIGVudmlyb25tZW50Lg==,,,,,W0Zob3NdCk7Ds3Mgc29tb3MgdHJhZGljaW9uYWlzIHRhbWLDqW0uLi4Kw4kgdW0gbHVnYXIgbGVnYWwuLi4gQXTDqSBwYXJhIHZpdmVyLg==,,W1BvemVdCkx1dGllIG5vIGVzIHNpbXBsZW1lbnRlIHVuYSBhdHJhY2Npw7NuIHR1csOtc3RpY2EuIERpc3BvbmVtb3MgZGUgbGFzIG1pc21hcyBjb21vZGlkYWRlcyB5IHNlcnZpY2lvcyBxdWUgb3RyYXMgY2l1ZGFkZXMsIHBlcm8gY29uIHVuIGFjb2dlZG9yIGFtYmllbnRlIGZlc3Rpdm8u
yKeRAg,,W1BvemVdClNvIGlmIHlvdSBkZWNpZGUgdG8gc3RheSBoZXJlIGZvciBhIHdoaWxlLCB5b3Ugc2hvdWxkIGhhdmUgYWxsIHRoZSBjb21mb3J0cyB0aGF0IHlvdSBuZWVkLiBNZXJyeSBDaHJpc3RtYXN+,,,,,W0Zob3NdCkEgdmlkYSDDqSBmw6FjaWwgYXF1aS4uLgpOZW5odW1hIHByZW9jdXBhw6fDo28uLi4KRW50w6NvLi4uIFF1ZSBhIGZlbGljaWRhZGUgZXN0ZWphIGNvbSB2b2PDqi4uLgpGZWxpeiBOYXRhbCEh,,W1BvemVdCkFzw60gcXVlIHNpIGRlY2lkZXMgcXVlZGFydGUgYXF1w60gcG9yIHVuIHRpZW1wbywgdGVuZHLDoXMgdG9kbyBsbyBxdWUgbmVjZXNpdGVzLiBGZWxpeiBOYXZpZGFkLg==
yaeRAg,,VW5jbGUgSGFpcnk=,,,,,VGlvIFBlbHVkbw==,,VMOtbyBQZWx1ZG8=
yqeRAg,,W0NhbnRhdGFdCk9oPyBZLXkteW91J3ZlIGdvdCB0aGUgc3R1ZmY/IEdvb29vb29vb29kLiBJdCdzIGJlZW4gc28gbG9uZyBzaW5jZSBJJ3ZlIGJlZW4gYWJsZSB0byBoYXZlIHNvbWUgb2YgdGhpcy4uLiBHLWdpdmUgaXQgdG8gbWUh,,,,,W0thbnRhdGFdCk9oLWNvbW8/ISBIZWghIEhlaCEgSGVoIQpNYXMgcXVlIGpvdmVtIGNoZWlvIGRlIGVuZXJnaWEuLi4Kw5PDs8Ozw7N0aW1vIQpEZWl4ZS1tZSBwcm92YXIgZXN0YSBiZWJpZGEgcXVlIHRyb3V4ZS4uLg==,,W0NhbnRhdGFdCsK/RWg/IMK/TS1NLU1lIHRyYWppc3RlIGxvcyBwcm9kdWN0b3M/IEV4Y2VsZWVlZW50ZS4gSGFjw61hIHRhbnRvIHRpZW1wbyBxdWUgbm8gcHJvYmFiYSBlc3RvLi4uIMKhRC1Ew6FtZWxvIQ==
y6eRAg,,XjMzNTVGRllvdSBxdWlja2x5IGhhbmRlZCBoaW0gdGhlIFNxdWlkIEluayBhbmQgU3RpY2t5IE11Y3VzIGFuZCB3YXRjaGVkIHdpdGggYSBsaXR0bGUgZGlzZ3VzdCBhcyBoZSByZWxpc2hlZCB0aGUgZmxhdm9yLl4wMDAwMDA=,,,,,RMOqLWxoZV4wMDAwOTkgVGludGFeMDAwMDAwCmUgXjAwMDA5OU11Y28gUGVnYWpvc29eMDAwMDAwLg==,,XjMzNTVGRkxlIGVudHJlZ2FzIHLDoXBpZGFtZW50ZSBsYSBUaW50YSBkZSBjYWxhbWFyIHkgZWwgTW9jbyBwZWdham9zbyB5IG9ic2VydmFzIGNvbiB1biBwb2NvIGRlIGFzY28gY8OzbW8gc2UgZGVsZWl0YSBjb24gc3Ugc2Fib3IuXjAwMDAwMA==
zKeRAg,,W0NhbnRhdGFdCipCdXJycnJwcHBwfioKV2VsbCwgbm93IGl0J3MgdGhlIHRpbWUgZm9yIG15IHN0b3J5LiBLZWVwIGluIG1pbmQgdGhhdCB0aGlzIGlzIHRoZSB3aG9sZSBzdG9yeSBmcm9tIHdoYXQgSSBrbm93LiBJJ20gbm90IHN1cmUgaG93IG11Y2ggeW91J3ZlIGFscmVhZHkgaGVhcmQgdGhvdWdoLi4u,,,,,W0thbnRhdGFdCkdsdWIhIEdsdWIhIEJvbSEKTW0uLi4gQWdvcmEgcG9zc28gdGUgY29udGFyIGhpc3TDs3JpYXMuLi4KVmFtb3MgY29tZcOnYXIgY29tLi4uCk7Do28gc2VpIG8gcXVlIHZvY8OqIGrDoSBzYWJlLi4uCk1hcyB2b3UgdGUgY29udGFyIHR1ZG8uLi4KVHVkbyBvIHF1ZSBzZWku,,W0NhbnRhdGFdCipCZWVlcnJycnJwKgpEZSBhY3VlcmRvLCBlcyBtb21lbnRvIGRlIGNvbnRhcnRlIG1pIGhpc3RvcmlhLiBFc3RhIGVzIGxhIGhpc3RvcmlhIGNvbXBsZXRhIHNlZ8O6biBsbyBxdWUgeW8gc8OpLiBObyBzw6kgY3XDoW50byB0ZSBoYWJyw6FuIGNvbnRhZG8geWEgb3RyYXMgcGVyc29uYXMuLi4=
zaeRAg,,W0NhbnRhdGFdCkEgbG9uZyB0aW1lIGFnbywKdGhlcmUgd2FzIGEgZ3JlYXQKQWxjaGVtaXN0IGxpdmluZwppbiB0aGUgZmFyIG5vcnRoLgpIaXMgbmFtZSB3YXMKXjMzNTVGRlBoaWxpcCBWYXJzZXpeMDAwMDAwIQ==,,,,,W0thbnRhdGFdCk11aXRvIHRlbXBvIGF0csOhcy4uLgpOdW0gcGHDrXMgYmVtIGFvIG5vcnRlLi4uClVtIGFscXVpbWlzdGEgZmFtb3NvIGFwYXJlY2V1Li4uCk8gYWxxdWltaXN0YS4uLgpTZSBjaGFtYXZhLi4uCl4zMzU1RkYnUGhpbGlwIFBhcmlzJ14wMDAwMDAgISE=,,W0NhbnRhdGFdCkhhY2UgbXVjaG8gdGllbXBvLAp1biBncmFuIGFscXVpbWlzdGEKdml2w61hIGVuIHVuYXMgdGllcnJhcwptdXkgYWwgbm9ydGUuClN1IG5vbWJyZSBlcmEKXjMzNTVGRlBoaWxpcCBWYXJzZXpeMDAwMDAwLg==
zqeRAg,,W0NhbnRhdGFdCkhlIHdhcyBhbHdheXMgZm9yZW1vc3QgaW4gdGhlIHJlc2VhcmNoIG9mIGFsY2hlbXkgYW5kIG5lZWRlZCByYXJlIG1hdGVyaWFscyB0byBjb25kdWN0IGhpcyBzdHVkaWVzLiBCZWNhdXNlIG9mIHRoYXQsIGhlIGhhZCB0byB0cmF2ZWwgdGhlIHdvcmxkIGluIHNlYXJjaCBvZiBtYXRlcmlhbHMgY29udGFpbmluZyBtYWdpY2FsIGVuZXJnaWVzLi4u,,,,,W0thbnRhdGFdCkVsZSBxdWVyaWEgbGV2YXIgc3VhIGFscXVpbWlhLi4uClBhcmEgdW0gb3V0cm8gbsOtdmVsLi4uCkVsZSB2aWFqYXZhIGFvIHJlZG9yIGRvIG11bmRvLi4uClByb2N1cmFuZG8gaXRlbnMgcmFyb3MgZSBwb2Rlcm9zb3MuLi4K,,W0NhbnRhdGFdCkNvbW8gc2llbXByZSBlc3R1dm8gYSBsYSB2YW5ndWFyZGlhIGRlIGxhIGFscXVpbWlhLCBhIG1lbnVkbyBuZWNlc2l0YWJhIGluZ3JlZGllbnRlcyBtdXkgcmFyb3MgcGFyYSBzdXMgZXN0dWRpb3MuIEVzbyBsbyBsbGV2w7MgYSB2aWFqYXIgYWxyZWRlZG9yIGRlbCBtdW5kbyBlbiBidXNjYSBkZSBtYXRlcmlhbGVzIHF1ZSB0dXZpZXJhbiBlbmVyZ8OtYSBtw6FnaWNhLi4u
z6eRAg,,W0NhbnRhdGFdCk9uZSBkYXksIGhpcyB0cmF2ZWxzIGJyb3VnaHQgaGltIHRvIGEgbm9ydGhlcm4gdmlsbGFnZSBrbm93biBmb3IgaXRzIGZyZWV6aW5nIHdlYXRoZXIuIEJ1dCB3aGVuIGhlIGFycml2ZWQsIGhlIHdhcyB3ZWxjb21lZCBieSBhIHNtb3VsZGVyaW5nIHRvd24gdGhhdCBoYWQgcmVjZW50bHkgYmVlbiBkZXN0cm95ZWQu,,,,,W0thbnRhdGFdCkVtIHN1YSBidXNjYS4uLiBFbGUgZm9pIGFvIG5vcnRlLi4uClBhcmEgdW1hIHZpbGEgZnJpYS4uLgpNYXMgcXVhbmRvIGNoZWdvdSBsw6EuLi4KRWxlIGRlc2NvYnJpdSBhbGdvIGVzdHJhbmhvLi4uClVtYSB2aWxhIGRlc2VydGEgY2hlaWEgZGUgbWF0by4uLg==,,W0NhbnRhdGFdClVuIGTDrWEsIGVzb3MgdmlhamVzIGxvIGxsZXZhcm9uIGEgdW4gcHVlYmxvIG11eSBhbCBub3J0ZSBjb25vY2lkbyBwb3Igc3UgY2xpbWEgaW52ZXJuYWwuIFBlcm8sIGN1YW5kbyBsbGVnw7MsIGxvIHJlY2liacOzIHVuIHB1ZWJsbyBodW1lYW50ZSBxdWUgaGFiw61hIHNpZG8gZGVzdHJ1aWRvIHJlY2llbnRlbWVudGUu
0KeRAg,,W0NhbnRhdGFdCkl0IHdhcyBhIGdyaW0gc2lnaHQ6IFBlb3BsZSB3ZXJlIGx5aW5nIGF0IHRoZSByb2Fkc2lkZSwgZ3JvYW5pbmcgaW4gYWdvbnkuIEFzIFZhcnNleiB3YWxrZWQgYnksIGVhY2ggdmlsbGFnZXIgd291bGQgYmVnLCAnSy1LaWxsIG1lLi4uJyBhbmQgcGxlYWQgZm9yIGhpbSB0byBwdXQgdGhlbSBvdXQgb2YgdGhlaXIgbWlzZXJ5Lg==,,,,,W0thbnRhdGFdClBhcmVjaWEgdHJpc3RlLi4uIE7Do28gZXJhIGEgY2FzYSBkZSBuaW5ndcOpbS4uLgpIYXZpYSBmZXJpZG9zIHBvciB0b2RvIGxhZG8uCkVsZXMgZ2VtaWFtLi4u,,W0NhbnRhdGFdCkVsIGVzcGVjdMOhY3VsbyBlcmEgZGVzb2xhZG9yOiBoYWLDrWEgZ2VudGUgdGVuZGlkYSBhbCBib3JkZSBkZWwgY2FtaW5vLCBnaW1pZW5kbyBkZSBhZ29uw61hLiBDYWRhIGhhYml0YW50ZSBjb24gZWwgcXVlIFZhcnNleiBzZSB0b3BhYmEgZW4gc3UgY2FtaW5vIGxlIHJvZ2FiYSBtw6F0YW1lLi4uIHkgc3VwbGljYWJhIHBvciBxdWUgYWNhYmFyYSBjb24gc3UgbWlzZXJpYS4=
0aeRAg,,W0NhbnRhdGFdCkFtaWRzdCB0aGUgd29lZnVsIGNyaWVzIG9mIGRlc3BhaXIsIHRoZSB3YWlscyBvZiB0d28gaW5mYW50cyByZWFjaGVkIHRoZSBlYXJzIG9mIFBoaWxpcCBWYXJzZXouIEhlIHJ1c2hlZCB0byBpbnZlc3RpZ2F0ZSBhbmQgZm91bmQgdHdvIGJhYmllcyBjdXNoaW9uZWQgaW4gdGhlIGJvc29tIG9mIGEgbWVsdGluZyBzbm93bWFuLg==,,,,,W0thbnRhdGFdClBlc3NvYXMgbW9ydGFzLi4uIFNlbSBlc3BlcmFuw6dhLi4uCkVtIHRvZG8gbHVnYXIuLi4gRWxlIGVudHJvdSBlbSBjb250YXRvIGNvbSBhIHZpbGEgdml6aW5oYS4uLgpFIGFqdWRvdSBhcXVlbGFzIHBlc3NvYXMgYSByZWNvbnRydWlyIHN1YXMgY2FzYXMuLi4KRW50w6NvIHNlbnRpdSBxdWUgZW0gYWxndW0gbHVnYXIgZGEgdmlsYS4uLgpBbGdvIGVzdGF2YSB0cmlzdGUuLi4gCkVsZSBmb2kgcHJvY3VyYXIgZSBhY2hvdS4uLg==,,W0NhbnRhdGFdCkVuIG1lZGlvIGRlIGxvcyBncml0b3MgZGUgZGVzZXNwZXJhY2nDs24sIFBoaWxpcCBWYXJzZXogYWR2aXJ0acOzIGVsIGxsYW50byBkZSBkb3MgYmViw6lzLiBDb3JyacOzIGEgaW52ZXN0aWdhciB5IHNlIGVuY29udHLDsyBjb24gZG9zIGJlYsOpcyBhY3VycnVjYWRvcyBzb2JyZSB1biBtdcOxZWNvIGRlIG5pZXZlIHF1ZSBzZSBkZXJyZXTDrWEu
0qeRAg,,W0NhbnRhdGFdClRoYXQgc25vd21hbi4uLgp3YXMgXjMzNTVGRlNub3d5c25vd14wMDAwMDAu,,,,,W0thbnRhdGFdCk8gbW9yaWJ1bmRvIEJvbmVjbyBkZSBOZXZlLi4uClNlbSBkw7p2aWRhIGVyYSBvIG1lc21vIHF1ZSB2b2PDqiB2aXUgbmEgZW50cmFkYSBkZSBMdXRpZS4KU3VhIGNhYmXDp2EgZXN0YXZhIGNvYmVydGEgcG9yLi4uCkFsZ28gcXVlIGNyZXNjaWEgYW8gc2V1IGxhZG8uLi4KRXJhbSBwbGFudGFzIGUgbWluZXJhaXMgbcOhZ2ljb3MuLi4KQm9uZWNvIGRlIE5ldmUgw6kgZmVpdG8gZGUgbmV2ZSE=,,W0NhbnRhdGFdCkVzZSBtdcOxZWNvIGRlIG5pZXZlLi4uCmVyYSBeMzM1NUZGTmlldmUtbmV2w61uXjAwMDAwMC4=
06eRAg,,W0NhbnRhdGFdCkJlaW5nIHRoZSB3aXNlIEFsY2hlbWlzdCB0aGF0IGhlIGlzLCBWYXJzZXogZGVkdWNlZCB0aGF0IFNub3d5c25vdyBzYWNyaWZpY2VkIGhpbXNlbGYgdG8gcHJvdGVjdCB0aG9zZSB0d28gYmFiaWVzIGZyb20gdGhlIGdyZWF0IGRpc2FzdGVyIHRoYXQgaGFkIGRlc3Ryb3llZCB0aGUgdmlsbGFnZS4=,,,,,W0thbnRhdGFdCkVzY3V0ZWkgcXVlIEJvbmVjbyBkZSBOZXZlIHNlZ3VyYXZhCkR1YXMgY3JpYW7Dp2FzIGNob3JhbmRvLi4uCk7Do28gc2Ugc2FiZSBwZWxvIHF1ZSBlbGVzIHRpbmhhbSBwYXNzYWRvLi4u,,W0NhbnRhdGFdCkNvbW8gZWwgc2FiaW8gYWxxdWltaXN0YSBxdWUgZXJhLCBWYXJzZXogZGVkdWpvIHF1ZSBOaWV2ZS1uZXbDrW4gc2UgaGFiw61hIHNhY3JpZmljYWRvIHBhcmEgcHJvdGVnZXIgYSBsb3MgYmViw6lzIGRlIGxhIGdyYW4gY2FsYW1pZGFkIHF1ZSBoYWLDrWEgYXpvdGFkbyBsYSBhbGRlYS4=
1KeRAg,,W0NhbnRhdGFdClZhcnNleiB3YXMgdG91Y2hlZCwgYW5kIHdhcyBkZXRlcm1pbmVkIHRvIHNhdmUgdGhlIGxpZmUgb2YgdGhpcyBzbm93bWFuIHdpdGggaGlzIGFsY2hlbXkuIEhlIHdvdWxkIHRoZW4gdHJhbnNwb3J0IGhpbSBoZXJlIHRvIEx1dGllLCB0aGUgc2FmZXN0IHBsYWNlIGluIHRoZSB3b3JsZC4=,,,,,W0thbnRhdGFdClBhcmEgcHJvdGVnZXIgZXNzYXMgY3JpYW7Dp2FzLi4uCkVsZSBzZSBzYWNyaWZpY291Li4uCkRlZGljb3Utc2UuLi4=,,W0NhbnRhdGFdCkNvbm1vdmlkbywgVmFyc2V6IHNpbnRpw7MgcXVlIGRlYsOtYSB1c2FyIGxhIGFscXVpbWlhIHBhcmEgc2FsdmFyIGxhIHZpZGEgZGUgZXN0ZSBtdcOxZWNvIGRlIG5pZXZlLiBMdWVnbyBsbyB0cmFlcsOtYSBhIEx1dGllLCBlbCBsdWdhciBtw6FzIHNlZ3VybyBkZWwgbXVuZG8u
1aeRAg,,W0NhbnRhdGFdCk9mIGNvdXJzZSwgdGhlcmUgd2FzIGFub3RoZXIgcnVtb3IgdGhhdCwgaW4gYWRkaXRpb24gdG8gdGhlIG1lcmN5IGZyb20gdGhhdCBBbGNoZW1pc3QsIFNub3d5c25vdyB3YXMgYWJsZSB0byBzdXJ2aXZlIGR1ZSB0byB0aGUgc3BlY2lhbCBwcm9wZXJ0aWVzIG9mIGhpcyBzbm93Lg==,,,,,W0thbnRhdGFdClF1YW5kbyBwZXJjZWJldSBvIHF1ZSBlc3RhdmEgYWNvbnRlY2VuZG8uLi4gCk8gYWxxdWltaXN0YSB1c291IHN1YXMgaGFiaWxpZGFkZXMgZS4uLgpUcm91eGUgbyBCb25lY28gZGUgTmV2ZSBkZSB2b2x0YSBhIHZpZGEuLi4gZSBvIHRyb3V4ZSAuLi4KQXF1aSE=,,W0NhbnRhdGFdClNpbiBlbWJhcmdvLCBoYWLDrWEgb3RybyBydW1vciBxdWUgZGVjw61hIHF1ZSwgYWRlbcOhcyBkZSBsYSBtaXNlcmljb3JkaWEgZGVsIGFscXVpbWlzdGEsIE5pZXZlLW5ldsOtbiBzb2JyZXZpdmnDsyBncmFjaWFzIGEgbGFzIHByb3BpZWRhZGVzIMO6bmljYXMgZGUgc3UgbmlldmUu
1qeRAg,,W0NhbnRhdGFdCkl0J3MgYmVsaWV2ZWQgdGhhdCBTbm93eXNub3cncyBzbm93IHVzZWQgdG8gY292ZXIgYSBteXN0ZXJpb3VzIGZpZWxkIHRoYXQgd291bGQgYmUgZmlsbGVkIHdpdGggdGhlIGJsb29tIG9mIG1hZ2ljYWwgZmxvd2Vycy4=,,,,,W0thbnRhdGFdCkEgY2lkYWRlIG1haXMgc2VndXJhLi4uIEx1dGllLgpFbnTDo28sIEJvbmVjbyBkZSBOZXZlIGVzdMOhIGFxdWkgZGVzZGUgZW50w6NvLi4u,,W0NhbnRhdGFdClNlIGNyZWUgcXVlIGxhIG5pZXZlIGRlbCBtdcOxZWNvIHNvbMOtYSBjdWJyaXIgdW4gY2FtcG8gbWlzdGVyaW9zbyBkb25kZSBjcmVjw61hbiBmbG9yZXMgbcOhZ2ljYXMu
16eRAg,,W0NhbnRhdGFdCk11aGFoYWhhfgpXZWxsLCB0aGF0J3MgcHJldHR5IG11Y2ggYWxsIEkga25vdy4gSSBob3BlIHlvdSB3ZXJlIGFibGUgdG8gbGVhcm4gd2hhdCB5b3Ugd2FudGVkIGZyb20gbXkgc3RvcnkhIEhhdyBoYXcgaGF3IQ==,,,,,W0thbnRhdGFdCkhlaCEgSGVoISBIZWghSGVoISBIZWghIArDiSBpc3NvLi4uIEZpbS4uLgrDiSB0dWRvIHF1ZSBzZWkgc29icmUgQm9uZWNvIGRlIE5ldmUuLi4KVHVkby4uLgpEZXUgcHJhIHRlIGVzY2xhcmVjZXIgdHVkbz8KSGVoISBIZWghIEhlaCE=,,W0NhbnRhdGFdCk11YSwgamEsIGphLCBqYS4KQnVlbm8sIGVzbyBlcyB0b2RvIGxvIHF1ZSBzw6kuIMKhRXNwZXJvIHF1ZSBoYXlhcyBjb25zZWd1aWRvIGxhIGluZm9ybWFjacOzbiBxdWUgYnVzY2FiYXMgYSBwYXJ0aXIgZGUgbWkgaGlzdG9yaWEhIMKhSnVhLCBqdWEsIGp1YSE=
2KeRAg,,W0NhbnRhdGFdCldlbGwuLi4KTm93IHRoYXQgSSB0aGluayBhYm91dCBpdC4uLg==,,,,,W0thbnRhdGFdCkFoISBCb20uLi4KUG9yIHF1ZSBzZSBpbnRlcmVzc2EgcGVsbyBCb25lY28gZGUgTmV2ZS4uLg==,,W0NhbnRhdGFdCkJ1ZW5vLi4uCkFob3JhIHF1ZSBsbyBwaWVuc28uLi4=
2aeRAg,,W0NhbnRhdGFdClNub3d5c25vdyBjYW4gbm90IG9ubHkgc3BlYWssIGJ1dCBoZSBhbHNvIHNlZW1zIHRvIGJlIGFibGUgdG8gY3JlYXRlIGFuIGVuZGxlc3Mgc3VwcGx5IG9mIENocmlzdG1hcyBwcmVzZW50cy4gT3IgYXQgbGVhc3QsIHRoYXQncyB3aGF0IEkgaGVhci4=,,,,,W0thbnRhdGFdClBvciBlc3RhciBkYW5kbyBwcmVzZW50ZXMgw6BzIHBlc3NvYXMuLi4KSXN0by4uLgpGYXogYWdlbnRlIHBlbnNhci4uLgplIG91dmlyLi4=,,W0NhbnRhdGFdCk5pZXZlLW5ldsOtbiBubyBzb2xvIGhhYmxhLCBzaW5vIHF1ZSB0YW1iacOpbiBwYXJlY2Ugc2VyIHVuYSBmdWVudGUgaW5hZ290YWJsZSBkZSByZWdhbG9zIGRlIE5hdmlkYWQuIE8gYWwgbWVub3MgZXNvIGVzIGxvIHF1ZSBoZSBlc2N1Y2hhZG8u
2qeRAg,,W0NhbnRhdGFdCl4zMzU1RkZUaGFjaGVudHplXjAwMDAwMCwgdGhhdCBsb3ZlbHkgcGlja2xlIG1ha2VyLCBrbm93cyBtb3JlIGFib3V0IGl0LiBTbyBpZiB5b3UncmUgY3VyaW91cywgeW91IHNob3VsZCBnbyB0YWxrIHRvIGhlci4gQWxyaWdodHkgdGhlbiwgTWVycnkgQ2hyaXN0bWFzIQ==,,,,,W0thbnRhdGFdCmEgc2VuaG9yYSBxdWUgZmF6IG8gZGVsaWNpb3NvIGNob2NvbGF0ZSBraW1jaGkuLi4KXjMzNTVGRidUYXNoaW56ZSdeMDAwMDAwLi4uClNhYmUgcG9ycXXDqi4uLgpBY2hvLi4uIHF1ZSBzZSBxdWlzZXIgc2FiZXIgbWFpcy4uLgpQcm9jdXJlLWEuLi4KRmVsaXogTmF0YWwhIQ==,,W0NhbnRhdGFdCl4zMzU1RkZUaGFjaGVudHplXjAwMDAwMCwgbGEgZW5jYW50YWRvcmEgZGFtYSBxdWUgcHJlcGFyYSBlbmN1cnRpZG9zLCBwdWVkZSBkYXJ0ZSBtw6FzIGluZm9ybWFjacOzbi4gQXPDrSBxdWUsIHNpIHRpZW5lcyBjdXJpb3NpZGFkLCBkZWJlcsOtYXMgaXIgYSBoYWJsYXIgY29uIGVsbGEuIEJ1ZW5vLCDCoXRlIGRlc2VvIHVuYSBmZWxpeiBOYXZpZGFkIQ==
