YOliCA,,UG9wZQ==,,,,,UGFwaXNh,,UGFwaXNh
UepiCA,,W0hpZ2ggUHJpZXN0XQpTaGUgd2lsbCBsaXZlIGEgc2FmZSBhbmQgY29tZm9ydGFibGUgbGlmZSBpbiB0aGUgVGVtcGxlLg==,,,,,W1N1bW8gU2FjZXJkb3RlXQpBIHZpZGEgbm8gU2FudHXDoXJpbyBzZXLDoSBzZWd1cmEgZSBjb25mb3J0w6F2ZWwu,,W1N1bW8gU2FjZXJkb3RlXQpMYSB2aWRhIGVuIGVsIFNhbnR1YXJpbyBzZXLDoSBzZWd1cmEgeSBjw7Ntb2RhLg==
UupiCA,,W0RhZF0KV2hhdCBhYm91dCB0aGlzIGNoaWxkPyBXaGF0IGFib3V0IG15IHNvbj8=,,,,,W1BhaV0KRSBxdWFudG8gYW8gbWV1IGZpbGhvPyBPIGlybcOjbyBkZWxhPw==,,W1BhcMOhXQrCv1kgcXXDqSBoYXkgZGUgbWkgaGlqbz8gwr9TdSBoZXJtYW5vPw==
U+piCA,,W0hpZ2ggUHJpZXN0XQpXZSBkb24ndCBrbm93IHdoYXQgaXQgbWVhbnMgdG8gaGF2ZSBhIGJveSB3aG8gbWVldHMgdGhlIHJlcXVpcmVtZW50cy4=,,,,,W1N1bW8gU2FjZXJkb3Rpc2FdCkV1IG7Do28gZmHDp28gaWRlaWEgZG8gcXVlIHVtIGlybcOjbyBnw6ptZW8gZGUgRnJleWEgc2lnbmZpY2Eu,,W1N1bWEgU2FjZXJkb3Rpc2FdCk5vIHRlbmdvIGlkZWEgZGUgbG8gcXVlIHNpZ25pZmljYSB1biBoZXJtYW5vIGdlbWVsbyBkZSBGcmV5YS4=
VOpiCA,,W0hpZ2ggUHJpZXN0XQpUaGVyZSBoYXMgb25seSBiZWVuIG9uZSBQb3BlIGF0IGEgdGltZS4gQnV0IHRoZXJlIHdhcyBuZXZlciBhIGJveS4=,,,,,W1N1bW8gU2FjZXJkb3RlXQpEZSBnZXJhw6fDo28gZW0gZ2VyYcOnw6NvLCBzZW1wcmUgdGl2ZW1vcyB1bWEgUGFwaXNhLiBBbMOpbSBkaXNzbywgZWxlIMOpIHVtIG1lbmluby4=,,W1N1bW8gU2FjZXJkb3RlXQpEZSBnZW5lcmFjacOzbiBlbiBnZW5lcmFjacOzbiwgc2llbXByZSBoZW1vcyB0ZW5pZG8gdW5hIFBhcGlzYS4gQWRlbcOhcywgw6lsIGVzIHVuIG5pw7FvLg==
VepiCA,,W0hpZ2ggUHJpZXN0XQpXaGF0IGNvdWxkIHRoaXMgbWVhbj8gV2hhdCBkb2VzIEZyZXlhIHdhbnQgdG8gc2F5IHRocm91Z2ggdGhhdCBib3k/,,,,,W1N1bW8gU2FjZXJkb3Rpc2FdClF1YWwgbyBzaWduaWZpY2Fkbz8gTyBxdWUgRnJleWEgZXN0w6EgcXVlcmVuZG8gbm9zIGRpemVyIGF0cmF2w6lzIGRlc3NlIGdhcm90bz8=,,W1N1bWEgU2FjZXJkb3Rpc2FdCsK/UXXDqSBzaWduaWZpY2FkbyB0aWVuZT8gwr9RdcOpIG5vcyBxdWllcmUgZGVjaXIgRnJleWEgYSB0cmF2w6lzIGRlIGVzdGUgY2hpY28/
VupiCA,,W0hpZ2ggUHJpZXN0XQpXZSBtdXN0IHRha2UgYm90aCBvZiB0aGVtIHdpdGggdXMuIFRoaXMgbWF0dGVyIG11c3QgYmUgc3R1ZGllZCBieSB0aGUgdGhlb2xvZ2lzdHMgYW5kIGhpZ2ggcHJpZXN0cy4=,,,,,W1N1bW8gU2FjZXJkb3RlXQpPIGplaXRvIMOpIGxldmFyIG9zIGRvaXMuIElzc28gc2Vyw6EgdW0gdHJhYmFsaG8gcGFyYSBvcyBDYXJkZWFpcyBpbnRlcnByZXRhcmVtLg==,,W1N1bW8gU2FjZXJkb3RlXQpMbyDDum5pY28gZXMgbGxldmFybm9zIGEgbG9zIGRvcy4gRXNvIHNlcsOhIHVuIHRyYWJham8gcGFyYSBxdWUgbG9zIENhcmRlbmFsZXMgbG8gaW50ZXJwcmV0ZW4u
V+piCA,,W0hpZ2ggUHJpZXN0XQpXZSBjYW4gbWFrZSBmdXJ0aGVyIGRlY2lzaW9ucyBhZnRlciB0aGF0Lg==,,,,,W1N1bW8gU2FjZXJkb3Rpc2FdClZhbW9zIGRpc2N1dGlyIGlzc28gZGVwb2lzLg==,,W1N1bWEgU2FjZXJkb3Rpc2FdCkxvIGRpc2N1dGlyZW1vcyBkZXNwdcOpcy4=
WOpiCA,,W1BvcGVdCk5vLiBJIGRvbid0IHdhbm5hIGdvISBNb20/IERhZD8gQWR2ZW50dXJlcj8gSGVscCEgSSBkb24ndCB3YW50IHRvIGdvIQ==,,,,,W1BhcGlzYV0KTsOjbyEgTsOjbyBxdWVybyBpciEgTcOjZSwgUGFpLCBBdmVudHVyZWlybyEgTWUgYWp1ZGVtIQ==,,W1BhcGlzYV0KwqFObyEgwqFObyBxdWllcm8gaXIhIMKhTWFtw6EsIFBhcMOhLCBBdmVudHVyZXJvISDCoUF5w7pkZW5tZSE=
WepiCA,,W0x1d21pbl0KU2hoaCwgY2FsbSBkb3duIGFuZCBsaXN0ZW4gdG8gbWUuIFdlIHdpbGwgbmV2ZXIgYmUgYXBhcnQu,,,,,W0xvb21pbl0KRmlxdWUgY2FsbWEsIGV1IG51bmNhIHZvdSBwYXJ0aXIu,,W0xvb21pbl0KVHJhbnF1aWxhLCBudW5jYSBtZSBpcsOpLg==
WupiCA,,W1BvcGVdCk9rYXkhIE9rYXkh,,,,,W1BhcGlzYV0KU2ltISBTaW0h,,W1BhcGlzYV0KwqFTw60hIMKhU8OtIQ==
W+piCA,,W0x1d21pbl0KRG8geW91IHJlbWVtYmVyIHRoYXQgZHJlYW0gcGxhY2Ugd2UndmUgYWx3YXlzIHRhbGtlZCBhYm91dD8=,,,,,W0xvb21pbl0KVm9jw6ogYWluZGEgc2UgbGVtYnJhIGRhcXVlbGUgbHVnYXIgZG9zIHNvbmhvcyBxdWUgZmFsw6F2YW1vcz8=,,W0xvb21pbl0Kwr9Ub2RhdsOtYSB0ZSBhY3VlcmRhcyBkZSBlc2UgbHVnYXIgZGUgZW5zdWXDsW8gZGVsIHF1ZSBoYWJsw6FiYW1vcz8=
XOpiCA,,W1BvcGVdClllYWghIFRoZSBzZWNyZXQgZ2FyZGVuLiBJIHJlbWVtYmVyIQ==,,,,,W1BhcGlzYV0KU2ltISBPIGphcmRpbSBzZWNyZXRvISBFdSBsZW1icm8h,,W1BhcGlzYV0KwqFTw60hIMKhRWwgamFyZMOtbiBzZWNyZXRvISDCoUxvIHJlY3VlcmRvIQ==
XepiCA,,W0x1d21pbl0KSWYgeW91IGNvbWUgb3V0IHRocm91Z2ggdGhlIFNvdXRoIEdhdGUsIHlvdSBjYW4gZ2V0IHRoZXJlLiBXZSdsbCBtZWV0IGFnYWluIHRoZXJlLiBJJ2xsIGtlZXAgeW91IHNhZmUgc28gdGhhdCBubyBvbmUgY2FuIHRha2UgeW91IGF3YXkgYWdhaW4u,,,,,W0xvb21pbl0KU2Ugdm9jw6ogc2VndWlyIHBhcmEgbyBwb3J0w6NvIHN1bCwgdm9jw6ogZXN0YXLDoSBsw6EuIFZhbW9zIG5vcyBlbmNvbnRyYXIgYWxpLiBWb3UgdGUgcHJvdGVnZXIgcGFyYSBxdWUgbmluZ3XDqW0gdGUgbGV2ZS4=,,W0xvb21pbl0KU2kgdmFzIGhhY2lhIGxhIHB1ZXJ0YSBzdXIsIGVzdGFyw6FzIGFsbMOtLiBOb3MgZW5jb250cmFyZW1vcyBhbGzDoS4gVGUgcHJvdGVnZXLDqSBwYXJhIHF1ZSBuYWRpZSBzZSB0ZSBsbGV2ZS4=
XupiCA,,W1BvcGVdCkFyZSB5b3UgbGVhdmluZyBtZSBub3c/,,,,,W1BhcGlzYV0KVm9jw6ogZXN0w6EgaW5kbyBhZ29yYT8=,,W1BhcGlzYV0Kwr9UZSB2YXMgYWhvcmE/
X+piCA,,QXJlIHlvdSBsZWF2aW5nIG1lIG5vdz8=,,,,,Vm9jw6ogZXN0w6EgaW5kbyBhZ29yYT8=,,wr9UZSB2YXMgYWhvcmE/
YOpiCA,,W0x1d21pbl0KSXQncyBiZXR0ZXIgdG8gZGlzdHJhY3QgdGhlbSBub3cuIEknbGwgbWVldCB5b3UgYXQgdGhlIFNvdXRoIEdhdGUu,,,,,W0xvb21pbl0KVGVyZW1vcyB2YW50YWdlbSBzZSBub3MgZGlzcGVyc2FybW9zLiBWYW1vcyBub3MgdmVyIG5vIHBvcnTDo28gc3VsLg==,,W0xvb21pbl0KVGVuZHJlbW9zIHZlbnRhamEgc2kgbm9zIHNlcGFyYW1vcy4gTm9zIHZlbW9zIGVuIGxhIHB1ZXJ0YSBzdXIu
YepiCA,,W1BvcGVdCkRvbid0IGdvISBEb24ndCBsZWF2ZSBtZSE=,,,,,W1BhcGlzYV0KTsOjbyB2w6EhIE7Do28gbWUgYWJhbmRvbmUh,,W1BhcGlzYV0KwqFObyB0ZSB2YXlhcyEgwqFObyBtZSBhYmFuZG9uZXMh
YupiCA,,RG9uJ3QgZ28hIERvbid0IGxlYXZlIG1lIQ==,,,,,TsOjbyB2w6EhIE7Do28gbWUgYWJhbmRvbmUh,,wqFObyB0ZSB2YXlhcyEgwqFObyBtZSBhYmFuZG9uZXMh
Y+piCA,,W3swfV0KUG9wZSwgWW91ciBIb2xpbmVzcyEgQ2FsbSBkb3duISBUaGlzIGlzIGEgZHJlYW0hIEl0J3Mgb25seSBhIGRyZWFtLCB5b3UgY2FuIHdha2UgdXAgZnJvbSBpdCE=,,,,,W3swfV0KUGFwaXNhISBQYXBpc2EhIEFjYWxtZS1zZSEgSXNzbyDDqSBhcGVuYXMgdW0gc29uaG8hIFZvY8OqIHByZWNpc2EgYWNvcmRhciEh,,W3swfV0KwqFQYXBpc2EhIMKhUGFwaXNhISDCoUPDoWxtYXRlISDCoUVzdG8gZXMgc29sbyB1biBzdWXDsW8hIMKhTmVjZXNpdGFzIGRlc3BlcnRhciEh
ZOpiCA,,W1BvcGVdCkRvbid0IGNhbGwgbWUgUG9wZSE=,,,,,W1BhcGlzYV0KTsOjbyBtZSBjaGFtZSBkZSBQYXBpc2Eh,,W1BhcGlzYV0KwqFObyBtZSBsbGFtZXMgUGFwaXNhIQ==
ZepiCA,,TW9tISBEYWQhIQ==,,,,,TcOjZSEgUGFpISE=,,wqFNYW3DoSEgwqHCoVBhcMOhISE=
ZupiCA,,W0RhZF0KTXkgZ29vZCBnaXJsLg==,,,,,W1BhaV0KVm9jw6ogw6kgYSBtaW5oYSBmaWxoYSBmYXZvcml0YS4=,,W1BhcMOhXQpUw7ogZXJlcyBtaSBoaWphIGZhdm9yaXRhLg==
Z+piCA,,TXkgZ29vZCBnaXJsLg==,,,,,Vm9jw6ogw6kgYSBtaW5oYSBmaWxoYSBmYXZvcml0YS4=,,VMO6IGVyZXMgbWkgaGlqYSBmYXZvcml0YS4=
aOpiCA,,W01vbV0KT3VyIGNoaWxkIGlzIHRoZSBQb3BlISBIb3cgaG9ub3JlZCE=,,,,,W03Do2VdCk5lbSBhY3JlZGl0byBxdWUgbWluaGEgZmlsaGEgw6kgYSBQYXBpc2Eh,,W01hbcOhXQrCoU5vIHB1ZWRvIGNyZWVyIHF1ZSBtaSBoaWphIHNlYSBsYSBQYXBpc2Eh
aepiCA,,SG93IGhvbm9yZWQh,,,,,R2zDs3JpYSDDoCBGcmV5YSE=,,wqFHbG9yaWEgYSBGcmV5YSE=
aupiCA,,W1BvcGVdCk1vbS4uLj8gRGFkLi4uPyBBcmUgeW91IHJlYWxseSBzZW5kaW5nIG1lIGF3YXk/,,,,,W1BhcGlzYV0KTcOjZS4uLj8gUGFpLi4uPyBWb2PDqnMgdsOjbyBtZSBhYmFuZG9uYXI/,,W1BhcGlzYV0Kwr9NYW3DoS4uLj8gwr9QYXDDoS4uLj8gwr9NZSB2YW4gYSBhYmFuZG9uYXI/
a+piCA,,W0RhZF0KUG9wZSwgcGxlYXNlIGdvIHdpdGggdGhlbS4=,,,,,W1BhaV0KUGFwaXNhLCB2w6EgY29tIGVsZXMu,,W1BhcMOhXQpQYXBpc2EsIHZlIGNvbiBlbGxvcy4=
bOpiCA,,W1BvcGVdCkkgZG9uJ3Qgd2FubmEgZ28hIEkgZG9uJ3Qgd2FudCB0byBzYXkgZ29vZGJ5ZSE=,,,,,W1BhcGlzYV0KTsOjbyEgRXUgbsOjbyBxdWVybyBpciE=,,W1BhcGlzYV0KwqFObyEgwqFObyBxdWllcm8gaXIh
bepiCA,,W01vbV0KVGhhdCdzIGEgZ29vZCBnaXJsLg==,,,,,W03Do2VdClZvY8OqIMOpIGEgbWluaGEgZmlsaGEgZmF2b3JpdGEgYWdvcmEu,,W01hbcOhXQpBaG9yYSBlcmVzIG1pIGhpamEgZmF2b3JpdGEu
bupiCA,,W0hpZ2ggUHJpZXN0XQpXZSB3aWxsIG1ha2Ugc3VyZSB0byBsb29rIGFmdGVyIGhlciBjb21mb3J0YWJseS4=,,,,,W1N1bW8gU2FjZXJkb3Rpc2FdCk7Ds3MgaXJlbW9zIHRvbWFyIGNvbnRhIGRhIHN1YSBmaWxoYSBjb20gY3VpZGFkby4=,,W1N1bWEgU2FjZXJkb3Rpc2FdCk5vc290cm9zIGN1aWRhcmVtb3MgZGUgdHUgaGlqYSBjb24gZXNtZXJvLg==
b+piCA,,W1BvcGVdCk5vISE=,,,,,W1BhcGlzYV0KTsOjbyEh,,W1BhcGlzYV0KwqHCoU5vISE=
cOpiCA,,Tm8hIQ==,,,,,TsOjbyEh,,wqHCoU5vISE=
cepiCA,,W0hpZ2ggUHJpZXN0XQpJZiB5b3Uga2VlcCByZXNpc3RpbmcsIHdlIGhhdmUgbm8gb3RoZXIgY2hvaWNlIGJ1dCB1c2UgZm9yY2Uu,,,,,W1N1bW8gU2FjZXJkb3Rpc2FdClNlIGNvbnRpbnVhciBhc3NpbSwgdmFtb3MgbGV2w6EtbGEgw6AgZm9yw6dhLg==,,W1N1bWEgU2FjZXJkb3Rpc2FdClNpIHNpZ3VlcyBhc8OtLCBsYSBsbGV2YXJlbW9zIHBvciBsYSBmdWVyemEu
cupiCA,,W1BvcGVdCk5vISEgSSdtIG5vdCBnb2luZyEh,,,,,W1BhcGlzYV0KTsOjbyEhIEV1IG7Do28gdm91ISE=,,W1BhcGlzYV0KwqHCoU5vISEgwqHCoU5vIGlyw6khIQ==
c+piCA,,W0hpZ2ggUHJpZXN0XQpXZWxsLCB0aGVuLiBFc2NvcnQgaGVyLg==,,,,,W1N1bW8gU2FjZXJkb3RlXQpFdSB2b3UgdXNhciBhIGZvcsOnYS4=,,W1N1bW8gU2FjZXJkb3RlXQpWb3kgYSB1c2FyIGxhIGZ1ZXJ6YS4=
dOpiCA,,W3swfV0KSSB3b24ndCBsZXQgeW91IGRvIHRoYXQuIFBvcGUsIHRoaXMgd2F5IQ==,,,,,W3swfV0KRWkhIEVpISBFaSEgVGlyZW0gYXMgbcOjb3MgZGVsYSEgUGFwaXNhLCB2ZW5oYSBwb3IgYXF1aSEh,,W3swfV0KwqFPeWUhIMKhT3llISDCoU95ZSEgwqFRdcOtdGVubGUgbGFzIG1hbm9zIGRlIGVuY2ltYSEgwqFQYXBpc2EsIHZlbiBwb3IgYXF1w60hIQ==
depiCA,,W0ZvbGxvd2VyXQpIb3cgZGFyZSB5b3Ugc3RhbmQgaW4gdGhlIHBhdGggb2YgdGhlIFBvcGUh,,,,,W0NyZW50ZV0KQ29tbyBvdXNhIGJsb3F1ZWFyIG8gY2FtaW5obyBkYSBQYXBpc2Eh,,W0NyZXllbnRlXQrCocK/Q8OzbW8gdGUgYXRyZXZlcyBhIGJsb3F1ZWFyIGVsIGNhbWlubyBkZSBsYSBQYXBpc2E/IQ==
dupiCA,,W0ZvbGxvd2VyXQpXZSB3aWxsIG5vdCBmb3JnaXZlIGFueW9uZSB3aG8gZGVmaWVzIHRoZSB3aWxsIG9mIEdvZGRlc3Mh,,,,,W0NyZW50ZV0KUXVhbHF1ZXIgdW0gcXVlIGltcGVkaXIgYSB2b250YWRlIGRlIEZyZXlhIG7Do28gc2Vyw6EgcGVyZG9hZG8h,,W0NyZXllbnRlXQrCoUN1YWxxdWllcmEgcXVlIGltcGlkYSBsYSB2b2x1bnRhZCBkZSBGcmV5YSBubyBzZXLDoSBwZXJkb25hZG8h
d+piCA,,V2Ugd2lsbCBub3QgZm9yZ2l2ZSBhbnlvbmUgd2hvIGRlZmllcyB0aGUgd2lsbCBvZiBHb2RkZXNzIQ==,,,,,UXVhbHF1ZXIgdW0gcXVlIGltcGVkaXIgYSB2b250YWRlIGRlIEZyZXlhIG7Do28gc2Vyw6EgcGVyZG9hZG8h,,wqFDdWFscXVpZXJhIHF1ZSBpbXBpZGEgbGEgdm9sdW50YWQgZGUgRnJleWEgbm8gc2Vyw6EgcGVyZG9uYWRvIQ==
eOpiCA,,TW9t,,,,,TcOjZQ==,,TWFtw6E=
eepiCA,,RGFk,,,,,UGFp,,UGFww6E=
eupiCA,,SGlnaCBQcmllc3Q=,,,,,U3VtbyBTYWNlcmRvdGU=,,U3VtbyBTYWNlcmRvdGU=
e+piCA,,RW5yYWdlZCBIaWdoIFByaWVzdA==,,,,,U2FjZXJkb3RlIEZ1cmlvc28=,,U2FjZXJkb3RlIEZ1cmlvc28=
fOpiCA,,WW91ciBIb2xpbmVzcywgbGV0J3MgcmV0dXJuIHRvIHRoZSBUZW1wbGUu,,,,,UGFwaXNhLCB2YW1vcyBwYXJhIG8gU2FudHXDoXJpbyBqdW50b3Mu,,UGFwaXNhLCB2YW1vcyBqdW50b3MgYWwgU2FudHVhcmlvLg==
fepiCA,,QWxsIGFyZSB0aGUgd2lsbCBvZiBGcmV5YS4=,,,,,VHVkbyDDqSBwZWxhIHZvbnRhZGUgZGUgRnJleWEu,,VG9kbyBlcyBwb3IgbGEgdm9sdW50YWQgZGUgRnJleWEu
fupiCA,,U29tZXRoaW5nIGRyb3BwZWQgd2hlcmUgdGhlIEhpZ2ggUHJpZXN0IGFwcGVhcmVkLg==,,,,,QWxnbyBwYXJlY2UgdGVyIGNhw61kbyBvbmRlIG8gU2FjZXJkb3RlIGVzdGF2YS4=,,UGFyZWNlIHF1ZSBhbGdvIGNhecOzIGRvbmRlIGVzdGFiYSBlbCBTYWNlcmRvdGUu
f+piCA,,VGhleSdyZSBhbGwgZ29uZS4gSHVycnksIHdlIHNob3VsZCBnZXQgb3V0IG9mIGhlcmUgbm93Lg==,,,,,QXMgcGVzc29hcyBxdWUgZXN0YXZhbSBhbWVhw6dhbmRvIHN1bWlyYW0uIFByZWNpc28gc2FpciBkYXF1aS4=,,TGEgZ2VudGUgcXVlIGFtZW5hemFiYSBoYSBkZXNhcGFyZWNpZG8uIE5lY2VzaXRvIHNhbGlyIGRlIGFxdcOtLg==
gOpiCA,,VGhlIGRyb3BwZWQgaXRlbSBpcyBncm93aW5nIGZhaW50Lg==,,,,,QWxndW0gb2JqZXRvIGVzdMOhIGRlc2FwYXJlY2VuZG8u,,QWxnw7puIG9iamV0byBlc3TDoSBkZXNhcGFyZWNpZW5kby4=
gepiCA,,U29tZXRoaW5nIGlzIGRyb3BwZWQgb24gdGhlIGdyb3VuZC4gTGV0J3MgY2hlY2sgaXQgb3V0Lg==,,,,,QWxnbyBlc3TDoSBmYWx0YW5kby4gVmFtb3MgY29uZmVyaXIu,,RmFsdGEgYWxnby4gVmFtb3MgYSByZXZpc2FyLg==
gupiCA,,VGhlcmUgaXMgbm8gcm9vbSBpbiB0aGUgaW52ZW50b3J5LiBMZXQncyBtYWtlIHNvbWUgcm9vbS4=,,,,,TsOjbyBow6EgbWFpcyBlc3Bhw6dvIG5vIGludmVudMOhcmlvLiBWYW1vcyBlc3ZhemnDoS1sbyBlIHZvbHRhci4=,,Tm8gaGF5IG3DoXMgZXNwYWNpbyBlbiBlbCBpbnZlbnRhcmlvLiBWYWNpw6ltb3NsbyB5IHZvbHZhbW9zLg==
g+piCA,,SXQncyBhbiBvbGQgZG9sbC4gSSB3b25kZXIgd2hvIHRoZSBvd25lciBpcy4=,,,,,UGFyZWNlIHVtYSBCb25lY2EuIERlIHF1ZW0gw6k/,,UGFyZWNlIHVuYSBNdcOxZWNhLiDCv0RlIHF1acOpbiBlcz8=
hOpiCA,,Rm9sbG93ZXI=,,,,,Q3JlbnRl,,Q3JleWVudGU=
hepiCA,,WW91ciBIb2xpbmVzcywgd2Ugd2lsbCBlc2NvcnQgeW91Lg==,,,,,UGFwaXNhLCBldSBzaXJ2byDDoCB2b2PDqi4=,,UGFwaXNhLCB0ZSBzaXJ2byBhIHRpLg==
hupiCA,,RW5yYWdlZCBGb2xsb3dlcg==,,,,,Q3JlbnRlIEFncmVzc2l2YQ==,,Q3JleWVudGUgQWdyZXNpdmE=
h+piCA,,QW5ncnkgRm9sbG93ZXI=,,,,,Q3JlbnRlIEFncmVzc2l2bw==,,Q3JleWVudGUgQWdyZXNpdm8=
iOpiCA,,VGhleSdyZSBnb2luZyBzb3V0aCEgVGhlIFNvdXRoIEdhdGUsIHRoZXkncmUgaGVhZGVkIHRvIHRoZSBTb3V0aCBHYXRlISEh,,,,,UsOhcGlkbyEgUGFyYSBvIHBvcnTDo28gc3VsISEh,,wqFSw6FwaWRvISDCocKhwqFBIGxhIHB1ZXJ0YSBzdXIhISE=
iepiCA,,TmVpZ2hib3I=,,,,,UmVzaWRlbnRl,,UmVzaWRlbnRl
iupiCA,,SSBjYW1lIHRvIGdldCB5b3UuIExldCdzIGdvIGJlZm9yZSBtb3JlIG9mIHRoZW0gY29tZS4gSHVycnkh,,,,,RXN0YXZhIHRlIGVzcGVyYW5kbyBwYXJhIHRlIGJ1c2Nhci4gVmFtb3MgZW1ib3JhIGFudGVzIHF1ZSB0ZSBlbmNvbnRyZW0gYXF1aSE=,,RXN0YWJhIGVzcGVyw6FuZG90ZSBwYXJhIGJ1c2NhcnRlLiDCoVbDoW1vbm9zIGFudGVzIGRlIHF1ZSB0ZSBlbmN1ZW50cmVuIGFxdcOtIQ==
i+piCA,,QWR2ZW50dXJlciwgY29tZS4=,,,,,VmVtIGNvbSBhIGdlbnRlLCB2aWFqYW50ZS4=,,VmVuIGNvbiBub3NvdHJvcywgdmlhamVyby4=
jOpiCA,,SSBzaG91bGQgZ28gYWZ0ZXIgdGhlIFBvcGUgYmVmb3JlIEkgbG9zZSBoZXIu,,,,,TWVsaG9yIGlyLCBuw6NvIHBvc3NvIHNhaXIgZG8gbGFkbyBkYSBQYXBpc2Eu,,TWVqb3IgaXJtZSwgbm8gcHVlZG8gYXBhcnRhcm1lIGRlIGxhIFBhcGlzYS4=
jepiCA,,R28gYmFjay4gUnVubmluZyBhd2F5IGNhbid0IGZpeCBldmVyeXRoaW5nLg==,,,,,Vm9sdGUuIEZ1Z2lyIG7Do28gcmVzb2x2ZXLDoSBvIHByb2JsZW1hLg==,,UmVncmVzYS4gSHVpciBubyByZXNvbHZlcsOhIGVsIHByb2JsZW1hLg==
jupiCA,,SXQncyB0aW1lIGZvciB5b3UgdG8gZ3JvdyB1cC4=,,,,,UG9yIHF1YW50byB0ZW1wbyB2b2PDqiBwcmV0ZW5kZSBzZSBmYXplciBkZSB0b2xhPw==,,wr9IYXN0YSBjdcOhbmRvIHByZXRlbmRlcyBoYWNlcnRlIGxhIHRvbnRhPw==
j+piCA,,WW91ciBIb2xpbmVzcy4uLj8=,,,,,UGFwaXNhLi4uPw==,,wr9QYXBpc2EuLi4/
kOpiCA,,Li4uLi4u,,,,,Li4uLi4u,,Li4uLi4u
kepiCA,,RG8geW91IG1pc3MgeW91ciBmYW1pbHk/IE1vbT8gRGFkPyBMdXdtaW4/IERvIHlvdSBldmVuIHJlbWVtYmVyIHRoZW0/,,,,,Vm9jw6ogYWNoYSBxdWUgbWluaGEgZmFtw61saWEgbsOjbyBzZW50ZSBzYXVkYWRlcz8gTcOjZT8gUGFpPyBNZXUgaXJtw6NvPyBFbGVzIG7Do28gc2UgbGVtYnJhbSBkZSBtaW0/,,wr9DcmVlcyBxdWUgbWkgZmFtaWxpYSBubyBtZSBleHRyYcOxYT8gwr9NYW3DoT8gwr9QYXDDoT8gwr9NaSBoZXJtYW5vPyDCv05vIHNlIGFjdWVyZGFuIGRlIG3DrT8=
kupiCA,,RGlkIHlvdSBldmVuIHJlbWVtYmVyIHRoZW0gYmVmb3JlIHRoaXMgdmVyeSBtb21lbnQ/,,,,,Vm9jw6ogasOhIHRpbmhhIHBlbnNhZG8gbmlzc28gYW50ZXM/,,wr9ZYSBoYWLDrWFzIHBlbnNhZG8gZW4gZXNvIGFudGVzPw==
k+piCA,,WW91J3JlIGp1c3QgdHJ5aW5nIHRvIHJ1biBhd2F5IGZyb20gcmVhbGl0eS4=,,,,,Vm9jw6ogc8OzIHF1ZXJpYSBlc2NhcGFyIGRhIHJlYWxpZGFkZS4=,,U29sbyBxdWVyw61hcyBlc2NhcGFyIGRlIGxhIHJlYWxpZGFkLg==
lOpiCA,,R28gYmFjayBub3cu,,,,,Vm9sdGUu,,UmVncmVzYS4=
lepiCA,,RG9uJ3QgbG9vayBhd2F5IGZyb20geW91cnNlbGYu,,,,,TsOjbyB2aXJlIGEgY2FiZcOnYSBwYXJhIG8gcHJvYmxlbWEu,,Tm8gbGUgZGVzIGxhIGVzcGFsZGEgYWwgcHJvYmxlbWEu
lupiCA,,WW91IGhhdmUgdG8gZmFjZSB5b3VyIHRydWUgc2VsZi4=,,,,,TsOjbyBpZ25vcmUgYSBzaXR1YcOnw6NvLg==,,Tm8gaWdub3JlcyBsYSBzaXR1YWNpw7NuLg==
l+piCA,,R28gYmFjayB0byB3aGVyZSB5b3UgYmVsb25nIHRvLg==,,,,,Vm9sdGUgcGFyYSBvbmRlIHZvY8OqIGRldmVyaWEgZXN0YXIu,,UmVncmVzYSBhIGRvbmRlIGRlYmVyw61hcyBlc3Rhci4=
mOpiCA,,Li4uIEFkdmVudHVyZXIuLi4=,,,,,Li4uIFZpYWphbnRlLi4u,,Li4uQXZlbnR1cmVyby4uLg==
mepiCA,,V2hvIGFyZSB5b3U/,,,,,UXVlbSDDqSB2b2PDqj8=,,wr9RdWnDqW4gZXJlcyB0w7o/
mupiCA,,V2h5IGFyZSB5b3UgY2hhc2luZyBhZnRlciB1cyBpbiB0aGUgc2hhcGUgb2YgdGhlIFBvcGU/,,,,,UG9yIHF1ZSB2b2PDqiBzZSBwYXJlY2UgY29tIGEgUGFwaXNhPyBQb3IgcXVlIGVzdMOhIG5vcyBzZWd1aW5kbz8=,,wr9Qb3IgcXXDqSB0ZSBwYXJlY2VzIGEgbGEgUGFwaXNhPyDCv1BvciBxdcOpIG5vcyBzaWd1ZXM/
m+piCA,,SS4uLiBJJ20uLi4gSSBhbS4uLiBJLi4u,,,,,RXUuLi4gRXUuLi4gRXUgc291IGEuLi4=,,WW8uLi4gWW8uLi4gWW8gc295IGxhLi4u
nOpiCA,,QWR2ZW50dXJlciwgcGxlYXNlIHRha2UgaG9sZCBvZiBtZS4uLg==,,,,,VmlhamFudGUsIG1lIGFqdWRlLi4u,,QXZlbnR1cmVybywgYXnDumRhbWUuLi4=
nepiCA,,WW91ciBIb2xpbmVzcywgd2Ugd2lsbCBlc2NvcnQgeW91IHRvIHRoZSBUZW1wbGUu,,,,,UGFwaXNhLCB2b3UgdGUgbGV2YXIgcGFyYSBvIFNhbnR1w6FyaW8u,,UGFwaXNhLCB0ZSBsbGV2YXLDqSBhbCBTYW50dWFyaW8u
