AKolAw,,QXNzYXNzaW4=,,,,,QXNzYXNzaW5v,,QXNlc2lubw==
aKolAw,,W0lzbWlsXQpEaWQgeW91IHNlZSB0aGF0PwpBbmQgdGhpcyBwYXJ0IGlzIGltcG9ydGFudC4KVGhlIHBvc2l0aW9uIG9mIHlvdXIgYXJtcyBhbmQgaGFuZHMhLiAuIC4gLiAuCi4gLiAueW91IGRvIGl0IGxpa2UgdGhpcy4uLiAu,,,,,W0lzbWlsXQpWb2PDqiB2aXUgaXNzbz8KRSBlc3RhIHBhcnRlIMOpIGltcG9ydGFudGUuCkEgcG9zacOnw6NvIGRvcyBzZXVzIGJyYcOnb3MgZSBtw6NvcyEuIC4gLiAuIC4KLiAuIC52b2PDqiBmYXogYXNzaW0uLi4gLg==,,W0lzbWlsXQrCv1Zpc3RlIGVzbz8KWSBlc3RhIHBhcnRlIGVzIGltcG9ydGFudGUuCsKhTGEgcG9zaWNpw7NuIGRlIHR1cyBicmF6b3MgeSBtYW5vcyEgLiAuIC4gLiAuCi4gLiAubG8gaGFjZXMgYXPDrS4uLiAu
aaolAw,,W0lzbWlsXQpZb3UgdW5kZXJzdG9vZCBjbGVhcmx5LCByaWdodD8KVGhhdCdzIHRoZSBlbmQgb2YgdGhlIHRoZW9yZXRpY2FsIGVkdWNhdGlvbiBhbmQgZGVtb25zdHJhdGlvbi4KSWYgeW91IGFyZSBhIHRydWUgQXNzYXNzaW4sIHlvdSB3b3VsZCBoYXZlIGxlYXJuZWQgZnJvbSBqdXN0IHRoaXMgbXVjaC4KVGhlbiBkb24ndCBmb3JnZXQgYWdhaW4uCkkgd29uJ3QgZm9yZ2l2ZSBhIHNlY29uZCB0aW1lLi4=,,,,,W0lzbWlsXQpWb2PDqiBlbnRlbmRldSBjbGFyYW1lbnRlLCBjZXJ0bz8KRXNzZSDDqSBvIGZpbSBkYSBlZHVjYcOnw6NvIHRlw7NyaWNhIGUgZGVtb25zdHJhw6fDo28uClNlIHZvY8OqIGZvciB1bSB2ZXJkYWRlaXJvIEFzc2Fzc2lubywgdGVyw6EgYXByZW5kaWRvIGFwZW5hcyBjb20gaXNzby4KRW50w6NvIG7Do28gZXNxdWXDp2EgZGUgbm92by4KTsOjbyBwZXJkb2FyZWkgdW1hIHNlZ3VuZGEgdmV6Li4=,,W0lzbWlsXQpMbyBlbnRlbmRpc3RlIGNsYXJhbWVudGUsIMK/dmVyZGFkPwpFc2UgZXMgZWwgZmluIGRlIGxhIGVkdWNhY2nDs24gdGXDs3JpY2EgeSBsYSBkZW1vc3RyYWNpw7NuLgpTaSBlcmVzIHVuIHZlcmRhZGVybyBBc2VzaW5vLCBoYWJyw6FzIGFwcmVuZGlkbyBzb2xvIGNvbiBlc3RvLgpFbnRvbmNlcyBubyBsbyBvbHZpZGVzIGRlIG51ZXZvLgpObyBwZXJkb25hcsOpIHVuYSBzZWd1bmRhIHZlei4uLg==
aqolAw,,W0lzbWlsXQpIbXBoISEh,,,,,W0lzbWlsXQpIbXBoISEh,,W0lzbWlsXQrCocKhwqFIbXBoISEh
a6olAw,,W0lzbWlsXQpeMDAwMEZGU29uaWMgQWNjZWxlcmF0aW9uXjAwMDAwMC4uLgpIYXZlIHlvdSB0cmllZCB1c2luZyBpdD8KU28gdGhhdCB0aGUgdGltZSB5b3Ugc3BlbnQgd2l0aCBtZSB3YXNuJ3Qgd2FzdGVkLi4=,,,,,W0lzbWlsXQp7TMOibWluYXMgQWNlbGVyYWRhc14wMDAwMDAuLi4KVm9jw6ogasOhIHRlbnRvdSB1c8OhLWxhcz8KUGFyYSBxdWUgbyB0ZW1wbyBxdWUgcGFzc291IGNvbWlnbyBuw6NvIHRlbmhhIHNpZG8gZGVzcGVyZGnDp2Fkby4u,,W0lzbWlsXQp7QWNlbGVyYWNpw7NuIFPDs25pY2FeMDAwMDAwLi4uCsK/SGFzIGludGVudGFkbyB1c2FybGE/ClBhcmEgcXVlIGVsIHRpZW1wbyBxdWUgcGFzYXN0ZSBjb25taWdvIG5vIGhheWEgc2lkbyBlbiB2YW5vLi4u
bKolAw,,W0Fzc2Fzc2luXQouIC4gLiAuIC4gLiAuIC4gLiAuIC4KSG1waC4uLg==,,,,,W0Fzc2Fzc2lub10KLiAuIC4gLiAuIC4gLiAuIC4gLiAuCkhtcGguLi4=,,W0FzZXNpbm9dCi4gLiAuIC4gLiAuIC4gLiAuIC4gLgpIbXBoLi4u
baolAw,,VGhlcmUgaXMgYSBjb2ZmaW4gdGhhdCBsb29rcyBxdWl0ZSBvbGQuClRoZSBsaWQgb2YgdGhlIGNvZmZpbiBpcyBzbGlnaHRseSBjcmFja2VkLAphbmQgdGhyb3VnaCB0aGUgY3JhY2ssIHlvdSBjYW4gc2VlIHNvbWV0aGluZyBzcGFya2xpbmcgaW4gdGhlIGxpZ2h0Lg==,,,,,SMOhIHVtIGNhaXjDo28gcXVlIHBhcmVjZSBiYXN0YW50ZSBhbnRpZ28uCkEgdGFtcGEgZG8gY2FpeMOjbyBlc3TDoSBsaWdlaXJhbWVudGUgcmFjaGFkYSwKZSBhdHJhdsOpcyBkYSByYWNoYWR1cmEsIHZvY8OqIHBvZGUgdmVyIGFsZ28gYnJpbGhhbmRvIG5hIGx1ei4=,,SGF5IHVuIGF0YcO6ZCBxdWUgcGFyZWNlIGJhc3RhbnRlIGFudGlndW8uCkxhIHRhcGEgZGVsIGF0YcO6ZCBlc3TDoSBsaWdlcmFtZW50ZSBhZ3JpZXRhZGEsCnkgYSB0cmF2w6lzIGRlIGxhIGdyaWV0YSwgcHVlZGVzIHZlciBhbGdvIGJyaWxsYW5kbyBlbiBsYSBsdXou
bqolAw,,WW91ciBhY3Rpb24/,,,,,U3VhIGHDp8Ojbz8=,,wr9UdSBhY2Npw7NuPw==
b6olAw,,UmVhY2ggeW91ciBoYW5kIGluLg==,,,,,RXN0ZW5kZXIgYSBtw6NvLg==,,RXh0ZW5kZXIgbGEgbWFuby4=
cKolAw,,VGFrZSBhIGNsb3NlciBsb29rLg==,,,,,T2xoYXIgbWFpcyBkZSBwZXJ0by4=,,TWlyYXIgbcOhcyBkZSBjZXJjYS4=
caolAw,,T3BlbiB0aGUgbGlkIGFuZCBjaGVjay4=,,,,,QWJyaXIgYSB0YW1wYSBlIHZlcmlmaWNhci4=,,QWJyaXIgbGEgdGFwYSB5IHZlcmlmaWNhci4=
cqolAw,,VGlwIG92ZXIgdGhlIGNvZmZpbi4=,,,,,VG9tYmFyIG8gY2FpeMOjby4=,,Vm9sY2FyIGVsIGF0YcO6ZC4=
c6olAw,,SWdub3JlIGl0Lg==,,,,,SWdub3Jhci4=,,SWdub3Jhci4=
dKolAw,,WW91IHJlYWNoZWQgeW91ciBoYW5kIGluLgpUaGVuIHlvdSByZWFjaGVkIGRlZXAgaW5zaWRlLApleHRlbmRpbmcgeW91ciBoYW5kIHRvd2FyZCB0aGUgc3BhcmtsaW5nIG9iamVjdC4KLiAuIC4gLiAuIC4gLiAuIC4gLg==,,,,,Vm9jw6ogZXN0ZW5kZXUgYSBtw6NvLgpFbnTDo28gdm9jw6ogYWxjYW7Dp291IG8gZnVuZG8sCmVzdGVuZGVuZG8gYSBtw6NvIGVtIGRpcmXDp8OjbyBhbyBvYmpldG8gYnJpbGhhbnRlLgouIC4gLiAuIC4gLiAuIC4gLiAu,,RXh0ZW5kaXN0ZSBsYSBtYW5vLgpMdWVnbyBsbGVnYXN0ZSBhbCBmb25kbywKZXh0ZW5kaWVuZG8gdHUgbWFubyBoYWNpYSBlbCBvYmpldG8gYnJpbGxhbnRlLgouIC4gLiAuIC4gLiAuIC4gLiAu
daolAw,,LiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4gLgouIC4gLiAuIC4gLiAuIC4gLiAuIC4gLiAuCi4gLiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4KLiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4gLg==,,,,,LiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4gLgouIC4gLiAuIC4gLiAuIC4gLiAuIC4gLiAuCi4gLiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4KLiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4gLg==,,LiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4gLgouIC4gLiAuIC4gLiAuIC4gLiAuIC4gLiAuCi4gLiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4KLiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4gLg==
dqolAw,,ISAhICEgISAhICEgISAhICEgIQpTb21ldGhpbmcgYml0IHlvdXIgaGFuZCEhCiEgISAhICEgISAhICEgISAhICE=,,,,,ISAhICEgISAhICEgISAhICEgIQpBbGdvIG1vcmRldSBzdWEgbcOjbyEhCiEgISAhICEgISAhICEgISAhICE=,,ISAhICEgISAhICEgISAhICEgIQrCocKhQWxnbyBtb3JkacOzIHR1IG1hbm8hIQohICEgISAhICEgISAhICEgISAh
d6olAw,,WW91IGJyaW5nIHlvdXIgZmFjZSBjbG9zZSB0byB0aGUgY3JhY2tlZCBnYXAgaW4gdGhlIGNvZmZpbi4=,,,,,Vm9jw6ogYXByb3hpbWEgbyByb3N0byBkYSBmZW5kYSByYWNoYWRhIGRvIGNhaXjDo28u,,QWNlcmFzIHR1IHJvc3RybyBhIGxhIGdyaWV0YSBkZWwgYXRhw7pkLg==
eKolAw,,LiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4gLgouIC4gLiAuIC4gLiAuIC4gLiAuIC4gLiAuCi4gLiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4=,,,,,LiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4gLgouIC4gLiAuIC4gLiAuIC4gLiAuIC4gLiAuCi4gLiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4=,,LiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4gLgouIC4gLiAuIC4gLiAuIC4gLiAuIC4gLiAuCi4gLiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4=
eaolAw,,WW91IGNhbiBzZWUgc29tZXRoaW5nIHNxdWlybWluZyBpbnNpZGUgdGhlIGRhcmsgY29mZmluLgpJdCdzIHRvbyBkYXJrIHRvIHNlZSBhbnl0aGluZyBiZXlvbmQgdGhhdC4=,,,,,Vm9jw6ogcG9kZSB2ZXIgYWxnbyBzZSBjb250b3JjZW5kbyBkZW50cm8gZG8gY2FpeMOjbyBlc2N1cm8uCkVzdMOhIGVzY3VybyBkZW1haXMgcGFyYSB2ZXIgcXVhbHF1ZXIgY29pc2EgYWzDqW0gZGlzc28u,,UHVlZGVzIHZlciBhbGdvIHJldG9yY2nDqW5kb3NlIGRlbnRybyBkZWwgb3NjdXJvIGF0YcO6ZC4KRXN0w6EgZGVtYXNpYWRvIG9zY3VybyBwYXJhIHZlciBhbGdvIG3DoXMgYWxsw6Eu
eqolAw,,VGhlIGhlYXZ5IGNvZmZpbiBsaWQgZG9lc24ndCBidWRnZSBhbiBpbmNoLg==,,,,,QSB0YW1wYSBwZXNhZGEgZG8gY2FpeMOjbyBuw6NvIHNlIG1vdmUgdW0gY2VudMOtbWV0cm8u,,TGEgcGVzYWRhIHRhcGEgZGVsIGF0YcO6ZCBubyBzZSBtdWV2ZSBuaSB1biBjZW50w61tZXRyby4=
e6olAw,,WW91ciBzdHJlbmd0aCBpcyBpbnN1ZmZpY2llbnQgdG8gdGlwIG92ZXIgdGhpcyBjb2ZmaW4u,,,,,U3VhIGZvcsOnYSDDqSBpbnN1ZmljaWVudGUgcGFyYSB0b21iYXIgZXN0ZSBjYWl4w6NvLg==,,VHUgZnVlcnphIGVzIGluc3VmaWNpZW50ZSBwYXJhIHZvbGNhciBlc3RlIGF0YcO6ZC4=
fKolAw,,XkZGMDAwMCEgISAhICEgISAhICEgISAhICFeMDAwMDAwCl5GRjAwMDBTb21ldGhpbmcgYml0IHlvdXIgaGFuZCEhXjAwMDAwMApeRkYwMDAwISAhICEgISAhICEgISAhICEgIV4wMDAwMDA=,,,,,XkZGMDAwMCEgISAhICEgISAhICEgISAhICFeMDAwMDAwCl5GRjAwMDBBbGdvIG1vcmRldSBzdWEgbcOjbyEhXjAwMDAwMApeRkYwMDAwISAhICEgISAhICEgISAhICEgIV4wMDAwMDA=,,XkZGMDAwMCEgISAhICEgISAhICEgISAhICFeMDAwMDAwCl5GRjAwMDDCocKhQWxnbyBtb3JkacOzIHR1IG1hbm8hIV4wMDAwMDAKXkZGMDAwMCEgISAhICEgISAhICEgISAhICFeMDAwMDAw
faolAw,,WW91IGZlZWwgc29tZXRoaW5nIGhhcmQuCllvdSBncmFiIGl0IGFuZCBwdWxsIHlvdXIgaGFuZCBvdXQu,,,,,Vm9jw6ogc2VudGUgYWxnbyBkdXJvLgpWb2PDqiBvIGFnYXJyYSBlIHB1eGEgYSBtw6NvIHBhcmEgZm9yYS4=,,U2llbnRlcyBhbGdvIGR1cm8uCkxvIGFnYXJyYXMgeSBzYWNhcyBsYSBtYW5vLg==
fqolAw,,T3BlbmluZyB5b3VyIGNsZW5jaGVkIGhhbmQsCnRoZXJlIGlzIGEgZ2VtIHRoYXQgbG9va3MgbGlrZSBhIHJlbGljIG9mIHRoZSBTcGhpbngu,,,,,QWJyaW5kbyBzdWEgbcOjbyBmZWNoYWRhLApow6EgdW1hIGdlbWEgcXVlIHBhcmVjZSB1bWEgcmVsw61xdWlhIGRhIEVzZmluZ2Uu,,QWwgYWJyaXIgdHUgbWFubyBjZXJyYWRhLApoYXkgdW5hIGdlbWEgcXVlIHBhcmVjZSB1bmEgcmVsaXF1aWEgZGUgbGEgRXNmaW5nZS4=
f6olAw,,WW91IGNhbiBzZWUgc29tZXRoaW5nIHNxdWlybWluZyBpbnNpZGUgdGhlIGRhcmsgY29mZmluLgpJdCdzIHRvbyBkYXJrIHRvIHNlZSBhbnkgZnVydGhlci4=,,,,,Vm9jw6ogcG9kZSB2ZXIgYWxnbyBzZSBjb250b3JjZW5kbyBkZW50cm8gZG8gY2FpeMOjbyBlc2N1cm8uCkVzdMOhIGVzY3VybyBkZW1haXMgcGFyYSB2ZXIgbWFpcyBhbMOpbS4=,,UHVlZGVzIHZlciBhbGdvIHJldG9yY2nDqW5kb3NlIGRlbnRybyBkZWwgb3NjdXJvIGF0YcO6ZC4KRXN0w6EgZGVtYXNpYWRvIG9zY3VybyBwYXJhIHZlciBtw6FzIGFsbMOhLg==
gKolAw,,VGhlcmUgc3RhbmRzIGFuIG9sZC1sb29raW5nIHN0YXR1ZS4KSXQncyBjcmFja2VkIGluIHBsYWNlcywgbG9va2luZyBsaWtlIGl0IGNvdWxkIGNvbGxhcHNlIGFueSBtb21lbnQuClRoZXJlJ3MgYSBzcGFya2xpbmcgb2JqZWN0IGF0IHRoZSBiYXNlIG9mIHRoZSBzdGF0dWUncyBmb290Lg==,,,,,SMOhIHVtYSBlc3TDoXR1YSBkZSBhcGFyw6puY2lhIGFudGlnYS4KRXN0w6EgcmFjaGFkYSBlbSBhbGd1bnMgbHVnYXJlcywgcGFyZWNlbmRvIHF1ZSBwb2RlIGRlc21vcm9uYXIgYSBxdWFscXVlciBtb21lbnRvLgpIw6EgdW0gb2JqZXRvIGJyaWxoYW50ZSBuYSBiYXNlIGRvIHDDqSBkYSBlc3TDoXR1YS4=,,SGF5IHVuYSBlc3RhdHVhIGRlIGFwYXJpZW5jaWEgYW50aWd1YS4KRXN0w6EgYWdyaWV0YWRhIGVuIGFsZ3Vub3MgbHVnYXJlcywgcGFyZWNpZW5kbyBxdWUgcG9kcsOtYSBkZXJydW1iYXJzZSBlbiBjdWFscXVpZXIgbW9tZW50by4KSGF5IHVuIG9iamV0byBicmlsbGFudGUgZW4gbGEgYmFzZSBkZWwgcGllIGRlIGxhIGVzdGF0dWEu
gaolAw,,VGhlIGFyZWEgYXJvdW5kIHRoZSBzdGF0dWUgaXMgaG9sbG93ZWQgb3V0Lg==,,,,,QSDDoXJlYSBhbyByZWRvciBkYSBlc3TDoXR1YSDDqSBvY2Eu,,RWwgw6FyZWEgYWxyZWRlZG9yIGRlIGxhIGVzdGF0dWEgZXN0w6EgaHVlY2Eu
gqolAw,,QXBwcm9hY2ggYW5kIGNoZWNrLg==,,,,,QXByb3hpbWFyLXNlIGUgdmVyaWZpY2FyLg==,,QWNlcmNhcnNlIHkgdmVyaWZpY2FyLg==
g6olAw,,QXMgeW91IHN0ZXAgaW50byB0aGUgaG9sbG93LAp5ZWxsb3cgc21va2Ugc2VlcHMgdXAgZnJvbSB0aGUgZ3JvdW5kLg==,,,,,Q29uZm9ybWUgdm9jw6ogcGlzYSBubyBidXJhY28sCnVtYSBmdW1hw6dhIGFtYXJlbGEgc29iZSBkbyBjaMOjby4=,,Q29uZm9ybWUgcGlzYXMgZWwgaHVlY28sCnVuIGh1bW8gYW1hcmlsbG8gc2UgZWxldmEgZGVzZGUgZWwgc3VlbG8u
hKolAw,,WW91,,,,,Vm9jw6o=,,VMO6
haolAw,,SGF2ZSBkaWZmaWN1bHR5IGJyZWF0aGluZyBkdWUgdG8gdGhlIGdhcy4KWW91IGxvc2UgY29uc2Npb3VzbmVzcy4=,,,,,VGVtIGRpZmljdWxkYWRlIHBhcmEgcmVzcGlyYXIgZGV2aWRvIGFvIGfDoXMuClZvY8OqIHBlcmRlIGEgY29uc2Npw6puY2lhLg==,,VGllbmVzIGRpZmljdWx0YWQgcGFyYSByZXNwaXJhciBkZWJpZG8gYWwgZ2FzLgpQaWVyZGVzIGxhIGNvbnNjaWVuY2lhLg==
hqolAw,,SG9sZGluZyB5b3VyIGJyZWF0aCBxdWlja2x5LAp5b3UgcmFwaWRseSBjaGVjayB0aGUgYmFzZSBvZiB0aGUgc3RhdHVlJ3MgZm9vdC4=,,,,,UHJlbmRlbmRvIGEgcmVzcGlyYcOnw6NvIHJhcGlkYW1lbnRlLAp2b2PDqiB2ZXJpZmljYSByYXBpZGFtZW50ZSBhIGJhc2UgZG8gcMOpIGRhIGVzdMOhdHVhLg==,,Q29udGVuaWVuZG8gbGEgcmVzcGlyYWNpw7NuIHLDoXBpZGFtZW50ZSwKdmVyaWZpY2FzIHLDoXBpZGFtZW50ZSBsYSBiYXNlIGRlbCBwaWUgZGUgbGEgZXN0YXR1YS4=
h6olAw,,WW91IGZpbmQgYSBnZW0gdGhhdCBhcHBlYXJzIHRvIGJlIHBhcnQgb2YgYSByZWxpYy4=,,,,,Vm9jw6ogZW5jb250cmEgdW1hIGdlbWEgcXVlIHBhcmVjZSBzZXIgcGFydGUgZGUgdW1hIHJlbMOtcXVpYS4=,,RW5jdWVudHJhcyB1bmEgZ2VtYSBxdWUgcGFyZWNlIHNlciBwYXJ0ZSBkZSB1bmEgcmVsaXF1aWEu
iKolAw,,LiAuIC4gLiAuIC4=,,,,,LiAuIC4gLiAuIC4=,,LiAuIC4gLiAuIC4=
iaolAw,,VGhlcmUgc3RhbmRzIGFuIG9sZC1sb29raW5nIHN0YXR1ZS4KSXQncyBjcmFja2VkIGluIHBsYWNlcywgbG9va2luZyBsaWtlIGl0IGNvdWxkIGNvbGxhcHNlIGFueSBtb21lbnQuLg==,,,,,SMOhIHVtYSBlc3TDoXR1YSBkZSBhcGFyw6puY2lhIGFudGlnYS4KRXN0w6EgcmFjaGFkYSBlbSBhbGd1bnMgbHVnYXJlcywgcGFyZWNlbmRvIHF1ZSBwb2RlIGRlc21vcm9uYXIgYSBxdWFscXVlciBtb21lbnRvLi4=,,SGF5IHVuYSBlc3RhdHVhIGRlIGFwYXJpZW5jaWEgYW50aWd1YS4KRXN0w6EgYWdyaWV0YWRhIGVuIGFsZ3Vub3MgbHVnYXJlcywgcGFyZWNpZW5kbyBxdWUgcG9kcsOtYSBkZXJydW1iYXJzZSBlbiBjdWFscXVpZXIgbW9tZW50by4uLg==
iqolAw,,VGhlcmUgaXMgYSBzcGFya2xpbmcgb2JqZWN0IGF0IHRoZSBiYXNlIG9mIHRoZSBzdGF0dWUncyBmb290Li4=,,,,,SMOhIHVtIG9iamV0byBicmlsaGFudGUgbmEgYmFzZSBkbyBww6kgZGEgZXN0w6F0dWEuLg==,,SGF5IHVuIG9iamV0byBicmlsbGFudGUgZW4gbGEgYmFzZSBkZWwgcGllIGRlIGxhIGVzdGF0dWEuLi4=
i6olAw,,VGhlIGdyb3VuZCBhcm91bmQgdGhlIHN0YXR1ZSBpcyBob2xsb3dlZCBvdXQu,,,,,TyBjaMOjbyBhbyByZWRvciBkYSBlc3TDoXR1YSDDqSBvY28u,,RWwgc3VlbG8gYWxyZWRlZG9yIGRlIGxhIGVzdGF0dWEgZXN0w6EgaHVlY28u
jKolAw,,QXMgeW91IHN0ZXAgaW50byB0aGUgaG9sbG93LAp5ZWxsb3cgc21va2Ugc2VlcHMgdXAgZnJvbSB0aGUgZ3JvdW5kLi4=,,,,,Q29uZm9ybWUgdm9jw6ogcGlzYSBubyBidXJhY28sCnVtYSBmdW1hw6dhIGFtYXJlbGEgc29iZSBkbyBjaMOjby4u,,Q29uZm9ybWUgcGlzYXMgZWwgaHVlY28sCnVuIGh1bW8gYW1hcmlsbG8gc2UgZWxldmEgZGVzZGUgZWwgc3VlbG8uLi4=
jaolAw,,SG9sZGluZyB5b3VyIGJyZWF0aCBxdWlja2x5LAp5b3UgcmFwaWRseSBjaGVjayB0aGUgYmFzZSBvZiB0aGUgc3RhdHVlJ3MgZm9vdC4=,,,,,UHJlbmRlbmRvIGEgcmVzcGlyYcOnw6NvIHJhcGlkYW1lbnRlLAp2b2PDqiB2ZXJpZmljYSByYXBpZGFtZW50ZSBhIGJhc2UgZG8gcMOpIGRhIGVzdMOhdHVhLg==,,Q29udGVuaWVuZG8gbGEgcmVzcGlyYWNpw7NuIHLDoXBpZGFtZW50ZSwKdmVyaWZpY2FzIHLDoXBpZGFtZW50ZSBsYSBiYXNlIGRlbCBwaWUgZGUgbGEgZXN0YXR1YS4=
jqolAw,,VGhlIHNwYXJrbGluZyBvYmplY3QuLgp3YXMgYSBwaWVjZSBvZiBhIGRpc2NhcmRlZCBrbmlmZS4=,,,,,TyBvYmpldG8gYnJpbGhhbnRlLi4KZXJhIHVtIHBlZGHDp28gZGUgdW1hIGZhY2EgZGVzY2FydGFkYS4=,,RWwgb2JqZXRvIGJyaWxsYW50ZS4uLgplcmEgdW4gcGVkYXpvIGRlIHVuYSBkYWdhIGRlc2VjaGFkYS4=
j6olAw,,WW91IG5vdGljZSBzb21ldGhpbmcgZmFpbnRseSBzcGFya2xpbmcgaW4gdGhlIHdhdGVyLg==,,,,,Vm9jw6ogcGVyY2ViZSBhbGdvIGZyYWNhbWVudGUgYnJpbGhhbmRvIG5hIMOhZ3VhLg==,,UGVyY2liZXMgYWxnbyBicmlsbGFuZG8gZMOpYmlsbWVudGUgZW4gZWwgYWd1YS4=
kKolAw,,UmVhY2ggaW50byB0aGUgd2F0ZXIgYW5kIHBpY2sgdXAgdGhlIG9iamVjdC4=,,,,,QWxjYW7Dp2FyIGEgw6FndWEgZSBwZWdhciBvIG9iamV0by4=,,QWxjYW56YXIgZWwgYWd1YSB5IHJlY29nZXIgZWwgb2JqZXRvLg==
kaolAw,,VGhlIHdhdGVyIGlzIHF1aXRlIGNvbGQuCllvdSBmZWVsIHRoZSBjb2xkIGNoaWxsIG9mIHRoZSB3YXRlciBlbnZlbG9waW5nIHlvdXIgYm9keS4=,,,,,QSDDoWd1YSBlc3TDoSBiYXN0YW50ZSBmcmlhLgpWb2PDqiBzZW50ZSBvIGZyaW8gZ8OpbGlkbyBkYSDDoWd1YSBlbnZvbHZlbmRvIHNldSBjb3Jwby4=,,RWwgYWd1YSBlc3TDoSBiYXN0YW50ZSBmcsOtYS4KU2llbnRlcyBlbCBmcsOtbyBnw6lsaWRvIGRlbCBhZ3VhIGVudm9sdmllbmRvIHR1IGN1ZXJwby4=
kqolAw,,WW91ciBib2R5LCBoaXQgYnkgdGhlIGNvbGQgb2YgdGhlIHdhdGVyLCBjYW5ub3QgZW5kdXJlLg==,,,,,U2V1IGNvcnBvLCBhdGluZ2lkbyBwZWxvIGZyaW8gZGEgw6FndWEsIG7Do28gcG9kZSBzdXBvcnRhci4=,,VHUgY3VlcnBvLCBnb2xwZWFkbyBwb3IgZWwgZnLDrW8gZGVsIGFndWEsIG5vIHB1ZWRlIHNvcG9ydGFybG8u
k6olAw,,UXVpY2tseSwgeW91IHBpY2sgdXAgdGhlIHNwYXJrbGluZyBvYmplY3QgaW4gdGhlIHdhdGVyIHdpdGggeW91ciBoYW5kLg==,,,,,UmFwaWRhbWVudGUsIHZvY8OqIHBlZ2EgbyBvYmpldG8gYnJpbGhhbnRlIG5hIMOhZ3VhIGNvbSBhIG3Do28u,,UsOhcGlkYW1lbnRlLCByZWNvZ2VzIGVsIG9iamV0byBicmlsbGFudGUgZW4gZWwgYWd1YSBjb24gbGEgbWFuby4=
lKolAw,,WW91IG9idGFpbiBhIGJsdWUsIGRhenpsaW5nbHkgc2hpbmluZyBnZW0u,,,,,Vm9jw6ogb2J0w6ltIHVtYSBnZW1hIGF6dWwgZGVzbHVtYnJhbnRlbWVudGUgYnJpbGhhbnRlLg==,,T2J0aWVuZXMgdW5hIGdlbWEgYXp1bCBkZXNsdW1icmFudGVtZW50ZSBicmlsbGFudGUu
laolAw,,LiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4gLg==,,,,,LiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4gLg==,,LiAuIC4gLiAuIC4gLiAuIC4gLiAuIC4gLg==
