gPk3Aw,,Q2hhbmdld2Fnb24=,,,,,QWlsdG9uIFplbm5h,,Q2hhbmdld2Fnb24=
7vk3Aw,,TW1tLCBidXQgeW91J3JlIG5vdCBNZXJjaGFudCBjbGFzcy4uLiBUb28gYmFkLCB0b28gYmFkLg==,,,,,RXIuLi4gVm9jw6ogbsOjbyBwYXJlY2UgcHJlY2lzYXIgZGFzIG1pbmhhcyB0w6ljbmljYXMgZGUgZGVjb3Jhw6fDo28gZGUgY2FycmluaG8u,,TW1tLCBwZXJvIG5vIGVyZXMgZGUgbGEgY2xhc2UgQ29tZXJjaWFudGUuLi4gUXXDqSBwZW5hLCBxdcOpIHBlbmEu
7/k3Aw,,W1dhZ29uIFNoaWZ0ZXJdClRoZSBhcnQgb2YgY2FydHdoZWVsaW5nIGlzIGFuIGFydCBmb3JtIHJlc2VydmVkIG9ubHkgZm9yIE1lcmNoYW50cyBhbmQgdXBwZXIgY2xhc3MgcGVvcGxlLiBJZiB5b3Ugd2lzaCB0byBsZWFybiBpdCwgeW91IHdpbGwgaGF2ZSB0byBjb21lIGJhY2sgaW4geW91ciBuZXh0IGxpZmUu,,,,,W0FpbHRvbiBaZW5uYV0KUGFyYSBhcHJlbmRlciBhIERlY29yYXIgQ2FycmluaG8sIMOpIHByZWNpc28gcGVydGVuY2VyIGFvcyBNZXJjYWRvcmVzIG91IHN1YXMgZXZvbHXDp8O1ZXMu,,W0NhbWJpYWNhcnJldGFzXQpFbCBhcnRlIGRlIGNhcnJldGFzIGVzIHVuYSBmb3JtYSBkZSBhcnRlIHJlc2VydmFkYSBzb2xvIHBhcmEgQ29tZXJjaWFudGVzIHkgZ2VudGUgZGUgY2xhc2UgYWx0YS4gU2kgZGVzZWFzIGFwcmVuZGVybGEsIHRlbmRyw6FzIHF1ZSB2b2x2ZXIgZW4gdHUgcHLDs3hpbWEgdmlkYS4=
8Pk3Aw,,W0NhcnBldCBzaGlmdGVyXQpXaGVlbGNoYW5nZXJzLCBsZXQncyBnZXQgb3V0IG9mIGhlcmUh,,,,,W0FpbHRvbiBaZW5uYV0KQXTDqSBsb2dvIQ==,,W0NhbWJpYWNhcnJldGFzXQpDYW1iaWFjYXJyZXRhcywgwqFzYWxnYW1vcyBkZSBhcXXDrSE=
8fk3Aw,,U2FudGEgQXBwcmVudGljZQ==,,,,,QXByZW5kaXogTm9lbA==,,QXByZW5kaXogZGUgUGFww6EgTm9lbA==
8vk3Aw,,W1NoaWlkYV0KSSB3ZWxjb21lIHlvdSB0byBMdXRpZSwgdGhlIENocmlzdG1hcyB2aWxsYWdlIQpJIGhvcGUgeW91IGNvbWUgYmFjayB3aXRoIGdvb2QgbWVtb3JpZXMgYW5kIHdvbmRlcmZ1bCBnaWZ0cy4=,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdCkx1dGllIHRlIGTDoSBhcyBib2FzLXZpbmRhcyEKRXNwZcOnbyBxdWUgdm9jw6ogZmHDp2EgbXVpdGFzIG1lbcOzcmlhcyBuZXNzYSBjaWRhZGUu,,W1NoaWlkYV0KwqFUZSBkb3kgbGEgYmllbnZlbmlkYSBhIEx1dGllLCBsYSBhbGRlYSBuYXZpZGXDsWEhCkVzcGVybyBxdWUgdnVlbHZhcyBjb24gYnVlbm9zIHJlY3VlcmRvcyB5IHJlZ2Fsb3MgbWFyYXZpbGxvc29zLg==
8/k3Aw,,W1NoaWlkYV0=,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxd,,W1NoaWlkYV0=
9Pk3Aw,,VWdoLCB0aGlzIGlzIGEgYmlnIGRlYWwuLi4gV2hhdCBzaG91bGQgSSBkbz8gSSdtIHN0aWxsIGFmcmFpZCB0byBnbyBpbnRvIGEgZ2lmdCBzdG9yZS4uLi4=,,,,,Q8OpdXMuLi4gTyBxdWUgZXUgZmHDp28/IEV1IHRlbmhvIG1lZG8gZGUgaXIgYXTDqSBhIExvamEgZGUgUHJlc2VudGVzLi4u,,VWYsIGVzdG8gZXMgYWxnbyBpbXBvcnRhbnRlLi4uIMK/UXXDqSBkZWJvIGhhY2VyPyBUb2RhdsOtYSBtZSBkYSBtaWVkbyBlbnRyYXIgZW4gdW5hIHRpZW5kYSBkZSByZWdhbG9zLi4u
9fk3Aw,,T2gsIGl0J3MgU2FudGEh,,,,,TWFtw6NlIE5vZWwh,,wqFPaCwgZXMgU2FudGEh
9vk3Aw,,V2h5IGFyZSB5b3UgYWZyYWlkIHRvIGVudGVyIHRoZSBnaWZ0IHN0b3JlPw==,,,,,TyBxdWUgdGVtIG5hIExvamEgZGUgUHJlc2VudGVzPw==,,wr9Qb3IgcXXDqSB0ZSBkYSBtaWVkbyBlbnRyYXIgZW4gbGEgdGllbmRhIGRlIHJlZ2Fsb3M/
9/k3Aw,,W1NoaWlkYV0KT2gsIG5vLiBJJ20gbm90IFNhbnRhIHlldCwgSSdtIGp1c3QgU2FudGEncyBhcHByZW50aWNlLi4uLg==,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdCk9pPyBOw6NvLCBuw6NvLCBldSBzb3UgdW1hIEFwcmVuZGl6IGRlIE1hbcOjZSBOb2VsLi4u,,W1NoaWlkYV0KT2gsIG5vLiBUb2RhdsOtYSBubyBzb3kgU2FudGEsIHNvbG8gc295IGFwcmVuZGl6IGRlIFNhbnRhLi4u
+Pk3Aw,,W1NoaWlkYV0KQnV0Li4uIE9oLCBJIGRvbid0IGtub3cgeW91ISBTaW5jZSB5b3UgY2FtZSB0byBvdXIgdG93bi4uLiBBcmUgeW91IHRoaW5raW5nIG9mIGJ1eWluZyBhIGdpZnQ/,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdClPDsyBxdWUuLi4gRWkhIFZvY8OqIG7Do28gw6kgZGFxdWkhIErDoSBxdWUgZXN0w6EgZGUgdmlzaXRhLi4uIHBvZGUgdGVtIGludGVyZXNzZSBlbSBjb21wcmFyIHVtIFByZXNlbnRlPw==,,W1NoaWlkYV0KUGVyby4uLiDCoU9oLCBubyB0ZSBjb25vemNvISBEZXNkZSBxdWUgdmluaXN0ZSBhIG51ZXN0cmEgY2l1ZGFkLi4uIMK/RXN0w6FzIHBlbnNhbmRvIGVuIGNvbXByYXIgdW4gcmVnYWxvPw==
+fk3Aw,,W1NoaWlkYV0KSGVscCBtZSwgcGxlYXNlISBJdCdzIG5vdCBkaWZmaWN1bHQsIGdpdmUgbWUgYSBtb21lbnQh,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdClBvciBmYXZvciwgbWUgYWp1ZGUhIE7Do28gw6kgdW0gZmF2b3IgZGlmw61jaWwsIHPDsyBtZSBkw6ogdW1hIGNoYW5jZSE=,,W1NoaWlkYV0KwqFBecO6ZGFtZSwgcG9yIGZhdm9yISBObyBlcyBkaWbDrWNpbCwgwqFkYW1lIHVuIG1vbWVudG8h
+vk3Aw,,V2hhdCBpcyBoYXBwZW5pbmc/,,,,,TyBxdWUgZXN0w6EgYWNvbnRlY2VuZG8/,,wr9RdcOpIG9jdXJyZT8=
+/k3Aw,,Tm8uIE5vdywgSSBkb24ndCBoYXZlIHRpbWUu,,,,,TsOjbyBxdWVybyBhanVkYXIu,,Tm8uIEFob3JhLCBubyB0ZW5nbyB0aWVtcG8u
/Pk3Aw,,V2lsbCB5b3UgaGF2ZSBhbiBhcHBvaW50bWVudCB3aXRoIG1lIGlmIEkgaGVscCB5b3U/,,,,,TyBxdWUgZXUgZ2FuaG8gY29tIGlzc28/,,wr9UZW5kcsOhcyB1bmEgY2l0YSBjb25taWdvIHNpIHRlIGF5dWRvPw==
/fk3Aw,,W1NoaWlkYV0KSWYgeW91IGRvbid0IGhhdmUgdGltZSwgSSBjYW4ndCBkbyBhbnl0aGluZy4uLi4=,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdClR1ZG8gYmVtLCBuw6NvIHBvc3NvIHRlIGZvcsOnYXIgYSBuYWRhLi4u,,W1NoaWlkYV0KU2kgbm8gdGllbmVzIHRpZW1wbywgbm8gcHVlZG8gaGFjZXIgbmFkYS4uLg==
/vk3Aw,,Li4uSSBkb24ndCBuZWVkIGl0LCBzbyBnbyBhd2F5Lg==,,,,,Li4uVW0gYmVsbyBkZSB1bSB0YXBhIG5hIGNhcmEu,,Li4ubm8gbG8gbmVjZXNpdG8sIGFzw60gcXVlIHZldGUu
//k3Aw,,W3swfV0KIChUaGV5IGhpdCBtZSBoYXJkIG9uIHRoZSBjaGVlay4uLikg,,,,,W3swfV0KLSBUYWx2ZXogZXUgbsOjbyBkZXZlc3NlIGFqdWRhciBzw7MgcG9yIGludGVyZXNzZSAt,,W3swfV0KIChNZSBnb2xwZWFyb24gZnVlcnRlIGVuIGxhIG1lamlsbGEuLi4pIA==
APo3Aw,,W1NoaWlkYV0KQWN0dWFsbHkuLi4gQXMgU2FudGEncyBhcHByZW50aWNlLCBJJ20gYSBsaXR0bGUgZW1iYXJyYXNzZWQsIGJ1dCBJIGhhdmUgYSBkaWZmaWN1bHQgcHJvYmxlbS4uLi4=,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdCkJlbS4uLiBldSBlc3RvdSB1bSBwb3VjbyBlbnZlcmdvbmhhZGEsIG1hcyBldSBwcmVjaXNvIGRlIGFqdWRhLi4u,,W1NoaWlkYV0KRW4gcmVhbGlkYWQuLi4gQ29tbyBhcHJlbmRpeiBkZSBTYW50YSwgbWUgZGEgdW4gcG9jbyBkZSB2ZXJnw7xlbnphLCBwZXJvIHRlbmdvIHVuIHByb2JsZW1hIGRpZsOtY2lsLi4u
Afo3Aw,,W1NoaWlkYV0KWWVzLCB5b3UgYXJlIGEgZm9yZWlnbiBwZXJzb24sIGRvIHlvdSBwbGFuIHRvIGJ1eSBhbnkgZ2lmdHM/,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdClZvY8OqIGVzdMOhIGRlIHBhc3NhZ2VtIHBlbGEgY2lkYWRlLCBjZXJ0bz8gVGVyaWEgaW50ZXJlc3NlIGVtIGNvbXByYXIgUHJlc2VudGVzPw==,,W1NoaWlkYV0KU8OtLCBlcmVzIHVuYSBwZXJzb25hIGV4dHJhbmplcmEuIMK/VGllbmVzIHBlbnNhZG8gY29tcHJhciBhbGfDum4gcmVnYWxvPw==
Avo3Aw,,W1NoaWlkYV0KWW91IGRvbid0IGhhdmUgdG8sIGJ1dCBpZiB5b3UgaGF2ZSB0aW1lLCBjb3VsZCB5b3UgaGVscCBtZSBhIGxpdHRsZT8=,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdClZvY8OqIG7Do28gcHJlY2lzYSBmYXplciBpc3NvLCBtYXMgc2VyaWEgdW1hIGdyYW5kZSBhanVkYSBwcmEgbWltLCBvIHF1ZSBhY2hhPw==,,W1NoaWlkYV0KTm8gdGllbmVzIHF1ZSBoYWNlcmxvLCBwZXJvIHNpIHRpZW5lcyB0aWVtcG8sIMK/cG9kcsOtYXMgYXl1ZGFybWUgdW4gcG9jbz8=
A/o3Aw,,T2theSwgSSdsbCBoZWxwIHlvdS4=,,,,,VHVkbyBiZW0sIGV1IGFqdWRvLg==,,VmFsZSwgdGUgYXl1ZGFyw6ku
BPo3Aw,,SSBoYXZlIHRoaW5ncyB0byBkby4gTGF0ZXIu,,,,,TWFpcyB0YXJkZSwgZXUgYWp1ZG8u,,VGVuZ28gY29zYXMgcXVlIGhhY2VyLiBMdWVnby4=
Bfo3Aw,,W1NoaWlkYV0KLi4uVGhhbmsgeW91IHZlcnkgbXVjaCBmb3Igc2F5aW5nIHRoYXQu,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdCi4uLk11aXRvIG9icmlnYWRhLCBkZSB2ZXJkYWRlLg==,,W1NoaWlkYV0KLi4uTXVjaGFzIGdyYWNpYXMgcG9yIGRlY2lyIGVzby4=
Bvo3Aw,,W1NoaWlkYV0KSWYgeW91IGhhdmUgdGltZSBsYXRlciwgSSdkIGFwcHJlY2lhdGUgaXQgaWYgeW91IGNvdWxkIGhlbHAgbWUuLi4u,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdClBvciBmYXZvciwgdm9sdGUgYSBmYWxhciBjb21pZ28gbm92YW1lbnRlLi4u,,W1NoaWlkYV0KU2kgbcOhcyB0YXJkZSB0aWVuZXMgdGllbXBvLCB0ZSBhZ3JhZGVjZXLDrWEgcXVlIG1lIGF5dWRhcmFzLi4u
B/o3Aw,,W1NoaWlkYV0KQWN0dWFsbHkuLi4gSSdtIGhlbHBpbmcgU2FudGEgbWFuYWdlIGdpZnQgd3JhcHBpbmcgbWF0ZXJpYWxzIGZvciBuZXh0IENocmlzdG1hcy4=,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdCkV1IGVzdG91IHJlc3BvbnPDoXZlbCBwb3IgZW1iYWxhciBvcyBwcmVzZW50ZXMgcGFyYSBvIHByw7N4aW1vIE5hdGFsLg==,,W1NoaWlkYV0KRW4gcmVhbGlkYWQuLi4gZXN0b3kgYXl1ZGFuZG8gYSBTYW50YSBhIGdlc3Rpb25hciBsb3MgbWF0ZXJpYWxlcyBwYXJhIGVudm9sdmVyIGxvcyByZWdhbG9zIHBhcmEgbGEgcHLDs3hpbWEgTmF2aWRhZC4=
CPo3Aw,,W1NoaWlkYV0KQnV0IHJlY2VudGx5LCB3aGlsZSBnb2luZyB0aHJvdWdoIHRoZSBzdG9jayBvZiBnaWZ0IHdyYXBwaW5nIHJpYmJvbnMsIEkgbWFkZSBhIG1pc3Rha2UgYW5kIHNvbWUgZmxldyBvdXQu,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdCk1hcyBow6EgcG91Y28gdGVtcG8sIGVucXVhbnRvIGV1IHZlcmlmaWNhdmEgbyBlc3RvcXVlIGRlIExhw6dvIGRlIEVtYnJ1bGhvcywgY29tZXRpIHVtIGVycm8gZSBhbGd1bnMgZGVsZXMgdm9hcmFtLg==,,W1NoaWlkYV0KUGVybyBoYWNlIHBvY28sIG1pZW50cmFzIHJldmlzYWJhIGxhcyBleGlzdGVuY2lhcyBkZSBsYXpvcyBwYXJhIGVudm9sdmVyIHJlZ2Fsb3MsIGNvbWV0w60gdW4gZXJyb3IgeSBhbGd1bmFzIHNhbGllcm9uIHZvbGFuZG8u
Cfo3Aw,,W1NoaWlkYV0KVGhpcyBoYXBwZW5zIG9mdGVuLCBzbyBJIGtuZXcgd2hlcmUgdGhleSB3ZXJlLiBJIHF1aWNrbHkgZ3JhYmJlZCB0aGUgcmVzdC4uLiBidXQgb25lIG9mIHRoZSByaWJib25zIGVuZGVkIHVwIGluIHRoZSBnaWZ0IHN0b3JlLgpJIGd1ZXNzIGl0IHdhcyBiZWNhdXNlIHRoZXJlIHdlcmUgc28gbWFueSBnaWZ0IGJveGVzLCBzbyBpdCB3ZW50IGluc2lkZSBhbmQgaGlkLg==,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdCklzc28gYWNvbnRlY2UgY29tIGZyZXF1w6puY2lhLCBlbnTDo28gZXUgc2FiaWEgb25kZSBlbGVzIGVzdGF2YW0sIGVudMOjbyByYXBpZGFtZW50ZSBwZWd1ZWkgbyByZXN0by4uLiBtYXMgdW1hIGRhcyBmaXRhcyBhY2Fib3UgbmEgbG9qYSBkZSBwcmVzZW50ZXMuCkFjaG8gcXVlIGRldmUgdGVyIHNpZG8gcG9ycXVlIGhhdmlhIG11aXRhcyBjYWl4YXMgZGUgcHJlc2VudGVzIGzDoSwgZW50w6NvIGVsZSBlbnRyb3UgbMOhIGUgc2UgZXNjb25kZXUu,,W1NoaWlkYV0KRXN0byBvY3VycmUgYSBtZW51ZG8sIGFzw60gcXVlIHNhYsOtYSBkw7NuZGUgZXN0YWJhbi4gUsOhcGlkYW1lbnRlIGFnYXJyw6kgZWwgcmVzdG8uLi4gcGVybyB1bm8gZGUgbG9zIGxhem9zIGFjYWLDsyBlbiBsYSB0aWVuZGEgZGUgcmVnYWxvcy4KU3Vwb25nbyBxdWUgZnVlIHBvcnF1ZSBoYWLDrWEgbXVjaGFzIGNhamFzIGRlIHJlZ2FsbywgcG9yIGVzbyBlbnRyw7MgeSBzZSBlc2NvbmRpw7Mu
Cvo3Aw,,W1NoaWlkYV0KQnV0LCBhY3R1YWxseSwgSS4uLiBVZ2gsIEkgZG9uJ3QgdGhpbmsgdGhhdCdzIHJpZ2h0Li4uLgpXZSdyZSBwZW9wbGUgd2l0aCBzaW1pbGFyIHByb2Zlc3Npb25zLCBidXQgSSB0aGluayBpdCdzIHZlcnkgaW1wb2xpdGUuLi4u,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdCk1hcyBuYSB2ZXJkYWRlLCBldS4uLiBVZ2gsIG7Do28gYWNobyBxdWUgaXNzbyBlc3RlamEgY2VydG8uLi4KU29tb3MgcGVzc29hcyBkZSBwcm9maXNzw7VlcyBwYXJlY2lkYXMsIG1hcyBhY2hvIGlzc28gbXVpdG8gcnVkZS4uLg==,,W1NoaWlkYV0KUGVybywgZW4gcmVhbGlkYWQsIHlvLi4uIFVmLCBubyBjcmVvIHF1ZSBlc28gZXN0w6kgYmllbi4uLgpTb21vcyBwZXJzb25hcyBjb24gcHJvZmVzaW9uZXMgc2ltaWxhcmVzLCBwZXJvIGNyZW8gcXVlIGVzIG11eSBkZXNjb3J0w6lzLi4u
C/o3Aw,,SSdtIHNvIGFmcmFpZCBvZiBNci4gQ2xvd24gdGhhdCBJIGNhbid0IGV2ZW4gZ28gaW50byB0aGUgZ2lmdCBzdG9yZSE=,,,,,RXN0b3UgY29tIHRhbnRvIG1lZG8gZG8gU3IuIFBhbGhhw6dvIHF1ZSBuZW0gY29uc2lnbyBlbnRyYXIgbmEgbG9qYSBkZSBwcmVzZW50ZXMh,,wqFMZSB0ZW5nbyB0YW50byBtaWVkbyBhbCBzZcOxb3IgUGF5YXNvIHF1ZSBuaSBzaXF1aWVyYSBwdWVkbyBlbnRyYXIgZW4gbGEgdGllbmRhIGRlIHJlZ2Fsb3Mh
DPo3Aw,,W1NoaWlkYV0KVGhhdC4uLiBUaGVyZSdzIGEgZ2lhbnQgY2xvd24gZG9sbCBpbiB0aGUgZ2lmdCBzdG9yZS4uLiBJIGdldCBzY2FyZWQganVzdCBsb29raW5nIGF0IGl0IGFuZCBteSB3aG9sZSBib2R5IGZyZWV6ZXMuLi4u,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdCklzc28uLi4gdGVtIHVtIGJvbmVjbyBkZSBwYWxoYcOnbyBnaWdhbnRlIG5hIGxvamEgZGUgcHJlc2VudGVzLi4uIEV1IGZpY28gY29tIG1lZG8gc8OzIGRlIG9saGFyIGUgbWV1IGNvcnBvIGludGVpcm8gY29uZ2VsYS4uLg==,,W1NoaWlkYV0KRXNlLi4uIEhheSB1biBtdcOxZWNvIGRlIHBheWFzbyBnaWdhbnRlIGVuIGxhIHRpZW5kYSBkZSByZWdhbG9zLi4uIE1lIGFzdXN0byBjb24gc29sbyBtaXJhcmxvIHkgc2UgbWUgY29uZ2VsYSB0b2RvIGVsIGN1ZXJwby4uLg==
Dfo3Aw,,W1NoaWlkYV0KVHJhdmVsZXIhIENvdWxkIHlvdSBnbyB0byB0aGUgXjRENERGRmdpZnQgc2hvcF4wMDAwMDAgYW5kIGdldCBtZSBzb21lIF40RDRERkZsb29wIG9mIGdpZnRzXjAwMDAwMD8=,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdClZpYWphbnRlISBWb2PDqiBwb2RlcmlhLCBwb3IgZmF2b3IsIGlyIGF0w6kgYSBeNEQ0REZGTG9qYSBkZSBQcmVzZW50ZXNeMDAwMDAwIGUgdHJhemVyIF40RDRERkZMYcOnbyBkZSBFbWJydWxob14wMDAwMDAgcGFyYSBtaW0/,,W1NoaWlkYV0KwqFWaWFqZXJvISDCv1BvZHLDrWFzIGlyIGEgbGEgXjRENERGRnRpZW5kYSBkZSByZWdhbG9zXjAwMDAwMCB5IGNvbnNlZ3Vpcm1lIGFsZ28gZGUgXjRENERGRmxhem8gZGUgcmVnYWxvc14wMDAwMDA/
Dvo3Aw,,W1NoaWlkYV0KSWYgeW91IGhlYXIgYSBydXN0bGUgaW5zaWRlIHRoZSBnaWZ0IGJveCwgaXQgbWVhbnMgaXQncyBkZWZpbml0ZWx5IGhpZGluZyBpbnNpZGUsIHNvIHBsZWFzZSBvcGVuIHRoZSBib3ggYSBsaXR0bGUgYW5kIGdyYWIgaXQgZm9yIG1lLg==,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdClNlIHZvY8OqIG91dmlyIHVtIGZhcmZhbGhhciBkZW50cm8gZGEgY2FpeGEgZGUgcHJlc2VudGUsIHNpZ25pZmljYSBxdWUgZGVmaW5pdGl2YW1lbnRlIGjDoSBhbGdvIGVzY29uZGlkbyBsw6EgZGVudHJvLCBlbnTDo28gYWJyYSBhIGNhaXhhIHVtIHBvdWNvIGUgcGVndWUtYSBwYXJhIG1pbS4=,,W1NoaWlkYV0KU2kgb3llcyB1biBjcnVqaWRvIGRlbnRybyBkZSBsYSBjYWphIGRlIHJlZ2Fsbywgc2lnbmlmaWNhIHF1ZSBkZWZpbml0aXZhbWVudGUgc2UgZXNjb25kZSBkZW50cm8sIGFzw60gcXVlIHBvciBmYXZvciBhYnJlIHVuIHBvY28gbGEgY2FqYSB5IGFnw6FycmFsbyBwYXJhIG3DrS4=
D/o3Aw,,W1NoaWlkYV0KRXZlbiBpZiB5b3UgbG9zZSBpdCBhbmQgaXQgZmxpZXMgb2ZmLCBpdCdzIHByb2JhYmx5IGhpZGluZyBpbiBhbm90aGVyIGJveCBuZWFyYnksIHNvIGlmIHlvdSBsaXN0ZW4gY2FyZWZ1bGx5LCB5b3UnbGwgYmUgYWJsZSB0byB0ZWxsIHdoaWNoIGJveCBpdCB3ZW50IGludG8u,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdCk1lc21vIHF1ZSB2b2PDqiBwZXJjYSBlIGVsZSB2b2UgcGFyYSBsb25nZSwgZWxlIHByb3ZhdmVsbWVudGUgc2UgZXNjb25kZXLDoSBlbSBvdXRyYSBjYWl4YSBwcsOzeGltYSwgZW50w6NvIHNlIHZvY8OqIG91dmlyIGNvbSBhdGVuw6fDo28sIHZvY8OqIHNlcsOhIGNhcGF6IGRlIGRpemVyIGVtIHF1YWwgY2FpeGEgZWxlIGZvaS4=,,W1NoaWlkYV0KSW5jbHVzbyBzaSBsbyBwaWVyZGVzIHkgc2FsZSB2b2xhbmRvLCBwcm9iYWJsZW1lbnRlIHNlIGVzY29uZGEgZW4gb3RyYSBjYWphIGNlcmNhbmEsIGFzw60gcXVlIHNpIGVzY3VjaGFzIGNvbiBhdGVuY2nDs24sIHBvZHLDoXMgc2FiZXIgZW4gcXXDqSBjYWphIHNlIG1ldGnDsy4=
EPo3Aw,,W1NoaWlkYV0KQ2FuIHlvdSBoZWxwIG1lPyBUaGFuayB5b3UgdmVyeSBtdWNoLi4uIEknbGwgYmUgd2FpdGluZyBoZXJlIQ==,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdClZvY8OqIHBvZGUgbWUgYWp1ZGFyPyBNdWl0byBvYnJpZ2FkYS4uLiBFc3RhcmVpIGVzcGVyYW5kbyBhcXVpIQ==,,W1NoaWlkYV0Kwr9QdWVkZXMgYXl1ZGFybWU/IE11Y2hhcyBncmFjaWFzLi4uIMKhRXN0YXLDqSBlc3BlcmFuZG8gYXF1w60h
Efo3Aw,,W1NoaWlkYV0KUGxlYXNlIGdvIGludG8gdGhlIHN0b3JlIGFuZCBvcGVuIHRoZSBnaWZ0IGJveC4gSXQgd2lsbCBiZSB0aGVyZS4=,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdClBvciBmYXZvciwgZW50cmUgbmEgbG9qYSBlIGFicmEgYSBjYWl4YSBkZSBwcmVzZW50ZS4gRWxhIGVzdGFyw6EgbMOhLg==,,W1NoaWlkYV0KUG9yIGZhdm9yLCBlbnRyYSBlbiBsYSB0aWVuZGEgeSBhYnJlIGxhIGNhamEgZGUgcmVnYWxvLiBFc3RhcsOhIGFsbMOtLg==
Evo3Aw,,W1NoaWlkYV0KSXQncyBtYWRlIG9mIGNsb3RoLCBzbyBpdCB3aWxsIGVtaXQgYSBydXN0bGluZyBzb3VuZCBldmVuIGlmIHlvdSBtb3ZlIGl0IGEgbGl0dGxlLCBzbyBpdCB3b24ndCBiZSBoYXJkIHRvIGZpbmQu,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdCsOJIGZlaXRvIGRlIHRlY2lkbywgZW50w6NvIGZhcsOhIHVtIGJhcnVsaG8gZGUgZmFyZmFsaGFyIG1lc21vIHNlIHZvY8OqIG1vdsOqLWxvIHVtIHBvdWNvLCBlbnTDo28gbsOjbyBzZXLDoSBkaWbDrWNpbCBkZSBlbmNvbnRyYXIu,,W1NoaWlkYV0KRXN0w6EgaGVjaG8gZGUgdGVsYSwgcG9yIGxvIHF1ZSBlbWl0aXLDoSB1biBjcnVqaWRvIGF1bnF1ZSBsbyBtdWV2YXMgdW4gcG9jbywgYXPDrSBxdWUgbm8gc2Vyw6EgZGlmw61jaWwgZGUgZW5jb250cmFyLg==
E/o3Aw,,W1NoaWlkYV0KWW91IGJyb3VnaHQgdGhlIGdpZnQgcmliYm9uIQ==,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdClZvY8OqIHRyb3V4ZSBvIGl0ZW0gTGHDp28gZGUgRW1icnVsaG8h,,W1NoaWlkYV0KwqFUcmFqaXN0ZSBlbCBsYXpvIGRlIHJlZ2Fsb3Mh
FPo3Aw,,W1NoaWlkYV0KVGhhbmsgeW91LiBJIHdhcyBhZnJhaWQgdG8gbWFrZSBleWUgY29udGFjdCB3aXRoIHRoZSBjbG93biBkb2xsLCBldmVuIGlmIEkgdHJpZWQgdG8gbGVhbiBvdXQgb2YgdGhlIHdpbmRvdy4uLi4=,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdCk9icmlnYWRhLiBFdSBlc3RhdmEgY29tIG1lZG8gZGUgZmF6ZXIgY29udGF0byB2aXN1YWwgY29tIG8gYm9uZWNvIHBhbGhhw6dvIG1lc21vIHNlIHRlbnRhc3NlIGVzcGlhciBwZWxhIGphbmVsYS4uLi4=,,W1NoaWlkYV0KR3JhY2lhcy4gVGVtw61hIGVzdGFibGVjZXIgY29udGFjdG8gdmlzdWFsIGNvbiBlbCBtdcOxZWNvIGRlIHBheWFzbywgYXVucXVlIGludGVudGFyYSBhc29tYXJtZSBwb3IgbGEgdmVudGFuYS4uLg==
Ffo3Aw,,W1NoaWlkYV0KSSBhbHdheXMgaGF2ZSBvdGhlcnMgb24gaGFuZCwgYnV0IEkgZG9uJ3Qgd2FudCB0byBsZXQgdGhlIHJpYmJvbnMgZmx5LiBUaGFuayB5b3Ugc28gbXVjaCBmb3IgZ3JhYmJpbmcgdGhlbS4=,,,,,W0NpZGEsIEFwcmVuZGl6IE5vZWxdClNlbXByZSBtYW50ZW5obyBzb2JyYXMgw6AgbcOjbywgbWFzIG7Do28gcXVlcm8gZGVpeGFyIGFzIGZpdGFzIHZvYW5kbyBzb3ppbmhhcy4gTXVpdG8gb2JyaWdhZGEgcG9yIHBlZ8OhLWxhcy4=,,W1NoaWlkYV0KU2llbXByZSB0ZW5nbyBkZW3DoXMgYSBtYW5vLCBwZXJvIG5vIHF1aWVybyBkZWphciBxdWUgbG9zIGxhem9zIHNlIHZ1ZWxlbi4gTXVjaGFzIGdyYWNpYXMgcG9yIGFnYXJyYXJsb3Mu
