wLUVAQ,,TmVtbWE=,,,,,TmVtbWE=,,TmVtbWE=
JrYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpXaXRoaW4gdGhlIHRlbXBsZSwKUGxlYXNlIGJlIHF1aWV0Lg==,,,,,W1NhY2VyZG90ZSBQYW5vXQpQb3IgZmF2b3IsCm1hbnRlbmhhIG8gc2lsw6puY2lvCmRlbnRybyBkbyB0ZW1wbG8u,,W1NhY2VyZG90ZSBQYW5vXQpEZW50cm8gZGVsIHRlbXBsbywKZ3VhcmRlIHNpbGVuY2lvLCBwb3IgZmF2b3Iu
J7YVAQ,,W1ByaWVzdGVzcyBGYW5vXQpJJ20gYnVzeSBub3csIHBsZWFzZSBjb21lIGJhY2sgbGF0ZXIu,,,,,W1NhY2VyZG90ZSBQYW5vXQpBZ29yYSBlc3RvdSBvY3VwYWRvLCBlbnTDo28gdm9sdGUgbWFpcyB0YXJkZS4=,,W1NhY2VyZG90ZSBQYW5vXQpBaG9yYSBlc3RveSBvY3VwYWRvLCB2dWVsdmEgbcOhcyB0YXJkZS4=
KLYVAQ,,RGlkIHlvdSBvcGVuIHRoZSBkb29yPw==,,,,,Rm9pIHZvY8OqIHF1ZW0gYWJyaXUgYSBwb3J0YSwgbsOjbyBmb2k/,,VXN0ZWQgZnVlIHF1aWVuIGFicmnDsyBsYSBwdWVydGEsIMK/dmVyZGFkPw==
KbYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpBcmUgeW91IHJlZmVycmluZyB0byB0aGUgZmVzdGl2YWwgZG9uYXRpb24gcmFmZmxlIHRpY2tldD8KQWgsIGl0IHNlZW1zIHlvdSBzdGlsbCBoYXZlIG9uZSBvZiB0aG9zZSBmZXN0aXZhbCBkb25hdGlvbiByYWZmbGUgdGlja2V0cy4gVGhlIGRvbmF0aW9uIGhhcyBiZWVuIGNvbXBsZXRlZCwgSG93ZXZlciwgd2UgYXJlIHN0aWxsIG9mZmVyaW5nIGV4Y2hhbmdlcy4=,,,,,W1NhY2VyZG90ZSBQYW5vXQpFc3TDoSBmYWxhbmRvIGRvcyBiaWxoZXRlcyBkZSBzb3J0ZWlvIGRhcyBkb2HDp8O1ZXMgZG8gZmVzdGl2YWw/CkFpbmRhIGV4aXN0ZW0gcGVzc29hcyBxdWUgZXN0w6NvIGNvbSBpc3NvLiBBcyBkb2HDp8O1ZXMgasOhIGZvcmFtIGVuY2VycmFkYXMuIE1hcyBhIHRyb2NhIGFpbmRhIMOpIHBvc3PDrXZlbC4=,,W1NhY2VyZG90ZSBQYW5vXQrCv1NlIHJlZmllcmUgYSBsb3MgYm9sZXRvcyBkZWwgc29ydGVvIHBvciBkb25hdGl2b3MgZGVsIGZlc3RpdmFsPwpUb2RhdsOtYSBoYXkgZ2VudGUgcXVlIGxvcyBjb25zZXJ2YS4gTGEgcmVjYXVkYWNpw7NuIHlhIGhhIHRlcm1pbmFkby4gQXVuIGFzw60sIHRvZGF2w61hIHNpZ28gaGFjaWVuZG8gbG9zIGNhbmplcy4=
KrYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpUaGUgb25lIHdobyBvcmdhbml6ZXMgdGhlIHdhcmVob3VzZSBuZWF0bHkgd2lsbCBiZSBtb3JlIHBvcHVsYXIuCi4uLkFoZW0uIEkgc3Bva2UgdW5uZWNlc3NhcmlseS4=,,,,,W1NhY2VyZG90ZSBQYW5vXQpRdWVtIG1hbnTDqW0gbyBhcm1hesOpbSBiZW0gYXJydW1hZG8gY29zdHVtYSBzZXIgcG9wdWxhciBjb20gbyBzZXhvIG9wb3N0by4KLi4uQ29mLiBGYWxlaSB1bWEgY29pc2EgZGVzbmVjZXNzw6FyaWEu,,W1NhY2VyZG90ZSBQYW5vXQpBIGxhIGdlbnRlIHF1ZSBtYW50aWVuZSBlbCBhbG1hY8OpbiBvcmRlbmFkbyBzZSBsYSB2ZSBtw6FzIHBvcHVsYXIgYW50ZSBlbCBzZXhvIG9wdWVzdG8uCi4uLkVqZW0uIEhlIGRpY2hvIGFsZ28gaW5uZWNlc2FyaW8u
K7YVAQ,,W1ByaWVzdGVzcyBGYW5vXQpObywgd2FpdCBhIG1vbWVudC4KWW91IG5lZWQgdG8gZ2l2ZSBtZSB0aGUgcmFmZmxlIHRpY2tldCBmaXJzdC4KUmlnaHQgbm93LCBJIG5lZWQgdG8gcmVjZWl2ZSBhIG5ldyByYWZmbGUgdGlja2V0LgpUaGVyZSBpcyBubyB3YXksIHVubGVzcyB5b3UgaGF2ZSBvbmUuClRyeSBhc2tpbmcgYSBmcmllbmQgb3IgY29sbGVhZ3VlIHRvIGdldCBvbmUgZm9yIHlvdS4=,,,,,W1NhY2VyZG90ZSBQYW5vXQpOw6NvLCBlc3BlcmUgdW0gbW9tZW50by4KVm9jw6ogcHJlY2lzYSBtZSBlbnRyZWdhciBwcmltZWlybyBvIGJpbGhldGUgZGUgc29ydGVpby4KTsOjbyB0ZW0gbmVuaHVtPwpRdWUgcGVuYS4=,,W1NhY2VyZG90ZSBQYW5vXQpObywgdW4gbW9tZW50by4KUHJpbWVybyBkZWJlIGVudHJlZ2FybWUgZWwgYm9sZXRvIGRlbCBzb3J0ZW8uCkFob3JhIG1pc21vIG5vIGhheSBmb3JtYSBkZSByZWNpYmlyCmJvbGV0b3MgbnVldm9zLCBhc8OtIHF1ZSwgc2kgbm8gdGllbmUsCmNvbnNpZ2EgYWxndW5vIGRlIHVuIGFtaWdvIG8gY29tcGHDsWVyby4=
LLYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpZZXM/,,,,,W1NhY2VyZG90ZSBQYW5vXQpPIHF1w6o/,,W1NhY2VyZG90ZSBQYW5vXQrCv1PDrT8=
LbYVAQ,,VGhlIHBlcnNvbiB3aG8gb3BlbmVkIHRoZSBsb2NrZWQgZG9vciBvZiB0aGUgdGVtcGxlLg==,,,,,QSBwZXNzb2EgcXVlIGFicml1IGEgcG9ydGEgdHJhbmNhZGEgZG8gdGVtcGxvLg==,,TGEgcGVyc29uYSBxdWUgYWJyacOzIGxhIHB1ZXJ0YSBjZXJyYWRhIGRlbCB0ZW1wbG8u
LrYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpJIGRvbid0IGtub3cgd2hhdCB5b3UncmUgdGFsa2luZyBhYm91dC4=,,,,,W1NhY2VyZG90ZSBQYW5vXQpOw6NvIHNlaSBkbyBxdWUgZXN0w6EgZmFsYW5kby4=,,W1NhY2VyZG90ZSBQYW5vXQpObyBzw6kgZGUgcXXDqSBtZSBoYWJsYS4=
L7YVAQ,,UHJpZXN0IE5lbW1hIHNhaWQuLi4=,,,,,QSBTYWNlcmRvdGlzYSBOZW1tYS4uLg==,,TGEgc2FjZXJkb3Rpc2EgTmVtbWEuLi4=
MLYVAQ,,W3swfV0KUHJpZXN0IE5lbW1hIGZpcnN0IGNvbmNlcm4gd2FzCldoZW4gUHJpZXN0IEZhbm8gdG9vayBjaGFyZ2Ugb2YgdGhpcyBtYXR0ZXIgYW5kIHdhcyBkZWVwbHkgd29ycmllZCBhYm91dCB0aGUgaW5pdGlhbCBtYWxmdW5jdGlvbi4=,,,,,W3swfV0KQSBTYWNlcmRvdGlzYSBOZW1tYQplc3RhdmEgbXVpdG8gcHJlb2N1cGFkYSBwb3JxdWUgZm9pIGEgcHJpbWVpcmEgdmV6CnF1ZSBvIFNhY2VyZG90ZSBQYW5vIGZpY291IHJlc3BvbnPDoXZlbApwb3IgZXNzZSB0aXBvIGRlIGZhbGhhLg==,,W3swfV0KTGEgc2FjZXJkb3Rpc2EgTmVtbWEKZXN0w6EgbXV5IHByZW9jdXBhZGEgcG9ycXVlLApkZXNkZSBxdWUgZWwgc2FjZXJkb3RlIFBhbm8gc2UgaGl6byBjYXJnbyBkZSBlc3RvLAplcyBsYSBwcmltZXJhIHZleiBxdWUgb2N1cnJlIHVuYSBhdmVyw61hLg==
MbYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpXaGF0J3Mgd3Jvbmcgd2l0aCB0aGF0PwpQcmllc3QgTmVtbWEgaXMgbXkgdHdpbiBzaXN0ZXIu,,,,,W1NhY2VyZG90ZSBQYW5vXQpFIGRhw60/Ck5vdmnDp2EgTmVtbWEgw6kgbWluaGEgaXJtw6MgZ8OqbWVhLg==,,W1NhY2VyZG90ZSBQYW5vXQrCv1kgcXXDqSB0aWVuZSBlc28gZGUgcGFydGljdWxhcj8KU2FjZXJkb3RlIE5lbW1hIGVzIG1pIGhlcm1hbmEgZ2VtZWxhLg==
MrYVAQ,,W3swfV0KU29tZXRpbWVzIGl0IHdvdWxkIGJyZWFrIGRvd24sIGJ1dCBpdCB3b3VsZCBzb29uIGJlIGZpeGVkLgpEdXJpbmcgdGhlIHRpbWUgd2hlbiB0aGUgdGVtcGxlIHdhcyBmaXJzdCBidWlsdApXaGlsZSBkaXNjdXNzaW5nIHRoZSBzdG9yeS4uLgpXaHkgRGlkIHRoZXkgZmVlbCB1bmVhc3kgYWJvdXQgaXQ/,,,,,W3swfV0KRGlzc2VyYW0gcXVlIHF1YW5kbyBxdWVicmF2YSDDoHMgdmV6ZXMKbG9nbyBlcmEgY29uc2VydGFkbywKZW50w6NvIHBvciBxdWUgZWxhIGZvaSBmaWNhciBhbnNpb3NhCmF0w6kgY29udGFuZG8gYSBoaXN0w7NyaWEKZGEgw6lwb2NhIGVtIHF1ZSBvIHRlbXBsbyBmb2kgY29uc3RydcOtZG8/,,W3swfV0KRGVjw61hIHF1ZSBjdWFuZG8gc2UgYXZlcmlhYmEgZGUgdmV6IGVuIGN1YW5kbywKcHJvbnRvIHZvbHbDrWEgYSBmdW5jaW9uYXIsCmVudG9uY2VzIMK/cG9yIHF1w6kgZXN0YWJhIHRhbiBpbnRyYW5xdWlsYQpoYXN0YSBlbCBwdW50byBkZSBoYWJsYXIgZGUKbG8gcXVlIG9jdXJyacOzIGN1YW5kbyBlbCB0ZW1wbG8gc2UgY3Jlw7M/
M7YVAQ,,W3swfV0KQWN0dWFsbHksIHdoYXQncyB0aGUgY29ubmVjdGlvbiBiZXR3ZWVuIFByaWVzdCBGYW5vCldoYXQgZG9lcyBpdCBoYXZlIHRvIGRvIHdpdGggYW55dGhpbmc/CldpdGggdGhpcyB0ZW1wbGUu,,,,,W3swfV0KTmEgdmVyZGFkZSwgbyBTYWNlcmRvdGUgUGFubwp0ZW0gYWxndW0gdGlwbyBkZSByZWxhw6fDo28KY29tIGVzdGUgdGVtcGxvLgpOw6NvIHRlbT8=,,W3swfV0KRW4gcmVhbGlkYWQsIHNhY2VyZG90ZSBQYW5vLArCv3F1w6kgcmVsYWNpw7NuIHRpZW5lIHVzdGVkCmNvbiBlc3RlIHRlbXBsbz8=
NLYVAQ,,W3swfV0KSSd2ZSBhY3R1YWxseSBoZWFyZCBhYm91dCBpdC4KRnJvbSBQcmllc3QgTmVtbWEKVGhlIHNhbWUgdm9pY2Uu,,,,,W3swfV0KTmEgdmVyZGFkZSwgZXUgb3V2aS4KVW1hIHZveiBleGF0YW1lbnRlIGlndWFsCsOgIGRhIFNhY2VyZG90aXNhIE5lbW1hLg==,,W3swfV0KRW4gcmVhbGlkYWQsIGxvIG/DrS4KTGEgbWlzbWEgdm96CnF1ZSBsYSBkZSBsYSBzYWNlcmRvdGlzYSBOZW1tYS4=
NbYVAQ,,W3swfV0KV2hlbiB0aGUgZG9vciBjbG9zZWQsIEkgd2FzIGFsc28gaW4gdGhlIHRlbXBsZS4KUHJpZXN0IEZhbm8gc2FpZCBzb21ldGhpbmcgaW4gZnJvbnQgb2YgdGhlIGRvb3IuClRoZSBkb29yIHdhcyBvcGVuLCByaWdodD8=,,,,,W3swfV0KUXVhbmRvIGEgcG9ydGEgc2UgZmVjaG91LCBldSB0YW1iw6ltIGVzdGF2YSBubyB0ZW1wbG8uClF1YW5kbyBvIFNhY2VyZG90ZSBQYW5vIGRpc3NlIGFsZ3VtYSBjb2lzYSBkaWFudGUgZGEgcG9ydGEsCmVsYSBzZSBhYnJpdSwgbsOjbyBmb2k/,,W3swfV0KWW8gdGFtYmnDqW4gZXN0YWJhIGRlbnRybyBkZWwgdGVtcGxvIGN1YW5kbyBsYSBwdWVydGEgc2UgY2VycsOzLgpFbCBzYWNlcmRvdGUgUGFubyBkaWpvIGFsZ28gZGVsYW50ZSBkZSBsYSBwdWVydGEKeSBlbnRvbmNlcyBsYSBwdWVydGEgc2UgYWJyacOzLCDCv3ZlcmRhZD8=
NrYVAQ,,W3swfV0KUHJpZXN0IEZhbm8ganVzdCBzYWlkCllvdSBtZW50aW9uZWQgdGhhdCBQcmllc3QgTmVtbWEgaXMgeW91ciB0d2luLCBhbmQuLi4KT3V0c2lkZSwgUHJpZXN0IE5lbW1hIHdhcyB3b3JyaWVkIGFib3V0IFByaWVzdCBGYW5vLi4u,,,,,W3swfV0KQWdvcmEgbWVzbW8gbyBTYWNlcmRvdGUgUGFubwpkaXNzZSBxdWUgZXJhIGlybcOjbyBnw6ptZW8KZGEgU2FjZXJkb3Rpc2EgTmVtbWEsCmUgYSBTYWNlcmRvdGlzYSBOZW1tYQplc3RhdmEgbMOhIGZvcmEgcHJlb2N1cGFkYSBjb20gbyBTYWNlcmRvdGUgUGFuby4uLg==,,W3swfV0KWSBhaG9yYSBtaXNtbyBlbCBzYWNlcmRvdGUgUGFubwpoYSBkaWNobyBxdWUgZXMgZ2VtZWxvIGRlIGxhIHNhY2VyZG90aXNhIE5lbW1hLApOZW1tYSBlc3RhYmEgZnVlcmEgcHJlb2N1cMOhbmRvc2UgcG9yIGVsIHNhY2VyZG90ZSBQYW5vLi4u
N7YVAQ,,W1ByaWVzdGVzcyBGYW5vXQouLi4u,,,,,W1NhY2VyZG90ZSBQYW5vXQouLi4u,,W1NhY2VyZG90ZSBQYW5vXQouLi4u
OLYVAQ,,W1ByaWVzdGVzcyBGYW5vXQouLi4uLi4u,,,,,W1NhY2VyZG90ZSBQYW5vXQouLi4uLi4u,,W1NhY2VyZG90ZSBQYW5vXQouLi4uLi4u
ObYVAQ,,W1ByaWVzdGVzcyBGYW5vXQouLi5NeSBhbmNlc3RvciwKU28sIHRoZXJlIHdhcyBhIGNlcnRhaW4gYWxjaGVtaXN0CndobyBpcyBhbHNvIGFuIGFuY2VzdG9yIG9mIFByaWVzdCBOZW1tYS4=,,,,,W1NhY2VyZG90ZSBQYW5vXQouLi5NZXUgYW5jZXN0cmFsLApvdSBtZWxob3IsIHVtIGFuY2VzdHJhbApxdWUgdGFtYsOpbSDDqSBhbmNlc3RyYWwKZGUgTm92acOnYSBOZW1tYSwKZm9pIHVtIGFscXVpbWlzdGEu,,W1NhY2VyZG90ZSBQYW5vXQouLi5Vbm8gZGUgbWlzIGFudGVwYXNhZG9zLAplcyBkZWNpciwgdGFtYmnDqW4gYW50ZXBhc2FkbyBkZSBTYWNlcmRvdGUgTmVtbWEsCmZ1ZSBjaWVydG8gYWxxdWltaXN0YS4=
OrYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpBY2NvcmRpbmcgdG8gdGhlIHJlbWFpbmluZyByZWNvcmRzLApBZnRlciBjb21wbGV0aW5nIHRoZSB0cmFpbmluZyBwcm9jZXNzLCBhbmQgbGVhdmluZyBmb3IgcHJhY3RpY2UsCiBpdCBpcyB1bmtub3duIHdoZXJlIHRoZXkgd2VudAogYnV0IHVwb24gcmV0dXJuaW5nLCBpbiB0ZXJtcyBvZiBza2lsbHMuLi4KaXQgaXMgc2FpZCB0aGF0IHRoZXJlIHdlcmUgbm8gbWlzdGFrZXMgaW4gdGhlaXIgc2tpbGxzLg==,,,,,W1NhY2VyZG90ZSBQYW5vXQpTZWd1bmRvIG9zIHJlZ2lzdHJvcyBxdWUgcmVzdGFtLApkZXBvaXMgZGUgY29uY2x1aXIgc2V1IHBlcsOtb2RvIGRlIHRyZWluYW1lbnRvLAplbGUgcGFydGl1IGVtIHBlcmVncmluYcOnw6NvCmUgbsOjbyBzZSBzYWJlIHBhcmEgb25kZSBmb2ksCm1hcywgZGVwb2lzIGRlIHZvbHRhciwKbnVuY2EgbWFpcyBjb21ldGV1Cm5lbmh1bSBlcnJvIGVtIHN1YSB0w6ljbmljYS4=,,W1NhY2VyZG90ZSBQYW5vXQpTZWfDum4gbG9zIHJlZ2lzdHJvcyBxdWUgaGFuIHF1ZWRhZG8sCnRyYXMgY29tcGxldGFyIHN1IGZvcm1hY2nDs24Kc2UgbWFyY2jDsyBhIHVuYSBwZXJlZ3JpbmFjacOzbgp5IG5vIHNlIHNhYmUgYWTDs25kZSBmdWUsCnBlcm8gY3VhbmRvIHJlZ3Jlc8OzCnlhIG5vIGNvbWV0acOzIG5pIHVuIHNvbG8gZXJyb3IKZW4gc3UgdMOpY25pY2Eu
O7YVAQ,,W1ByaWVzdGVzcyBGYW5vXQpUaGlzIHRlbXBsZSwKaW4gYSBzZW5zZSwKQSB0aG91c2FuZCB5ZWFycyBhZ28sIG91ciBhbmNlc3RvcnMgbGVhdmluZyBSdW5lLU1pZGdhcmQKVGhlIGFuY2VzdG9ycyB3aG8gY2FtZSBoZXJlCk1hZGUgdGhpcyBhcyB0aGVpciB0b21icw==,,,,,W1NhY2VyZG90ZSBQYW5vXQpFc3RlIHRlbXBsbywKZW0gY2VydG8gc2VudGlkbywKw6kgcHJhdGljYW1lbnRlIHVtIHTDum11bG8KZG9zIGFuY2VzdHJhaXMgcXVlIGRlaXhhcmFtIFJ1bmUtTWlkZ2FydHMKaMOhIG1pbCBhbm9zIGUgdmllcmFtIHBhcmEgY8OhLg==,,W1NhY2VyZG90ZSBQYW5vXQpFc3RlIHRlbXBsbywKZW4gY2llcnRvIHNlbnRpZG8sCmVzIHBvY28gbWVub3MgcXVlIGxhIHR1bWJhCmRlIG51ZXN0cm9zIGFudGVwYXNhZG9zLApxdWUgYWJhbmRvbmFyb24gUnVuZS1NaWRnYXJ0cwp5IHZpbmllcm9uIGFxdcOtCmhhY2UgbWlsIGHDsW9zLg==
PLYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpUaHJvdWdoIHRoZSBlZmZvcnRzIG9mIG1hbnkgYWxjaGVtaXN0cwpUaHJvdWdoIGRlY2FkZXMgb2YgcGlvbmVlcmluZywKdHJhbnNmb3JtZWQgdGhlIGRlc2VydCBpbnRvIGZlcnRpbGUgbGFuZApldmVudHVhbGx5LCBjaXRpZXMgd2VyZSBidWlsZCwgYW5kCnRoZSB0ZW1wbGUgd2FzIGRlc2lnbmVkIGFuZCBidWlsdCBieSB0aGUgZWZmb3J0cyBvZiBtYW55IGFsY2hlbWlzdHMs,,,,,W1NhY2VyZG90ZSBQYW5vXQpHcmHDp2FzIGFvIGVzZm9yw6dvIGRlIG11aXRvcyBhbHF1aW1pc3RhcywKYXDDs3MgZMOpY2FkYXMgZGUgY29sb25pemHDp8OjbywKbyBkZXNlcnRvIHNlIHRyYW5zZm9ybW91IGVtIHBhc3RhZ2VtLAplLCBwb3IgZmltLCBhcXVlbGVzIHF1ZSBwbGFuZWphcmFtIGEgY2lkYWRlLApkZXNlbmhhcmFtIGUgY29uc3RydcOtcmFtIG8gdGVtcGxvIGZvcmFt,,W1NhY2VyZG90ZSBQYW5vXQpHcmFjaWFzIGFsIGVzZnVlcnpvIGRlIG11Y2hvcyBhbHF1aW1pc3RhcywKeSBhIHVuYSBjb2xvbml6YWNpw7NuIHF1ZSBkdXLDsyBkw6ljYWRhcywKZWwgZGVzaWVydG8gc2UgdHJhbnNmb3Jtw7MgZW4gcGFzdGl6YWxlcywKeSBxdWllbmVzIGZpbmFsbWVudGUgcGxhbmlmaWNhcm9uIGxhIGNpdWRhZCwKZGlzZcOxYXJvbiBlbCB0ZW1wbG8KeSBsbyBjb25zdHJ1eWVyb24gZnVlcm9u
PbYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpBbGwgdGhvc2Ugd2hvIGNhbWUgaGVyZS4KR2F0aGVyZWQgYnkgdGhlIHdhdmVyaW5nIGRldGVybWluYXRpb24KQW5kIGNvbmZsaWN0aW5nIGFzc2VydGlvbnMgb2YgcGVvcGxlLApUaHJvdWdoIHRoZSB0aG91Z2h0cyBvZiBsZWFkZXJzClRvIGJ1aWxkIHRoaXMgdGVtcGxlLg==,,,,,W1NhY2VyZG90ZSBQYW5vXQp0b2RvcyBvcyBxdWUgcGFydGlyYW0gcGFyYSBlc3RlIGx1Z2FyLgpQZWxhcyBpZGVpYXMgZG9zIGzDrWRlcmVzCnF1ZSBxdWVyaWFtIHJldW5pcgphIHZvbnRhZGUgZGlzcGVyc2EgZGFzIHBlc3NvYXMKZSBhcyBvcGluacO1ZXMgcXVlIHNlIGRlc2VuY29udHJhdmFtLAphY2FiYXJhbSBjb25zdHJ1aW5kbyBvIHRlbXBsby4=,,W1NhY2VyZG90ZSBQYW5vXQp0b2RvcyBsb3MgcXVlIHBhcnRpZXJvbiBoYWNpYSBlc3RlIGx1Z2FyLgpMYSBpZGVhIGRlIGxvcyBsw61kZXJlcywgcXVlIHF1ZXLDrWFuIHJldW5pcgpsYSB2b2x1bnRhZCB2YWNpbGFudGUgZGUgbGEgZ2VudGUKeSBsYXMgb3BpbmlvbmVzIGVuZnJlbnRhZGFzIGVudHJlIHPDrSwKZnVlIGxhIHF1ZSBsbGV2w7MgYSBjb25zdHJ1aXIgZWwgdGVtcGxvLg==
PrYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpEdXJpbmcgdGhhdCBwcm9jZXNzLCBvdXIgYW5jZXN0b3JzIHdlcmUgdGFza2VkIHdpdGguLi4Kb3ZlcnNlZWluZyBzb21lIGFkZGl0aW9uYWwgZmVhdHVyZXMgb2YgdGhlIHRlbXBsZS4uLgphbmQgd2VyZSByZXNwb25zaWJsZSBmb3IuLi4KaW5zdGFsbGluZyBhIGRldmljZSB0aGF0IHJlcXVpcmVkIGFuIGFjY2VzcyBjYXJkLi4uCmZvciBhY2Nlc3NpbmcgdGhlIHRlbXBsZS4uLgphcyBwZXIgdGhlIGluc3RydWN0aW9ucy4=,,,,,W1NhY2VyZG90ZSBQYW5vXQpOZXNzZSBwcm9jZXNzbywgbWV1IGFuY2VzdHJhbApmaWNvdSByZXNwb25zw6F2ZWwKcG9yIGFsZ3VtYXMgZnVuw6fDtWVzIGFkaWNpb25haXMgZG8gdGVtcGxvCmUuLi4KcG9yIG9yZGVtIHN1cGVyaW9yLCBpbnN0YWxvdQp1bSBkaXNwb3NpdGl2byBxdWUgcGVybWl0aWEgZW50cmFyIGUgc2FpciBkbyB0ZW1wbG8KYXBlbmFzIGNvbSB1bSBjYXJ0w6NvIGRlIGFjZXNzbyw=,,W1NhY2VyZG90ZSBQYW5vXQpFbiBtZWRpbyBkZSB0b2RvIGVzbywgbWkgYW50ZXBhc2FkbwpzZSBlbmNhcmfDsyBkZSBhbGd1bmFzIGZ1bmNpb25lcyBhZGljaW9uYWxlcwpkZWwgdGVtcGxvLi4uCnksIHBvciBvcmRlbiByZWNpYmlkYSwgaW5zdGFsw7MKdW4gZGlzcG9zaXRpdm8gcXVlIGV4aWfDrWEgdW5hIHRhcmpldGEgZGUgYWNjZXNvCnBhcmEgcG9kZXIgZW50cmFyIHkgc2FsaXIgZGVsIHRlbXBsbyw=
P7YVAQ,,W1ByaWVzdGVzcyBGYW5vXQpJbiBmYWN0LCBpdCBzaG91bGRuJ3QgYmUgZW50ZXJlZC4uLgpJbnRydWRlcnMuLi4KLi4udG8gcHJvdGVjdCBwZW9wbGUgZnJvbSBpbnRydWRlcnMuLi4KYWxtb3N0IGJlY2FtZSBhIHNoZWx0ZXIuLi4KdGhlIFNlc3NydW1uaXIgdGVtcGxlLi4u,,,,,W1NhY2VyZG90ZSBQYW5vXQptYXMgbyB0ZW1wbG8gU2Vzc3J1bW5pciwKcXVlIGVzdGF2YSBwcmVzdGVzCmEgc2UgdG9ybmFyIHVtIHJlZsO6Z2lvCnBhcmEgcHJvdGVnZXIgYXMgcGVzc29hcwpkZS4uLiBpbnZhc29yZXMuLi4KcXVlIG7Do28gZGV2ZXJpYW0gZW50cmFyLA==,,W1NhY2VyZG90ZSBQYW5vXQpwZXJvIGxvIGNpZXJ0byBlcyBxdWUuLi4KZWwgdGVtcGxvIFNlc3NydW1uaXIsCnF1ZSBlc3R1dm8gYSBwdW50byBkZSBjb252ZXJ0aXJzZQplbiByZWZ1Z2lvIHBhcmEgcHJvdGVnZXIgYSBsYSBnZW50ZQpkZSBsb3MuLi4KaW50cnVzb3MuLi4KLi4ucXVlIG5vIGRlYsOtYW4gZW50cmFyLA==
QLYVAQ,,W1ByaWVzdGVzcyBGYW5vXQpJbiBmYWN0LCB0aGVyZSB3YXMgbm8gbmVlZCBmb3IgaXQgdG8gc2VydmUgYXMgYSBzaGVsdGVyLgpUaGVyZSB3YXMgbm90aGluZyBhdCBhbGwuClRoZSBhbnRpY2lwYXRlZCBpbnRydWRlcnMuLi4gZGlkbid0IGV2ZW4KaGF2ZSBwbGFucyB0byBpbnRydWRlLApsZXQgYWxvbmUgc2hvdyBhbnkgaW50ZXJlc3Qu,,,,,W1NhY2VyZG90ZSBQYW5vXQpuYSB2ZXJkYWRlIG51bmNhIHByZWNpc291CnNlcnZpciBjb21vIHJlZsO6Z2lvLgpPcyBpbnZhc29yZXMuLi4gcHJldmlzdG9zCm5lbSBzZXF1ZXIgZGVtb25zdHJhcmFtIGludGVyZXNzZSBhbGd1bSwKbXVpdG8gbWVub3MgY2hlZ2FyYW0gYSBwbGFuZWphciB1bWEgaW52YXPDo28u,,W1NhY2VyZG90ZSBQYW5vXQplbiByZWFsaWRhZCBubyBuZWNlc2l0w7MgZW4gYWJzb2x1dG8KaGFjZXIgZGUgcmVmdWdpby4KQXF1ZWxsb3MgaW50cnVzb3MgcHJldmlzdG9zLi4uCm5pIHNpcXVpZXJhIG1vc3RyYXJvbiBpbnRlcsOpcyBhbGd1bm8sCnBvciBubyBoYWJsYXIgeWEgZGUgcG9uZXIgZW4gbWFyY2hhCnVuIHBsYW4gZGUgaW52YXNpw7NuLg==
