IMX7,,U3dpdGNo,,,,,SW50ZXJydXB0b3I=,,SW50ZXJydXB0b3I=
ocX7,,XjMzNTVGRkluIGhlciBleGNpdGVtZW50LApGYXlydXogYmVnaW5zIHRvCnJ1bW1hZ2UgdGhyb3VnaCB5b3VyCnRoaW5ncyBiZWZvcmUgeW91IGdldAp0aGUgY2hhbmNlIHRvIGFuc3dlciBoZXIuXjAwMDAwMA==,,,,,XjMzNTVGRkVtcG9sZ2FkYSwgCkZheXJ1eiBjb21lw6dhIGEKZXhhbWluYXIgc3Vhcwpjb2lzYXMgYW50ZXMgcXVlIHZvY8OqIApjb25zaWdhIHJlc3BvbmRlci5eMDAwMDAw,,XjMzNTVGRkVuIHN1IGVtb2Npw7NuLApGYXlydXogY29taWVuemEgYQpodXNtZWFyIGVudHJlCnR1cyBjb3NhcyBhbnRlcyBkZSBxdWUKcHVlZGFzIHJlc3BvbmRlcmxlLl4wMDAwMDA=
osX7,,W0ZheXJ1el0KT2gsIHRoaXMgbXVzdCBiZSBpdCEKV291bGQgeW91IG1pbmQgaWYgSSBrZWVwCnRoaXMgVHJhbnNwYXJlbnQgUGxhdGUgZm9yCm15IHJlc2VhcmNoPyBJbiByZXR1cm4sIEknbGwKdGVsbCB5b3Ugc29tZSB0YWxlcyBhYm91dApKdXBlcm9zIHRoYXQgSSd2ZSBsZWFybmVkLg==,,,,,W0ZheXJ1el0KTXVpdG8gb2JyaWdhZGEsClZvY8OqIG7Do28gc2FiZSBvIHF1ZQppc3NvIHNpZ25pZmljYSBwYXJhIG1pbSEgQmVtLApwb3IgZmF2b3IgcmVsYXhlIGUKc2VudGUtc2UuIEZlY2hlIG9zIG9saG9zIGVucXVhbnRvCmxoZSBjb250byBlc3RhIGFudGlnYSBoaXN0w7NyaWEu,,W0ZheXJ1el0KwqFPaCwgZGViZSBzZXIgZXN0byEKwr9UZSBpbXBvcnRhcsOtYSBzaSBjb25zZXJ2bwplc3RhIFBsYWNhIHRyYW5zcGFyZW50ZSBwYXJhCm1pIGludmVzdGlnYWNpw7NuPyBBIGNhbWJpbywgdGUKY29udGFyw6kgYWxndW5vcyBjdWVudG9zCnF1ZSBhcHJlbmTDrSBzb2JyZSBKdXBlcm9zLg==
o8X7,,UGxlYXNlLCBiZSBteSBndWVzdC4=,,,,,Q2xhcm8sIGZpcXVlIMOgIHZvbnRhZGUu,,UG9yIGZhdm9yLCBhZGVsYW50ZS4=
pMX7,,Tm8gd2F5LCB5b3UgY2FuJ3QgaGF2ZSBpdC4=,,,,,RGUgamVpdG8gbmVuaHVtLCBuw6NvIHZhaSBwZWdhci4=,,RGUgbmluZ3VuYSBtYW5lcmEsIG5vIHB1ZWRlcyB0ZW5lcmxhLg==
pcX7,,W0ZheXJ1el0KVGhhbmsgeW91IHNvIG11Y2gsCnlvdSBkb24ndCBrbm93IHdoYXQKdGhpcyBtZWFucyB0byBtZSEgT2theSwKcGxlYXNlIHJlbGF4IGFuZCB0YWtlIGEKc2VhdC4gQ2xvc2UgeW91ciBleWVzIHdoaWxlCkkgdGVsbCB5b3UgdGhpcyBhbmNpZW50IHN0b3J5Lg==,,,,,W0ZheXJ1el0KTXVpdG8gb2JyaWdhZGEsClZvY8OqIG7Do28gc2FiZSBvIHF1ZQppc3NvIHNpZ25pZmljYSBwYXJhIG1pbSEgQmVtLApwb3IgZmF2b3IgcmVsYXhlIGUKc2VudGUtc2UuIEZlY2hlIG9zIG9saG9zIGVucXVhbnRvCmxoZSBjb250byBlc3RhIGFudGlnYSBoaXN0w7NyaWEu,,W0ZheXJ1el0KTXVjaMOtc2ltYXMgZ3JhY2lhcywKbm8gc2FiZXMKbG8gcXVlIHNpZ25pZmljYSBwYXJhIG3DrS4gQmllbiwKcmVsw6FqYXRlIHkgdG9tYQphc2llbnRvLiBDaWVycmEgbG9zIG9qb3MgbWllbnRyYXMKdGUgY3VlbnRvIGVzdGEgYW50aWd1YSBoaXN0b3JpYS4=
psX7,,XjMzNTVGRkZheXJ1eiBiZWdpbnMgdG8KcmVsYXRlIGFuIGFuY2llbnQgdGFsZQphYm91dCBKdXBlcm9zIHRoYXQgc2VlbXMKdHlwaWNhbCBmb3IgYSBjbGFzc2ljIHN0b3J5LCBidXReRkZGRkZGICBeMzM1NUZGIGhlciB3YXkgb2Ygc3Rvcnl0ZWxsaW5nIHN1YnRseQpkcmF3cyB5b3UgaW50byBhIHZpY2FyaW91cywgeWV0XkZGRkZGRiAgIF4zMzU1RkYgZXh0cmVtZWx5IHZpdmlkIGV4cGVyaWVuY2Uu,,,,,XjMzNTVGRkZheXJ1eiBjb21lw6dhIGEKY29udGFyIHVtYSBhbnRpZ2EgaGlzdMOzcmlhCnNvYnJlIEp1cGVyb3MsIHF1ZSBwYXJlY2UKdW1hIGhpc3TDs3JpYSBjbMOhc3NpY2EgcXVhbHF1ZXIsIG1hcyBeRkZGRkZGIF4zMzU1RkYgbyBqZWl0byBkZWxhIGNvbnRhcgpsZXZhIHZvY8OqIGEgdW1hIGV4cGVyacOqbmNpYSBeRkZGRkZGIF4zMzU1RkYgZXh0cmVtYW1lbnRlIHJlYWwsIG1lc21vIHF1ZSBpbmRpcmV0YS4=,,XjMzNTVGRkZheXJ1eiBjb21pZW56YSBhCnJlbGF0YXIgdW4gY3VlbnRvIGFudGlndW8Kc29icmUgSnVwZXJvcyBxdWUgcGFyZWNlCnVuYSB0w61waWNhIGhpc3RvcmlhIGNsw6FzaWNhLCBwZXJvXkZGRkZGRiBeMzM1NUZGIHN1IGZvcm1hIGRlIG5hcnJhciB0ZSBzdW1lcmdlCnN1dGlsbWVudGUgZW4gdW5hIGV4cGVyaWVuY2lhIHF1ZSB0ZSByZXN1bHRhIGFqZW5hLF5GRkZGRkYgXjMzNTVGRnBlcm8gbXV5IHbDrXZpZGEu
p8X7,,XjMzNTVGRllvdSBmZWVsIHRoZSBwcm90YWdvbmlzdCdzCmdsb3JpZXMgYW5kIHRyYWdlZGllcyBhcyBpZgp5b3Ugd2VyZSBhY3R1YWxseSB0aGVyZSB3aXRoCnRoZSBoZXJvIG9uIGhpcyBqb3VybmV5cy4gVGhlCnRhbGUgZXZlbnR1YWxseSBjb21lcyB0byBhbiBlbmQKYW5kIHlvdSBhd2FrZW4gZnJvbSB0aGUgdHJhbmNlLApnZW50bHkgYnJvdWdodCBiYWNrIHRvIHJlYWxpdHkuXjAwMDAwMA==,,,,,XjMzNTVGRlZvY8OqIHNlbnRlIGFzIGdsw7NyaWFzIGUgdHJhZ8OpZGlhcwpkbyBwcm90YWdvbmlzdGEsIGNvbW8gc2UKZXN0aXZlc3NlIG1lc21vIGFsaSBjb20KbyBoZXLDs2kgZW0gc3VhcyBqb3JuYWRhcy4gQQpoaXN0w7NyaWEgYWNhYmEgY2hlZ2FuZG8gYW8gZmltCmUgdm9jw6ogYWNvcmRhIGRvIHRyYW5zZSwKdm9sdGFuZG8gw6AgcmVhbGlkYWRlLl4wMDAwMDA=,,XjMzNTVGRlNpZW50ZXMgbGFzCmdsb3JpYXMgeSB0cmFnZWRpYXMgZGVsIHByb3RhZ29uaXN0YSBjb21vIHNpCmVuIHJlYWxpZGFkIGVzdHV2aWVyYXMgYWxsw60gY29uCmVsIGjDqXJvZSBlbiBzdXMgdmlhamVzLiBFbApjdWVudG8gbGxlZ2EgYSBzdSBmaW4KeSBkZXNwaWVydGFzIGRlbCB0cmFuY2UuClZ1ZWx2ZXMgZGUgYSBwb2NvIGEgbGEgcmVhbGlkYWQuXjAwMDAwMA==
qMX7,,W0ZheXJ1el0KRXZlcnlvbmUgY2FuIHJlbGF0ZQp0byB0aGVzZSBvbGQsIGNsYXNzaWMKc3Rvcmllcy4gSSBob3BlIHRoaXMgdGFsZSBoYWQKYXMgbWVhbmluZyBmb3IgeW91IGFzIGl0IGRpZApmb3IgbWUgd2hlbiBJIGZpcnN0IGhlYXJkIGl0Lg==,,,,,W0ZheXJ1el0KVG9kb3MgcG9kZW0gc2UgaWRlbnRpZmljYXIKY29tIGVzc2FzIGhpc3TDs3JpYXMgYW50aWdhcyBlCmNsw6Fzc2ljYXMuIEVzcGVybyBxdWUgZXNzZSBjb250byB0ZW5oYQp1bSBzaWduaWZpY2FkbyBwYXJhIHZvY8OqIGNvbW8gdGV2ZQpwYXJhIG1pbSBxdWFuZG8gb3V2aSBwZWxhIHByaW1laXJhIHZlei4=,,W0ZheXJ1el0KVG9kbyBlbCBtdW5kbyBwdWVkZSBzZW50aXJzZSBpZGVudGlmaWNhZG8KY29uIGVzdGFzIGhpc3RvcmlhcyBhbnRpZ3Vhcwp5IGNsw6FzaWNhcy4gRXNwZXJvIHF1ZSBlc3RlIGN1ZW50byBoYXlhIHRlbmlkbwp1biBzaWduaWZpY2FkbyBwYXJhIHRpIGNvbW8gbG8gdHV2bwpwYXJhIG3DrSBjdWFuZG8gbG8gZXNjdWNow6kgcG9yIHByaW1lcmEgdmV6Lg==
qcX7,,W0ZheXJ1el0KSWYgeW91IGNhbiBmaW5kIG1lCmFub3RoZXIgYXJ0aWZhY3QgZnJvbQpKdXBlcm9zLCBJJ2xsIHNoYXJlIGFub3RoZXIKdGFsZSBsaWtlIHRoYXQgd2l0aCB5b3UuIE5vdwpob3cgZG9lcyB0aGF0IHNvdW5kPyBPa2F5CnRoZW4sIEknbGwgc2VlIHlvdSwgYWR2ZW50dXJlcn4=,,,,,W0ZheXJ1el0KU2Ugdm9jw6ogcHVkZXIgbWUgZW5jb250cmFyCm91dHJvIGFydGVmYXRvIGRlCkp1cGVyb3MsIGNvbXBhcnRpbGhhcmVpIG91dHJhCmhpc3TDs3JpYSBjb21vIGVzc2EgY29tIHZvY8OqLiBBZ29yYQpvIHF1ZSBhY2hhIGRpc3NvPyBDZXJ0bwplbnTDo28sIHZlam8gdm9jw6osIHZpYWphbnRlfg==,,W0ZheXJ1el0KU2kgbG9ncmFzIGVuY29udHJhcgpvdHJvIGFydGVmYWN0byBkZQpKdXBlcm9zIHBhcmEgbcOtLCBjb21wYXJ0aXLDqSBvdHJvCmN1ZW50byBjb21vIGVzZSBjb250aWdvLiBEaW1lLArCv3F1w6kgdGUgcGFyZWNlPyBCaWVuLAplbnRvbmNlcywgbm9zIHZlbW9zLCB0cm90YW11bmRvcy4=
qsX7,,XjMzNTVGRkZheXJ1eiBiZWdpbnMgdG8KcmVsYXRlIGFuIGFuY2llbnQgdGFsZQphYm91dCBKdXBlcm9zIHRoYXQgc2VlbXMKdHlwaWNhbCBmb3IgYSBjbGFzc2ljIHN0b3J5LCBidXReRkZGRkZGICBeMzM1NUZGIGhlciB3YXkgb2Ygc3Rvcnl0ZWxsaW5nIHN1YnRseQpkcmF3cyB5b3UgaW50byBhIHZpY2FyaW91cywgeWV0XkZGRkZGRiAgXjMzNTVGRiBleHRyZW1lbHkgdml2aWQgZXhwZXJpZW5jZS4=,,,,,XjMzNTVGRkZheXJ1eiBjb21lw6dhIGEKY29udGFyIHVtYSBhbnRpZ2EgaGlzdMOzcmlhCnNvYnJlIEp1cGVyb3MsIHF1ZSBwYXJlY2UKdW1hIGhpc3TDs3JpYSBjbMOhc3NpY2EgcXVhbHF1ZXIsIG1hcyBeRkZGRkZGIF4zMzU1RkYgbyBqZWl0byBkZWxhIGNvbnRhcgpsZXZhIHZvY8OqIGEgdW1hIGV4cGVyacOqbmNpYSBeRkZGRkZGIF4zMzU1RkYgZXh0cmVtYW1lbnRlIHJlYWwsIG1lc21vIHF1ZSBpbmRpcmV0YS4=,,XjMzNTVGRkZheXJ1eiBjb21pZW56YSBhCnJlbGF0YXIgdW4gY3VlbnRvIGFudGlndW8Kc29icmUgSnVwZXJvcyBxdWUgcGFyZWNlCnVuYSB0w61waWNhIGhpc3RvcmlhIGNsw6FzaWNhLCBwZXJvXkZGRkZGRiBeMzM1NUZGIHN1IGZvcm1hIGRlIG5hcnJhciB0ZSBzdW1lcmdlCnRlIHN1bWVyZ2UgZW4gdW5hIGV4cGVyaWVuY2lhIHF1ZSB0ZSByZXN1bHRhIGFqZW5hLF5GRkZGRkYgXjMzNTVGRiBwZXJvIG11eSB2w612aWRhLg==
q8X7,,W0ZheXJ1el0KTW0/IEFyZSB5b3Ugc2VyaW91cz8KVGhpcyBvYmplY3QgaXMgdmVyeSB2YWx1YWJsZQp0byBhIHJlc2VhcmNoZXIgbGlrZSBtZSwgYnV0CkkgaGF2ZSBubyBpZGVhIHdoYXQgdXNlIGl0CndvdWxkIGJlIGZvciBhbiBhZHZlbnR1cmVyLgpXZWxsLCB5b3UgaGF2ZSB5b3VyIHJlYXNvbnMuLi4=,,,,,W0ZheXJ1el0KSHVtPyBFc3TDoSBmYWxhbmRvIHPDqXJpbz8KRXNzZSBvYmpldG8gw6kgbXVpdG8gdmFsaW9zbwpwYXJhIHVtYSBwZXNxdWlzYWRvcmEgY29tbyBldSwgbWFzCm7Do28gZmHDp28gaWRlaWEgZGUgcXVhbCBzZXJpYSBhIHV0aWxpZGFkZQpzZXJpYSBwYXJhIHVtIGF2ZW50dXJlaXJvLgpCZW0sIHZvY8OqIHRlbSBzZXVzIG1vdGl2b3MuLi4=,,W0ZheXJ1el0Kwr9NbT8gwr9FcyBlbiBzZXJpbz8KRXN0ZSBvYmpldG8gZXMgbXV5IHZhbGlvc28KcGFyYSB1bmEgaW52ZXN0aWdhZG9yYSBjb21vIHlvLCBwZXJvCm5vIHRlbmdvIG5pIGlkZWEgZGUgcGFyYSBxdcOpIApsZSBzZXJ2aXLDrWEgYSB1biB0cm90YW11bmRvcy4KQnVlbm8sIHRlbmRyw6FzIHR1cyBtb3Rpdm9zLi4u
rMX7,,W0ZheXJ1el0KT2guIFRoZXJlIGlzbid0IGFueXRoaW5nCmhlcmUgdGhhdCB3b3VsZCBoZWxwIGluIG15CnJlc2VhcmNoLCBidXQgdGhhbmsgeW91IGFueXdheS4KSWYgeW91IGZpbmQgYW55dGhpbmcgZWxzZSB3aGlsZQp5b3UncmUgaW4gSnVwZXJvcywgcGxlYXNlIGNvbWVeRkZGRkZGICAgIF4wMDAwMDAgYmFjayBhbmQgc2hvdyBpdCB0byBtZSwgYWxyaWdodD8=,,,,,W0ZheXJ1el0KT2guIE7Do28gaMOhIG5hZGEKYXF1aSBxdWUgcG9zc2EgYWp1ZGFyIGVtIG1pbmhhCnBlc3F1aXNhLCBtYXMgb2JyaWdhZG8gbWVzbW8gYXNzaW0uClNlIHZvY8OqIGVuY29udHJhciBtYWlzIGFsZ3VtYSBjb2lzYSBlbnF1YW50bwplc3RpdmVyIGVtIEp1cGVyb3MsIHBvciBmYXZvciwgdm9sdGUgXkZGRkZGRiBeMDAwMDAwIGRlIHZvbHRhIGUgbWUgbW9zdHJlLCBjZXJ0bz8=,,W0ZheXJ1el0KQWguIE5vIGhheSBuYWRhCmFxdcOtIHF1ZSBtZSBheXVkZSBjb24gbWkKaW52ZXN0aWdhY2nDs24sIHBlcm8gZ3JhY2lhcyBkZSB0b2RvcyBtb2Rvcy4KU2kgZW5jdWVudHJhcyBhbGdvIG3DoXMgbWllbnRyYXMKZXN0w6FzIGVuIEp1cGVyb3MsIHBvciBmYXZvciwgdnVlbHZlXkZGRkZGRiBeMDAwMDAwIHkgZW5zw6nDsWFtZWxvLCDCv3PDrT8=
rcX7,,W0ZheXJ1el0KQWgsIEkgc2VlLiBXZWxsLCB3aGlsZQp5b3UncmUgaGVyZSwgd2h5IGRvbid0IHlvdQpyZWFkIHNvbWV0aGluZz8gVGhlcmUgYXJlCm1hbnkgYm9va3MgdGhhdCBjb3ZlciBzb21lCmludGVyZXN0aW5nIHRvcGljcywgbGlrZSB0aGUKU2Nod2FydHp3YWxkIGVjb25vbXkuLi4=,,,,,W0ZheXJ1el0KQWgsIGVudGVuZG8uIEJlbSwgZW5xdWFudG8KZXN0w6EgYXF1aSwgcG9yIHF1ZSBuw6NvCmzDqiBhbGd1bWEgY29pc2E/IEjDoSAKbXVpdG9zIGxpdnJvcyBxdWUgYWJvcmRhbQp0ZW1hcyBpbnRlcmVzc2FudGVzLCBjb21vIGEKZWNvbm9taWEgZGUgU2Nod2FydHp3YWxkLi4u,,W0ZheXJ1el0KQWgsIGVudGllbmRvLiBCdWVubywgbWllbnRyYXMKZXN0w6FzIGFxdcOtLCDCv3BvciBxdcOpIG5vCmxlZXMgYWxnbz8gSGF5Cm11Y2hvcyBsaWJyb3Mgc29icmUKdGVtYXMgaW50ZXJlc2FudGVzLCBjb21vIGxhCmVjb25vbcOtYSBkZSBTY2h3YXJ6d2FsZC4uLg==
rsX7,,W0ZheXJ1el0KT2gsIGluIGFueSBjYXNlLCBwbGVhc2UKZG9uJ3QgZm9yZ2V0IHRoZSBmYXZvciBJIGFza2VkCm9mIHlvdS4gSWYgeW91IGZpbmQgYW55dGhpbmcKaW4gSnVwZXJvcyB0aGF0J3MgaGlzdG9yaWNhbGx5CnNpZ25pZmljYW50LCBJJ2QgYXBwcmVjaWF0ZSBpdAppZiB5b3UgYnJpbmcgaXQgcmlnaHQgYXdheS4=,,,,,W0ZheXJ1el0KQWgsIGRlIHF1YWxxdWVyIGZvcm1hLCBwb3IgZmF2b3IKbsOjbyBzZSBlc3F1ZcOnYSBkbyBmYXZvciBxdWUgbGhlCnBlZGkuIFNlIHZvY8OqIGVuY29udHJhciBhbGdvCmVtIEp1cGVyb3MgY29tIGFsZ3VtIHZhbG9yCmhpc3TDs3JpY28sIGFkb3JhcmlhIHNlCnZvY8OqIHRyb3V4ZXNzZSBwYXJhIG1pbS4=,,W0ZheXJ1el0KRW4gY3VhbHF1aWVyIGNhc28sCm5vIG9sdmlkZXMgZWwgZmF2b3IKcXVlIHRlIHBlZMOtLiBTaSBkZXNjdWJyZXMgYWxnbwplbiBKdXBlcm9zIHF1ZSBzZWEgaGlzdMOzcmljYW1lbnRlCnJlbGV2YW50ZSwgdGUgYWdyYWRlY2Vyw61hCnF1ZSBsbyB0cmFqZXJhcyBlbnNlZ3VpZGEu
r8X7,,T2gsIHswfSEKSGF2ZSB5b3UgY29tZSBiYWNrIHdpdGgKc29tZXRoaW5nIGZyb20gSnVwZXJvcz8KSSd2ZSBiZWVuIGhvcGluZyB5b3UnZCBjb21lCmJhY2sgd2l0aCBzb21ldGhpbmcgdGhhdCdkCmhlbHAgbWUgaW4gbXkgcmVzZWFyY2gh,,,,,T2gsIHswfSEKVm9jw6ogdm9sdG91IGNvbSBhbGd1bWEKY29pc2EgZGUgSnVwZXJvcz8KRXN0YXZhIGVzcGVyYW5kbyBxdWUgdm9jw6ogCnZvbHRhc3NlIGNvbSBhbGdvIHF1ZQphanVkZXNzZSBlbSBtaW5oYSBwZXNxdWlzYSE=,,wqFBeSwgezB9IQrCv1ZvbHZpc3RlIGNvbgphbGdvIGRlIEp1cGVyb3M/CsKhRXN0dXZlIGVzcGVyYW5kbyBxdWUgdmluaWVyYXMKZGUgdnVlbHRhIGNvbiBhbGdvIHF1ZQptZSBheXVkYXJhIGVuIG1pIGludmVzdGlnYWNpw7NuIQ==
sMX7,,VGFrZSBhIGxvb2sgYXQgdGhpcy4=,,,,,RMOqIHVtYSBvbGhhZGEgbmlzc28u,,RWNoYSB1biB2aXN0YXpvLg==
scX7,,T2gsIEknbSBzb3JyeS4uLg==,,,,,T2gsIGRlc2N1bHBlLW1lLi4u,,T2gsIGxvIHNpZW50by4uLg==
ssX7,,W0ZheXJ1el0KT2gsIHRoYXQncyB1bmV4cGVjdGVkLgpUaGlzIFRyYW5zcGFyZW50IFBsYXRlCnNlZW1zIHRvIGhhdmUgYmVlbiBtYWRlCmluIGEgZGlmZmVyZW50IGVyYSB0aGFuIHRoZQpvbmUgeW91IGdhdmUgbWUgZWFybGllci4KSG93IGludHJpZ3VpbmcuLi4=,,,,,W0ZheXJ1el0KT2gsIGlzc28gZXUgbsOjbyBlc3BlcmF2YS4KRXN0ZSBQcmF0byBUcmFuc3BhcmVudGUKcGFyZWNlIHRlciBzaWRvIGZlaXRvCm51bWEgZXJhIGRpZmVyZW50ZSBkbwpvdXRybyBxdWUgdm9jw6ogbWUgZGV1LgpRdWUgaW50cmlnYW50ZS4uLg==,,W0ZheXJ1el0KTm8gbWUgZXNwZXJhYmEgZXNvLgpFc3RhIFBsYWNhIHRyYW5zcGFyZW50ZQpwYXJlY2UgaGFiZXIgc2lkbyBoZWNoYQplbiB1bmEgw6lwb2NhIGRpZmVyZW50ZSBhIGxhCmxhIHF1ZSBtZSBkaXN0ZSBhbnRlcy4KTXV5IGludHJpZ2FudGUuLi4=
s8X7,,W0ZheXJ1el0KKlNpZ2gqIEkgcmVhbGx5IHdpc2gKdGhhdCBJIGNvdWxkIGV4cGxvcmUKSnVwZXJvcyBvbiBteSBvd24sIGJ1dApJJ20ganVzdCBub3Qgc3Ryb25nIGVub3VnaC4KSW4gYSB3YXksIEknbSBxdWl0ZSBqZWFsb3VzXkZGRkZGRiAgICAgICBeMDAwMDAwIG9mIHlvdS4gQnV0IGl0IGNhbid0IGJlIGhlbHBlZC4uLg==,,,,,W0ZheXJ1el0KKlN1c3Bpcm8qIENvbW8gZXUKcXVlcmlhIHBvZGVyIGV4cGxvcmFyCkp1cGVyb3MgcG9yIG1pbmhhIGNvbnRhLCBtYXMKbsOjbyBzb3UgZm9ydGUgbyBiYXN0YW50ZS4KRGUgY2VydGEgZm9ybWEsIHRlbmhvIGludmVqYSBkZSB2b2PDqi4gXkZGRkZGRiBeMDAwMDAwIE1hcyBuw6NvIHBvc3NvIGZhemVyIG5hZGEuLi4=,,W0ZheXJ1el0KKlN1c3BpcmEqIERlIHZlcmRhZCBxdWlzaWVyYQpwb2RlciBleHBsb3JhcgpKdXBlcm9zIHBvciBtaSBjdWVudGEsIHBlcm8Kbm8gdGVuZ28gbGEgZnVlcnphIHN1ZmljaWVudGUuCkVuIGNpZXJ0byBtb2RvLCBlc3RveSBiYXN0YW50ZSBjZWxvc2FeRkZGRkZGIF4wMDAwMDBkZSB0aS4gUXXDqSBzZSBsZSB2YSBhIGhhY2VyLi4u
tMX7,,W0ZheXJ1el0KWW91IGtub3csIHRoYXQgcmVtaW5kcwptZSBvZiB0aGlzIGdyZWF0IHN0b3J5IG9mCmEgdHJhZ2ljIGhlcm8gdGhhdCBJJ2QgbGlrZSB0bwpzaGFyZSB3aXRoIHlvdS4gTGV0IHlvdXIKbWluZCB3YW5kZXIgYXMgSSByZWxhdGUgdGhpc15GRkZGRkYgICAgIF4wMDAwMDAgYWdlbGVzcywgeWV0IGJpdHRlcnN3ZWV0IHRhbGUuLi4=,,,,,W0ZheXJ1el0KU2FiZSwgaXNzbyBtZSBsZW1icmEKdW1hIGdyYW5kZSBoaXN0w7NyaWEgZGUKdW0gaGVyw7NpIHRyw6FnaWNvIHF1ZSBxdWVybwpjb250YXIgcGFyYSB2b2PDqi4gRGVpeGUgc3VhCm1lbnRlIHZpYWphciBlbnF1YW50byBjb250byBlc3RhIF5GRkZGRkYgXjAwMDAwMGhpc3TDs3JpYSBldGVybmEgZSBhbWFyZ2EuLi4=,,W0ZheXJ1el0KU2FiZXMsIGVzbyBtZSByZWN1ZXJkYQphIHVuYSBncmFuIGhpc3RvcmlhIHNvYnJlCnVuIGjDqXJvZSB0csOhZ2ljbyBxdWUgbWUgZ3VzdGFyw61hCmNvbnRhcnRlLiBEZWphIHF1ZSB0dQptZW50ZSBkaXZhZ3VlIG1pZW50cmFzIHJlbGF0byBlc3RhXkZGRkZGRiBeMDAwMDAwaGlzdG9yaWEgYXRlbXBvcmFsIHkgYWdyaWR1bGNlLi4u
tcX7,,XjMzNTVGRkZheXJ1eiB0ZWxscyB5b3UgYSBzdG9yeQp3aXRoIGEgYnJpZ2h0IGJlZ2lubmluZywgZnVsbApvZiBob3BlIHRoYXQgZmlsbHMgeW91IHdpdGggdGhlCmJsaXNzIG9mIHRoZSBoZWF2ZW5zLCBidXQgdGhlbgpzdWRkZW5seSBwbHVtbWV0cyB5b3UgaW50byBhbGxeRkZGRkZGICAgIF4zMzU1RkYgdGhlIGRlc3BhaXIgYW5kIHRvcm1lbnQgb2YgaGVsbC5eMDAwMDAw,,,,,XjMzNTVGRkZheXJ1eiBsaGUgY29udGEgdW1hIGhpc3TDs3JpYQpjb20gdW0gY29tZcOnbyBhbGVncmUgZQplc3BlcmFuw6dvc28gcXVlIGxoZSBlbmNoZSBjb20gYQpnbMOzcmlhIGRvcyBjw6l1cywgbWFzIHF1ZQpkZSByZXBlbnRlIGxhbsOnYSB2b2PDqiBlbSB0b2RvIG8gZGVzZXNwZXJvIGUgdG9ybWVudG8gZG8gaW5mZXJuby5eMDAwMDAw,,XjMzNTVGRkZheXJ1eiB0ZSBjdWVudGEgdW5hIGhpc3RvcmlhCmNvbiB1biBjb21pZW56byBicmlsbGFudGUgeSBsbGVubwpkZSBlc3BlcmFuemEgcXVlIHRlIGxsZW5hIGNvbiBsYQpkaWNoYSBkZSBsb3MgY2llbG9zLCBwZXJvIGx1ZWdvLApkZSByZXBlbnRlLCB0ZSBzdW1lcmdlIGVuIHRvZGFeRkZGRkZGIF4zMzU1RkZsYSBkZXNlc3BlcmFjacOzbiB5IGVsIHRvcm1lbnRvIGRlbCBpbmZpZXJuby5eMDAwMDAw
tsX7,,XjMzNTVGRlRoZSBzdG9yeSBmaW5hbGx5CnJlYWNoZXMgaXRzIGVuZGluZwphbmQgeW91J3JlIHN1cnByaXNlZAp0byBmaW5kIHlvdXJzZWxmIHNpdHRpbmcKaW4gdGhlIEp1bm8gTGlicmFyeS5eMDAwMDAw,,,,,XjMzNTVGRkEgaGlzdMOzcmlhIGZpbmFsbWVudGUKY2hlZ2EgYW8gZmluYWwgZQp2b2PDqiBzZSBzdXJwcmVlbmRlCnF1YW5kbyBzZSB2w6ogZW0gcMOpIG5hCkJpYmxpb3RlY2EgZGUgSnVuby5eMDAwMDAw,,XjMzNTVGRkxhIGhpc3RvcmlhIGZpbmFsbWVudGUKY29uY2x1eWUKeSB0ZSBzb3JwcmVuZGVzCmRlIGVuY29udHJhcnRlCmVuIGxhIEJpYmxpb3RlY2EgZGUgSnVuby5eMDAwMDAw
t8X7,,W0ZheXJ1el0KSSBrbm93IGl0J3MgYSB2ZXJ5CmRlcHJlc3Npbmcgc3RvcnksIGJ1dApJIGhvcGUgeW91IGVuam95ZWQgaXQuCkkgdGhpbmsgeW91J2QgYWdyZWUgdGhhdAppdCBjb250YWlucyBhIHRydXRoIGFib3V0Cm1hbmtpbmQgdGhhdCBjYW4ndCBiZSBpZ25vcmVkLg==,,,,,W0ZheXJ1el0KU2VpIHF1ZSDDqSB1bWEgaGlzdMOzcmlhCmJlbSBkZXByaW1lbnRlLCBtYXMKZXNwZXJvIHF1ZSB0ZW5oYSBnb3N0YWRvLgpBY2hvIHF1ZSB2b2PDqiBjb25jb3JkYSBxdWUKZWxhIGNvbnTDqW0gdW1hIHZlcmRhZGUgc29icmUKbyBzZXIgaHVtYW5vIHF1ZSBuw6NvIHBvZGUgc2VyIGlnbm9yYWRhLg==,,W0ZheXJ1el0KU8OpIHF1ZSBlcyB1bmEgaGlzdG9yaWEKZGVwcmltZW50ZSwgcGVybwplc3Blcm8gcXVlIGxhIGhheWFzIGRpc2ZydXRhZG8uCkNyZW8gcXVlIGVzdGFyw6FzIGRlIGFjdWVyZG8gY29uIHF1ZQpjb250aWVuZSB1bmEgdmVyZGFkIHNvYnJlCmxhIGh1bWFuaWRhZCBxdWUgbm8gc2UgcHVlZGUgaWdub3Jhci4=
