wB4BDA,,UmVubw==,,,,,UmVubw==,,UmVubw==
Ox8BDA,,W1Jlbm9dCkhlcmUgaXMgd2hhdCBJIGNhbiBtYWtlLgpeRkYwMDAwMTAgUm91Z2ggRW5lcmd5IENyeXN0YWxeMDAwMDAwID0gXkZGMDAwMDEgUHVyaWZpZWQgRW5lcmd5IENyeXN0YWxeMDAwMDAwCl5GRjAwMDA1IFB1cmlmaWVkIEVuZXJneSBDcnlzdGFsXjAwMDAwMCA9IF5GRjAwMDAxIEhpZ2ggRW5lcmd5IENyeXN0YWxeMDAwMDAw,,,,,W1Jlbm9dCl5GRjAwMDAxMHggQ3Jpc3RhbCBCcnV0b14wMDAwMDAgdmFsZW0gXkZGMDAwMDF4IENyaXN0YWwgUmVmaW5hZG9eMDAwMDAwLgpeRkYwMDAwNXggQ3Jpc3RhbCBSZWZpbmFkb14wMDAwMDAgdmFsZW0gXkZGMDAwMDF4IENyaXN0YWwgUHVyb14wMDAwMDAu,,W1Jlbm9dCkVzdG8gZXMgbG8gcXVlIHB1ZWRvIGhhY2VyLgpeRkYwMDAwMTAgQ3Jpc3RhbCBkZSBFbmVyZ8OtYSDDgXNwZXJvXjAwMDAwMCA9IF5GRjAwMDAxIENyaXN0YWwgZGUgRW5lcmfDrWEgUHVyaWZpY2Fkb14wMDAwMDAKXkZGMDAwMDUgQ3Jpc3RhbCBkZSBFbmVyZ8OtYSBQdXJpZmljYWRvXjAwMDAwMCA9IF5GRjAwMDAxIENyaXN0YWwgZGUgQWx0YSBFbmVyZ8OtYV4wMDAwMDA=
PB8BDA,,W1Jlbm9dCklmIHlvdSBuZWVkIGhpZ2hlciBncmFkZSBFbmVyZ3kgQ3J5c3RhbHMgdGhpcyBpcyBhIGdvb2Qgd2F5IHRvIGdldCB0aGVtIHNpbmNlIHRoZSBsb3dlciBvbmVzIGFyZSBlYXNpZXIgdG8gZ2V0Lg==,,,,,W1Jlbm9dClNlIGVzdGl2ZXIgZW0gZmFsdGEgZGUgQ3Jpc3RhaXMgZGUgRW5lcmdpYSBtYWlzIGFsdG9zLCBwb3IgcXVlIHZvY8OqIG7Do28gdHJvY2EgQ3Jpc3RhaXMgZGUgRW5lcmdpYSBkZSBuw612ZWwgbWFpcyBiYWl4bz8g,,W1Jlbm9dClNpIG5lY2VzaXRhcyBDcmlzdGFsZXMgZGUgRW5lcmfDrWEgZGUgbWF5b3IgZ3JhZG8gZXN0YSBlcyB1bmEgYnVlbmEgZm9ybWEgZGUgY29uc2VndWlybG9zIHlhIHF1ZSBsb3MgZGUgbWVub3IgZ3JhZG8gc29uIG3DoXMgZsOhY2lsZXMgZGUgY29uc2VndWlyLiA=
PR8BDA,,W1Jlbm9dCl5GRjAwMDAxMCBSb3VnaCBFbmVyZ3kgQ3J5c3RhbF4wMDAwMDAgPSBeRkYwMDAwMSBQdXJpZmllZCBFbmVyZ3kgQ3J5c3RhbF4wMDAwMDA=,,,,,W1Jlbm9dCl5GRjAwMDAxMHggQ3Jpc3RhbCBCcnV0b14wMDAwMDAgdmFsZW0gXkZGMDAwMDF4IENyaXN0YWwgUmVmaW5hZG9eMDAwMDAwLg==,,W1Jlbm9dCl5GRjAwMDAxMCBDcmlzdGFsIGRlIEVuZXJnw61hIMOBc3Blcm9eMDAwMDAwID0gXkZGMDAwMDEgQ3Jpc3RhbCBkZSBFbmVyZ8OtYSBQdXJpZmljYWRvXjAwMDAwMA==
Ph8BDA,,W1Jlbm9dCnswfSBSb3VnaCBFbmVyZ3kgQ3J5c3RhbHMgd2lsbCBiZSBjb21wcmVzc2VkIHRvIHsxfSBQdXJpZmllZCBFbmVyZ3kgQ3J5c3RhbHMuCkRvIHlvdSB3YW50IHRvIGNvbXByZXNzPw==,,,,,W1Jlbm9dCnswfXggQ3Jpc3RhbCBCcnV0byByZW5kZSB7MX14IENyaXN0YWwgUmVmaW5hZG8uIApWb2PDqiBxdWVyIGNvbnRpbnVhcj8=,,W1Jlbm9dCnswfSBMb3MgQ3Jpc3RhbGVzIGRlIEVuZXJnw61hIMOBc3Blcm9zIHNlIGNvbXByaW1pcsOhbiBlbiB7MX0gQ3Jpc3RhbGVzIGRlIEVuZXJnw61hIFB1cmlmaWNhZG9zLiAKwr9RdWllcmVzIGNvbXByaW1pcj8=
Px8BDA,,Q29tcHJlc3M=,,,,,Q29udGludWFy,,Q29tcHJpbWly
QB8BDA,,U3RvcA==,,,,,UGFyYXI=,,U3RvcA==
QR8BDA,,W1Jlbm9dCk9rYXksIFBsZWFzZSBjb250YWN0IGlmIHlvdSBuZWVkIG1lIGluIHRoZSBmdXR1cmUu,,,,,W1Jlbm9dCkNlcnRvLCBlbnRyZSBlbSBjb250YXRvIHNlIHByZWNpc2FyIGRlIG1pbSBubyBmdXR1cm8u,,W1Jlbm9dCkRlIGFjdWVyZG8sIHBvciBmYXZvciBjb250YWN0YSBzaSBtZSBuZWNlc2l0YXMgZW4gZWwgZnV0dXJvLg==
Qh8BDA,,W1Jlbm9dCkNvbXByZXNzaW9uIGNvbXBsZXRlZC4KUmVtYWluaW5nIFJvdWdoIEVuZXJneSBDcnlzdGFsIHswfSBjYW4gc3RpbGwgYmUgY29tcHJlc3NlZCB0byB7MX0gUHVyaWZpZWQgRW5lcmd5IENyeXN0YWxzLgpEbyB5b3Ugd2lzaCB0byBjb250aW51ZSB0byBjb21wcmVzcz8=,,,,,W1Jlbm9dClRyb2NhIGNvbmNsdcOtZGEuClZvY8OqIGFpbmRhIHRlbSB7MH14IENyaXN0YWwgQnJ1dG8gcXVlIHBvZGVtIHZpcmFyIHsxfXggQ3Jpc3RhbCBSZWZpbmFkby4KRGVzZWphIGNvbnRpbnVhcj8=,,W1Jlbm9dCkNvbXByZXNpw7NuIGNvbXBsZXRhZGEuCkxvcyBDcmlzdGFsZXMgZGUgRW5lcmfDrWEgw4FzcGVyb3MgezB9IHJlc3RhbnRlcyBhw7puIHB1ZWRlbiBjb21wcmltaXJzZSBhIHsxfS4gQ3Jpc3RhbGVzIGRlIEVuZXJnw61hIFB1cmlmaWNhZG9zLgrCv0Rlc2VhIGNvbnRpbnVhciBjb24gbGEgY29tcHJlc2nDs24/
Qx8BDA,,W1Jlbm9dCllvdSBkb24ndCBoYXZlIGVub3VnaCBSb3VnaCBFbmVyZ3kgQ3J5c3RhbHMu,,,,,W1Jlbm9dCk8gbsO6bWVybyBkZSBDcmlzdGFpcyBCcnV0b3MgZGUgRW5lcmdpYSBuw6NvIMOpIHN1ZmljaWVudGUu,,W1Jlbm9dCk5vIHRpZW5lcyBzdWZpY2llbnRlcyBDcmlzdGFsZXMgZGUgRW5lcmfDrWEgw4FzcGVyb3Mu
RB8BDA,,W1Jlbm9dCkNvbXByZXNzaW9uIGNvbXBsZXRlZC4=,,,,,W1Jlbm9dClRyb2NhIGNvbmNsdcOtZGEu,,W1Jlbm9dCkNvbXByZXNpw7NuIGNvbXBsZXRhZGEu
RR8BDA,,W1Jlbm9dCl5GRjAwMDA1IFB1cmlmaWVkIEVuZXJneSBDcnlzdGFsXjAwMDAwMCA9IF5GRjAwMDAxIEhpZ2ggRW5lcmd5IENyeXN0YWxeMDAwMDAw,,,,,W1Jlbm9dCl5GRjAwMDA1eCBDcmlzdGFsIFJlZmluYWRvXjAwMDAwMCB2YWxlbSBeRkYwMDAwMXggQ3Jpc3RhbCBQdXJvXjAwMDAwMC4=,,W1Jlbm9dCl5GRjAwMDA1IENyaXN0YWwgZGUgRW5lcmfDrWEgUHVyaWZpY2Fkb14wMDAwMDAgPSBeRkYwMDAwMSBDcmlzdGFsIGRlIEFsdGEgRW5lcmfDrWFeMDAwMDAw
Rh8BDA,,W1Jlbm9dCnswfSBQdXJpZmllZCBFbmVyZ3kgQ3J5c3RhbHMgd2lsbCBiZSBjb21wcmVzc2VkIHRvIHsxfSBIaWdoIEVuZXJneSBDcnlzdGFscy4=,,,,,W1Jlbm9dCnswfXggQ3Jpc3RhbCBSZWZpbmFkbyByZW5kZSB7MX14IENyaXN0YWwgUHVyby4=,,W1Jlbm9dCnswfSBMb3MgQ3Jpc3RhbGVzIGRlIEVuZXJnw61hIFB1cmlmaWNhZG9zIHNlIGNvbXByaW1pcsOhbiBlbiB7MX0gQ3Jpc3RhbGVzIGRlIEFsdGEgRW5lcmfDrWEuIA==
Rx8BDA,,W1Jlbm9dCnswfSBQdXJpZmllZCBFbmVyZ3kgQ3J5c3RhbHMgd2lsbCBiZSBjb21wcmVzc2VkIHRvIHsxfSBIaWdoIEVuZXJneSBDcnlzdGFscy4KRG8geW91IHdhbnQgdG8gY29tcHJlc3M/,,,,,W1Jlbm9dCnswfXggQ3Jpc3RhbCBSZWZpbmFkbyByZW5kZSB7MX14IENyaXN0YWwgUHVyby4gClZvY8OqIHF1ZXIgY29udGludWFyPw==,,W1Jlbm9dCnswfSBMb3MgQ3Jpc3RhbGVzIGRlIEVuZXJnw61hIFB1cmlmaWNhZG9zIHNlIGNvbXByaW1pcsOhbiBlbiB7MX0gQ3Jpc3RhbGVzIGRlIEFsdGEgRW5lcmfDrWEuIArCv1F1aWVyZXMgY29tcHJpbWlyPw==
SB8BDA,,W1Jlbm9dCkNvbXByZXNzaW9uIGNvbXBsZXRlZC4KUmVtYWluaW5nIFB1cmlmaWVkIEVuZXJneSBDcnlzdGFsIHswfSBjYW4gc3RpbGwgYmUgY29tcHJlc3NlZCB0byB7MX0gSGlnaCBFbmVyZ3kgQ3J5c3RhbHMu,,,,,W1Jlbm9dClRyb2NhIGNvbmNsdcOtZGEuClZvY8OqIGFpbmRhIHRlbSB7MH14IENyaXN0YWwgUmVmaW5hZG8gcXVlIHBvZGVtIHZpcmFyIHsxfXggQ3Jpc3RhbCBQdXJvLgpEZXNlamEgY29udGludWFyPw==,,W1Jlbm9dCkNvbXByZXNpw7NuIGNvbXBsZXRhZGEuCkNyaXN0YWwgZGUgRW5lcmfDrWEgUHVyaWZpY2FkYSB7MH0gcmVzdGFudGUgYcO6biBwdWVkZSBjb21wcmltaXJzZSBhIHsxfSBDcmlzdGFsZXMgZGUgQWx0YSBFbmVyZ8OtYS4=
SR8BDA,,W1Jlbm9dCllvdSBkb24ndCBoYXZlIGVub3VnaCBQdXJpZmllZCBFbmVyZ3kgQ3J5c3RhbHMu,,,,,W1Jlbm9dCk8gbsO6bWVybyBkZSBDcmlzdGFsIFJlZmluYWRvIGRlIEVuZXJnaWEgw6kgaW5zdWZpY2llbnRlLg==,,W1Jlbm9dCk5vIHRpZW5lcyBzdWZpY2llbnRlcyBDcmlzdGFsZXMgZGUgRW5lcmfDrWEgUHVyaWZpY2Fkb3Mu
Sh8BDA,,W1Jlbm9dCkRvIHlvdSB3YW50IHRvIGV4Y2hhbmdlIEVuZXJneSBDcnlzdGFscyBmb3IgZXF1aXBtZW50PyBQbGVhc2Ugc2VsZWN0IHRoZSB0eXBlIG9mIEVuZXJneSBDcnlzdGFsIHRoYXQgeW91IHdpc2ggdG8gZXhjaGFuZ2Uu,,,,,W1Jlbm9dCkRlc2VqYSBhcHJpbW9yYXIgYWxndW0gZXF1aXBhbWVudG8/IFBvciBmYXZvciwgZXNjb2xoYSBvIENyaXN0YWwgZGUgRW5lcmdpYS4=,,W1Jlbm9dCsK/UXVpZXJlcyBpbnRlcmNhbWJpYXIgQ3Jpc3RhbGVzIGRlIEVuZXJnw61hIHBvciBlcXVpcGFtaWVudG8/IFBvciBmYXZvciwgc2VsZWNjaW9uYSBlbCB0aXBvIGRlIENyaXN0YWwgZGUgRW5lcmfDrWEgcXVlIGRlc2VhcyBpbnRlcmNhbWJpYXIu
Sx8BDA,,W14wMDAwRkZ7MH1eMDAwMDAwXVJvdWdoIEVuZXJneSBDcnlzdGFs,,,,,W14wMDAwRkZ7MH1eMDAwMDAwXSBDcmlzdGFsIEJydXRvIGRlIEVuZXJnaWE=,,W14wMDAwRkZ7MH1eMDAwMDAwXUNyaXN0YWwgZGUgRW5lcmfDrWEgw4FzcGVybw==
TB8BDA,,W14wMDAwRkZ7MH1eMDAwMDAwXVB1cmlmaWVkIEVuZXJneSBDcnlzdGFs,,,,,W14wMDAwRkZ7MH1eMDAwMDAwXSBDcmlzdGFsIFJlZmluYWRvIGRlIEVuZXJnaWE=,,W14wMDAwRkZ7MH1eMDAwMDAwXUNyaXN0YWwgZGUgRW5lcmfDrWEgUHVyaWZpY2Fkbw==
TR8BDA,,W14wMDAwRkZ7MH1eMDAwMDAwXUhpZ2ggRW5lcmd5IENyeXN0YWw=,,,,,W14wMDAwRkZ7MH1eMDAwMDAwXSBDcmlzdGFsIFB1cm8gZGUgRW5lcmdpYQ==,,W14wMDAwRkZ7MH1eMDAwMDAwXUNyaXN0YWwgZGUgQWx0YSBFbmVyZ8OtYQ==
Th8BDA,,W1Jlbm9dClRoaXMgaXMgdGhlIGJyb2NodXJlIHJlZ2FyZGluZyB0byBlcXVpcG1lbnQgdXBncmFkZSB0aGF0IG91ciBFbmVyZ3kgQ3J5c3RhbCByZXNlYXJjaCBhc3NvY2lhdGlvbiBwcm92aWRlLiBQbGVhc2UgdGFrZSBhIGxvb2sgYXJvdW5kLg==,,,,,W1Jlbm9dClZvdSBhYnJpciBtZXUgbGl2cm8gcXVlIG1vc3RyYSB0b2RvcyBvcyBpdGVucyBxdWUgcG9kZW0gc2VyIGFwcmltb3JhZG9zIGF0cmF2w6lzIGRvcyBjcmlzdGFpcy4=,,W1Jlbm9dCkVzdGUgZXMgZWwgZm9sbGV0byByZWxhdGl2byBhIGxhIGFjdHVhbGl6YWNpw7NuIGRlIGVxdWlwb3MgcXVlIG51ZXN0cmEgYXNvY2lhY2nDs24gZGUgaW52ZXN0aWdhY2nDs24gRW5lcmd5IENyeXN0YWwgcHJvcG9yY2lvbmEuIFBvciBmYXZvciwgw6ljaGVsZSB1biB2aXN0YXpvLg==
Tx8BDA,,W1Jlbm9dClBsZWFzZSBzZWxlY3QgdGhlIGVxdWlwbWVudCB0byBleGNoYW5nZSBmb3IgUm91Z2ggRW5lcmd5IENyeXN0YWxzLg==,,,,,W1Jlbm9dClBvciBmYXZvciwgZXNjb2xoYSBvIGVxdWlwYW1lbnRvIHBhcmEgYXByaW1vcmFyIGNvbSBDcmlzdGFsIEJydXRvIGRlIEVuZXJnaWEu,,W1Jlbm9dClBvciBmYXZvciwgc2VsZWNjaW9uYSBlbCBlcXVpcG8gYSBpbnRlcmNhbWJpYXIgcG9yIENyaXN0YWxlcyBkZSBFbmVyZ8OtYSDDgXNwZXJvcy4=
UB8BDA,,W1Jlbm9dClBsZWFzZSBzZWxlY3QgdGhlIGVxdWlwbWVudCB0byBleGNoYW5nZSBmb3IgUHVyaWZpZWQgRW5lcmd5IENyeXN0YWxzLg==,,,,,W1Jlbm9dClBvciBmYXZvciwgZXNjb2xoYSBvIGVxdWlwYW1lbnRvIHBhcmEgYXByaW1vcmFyIGNvbSBDcmlzdGFsIFJlZmluYWRvIGRlIEVuZXJnaWEu,,W1Jlbm9dClBvciBmYXZvciwgc2VsZWNjaW9uYSBlbCBlcXVpcG8gYSBpbnRlcmNhbWJpYXIgcG9yIENyaXN0YWxlcyBkZSBFbmVyZ8OtYSBQdXJpZmljYWRvcy4=
UR8BDA,,W1Jlbm9dClBsZWFzZSBzZWxlY3QgdGhlIGVxdWlwbWVudCB0byBleGNoYW5nZSBmb3IgSGlnaCBFbmVyZ3kgQ3J5c3RhbHMu,,,,,W1Jlbm9dClBvciBmYXZvciwgZXNjb2xoYSBvIGVxdWlwYW1lbnRvIHBhcmEgYXByaW1vcmFyIGNvbSBDcmlzdGFsIFB1cm8gZGUgRW5lcmdpYS4=,,W1Jlbm9dClBvciBmYXZvciwgc2VsZWNjaW9uYSBlbCBlcXVpcG8gYSBpbnRlcmNhbWJpYXIgcG9yIENyaXN0YWxlcyBkZSBBbHRhIEVuZXJnw61hLg==
Uh8BDA,,TWFnZSBIYXQgKHswfS8xMDAp,,,,,Q2hhcMOpdSBkZSBNZXN0cmUgQXJjYW5vICh7MH0vMTAwKQ==,,U29tYnJlcm8gZGUgbWFnbyAoezB9LzEwMCk=
Ux8BDA,,TWFnaWNpYW4gSGF0ICh7MH0vMTAwKQ==,,,,,Q2FydG9sYSAoezB9LzEwMCk=,,U29tYnJlcm8gZGUgbWFnbyAoezB9LzEwMCk=
VB8BDA,,S2l0c3VuZSBNYXNrICh7MH0vMTAwKQ==,,,,,TcOhc2NhcmEgS2l0c3VuZSAoezB9LzEwMCk=,,TcOhc2NhcmEgS2l0c3VuZSAoezB9LzEwMCk=
VR8BDA,,Sm9rZXIgSmVzdGVyICh7MH0vMTAwKQ==,,,,,Q2hhcMOpdSBkZSBCdWbDo28gKHswfS8xMDAp,,QnJvbWlzdGEgSmVzdGVyICh7MH0vMTAwKQ==
Vh8BDA,,QnVubnkgQmFuZCAoezB9LzEwMCk=,,,,,T3JlbGhhIGRlIENvZWxobyAoezB9LzEwMCk=,,QnVubnkgQmFuZCAoezB9LzEwMCk=
Vx8BDA,,TXVuYWsgSGF0ICh7MH0vMTAwKQ==,,,,,Q2hhcMOpdSBkZSBNdW5hayAoezB9LzEwMCk=,,U29tYnJlcm8gTXVuYWsgKHswfS8xMDAp
WB8BDA,,Qm9uZ3VuIEhhdCAoezB9LzEwMCk=,,,,,Q2hhcMOpdSBkZSBCb25ndW4gKHswfS8xMDAp,,U29tYnJlcm8gQm9uZ3VuICh7MH0vMTAwKQ==
WR8BDA,,T3BlcmEgUGhhbnRvbSBNYXNrICh7MH0vMTAwKQ==,,,,,TcOhc2NhcmEgZGUgw5NwZXJhICh7MH0vMTAwKQ==,,TcOhc2NhcmEgZGVsIEZhbnRhc21hIGRlIGxhIMOTcGVyYSAoezB9LzEwMCk=
Wh8BDA,,TWFnZSBIYXQ=,,,,,Q2hhcMOpdSBkZSBNZXN0cmUgQXJjYW5v,,U29tYnJlcm8gZGUgbWFnbw==
Wx8BDA,,TWFnaWNpYW4gSGF0,,,,,Q2FydG9sYQ==,,U29tYnJlcm8gZGUgbWFnbw==
XB8BDA,,S2l0c3VuZSBNYXNr,,,,,TcOhc2NhcmEgS2l0c3VuZQ==,,TcOhc2NhcmEgS2l0c3VuZQ==
XR8BDA,,Sm9rZXIgSmVzdGVy,,,,,Q2hhcMOpdSBkZSBCdWbDo28=,,Sm9rZXIgQnVmw7Nu
Xh8BDA,,QnVubnkgQmFuZA==,,,,,T3JlbGhhIGRlIENvZWxobw==,,QmFuZGEgQnVubnk=
Xx8BDA,,TXVuYWsgSGF0,,,,,Q2hhcMOpdSBkZSBNdW5haw==,,U29tYnJlcm8gTXVuYWs=
YB8BDA,,Qm9uZ3VuIEhhdA==,,,,,Q2hhcMOpdSBkZSBCb25ndW4=,,U29tYnJlcm8gQm9uZ3Vu
YR8BDA,,T3BlcmEgUGhhbnRvbSBNYXNr,,,,,TcOhc2NhcmEgZGEgw5NwZXJh,,TcOhc2NhcmEgZGUgZmFudGFzbWEgZGUgw7NwZXJh
Yh8BDA,,Qmlub2N1bGFycyAoezB9LzIwMCk=,,,,,Qmluw7NjdWxvcyAoezB9LzIwMCk=,,UHJpc23DoXRpY29zICh7MH0vMjAwKQ==
Yx8BDA,,RmluIEhlbG17MH0vMjAwKQ==,,,,,QmFyYmF0YW5hcyB7MH0vMjAwKQ==,,RmluIEhlbG17MH0vMjAwKQ==
ZB8BDA,,QXNzYXNzaW4gTWFzayAoezB9LzIwMCk=,,,,,TcOhc2NhcmEgZG8gU2ljw6FyaW8gKHswfS8yMDAp,,TcOhc2NhcmEgZGUgYXNlc2lubyAoezB9LzIwMCk=
ZR8BDA,,V2VsZGluZyBNYXNrICh7MH0vMjAwKQ==,,,,,TcOhc2NhcmEgZGUgU29sZGEgKHswfS8yMDAp,,TcOhc2NhcmEgZGUgc29sZGFkdXJhICh7MH0vMjAwKQ==
Zh8BDA,,U2FmZXR5IFJpbmcoezB9LzIwMCk=,,,,,QW5lbCBkZSBEZWZlc2EgKHswfS8yMDAp,,QW5pbGxvIGRlIHNlZ3VyaWRhZCh7MH0vMjAwKQ==
Zx8BDA,,QW5nZWxpYyBQcm90ZWN0aW9uezB9LzEwMCk=,,,,,UHJvdGXDp8OjbyBBbmdlbGljYWwgezB9LzEwMCk=,,QW5nZWxpYyBQcm90ZWN0aW9uezB9LzEwMCk=
aB8BDA,,QW5nZWxpYyBHdWFyZHswfS8xMDAp,,,,,R3VhcmRpw6NvIEFuZ2VsaWNhbCB7MH0vMTAwKQ==,,R3VhcmRpYSBBbmdlbGljYWx7MH0vMTAwKQ==
aR8BDA,,QW5nZWwncyBSZWluY2FybmF0aW9uezB9LzEwMCk=,,,,,UmVlbmNhcm5hw6fDo28gZG8gQW5qbyB7MH0vMTAwKQ==,,QW5nZWwncyBSZWluY2FybmF0aW9uezB9LzEwMCk=
ah8BDA,,QW5nZWxpYyBDYXJkaWdhbiB7MH0vMTAwKQ==,,,,,Q2FyZGlnw6MgQW5nZWxpY2FsIHswfS8xMDAp,,Q8OhcmRpZ2FuIGFuZ2VsaWNhbCB7MH0vMTAwKQ==
ax8BDA,,QW5nZWwncyBLaXNzezB9LzEwMCk=,,,,,QmVpam8gZG8gQW5qbyB7MH0vMTAwKQ==,,QmVzbyBkZSDDoW5nZWx7MH0vMTAwKQ==
bB8BDA,,Qmlub2N1bGFycw==,,,,,Qmluw7NjdWxvcw==,,UHJpc23DoXRpY29z
bR8BDA,,RmluIEhlbG0=,,,,,QmFyYmF0YW5hcw==,,Q2FzY28gZGUgYWxldGE=
bh8BDA,,QXNzYXNzaW4gTWFzaw==,,,,,TcOhc2NhcmEgZG8gU2ljw6FyaW8=,,TcOhc2NhcmEgZGUgYXNlc2lubw==
bx8BDA,,V2VsZGluZyBNYXNr,,,,,TcOhc2NhcmEgZGUgU29sZGE=,,TcOhc2NhcmEgZGUgc29sZGFkdXJh
cB8BDA,,W1Jlbm9dClRoZSBtYXRlcmlhbCB0byBtYWtlIGEgU2FmZXR5IFJpbmdbMV0gaXMgaW5zdWZmaWNpZW50LiBQbGVhc2UgY2hlY2sgeW91ciBpbnZlbnRvcnku,,,,,W1Jlbm9dCk8gbWF0ZXJpYWwgcGFyYSBtZWxob3JhciBvIEFuZWwgZGUgRGVmZXNhIMOpIGluc3VmaWNpZW50ZS4gUG9yIGZhdm9yLCBjb25maXJhIG8gbWF0ZXJpYWwgbm92YW1lbnRlLg==,,W1Jlbm9dCkVsIG1hdGVyaWFsIHBhcmEgaGFjZXIgdW4gQW5pbGxvIGRlIFNlZ3VyaWRhZFsxXSBlcyBpbnN1ZmljaWVudGUuIFBvciBmYXZvciwgY29tcHJ1ZWJhIHR1IGludmVudGFyaW8u
cR8BDA,,W1Jlbm9dCkNoZWNrIHRoZSBeRkYwMDAwR3VpZGVsaW5lXjAwMDAwMHMgYmVmb3JlIGV4Y2hhbmdpbmcuIEhhdmUgdGhlIHNhZmV0eSByaW5nLg==,,,,,W1Jlbm9dCk9ic2VydmUgYXMgXkZGMDAwMGRpcmV0cml6ZXNeMDAwMDAwIGFudGVzIGRlIGZhemVyIG8gYXByaW1vcmFtZW50by4=,,W1Jlbm9dCkNvbXBydWViZSBlbCBeRkYwMDAwR3XDrWFsaW5lXjAwMDAwMHMgYW50ZXMgZGUgaW50ZXJjYW1iaWFyLiBUZW5nYSBlbCBhbmlsbG8gZGUgc2VndXJpZGFkLg==
ch8BDA,,W1Jlbm9dCl5GRjAwMDBzYWZldHkgcmluZyBhbmQgUmVmaW5pbmcgc2tpbGwsIGVuY2hhbnQsIHVzZWQgY2FyZHMgb2YgbmVjZXNzYXJ5IG1hdGVyaWFsIHdpbGwgYWxsIGRpc2FwcGVhciBhZnRlciBleGNoYW5naW5nIHRoZSBFbmVyZ3kgQ3J5c3RhbHMuXjAwMDAwMA==,,,,,W1Jlbm9dCl5GRjAwMDBBIG1lbGhvcmlhIGlyw6EgcmVtb3ZlciBvIHJlZmluYW1lbnRvLCBvIGVuY2FudGFtZW50byBlIGFzIGNhcnRhcyB1c2FkYXMuIFRvZG8gbyBtYXRlcmlhbCBuZWNlc3PDoXJpbyBkZXNhcGFyZWNlcsOhLl4wMDAwMDA=,,W1Jlbm9dCl5GRjAwMDBlbCBhbmlsbG8gZGUgc2VndXJpZGFkIHkgbGEgaGFiaWxpZGFkIGRlIFJlZmluYWRvLCBlbCBlbmNhbnRhbWllbnRvLCBsYXMgY2FydGFzIHVzYWRhcyBkZSBtYXRlcmlhbCBuZWNlc2FyaW8gZGVzYXBhcmVjZXLDoW4gZGVzcHXDqXMgZGUgaW50ZXJjYW1iaWFyIGxvcyBDcmlzdGFsZXMgZGUgRW5lcmfDrWEuXjAwMDAwMA==
cx8BDA,,W1Jlbm9dCkFyZSB5b3Ugb2sgd2l0aCB0aGVzZSBeRkYwMDAwR3VpZGVsaW5lXjAwMDAwMHM/,,,,,W1Jlbm9dClZvY8OqIGNvbmNvcmRhIGNvbSBlc3NhcyBeRkYwMDAwZGlyZXRyaXplc14wMDAwMDA/,,W1Jlbm9dCsK/RXN0w6FzIGRlIGFjdWVyZG8gY29uIGVzdGFzIF5GRjAwMDBHdcOtYXNeMDAwMDAwPw==
dB8BDA,,WWVzIEkgYW0gYXdhcmUuIFBsZWFzZSBjb250aW51ZS4=,,,,,U2ltLCBjb25jb3Jkby4=,,U8OtLCBzb3kgY29uc2NpZW50ZS4gQ29udGluw7plLCBwb3IgZmF2b3Iu
dR8BDA,,SSB3b24ndCBkbyBpdC4=,,,,,TsOjbywgbsOjbyBjb25jb3Jkby4=,,Tm8gbG8gaGFyw6ku
dh8BDA,,W1Jlbm9dCk9rYXksIFBsZWFzZSBjb250YWN0IHRvIG1lIGluIHRoZSBmdXR1cmUu,,,,,W1Jlbm9dCkNlcnRvLCBlbnRyZSBlbSBjb250YXRvIHNlIHByZWNpc2FyIGRlIG1pbSBubyBmdXR1cm8u,,W1Jlbm9dCkRlIGFjdWVyZG8sIHBvciBmYXZvciBjb250YWN0YSBjb25taWdvIGVuIGVsIGZ1dHVyby4=
dx8BDA,,W1Jlbm9dClRoZW4sIGxldCdzIHN0YXJ0IHRvIGV4Y2hhbmdlIGZvciB0aGUgU2FmZXR5IFJpbmcu,,,,,W1Jlbm9dCkVudMOjbywgdmFtb3MgZGFyIGluw61jaW8gYW8gYXByaW1vcmFtZW50byBkbyBBbmVsIGRlIERlZmVzYS4=,,W1Jlbm9dCkVudG9uY2VzLCBlbXBlY2Vtb3MgYSBpbnRlcmNhbWJpYXIgcG9yIGVsIEFuaWxsbyBkZSBTZWd1cmlkYWQu
eB8BDA,,W1Jlbm9dCkV4Y2hhbmdlIGlzIGNvbXBsZXRlZC4gVGhlIEVuZXJneSBDcnlzdGFsIHRoYXQgeW91IHBhaWQgZm9yIHdpbGwgYmUgYSBoZWxwIGZvciByZXNlYXJjaC4=,,,,,W1Jlbm9dCkFwcmltb3JhbWVudG8gY29tcGxldG8uIE8gQ3Jpc3RhbCBkZSBFbmVyZ2lhIHF1ZSB2b2PDqiBwYWdvdSBzZXLDoSB1c2FkbyBlbSBwcm9sIGRhIHBlc3F1aXNhLiA=,,W1Jlbm9dCkVsIGludGVyY2FtYmlvIHNlIGhhIGNvbXBsZXRhZG8uIEVsIENyaXN0YWwgZGUgRW5lcmfDrWEgcG9yIGVsIHF1ZSBwYWdhc3RlIHNlcsOhIHVuYSBheXVkYSBwYXJhIGxhIGludmVzdGlnYWNpw7NuLiA=
eR8BDA,,QW5nZWxpYyBQcm90ZWN0aW9u,,,,,UHJvdGXDp8OjbyBBbmdlbGljYWw=,,UHJvdGVjY2nDs24gYW5nw6lsaWNh
