wM3bCQ,,V2VkZGluZyBHdWlkZQ==,,,,,QXJjb2JhbGVubw==,,QXJjb2JhbGVubw==
Rc7bCQ,,W1BlcGVyb2Npbm9dClRoZSBzaGluaW5nIG1vbWVudHMgb2YgdGhpcyBjZXJlbW9ueSB3aWxsIGJlIHJlbWVtYmVyZWQgZm9yZXZlciBpbiB5b3VyIGhlYXJ0cy4gRG8gbm90IGZvcmdldCB0aGUgcGxlZGdlcyB5b3UgbWFrZSB0b2RheS4=,,,,,W1BlcGVyb2Npbm9dCk9zIG1vbWVudG9zIG1haXMgaW5jcsOtdmVpcyBkZXNzYSB1bmnDo28gc2Vyw6NvIGd1YXJkYWRvcyBubyBjb3Jhw6fDo28gZSBsZW1icmFkb3MgcGFyYSBzZW1wcmUh,,W1BlcGVyb2Npbm9dClRlbmRyw6FuIGxvcyBtb21lbnRvcyBicmlsbGFudGVzIGRlIGVzdGEgY2VyZW1vbmlhIHBhcmEgc2llbXByZSBlbiBzdXMgY29yYXpvbmVzLiBObyBvbHZpZGVuIGxhcyBwcm9tZXNhcyBxdWUgaGFnYW4gaG95Lg==
Rs7bCQ,,W1BlcGVyb2Npbm9dCk5vIG1hdHRlciB3aGF0IGhhcmRzaGlwIGFuZCBhZHZlcnNpdHkgeW91IGZhY2UsIGlmIHlvdSByZW1lbWJlciB0aGlzIG1vbWVudCwgeW91IHdpbGwgYmUgYWJsZSB0byBnZXQgdGhyb3VnaCBpdCB3aXRoIHlvdXIgcGFydG5lciBhdCB5b3VyIHNpZGUu,,,,,W1BlcGVyb2Npbm9dCk7Do28gaW1wb3J0YW0gYXMgZGlmZXJlbsOnYXMgb3UgYXMgaW50cmlnYXMsIHZvY8OqcyBwZXJtYW5lY2Vyw6NvIGNvbSByZXNwZWl0byBlIGFtb3IuIMOJIG8gcXVlIGltcG9ydGEu,,W1BlcGVyb2Npbm9dCk5vIGltcG9ydGFuIGxhcyBkaWZpY3VsdGFkZXMgeSBhZHZlcnNpZGFkZXMgYSBsYXMgcXVlIHNlIGVuZnJlbnRlbiwgc2kgcmVjdWVyZGFuIGVzdGUgbW9tZW50bywgcG9kcsOhbiBzdXBlcmFybGFzIGNvbiBzdSBwYXJlamEgYSBzdSBsYWRvLg==
R87bCQ,,W1BlcGVyb2Npbm9dCkRlYXIgezB9LCB3aGF0IGlzIF4wMDAwQ0R5b3VyIHBhcnRuZXIncyBuYW1lXjAwMDAwMD8=,,,,,W1BlcGVyb2Npbm9dCkVudMOjbywgezB9LCBxdWFsIF4wMDAwQ0RvIG5vbWUgZGUgc3VhIHBlc3NvYSBhbWFkYV4wMDAwMDA/,,W1BlcGVyb2Npbm9dCkhvbGEgezB9LCDCv2PDs21vIHNlIF4wMDAwQ0RsbGFtYSB0dSBwYXJlamFeMDAwMDAwPw==
SM7bCQ,,RGVhciB7MH0sIHdoYXQgaXMgeW91ciBwYXJ0bmVyJ3MgbmFtZT8=,,,,,RW50w6NvLCB7MH0sIHF1YWwgbyBub21lIGRlIHN1YSBwZXNzb2EgYW1hZGE/,,SG9sYSB7MH0sIMK/Y8OzbW8gc2UgbGxhbWEgdHUgcGFyZWphPw==
Sc7bCQ,,W1BlcGVyb2Npbm9dCklzIHlvdXIgcGFydG5lciBuYW1lZCBeMDAwMENEezB9XjAwMDAwMD8=,,,,,W1BlcGVyb2Npbm9dCk8gbm9tZSBkYSBwZXNzb2EgYW1hZGEgw6kgXjAwMDBDRHswfV4wMDAwMDAsIGNvcnJldG8/,,W1BlcGVyb2Npbm9dCsK/VHUgcGFyZWphIHNlIGxsYW1hIF4wMDAwQ0R7MH1eMDAwMDAwPw==
Ss7bCQ,,WWVzLCBpdCBpcyBeMDAwMENEezB9XjAwMDAwMC4=,,,,,U2ltLCDDqSBeMDAwMENEezB9XjAwMDAwMC4g,,U8OtLCBlcyBeMDAwMENEezB9XjAwMDAwMC4=
S87bCQ,,Tm8=,,,,,TsOjbyE=,,Tm8u
TM7bCQ,,W1BlcGVyb2Npbm9dClRoZW4gSSBhc2sgeW91IGFnYWluLi4u,,,,,W1BlcGVyb2Npbm9dCkVudMOjbyBwZXJndW50YXJlaSBub3ZhbWVudGUuLi4=,,W1BlcGVyb2Npbm9dCkVudG9uY2VzIHRlIHZ1ZWx2byBhIHByZWd1bnRhci4uLg==
Tc7bCQ,,W1BlcGVyb2Npbm9dClRoZW4gaW4gZnJvbnQgb2YgdGhlIGd1ZXN0cyBoZXJlIHRvIGNlbGVicmF0ZSB5b3VyIG5ldyBkZXBhcnR1cmUsIHNob3V0IF4wMDAwQ0R0aGUgbmFtZSBvZiB5b3VyIHBhcnRuZXJeMDAwMDAwIGFuZCBzd2VhciBldGVybmFsIGxvdmUh,,,,,W1BlcGVyb2Npbm9dCkRpYW50ZSBkb3MgY29udmlkYWRvcyBlIGRhcyBkaXZpbmRhZGVzIHF1ZSBub3MgYXNzaXN0ZW0sIGZhbGUgbyBeMDAwMENEbm9tZSBkYSBwZXNzb2EgYW1hZGFeMDAwMDAwIGVtIHZveiBhbHRhIHBhcmEgcmVhZmlybWFyIG8gYW1vciBldGVybm8h,,W1BlcGVyb2Npbm9dCkx1ZWdvLCBkZWxhbnRlIGRlIGxvcyBpbnZpdGFkb3MgYXF1w60gcHJlc2VudGVzIHBhcmEgY2VsZWJyYXIgdHUgbnVldmEgcGFydGlkYSwgwqFncml0YSBeMDAwMENEZWwgbm9tYnJlIGRlIHR1IHBhcmVqYV4wMDAwMDAgeSBqw7pyYWxlIGFtb3IgZXRlcm5vIQ==
Ts7bCQ,,SW4gZnJvbnQgb2YgdGhlIGd1ZXN0cyBoZXJlLCBzaG91dCB0aGUgbmFtZSBvZiB5b3VyIHBhcnRuZXIgYW5kIHN3ZWFyIGV0ZXJuYWwgbG92ZSE=,,,,,RGlhbnRlIGRvcyBjb252aWRhZG9zIGUgZGl2aW5kYWRlcywgZmFsZSBhbHRvIG8gbm9tZSBkYSBwZXNzb2EgYW1hZGEgcGFyYSByZWFmaXJtYXIgbyBhbW9yIGV0ZXJuby4=,,RGVsYW50ZSBkZSBsb3MgaW52aXRhZG9zLCDCoWdyaXRhIGVsIG5vbWJyZSBkZSB0dSBwYXJlamEgeSBqw7pyYWxlIGFtb3IgZXRlcm5vIQ==
T87bCQ,,W3swfV0KezF9LCBJIHN3ZWFyIHRvIGJlIHdpdGggeW91IGZvcmV2ZXIh,,,,,W3swfV0KezF9LCBlc3RhcmVpIHBhcmEgc2VtcHJlIGNvbnRpZ28h,,W3swfV0KezF9LCDCoWp1cm8gZXN0YXIgY29udGlnbyBwYXJhIHNpZW1wcmUh
UM7bCQ,,ezB9LCBJIHN3ZWFyIHRvIGJlIHdpdGggeW91IGZvcmV2ZXIh,,,,,ezB9LCBlc3RhcmVpIHBhcmEgc2VtcHJlIGNvbnRpZ28h,,ezB9LCDCoWp1cm8gZXN0YXIgY29udGlnbyBwYXJhIHNpZW1wcmUh
Uc7bCQ,,W1BlcGVyb2Npbm9dCnswfSBzd29yZSBldGVybmFsIGxvdmUh,,,,,W1BlcGVyb2Npbm9dCnswfSwganVyYSBhbW9yIGV0ZXJubyE=,,W1BlcGVyb2Npbm9dCnswfSDCoWp1csOzIGFtb3IgZXRlcm5vIQ==
Us7bCQ,,ezB9IHN3b3JlIGV0ZXJuYWwgbG92ZSE=,,,,,ezB9LCBqdXJhIGFtb3IgZXRlcm5vIQ==,,ezB9IMKhanVyw7MgYW1vciBldGVybm8h
U87bCQ,,W1BlcGVyb2Npbm9dCkdyZWF0ISBOb3cgSSB3aWxsIGFzayB7MH0ncyBwYXJ0bmVyLCB7MX0u,,,,,W1BlcGVyb2Npbm9dCkhvcmEgZGUgcGVyZ3VudGFyIHBhcmEgYSBvdXRyYSBtZXRhZGUuLi4=,,W1BlcGVyb2Npbm9dCsKhR2VuaWFsISBBaG9yYSwgbGUgcHJlZ3VudGFyw6kgYSBsYSBwYXJlamEgZGUgezB9LCB7MX0u
VM7bCQ,,W1BlcGVyb2Npbm9dCl4wMDAwQ0R7MH1eMDAwMDAwLCBwbGVhc2UgY29tZSBmb3J3YXJkIQ==,,,,,W1BlcGVyb2Npbm9dCl4wMDAwQ0R7MH1eMDAwMDAwLCBwb3IgZmF2b3IgYXByb3hpbWUtc2Uu,,W1BlcGVyb2Npbm9dCl4wMDAwQ0R7MH1eMDAwMDAwLCDCoWFjw6lyY2F0ZSE=
Vc7bCQ,,RGVhciB7MH0sIHBsZXNhZSBjb21lIGZvcndhcmQgYW5kIHN3ZWFyIGV0ZXJuYWwgbG92ZSE=,,,,,RW50w6NvLCB7MH0gLCBqdXJlIHNldSBhbW9yIGV0ZXJuby4=,,SG9sYSB7MH0sIMKhYWPDqXJjYXRlIHkganVyYSBhbW9yIGV0ZXJubyE=
Vs7bCQ,,RGVhciB7MH0sIHBsZWFzZSBjb21lIGZvcndhcmQgYW5kIHN3ZWFyIGVudGVybmFsIGxvdmUh,,,,,RW50w6NvLCB7MH0gLCBqdXJlIHNldSBhbW9yIGV0ZXJuby4=,,SG9sYSB7MH0sIMKhYWPDqXJjYXRlIHkganVyYSBhbW9yIGV0ZXJubyE=
V87bCQ,,W1BlcGVyb2Npbm9dCllvdXIgcGFydG5lciBkaWQgbm90IGFuc3dlciB5ZXQsIHNvIHBsZWFzZSB3YWl0IHBhdGllbnRseS4=,,,,,W1BlcGVyb2Npbm9dClN1YSBwZXNzb2EgYW1hZGEgYWluZGEgbsOjbyByZXNwb25kZXUgYWluZGEuLi4gVGVuaGEgcGFjacOqbmNpYS4=,,W1BlcGVyb2Npbm9dClR1IHBhcmVqYSBhw7puIG5vIGNvbnRlc3TDsywgYXPDrSBxdWUgZXNwZXJhIHBhY2llbnRlbWVudGUu
WM7bCQ,,W1BlcGVyb2Npbm9dCkknbSBjb25kdWN0aW5nIGEgd2VkZGluZyBmb3IgYW5vdGhlciBjb3VwbGUgYXQgdGhlIG1vbWVudCwgcGxlYXNlIHdhaXQgcGF0aWVudGx5IGZvciB5b3VyIHR1cm4u,,,,,W1BlcGVyb2Npbm9dCkVzdG91IGNvbmR1emluZG8gb3V0cm8gQ2FzYW1lbnRvIG5vIG1vbWVudG8sIGVzcGVyZSBzdWEgdmV6Lg==,,W1BlcGVyb2Npbm9dCkVzdG95IGRpcmlnaWVuZG8gdW5hIGJvZGEgcGFyYSBvdHJhIHBhcmVqYSBlbiBlc3RlIG1vbWVudG8sIGVzcGVyYSB0dSB0dXJubyBwYWNpZW50ZW1lbnRlLg==
Wc7bCQ,,W1BlcGVyb2Npbm9dCkhvdyBzdHJhbmdlLi4uIHRoZSBuYW1lIGlzIHNhbWUsIGJ1dCB0aGUgYXBwbGljYXRpb24gaXMgd3JvbmcuIFBsZWFzZSBjaGVjayBpZiB0aGUgYXBwbGljYXRpb24gaXMgY29ycmVjdCwgZmluZCB0aGUgd2VkZGluZyBoZWxwZXIgYW5kIHJlLWFwcGx5Lg==,,,,,W1BlcGVyb2Npbm9dCkVzdHJhbmhvLCBvIG5vbWUgw6kgbyBtZXNtbywgbWFzIGEgcmVzZXJ2YSBwYXJlY2UgaW5jb3JyZXRhLiBEw6ogdW1hIG9saGFkYSBzZSBlc3TDoSB0dWRvIGNlcnRvLiBDYXNvIHByZWNpc2UgcmVzZXJ2YXIgbm92YW1lbnRlLCB2w6EgYW8gQXJjb2JhbGVuby4=,,W1BlcGVyb2Npbm9dClF1w6kgZXh0cmHDsW8uLi4gRWwgbm9tYnJlIGVzIGVsIG1pc21vLCBwZXJvIGxhIHNvbGljaXR1ZCBlcyBpbmNvcnJlY3RhLiBDb21wcnVlYmEgc2kgbGEgc29saWNpdHVkIGVzIGNvcnJlY3RhLCBidXNjYSBhbCBheXVkYW50ZSBkZSBib2RhIHkgdnVlbHZlIGEgYXBsaWNhci4=
Ws7bCQ,,W1BlcGVyb2Npbm9dClNvbWV0aGluZyBpcyB3cm9uZy4gUGxlYXNlIGNvbnRhY3QgY3VzdG9tZXIgc2VydmljZXMu,,,,,W1BlcGVyb2Npbm9dClRlbSBhbGdvIGVycmFkby4uLiBQcm9jdXJlIG8gQXJjb2JhbGVuby4=,,W1BlcGVyb2Npbm9dCkFsZ28gdmEgbWFsLiBDb211bsOtY2F0ZSBjb24gU2VydmljaW8gYWwgQ2xpZW50ZS4=
W87bCQ,,W1BlcGVyb2Npbm9dCkRlYXIgezB9LCBpcyB5b3VyIHBhcnRuZXIncyBuYW1lIF4wMDAwQ0R7MX1eMDAwMDAwPyBUaGlzIGlzIHRoZSBwZXJzb24gd2hvIHdpbGwgYmUgd2l0aCB5b3UgZm9yZXZlci4=,,,,,W1BlcGVyb2Npbm9dCkVudMOjbywgezB9ICwgbyBub21lIGRlIHN1YSBwZXNzb2EgYW1hZGEgw6kgXjAwMDBDRHsxfSBeMDAwMDAwLCBjZXJ0bz8=,,W1BlcGVyb2Npbm9dCkhvbGEgezB9LCDCv3R1IHBhcmVqYSBzZSBsbGFtYSBeMDAwMENEezF9XjAwMDAwMD8gRXN0YSBlcyBsYSBwZXJzb25hIHF1ZSBlc3RhcsOhIGNvbnRpZ28gcGFyYSBzaWVtcHJlLg==
XM7bCQ,,SXMgeW91ciBwYXJ0bmVyJ3MgbmFtZSB7MH0/,,,,,TyBub21lIGRlIHN1YSBwZXNzb2EgYW1hZGEgw6kgezB9LCBjZXJ0bz8=,,wr9UdSBwYXJlamEgc2UgbGxhbWEgezB9Pw==
Xc7bCQ,,WWVzLCB0aGF0IGlzIHJpZ2h0,,,,,U2ltLCB0w6EgY2VydG8uIA==,,U8OtLCBhc8OtIGVzLg==
Xs7bCQ,,W1BlcGVyb2Npbm9dClRoaXMgaXNuJ3QgdGhlIHJpZ2h0IHBlcnNvbj8gVGhlbiB0aGVyZSBpcyBzb21ldGhpbmcgd3JvbmcsIHBsZWFzZSBjaGVjayBldmVyeXRoaW5nIGFuZCBzcGVhayB0byBtZSBhZ2Fpbi4=,,,,,W1BlcGVyb2Npbm9dCkNvbW8gYXNzaW0/IFBvciBmYXZvciwgY29uZmlybWUgbyBub21lIGUgZmFsZSBjb21pZ28gbm92YW1lbnRlLg==,,W1BlcGVyb2Npbm9dCsK/Tm8gZXMgbGEgcGVyc29uYSBjb3JyZWN0YT8gRW50b25jZXMgYWxnbyBlc3TDoSBtYWw7IGNvbXBydcOpYmFsbyB0b2RvIHkgdmVuIGEgaGFibGFyIGNvbm1pZ28gZGUgbnVldm8u
X87bCQ,,W1BlcGVyb2Npbm9dCkdyZWF0ISBUaGVuIGluIGZyb250IG9mIHRoZSBndWVzdHMgaGVyZSB0byBjZWxlYnJhdGUgeW91ciBuZXcgZGVwYXJ0dXJlLCBzaG91dCB0aGUgbmFtZSBvZiB5b3VyIHBhcnRuZXIgYW5kIHN3ZWFyIGV0ZXJuYWwgbG92ZSE=,,,,,W1BlcGVyb2Npbm9dCkRpYW50ZSBkb3MgY29udmlkYWRvcyBlIGRhcyBkaXZpbmRhZGVzLCBmYWxlIGFsdG8gbyBub21lIGRhIHBlc3NvYSBhbWFkYSBlIGp1cmUgYW1vciBldGVybm8u,,W1BlcGVyb2Npbm9dCsKhR2VuaWFsISBMdWVnbywgZGVsYW50ZSBkZSBsb3MgaW52aXRhZG9zIGFxdcOtIHByZXNlbnRlcyBwYXJhIGNlbGVicmFyIHR1IG51ZXZhIHBhcnRpZGEsIMKhZ3JpdGEgZWwgbm9tYnJlIGRlIHR1IHBhcmVqYSB5IGrDunJhbGUgYW1vciBldGVybm8h
YM7bCQ,,W3swfV0KXjAwMDBDRHsxfV4wMDAwMDAsIEkgc3dlYXIgdG8gYmUgd2l0aCB5b3UgZm9yZXZlciE=,,,,,W3swfV0KXjAwMDBDRHsxfV4wMDAwMDAsIGVzdGFyZWkgcGFyYSBzZW1wcmUgY29udGlnbyE=,,W3swfV0KXjAwMDBDRHsxfV4wMDAwMDAsIMKhanVybyBlc3RhciBjb250aWdvIHBhcmEgc2llbXByZSE=
Yc7bCQ,,ezB9LCBJIHN3ZWFyIHRvIGJlIHdpdGggeW91IGZvcmV2ZXIh,,,,,ezB9LCBlc3RhcmVpIHBhcmEgc2VtcHJlIGNvbnRpZ28h,,ezB9LCDCoWp1cm8gZXN0YXIgY29udGlnbyBwYXJhIHNpZW1wcmUh
Ys7bCQ,,W1BlcGVyb2Npbm9dClRoZSB0d28gb2YgeW91IHN3b3JlIGV0ZXJuYWwgbG92ZSE=,,,,,W1BlcGVyb2Npbm9dClBhcmEgYW1ib3MsIGFtb3IgZXRlcm5vIQ==,,W1BlcGVyb2Npbm9dCsKhTG9zIGRvcyBzZSBqdXJhcm9uIGFtb3IgZXRlcm5vIQ==
Y87bCQ,,VGhlc2UgYXJlIHlvdXIgd2VkZGluZyByaW5ncyE=,,,,,RXN0ZXMgc8OjbyBvcyBhbsOpaXMgZGUgQ2FzYW1lbnRvLg==,,wqFFc3RvcyBzb24gc3VzIGFuaWxsb3MgZGUgYm9kYXMh
ZM7bCQ,,W1BlcGVyb2Npbm9dClRoZSBtYXJyaWFnZSByaW5ncyB0aGF0IGEgY291cGxlIHNoYXJlcyBpcyBhIHN5bWJvbCBvZiB0aGUgZXRlcm5hbCBwcm9taXNlIG9mIGxvdmluZyBlYWNoIG90aGVyIGZvcmV2ZXIu,,,,,W1BlcGVyb2Npbm9dCkEgQWxpYW7Dp2EgZGUgQ2FzYW1lbnRvIMOpIHVtIHPDrW1ib2xvIGRlIGFtb3IgZXRlcm5vLCBncmF0aWTDo28gZSBjb21wYW5oZWlyaXNtby4=,,W1BlcGVyb2Npbm9dCkxvcyBhbmlsbG9zIGRlIG1hdHJpbW9uaW8gcXVlIGNvbXBhcnRlIHVuYSBwYXJlamEgc29uIHVuIHPDrW1ib2xvIGRlIGxhIHByb21lc2EgZXRlcm5hIGRlIGFtYXJzZSBwYXJhIHNpZW1wcmUu
Zc7bCQ,,W1BlcGVyb2Npbm9dCkZvciBtYW55IHllYXJzLCB3ZSBhcmUgYWxsIGRyaWZ0aW5nIGF3YXkgZnJvbSBvbmUgYW5vdGhlci4gU29tZSBwZW9wbGUgY2FsbCBpdCBhZHZhbnR1cmUsIG90aGVycyBjYWxsIGl0IGxpZmUu,,,,,W1BlcGVyb2Npbm9dCkxlbWJyZW0tc2UgZGUgcXVlIHNlbXByZSBoYXZlcsOhIG9ic3TDoWN1bG9zIGEgc2VyZW0gc3VwZXJhZG9zLi4u,,W1BlcGVyb2Npbm9dCkR1cmFudGUgbXVjaG9zIGHDsW9zLCB0b2RvcyBub3MgdmFtb3MgYWxlamFuZG8gdW5vcyBkZSBvdHJvcy4gQWxndW5vcyBsbyBsbGFtYW4gYXZlbnR1cmEsIG90cm9zIGxvIGxsYW1hbiB2aWRhLg==
Zs7bCQ,,W1BlcGVyb2Npbm9dClRoZSB0d28gb2YgeW91IGFyZSBiZWdpbm5pbmcgYW4gYWR2ZW50dXJlIHRoYXQsIGhvcGVmdWxseSwgd2lsbCBnbyBvbiBmb3IgbWFueSB5ZWFycyE=,,,,,W1BlcGVyb2Npbm9dCk1hcyBvIHF1ZSByZWFsbWVudGUgaW1wb3J0YSDDqSB0ZXIgYWxndcOpbSBwYXJhIGRpdmlkaXIgYXMgZ3JhbmRlcyBjb25xdWlzdGFzIGRhIHZpZGEh,,W1BlcGVyb2Npbm9dClVzdGVkZXMgZG9zIGNvbWllbnphbiB1bmEgYXZlbnR1cmEgcXVlLCBlc3BlcmVtb3MsIMKhZHVyZSBtdWNob3MgYcOxb3Mh
Z87bCQ,,W1BlcGVyb2Npbm9dClRocm91Z2ggdGhpY2sgYW5kIHRoaW4sIHlvdSBjYW4gYWx3YXlzIGRlcGVuZCBvbiBvbmUgYW5vdGhlciwgZXNwZWNpYWxseSB0aHJvdWdoIGxpZmUncyB0b3VnaGVzdCBtb21lbnRzLg==,,,,,W1BlcGVyb2Npbm9dClNlamFtIG8gcG9ydG8gc2VndXJvIHVtIGRvIG91dHJvIGVtIHRlbXBvcyBkZSBkaWZpY3VsZGFkZS4=,,W1BlcGVyb2Npbm9dCkVuIGxhcyBidWVuYXMgeSBlbiBsYXMgbWFsYXMsIHNpZW1wcmUgcHVlZGVuIGNvbnRhciBlbCB1bm8gY29uIGVsIG90cm8sIHNvYnJlIHRvZG8sIGVuIGxvcyBtb21lbnRvcyBtw6FzIGRpZsOtY2lsZXMgZGUgbGEgdmlkYS4=
aM7bCQ,,W1BlcGVyb2Npbm9dCiBEZWFyIHswfSBhbmQgezF9LiBJIG5vdyBwcm9ub3VuY2UgeW91IHBhcnRuZXJzIGZvciBsaWZlIQ==,,,,,W1BlcGVyb2Npbm9dCkVudMOjbywgezB9IGUgezF9LCBkZWNsYXJvIHZvY8OqcyBvZmljaWFsbWVudGUgY2FzYWRvcy4=,,W1BlcGVyb2Npbm9dCiB7MH0geSB7MX0sIMKhYWhvcmEgbG9zIGRlY2xhcm8gcGFyZWphIGRlIHBvciB2aWRhIQ==
ac7bCQ,,ezB9IGFuZCB7MX0uIEkgbm93IHByb25vdW5jZSB5b3UgcGFydG5lcnMgZm9yIGxpZmUh,,,,,ezB9LCB7MX0sIGRlY2xhcm8gdm9jw6pzIG9maWNpYWxtZW50ZSBjYXNhZG9zLg==,,ezB9IHkgezF9LCDCoWFob3JhIGxvcyBkZWNsYXJvIHBhcmVqYSBkZSBwb3IgdmlkYSE=
as7bCQ,,ezB9IGFuZCB7MX0uIEkgbm93IHByb25vdW5jZSB5b3UgcGFydG5lcnMgZm9yIGxpZmUh,,,,,ezB9LCB7MX0sIGRlY2xhcm8gdm9jw6pzIG9maWNpYWxtZW50ZSBjYXNhZG9zLg==,,ezB9IHkgezF9LCDCoWFob3JhIGxvcyBkZWNsYXJvIHBhcmVqYSBkZSBwb3IgdmlkYSE=
a87bCQ,,W1BlcGVyb2Npbm9dCk1heSB5b3VyIGZ1dHVyZSBiZSBibGVzc2VkIHdpdGggbWFueSBqb3lzLg==,,,,,W1BlcGVyb2Npbm9dClF1ZSBvIGZ1dHVybyBsaGVzIHRyYWdhIGFtb3Iu,,W1BlcGVyb2Npbm9dClF1ZSBzdSBmdXR1cm8gc2VhIGJlbmRlY2lkbyBjb24gbXVjaGFzIGFsZWdyw61hcy4=
bM7bCQ,,W1BlcGVyb2Npbm9dCllvdXIgd2VkZGluZyBpcyBub3QgcmVzZXJ2ZWQuIFBsZWFzZSBhcHBseSBmb3IgYSB3ZWRkaW5nIGlmIHlvdSB3aXNoIHRvIGdldCBtYXJyaWVkLg==,,,,,W1BlcGVyb2Npbm9dClNldSBDYXNhbWVudG8gcGFyZWNlIG7Do28gZXN0YXIgcmVzZXJ2YWRvLiBTZSBxdWlzZXIgY2FzYXIsIGZhw6dhIHVtYSByZXNlcnZhLg==,,W1BlcGVyb2Npbm9dClR1IGJvZGEgbm8gZXN0w6EgcmVzZXJ2YWRhLiBTaSBkZXNlYXMgY2FzYXJ0ZSwgYXBsaWNhIHBhcmEgdW5hIGJvZGEu
bc7bCQ,,SXQgbG9va3MgeW91IG5lZWQgbW9yZSB0aW1lLiBQbGVhc2UgY29tZSBiYWNrIGFmdGVyIGRpc2N1c3Npbmcgd2l0aCB5b3VyIHBhcnRuZXIu,,,,,UGFyZWNlIHF1ZSDDqSB1bWEgZGVjaXPDo28gYSBzZXIgdG9tYWRhIGNvbSBtYWlzIGNhdXRlbGEuLi4gUG9kZSB2b2x0YXIgb3V0cmEgaG9yYSBzZSBwcmVmZXJpci4uLg==,,UGFyZWNlIHF1ZSBuZWNlc2l0YXMgbcOhcyB0aWVtcG8uIFZ1ZWx2ZSBkZXNwdcOpcyBkZSBoYWJlcmxvIGhhYmxhZG8gY29uIHR1IHBhcmVqYS4=
bs7bCQ,,Rmxvd2VyIGdpcmxz,,,,,RmxvcmlzdGE=,,RmxvcmlzdGE=
b87bCQ,,bWVvdyBtZW93fiBtZW1lbWVtZW93fiBDb25ncmF0dWxhdGlvbnN+,,,,,TWlhdSBtaWF1LCBhZG9ybyBkYW7Dp2FyIQ==,,bWlhdSBtaWF1fi4gbWltaW1pbWlhdX4uIEZlbGljaXRhY2lvbmVzfi4=
cM7bCQ,,bWVvdyBtZW93fiBtZW1lbWVtZW93fiBJdCdzIGJlYXV0aWZ1bCBkYXl+,,,,,TWlhdSwgcXVlIGRpYSBtYWlzIGxpbmRvIQ==,,bWlhdSBtaWF1fi4gbWltaW1pbWlhdX4uIEVzIHVuIGhlcm1vc28gZMOtYX4u
cc7bCQ,,Q29uZ3JhdHVsYXRpb25zIG9uIHlvdXIgbWFycmlhZ2V+,,,,,UGFyYWLDqW5zIHBlbG8gQ2FzYW1lbnRvIQ==,,RmVsaWNpdGFjaW9uZXMgcG9yIHN1IG1hdHJpbW9uaW9+Lg==
cs7bCQ,,WW91IGNhbiBlbmdyYXZlIHlvdXIgcGFydG5lcidzIG5hbWUgb24geW91ciB3ZWRkaW5nIHJpbmcgaW4gUHJvbnRlcmEh,,,,,R3JhdmUgbyBub21lIGRhIHBlc3NvYSBhbWFkYSBuYSBBbGlhbsOnYSE=,,wqFQdWVkZXMgZ3JhYmFyIGVsIG5vbWJyZSBkZSB0dSBwYXJlamEgZW4gdHUgYW5pbGxvIGRlIGJvZGFzIGVuIFByb250ZXJhIQ==
c87bCQ,,QWx3YXlzIGJlIGhhcHB5fg==,,,,,U2VqYW0gc2VtcHJlIGZlbGl6ZXMh,,U2VhbiBzaWVtcHJlIGZlbGljZXN+
dM7bCQ,,TGFzYWduYSBXZWRkaW5nIEhlbHBlcg==,,,,,QXJjb2JhbGVubw==,,QXl1ZGFudGUgZGUgYm9kYSBkZSBMYXNhZ25h
dc7bCQ,,W0xhc2FnbmEgV2VkZGluZyBIZWxwZXJdCkdyZWV0aW5ncyEgRG8geW91IHdpc2ggdG8gbGVhcm4gYWJvdXQgc29tZSB3ZWRkaW5nIGluZm9ybWF0aW9uPw==,,,,,W0FyY29iYWxlbm9dCk9sw6EhIEdvc3RhcmlhIGRlIHNhYmVyIGFsZ3VtYSBjb2lzYSBzb2JyZSBDYXNhbWVudG9zPw==,,W0F5dWRhbnRlIGRlIGJvZGEgZGUgTGFzYWduYS5dCsKhU2FsdWRvcyEgwr9EZXNlYXMgb2J0ZW5lciBpbmZvcm1hY2nDs24gc29icmUgbGEgYm9kYT8=
ds7bCQ,,W0xhc2FnbmEgV2VkZGluZyBIZWxwZXJdCkFyZSB5b3UgYSBeMDAwMENERG9yYW1eMDAwMDAwPyBJZiBzbywgeW91IHNob3VsZCBnZXQgXjAwMDBDRG1hcnJpZWQgYXQgTGFzYWduYV4wMDAwMDAh,,,,,W0FyY29iYWxlbm9dClZvY8OqIMOpIHVtIF4wMDAwQ0REb3JhbV4wMDAwMDA/IEVudMOjbyBkZXZlIF4wMDAwQ0RzZSBjYXNhciBlbSBMYXNhZ25hXjAwMDAwMC4=,,W0F5dWRhbnRlIGRlIGJvZGEgZGUgTGFzYWduYS5dCsK/RXJlcyB1biBeMDAwMENERG9yYW1eMDAwMDAwPyBTaSBlcyBhc8OtLCDCoWRlYmVyw61hcyBjYXNhcnRlIGVuIF4wMDAwQ0RMYXNhZ25hIV4wMDAwMDA=
d87bCQ,,W0xhc2FnbmEgV2VkZGluZyBIZWxwZXJdCkhvdyBhYm91dCBhIF4wMDAwQ0R3ZWRkaW5nIGF0IExhc2FnbmFeMDAwMDAwPw==,,,,,W0FyY29iYWxlbm9dClF1ZSB0YWwgXjAwMDBDRGNhc2FyLXNlIGVtIExhc2FnbmFeMDAwMDAwPw==,,W0F5dWRhbnRlIGRlIGJvZGEgZGUgTGFzYWduYS5dCsK/UXXDqSB0YWwgdW5hIGJvZGEgXjAwMDBDRGVuIExhc2FnbmFeMDAwMDAwPw==
