gD4vDQ,,S3VtYW1vbg==,,,,,S3VtYW1vbg==,,S3VtYW1vbg==
8T4vDQ,,W1dhdGVybWVsb24gUG9yaW5nXQpIbS4uLiBXaGF0IGlzIGl0PwpJIGZlZWwgbGlrZSBJIGZvcmdvdCBzb21ldGhpbmcgc29tZXdoZXJlLi4u,,,,,W1BvcmluZyBNZWxhbmNpYV0KSG1tLi4uIE8gcXVlIGZvaT8KU2ludG8gcXVlIGVzcXVlY2kgYWxndW1hIGNvaXNhIGVtIGFsZ3VtIGx1Z2FyLi4u,,W1BvcmluZyBTYW5kw61hXQpIbW0uLi4gwr9RdcOpIHBhc2E/ClRlbmdvIGxhIHNlbnNhY2nDs24gZGUgcXVlIG1lIGhlIG9sdmlkYWRvIGFsZ28gZW4gYWxndW5hIHBhcnRlLi4u
8j4vDQ,,W1dhdGVybWVsb24gUG9yaW5nXQpJIHN0aWxsIGhhdmVuJ3QgYnJva2VuIHRoZSBQb3JpbmcgbGltaXQuIElmIEkgcHJvbWlzZWQgeW91IGFueXRoaW5nLCBsZXQncyBwcmV0ZW5kIGl0IGRpZG4ndCBoYXBwZW4u,,,,,W1BvcmluZyBNZWxhbmNpYV0KQWluZGEgbsOjbyB1bHRyYXBhc3NlaSBvIGxpbWl0ZSBQb3JpbmcuIFNlIGV1IHRlIHByb21ldGkgYWxndW1hIGNvaXNhLCB2YW1vcyBmaW5naXIgcXVlIG51bmNhIGFjb250ZWNldS4=,,W1BvcmluZyBTYW5kw61hXQpUb2RhdsOtYSBubyBoZSBzdXBlcmFkbyBlbCBsw61taXRlIFBvcmluZy4gU2kgdGUgcHJvbWV0w60gYWxnbywgaGFnYW1vcyBjb21vIHNpIG51bmNhIGh1YmllcmEgcGFzYWRvLg==
8z4vDQ,,U2hvb3RpbmcgU3BvdA==,,,,,TG9jYWwgZGUgR3JhdmHDp8Ojbw==,,THVnYXIgZGUgR3JhYmFjacOzbg==
9D4vDQ,,S19jb2xsYWJvX0pQXzAxLnBuZw==,,,,,S19jb2xsYWJvX0pQXzAxLnBuZw==,,S19jb2xsYWJvX0pQXzAxLnBuZw==
9T4vDQ,,S3VtYW1vbiNTaG9vdGluZzE=,,,,,S3VtYW1vbiNHcmF2YcOnw6NvMQ==,,S3VtYW1vbiNHcmFiYWNpw7NuMQ==
9j4vDQ,,W1Nob290aW5nIFNwb3RdCllvdSBjYW4gc2V0IHRoZSBzaG9vdGluZyBiYWNrZ3JvdW5kIHdpdGggS3VtYW1vbiBvciB0aGUgR2lhbnQgS3VtYW1vbi4=,,,,,Vm9jw6ogcG9kZSBlc2NvbGhlciBvIEt1bWFtb24gb3UgbyBLdW1hbW9uIEdpZ2FudGUgY29tbyBmdW5kbyBkYSBncmF2YcOnw6NvLg==,,UHVlZGVzIGVsZWdpciBhIEt1bWFtb24gbyBhbCBLdW1hbW9uIEdpZ2FudGUgY29tbyBmb25kbyBkZSBsYSBncmFiYWNpw7NuLg==
9z4vDQ,,U2hvb3RpbmctZXhjbHVzaXZlIEt1bWFtb24gT04=,,,,,S3VtYW1vbiBleGNsdXNpdm8gcGFyYSBncmF2YcOnw6NvIE9O,,S3VtYW1vbiBleGNsdXNpdm8gcGFyYSBncmFiYWNpw7NuIE9O
+D4vDQ,,U2hvb3RpbmctZXhjbHVzaXZlIEt1bWFtb24gT0ZG,,,,,S3VtYW1vbiBleGNsdXNpdm8gcGFyYSBncmF2YcOnw6NvIE9GRg==,,S3VtYW1vbiBleGNsdXNpdm8gcGFyYSBncmFiYWNpw7NuIE9GRg==
+T4vDQ,,SHVnZSBLdW1hbW9uIHNpZ24gT04=,,,,,UGxhY2EgZ3JhbmRlIGRvIEt1bWFtb24gT04=,,UGxhY2EgZ3JhbmRlIGRlIEt1bWFtb24gT04=
+j4vDQ,,SHVnZSBLdW1hbW9uIHNpZ24gT0ZG,,,,,UGxhY2EgZ3JhbmRlIGRvIEt1bWFtb24gT0ZG,,UGxhY2EgZ3JhbmRlIGRlIEt1bWFtb24gT0ZG
+z4vDQ,,W1Nob290aW5nIFNwb3RdClRoZSBHaWFudCBLdW1hbW9uIHlvdSBzZWxlY3RlZCBjYW4gYmUgZHJhZ2dlZCB0byB0aGUgZGVzaXJlZCBwb3NpdGlvbiBpbiB0aGUgYmFja2dyb3VuZC4=,,,,,TyBLdW1hbW9uIEdpZ2FudGUgcG9kZSBzZXIgYXJyYXN0YWRvIHBhcmEgYSBwb3Npw6fDo28gZGVzZWphZGEgbmEgaW1hZ2VtIGRlIGZ1bmRvLg==,,RWwgS3VtYW1vbiBHaWdhbnRlIHNlIHB1ZWRlIGFycmFzdHJhciBhIGxhIHBvc2ljacOzbiBkZXNlYWRhIGVuIGxhIGltYWdlbiBkZSBmb25kby4=
/D4vDQ,,S3VtYW1vbiNTaG9vdGluZzI=,,,,,S3VtYW1vbiNHcmF2YcOnw6NvMg==,,S3VtYW1vbiNHcmFiYWNpw7NuMg==
/T4vDQ,,S3VtYW1vbiNTaG9vdGluZzM=,,,,,S3VtYW1vbiNHcmF2YcOnw6NvMw==,,S3VtYW1vbiNHcmFiYWNpw7NuMw==
/j4vDQ,,S3VtYW1vbiNTaG9vdGluZzQ=,,,,,S3VtYW1vbiNHcmF2YcOnw6NvNA==,,S3VtYW1vbiNHcmFiYWNpw7NuNA==
/z4vDQ,,S3VtYW1vbiNTaG9vdGluZzU=,,,,,S3VtYW1vbiNHcmF2YcOnw6NvNQ==,,S3VtYW1vbiNHcmFiYWNpw7NuNQ==
AD8vDQ,,S3VtYW1vbiNTaG9vdGluZzY=,,,,,S3VtYW1vbiNHcmF2YcOnw6NvNg==,,S3VtYW1vbiNHcmFiYWNpw7NuNg==
AT8vDQ,,S3VtYW1vbiBGYW4=,,,,,RsOjIGRvIEt1bWFtb24=,,RmFuIGRlIEt1bWFtb24=
Aj8vDQ,,Tm90ZTogTGV0J3MgdHJhdmVsIHRvIEt1bWFtb3RvIG9uIHRoZSBuZXh0IGRhdGUh,,,,,Tm90YTogdmFtb3MgdmlhamFyIHByYSBLdW1hbW90byBkYSBwcsOzeGltYSB2ZXoh,,Tm90YTogwqFsYSBwcsOzeGltYSB2ZXogdmlhamVtb3MgYSBLdW1hbW90byE=
Az8vDQ,,VG91cmlzdA==,,,,,VHVyaXN0YQ==,,VHVyaXN0YQ==
BD8vDQ,,V293LCBpdCdzIGFuIGFtYXppbmcgY2FzdGxlISBJIHdhbnQgdG8gbGl2ZSBpbiBhIHBsYWNlIGxpa2UgdGhpcyB0b28u,,,,,Tm9zc2EsIHF1ZSBjYXN0ZWxvIG1hcmF2aWxob3NvISBRdWVybyBtb3JhciBudW0gbHVnYXIgYXNzaW0gdGFtYsOpbS4=,,wqFWYXlhLCBxdcOpIGNhc3RpbGxvIG1hcmF2aWxsb3NvISBZbyB0YW1iacOpbiBxdWllcm8gdml2aXIgZW4gdW4gbHVnYXIgYXPDrS4=
BT8vDQ,,SWYgeW91IGhpa2UgTW91bnQgQXNvLCB5b3UnbGwgc2VlIHRoZSBiZWF1dGlmdWwgTGFrZSBLdXNzaGFybyE=,,,,,U2Ugdm9jw6ogZXNjYWxhciBvIE1vbnRlIEFzbywgdmVyw6EgbyBiZWzDrXNzaW1vIExhZ28gS3Vzc2hhcm8h,,wqFTaSBlc2NhbGFzIGVsIE1vbnRlIEFzbywgdmVyw6FzIGVsIGhlcm1vc8Otc2ltbyBMYWdvIEt1c3NoYXJvIQ==
Bj8vDQ,,V293LCB0aGF0J3MgaW5jcmVkaWJsZSEgSSBjYW4gZmVlbCB0aGUgZm9yY2Ugb2YgbmF0dXJlIGp1c3QgYnkgbG9va2luZyBhdCBpdCE=,,,,,VWF1LCBxdWUgaW5jcsOtdmVsISBTw7MgZGUgb2xoYXIgZMOhIHByYSBzZW50aXIgYSBmb3LDp2EgZGEgbmF0dXJlemEh,,wqFHdWF1LCBpbmNyZcOtYmxlISDCoVNvbG8gZGUgdmVybG8gc2Ugc2llbnRlIGxhIGZ1ZXJ6YSBkZSBsYSBuYXR1cmFsZXphIQ==
Bz8vDQ,,VGhlIHdhdGVybWVsb25zIGFuZCB0b21hdG9lcyBhcmUgc28gZGVsaWNpb3VzLCBJIGVuZGVkIHVwIGVhdGluZyBhIGxvdCB3aXRob3V0IHJlYWxpemluZyE=,,,,,QXMgbWVsYW5jaWFzIGUgb3MgdG9tYXRlcyBzw6NvIHTDo28gZGVsaWNpb3NvcyBxdWUgYWNhYmVpIGNvbWVuZG8gZGVtYWlzIQ==,,wqFMYXMgc2FuZMOtYXMgeSBsb3MgdG9tYXRlcyBlc3TDoW4gdGFuIHJpY29zIHF1ZSBhbCBmaW5hbCBoZSBjb21pZG8gZGUgbcOhcyE=
CD8vDQ,,Q2xpY2shIFdvdywgdGhhdCB3YXMgYSBnb29kIHNob3Qh,,,,,VGljISBNYW5kb3UgYmVtIG5hIGZvdG8h,,wqFDbGljayEgwqFUZSBzYWxpw7MgZ2VuaWFsIGxhIGZvdG8h
CT8vDQ,,VGhpcyBpcyBNZWxvcmluZy4gSXQncyBub3QgYSBXYXRlcm1lbG9uIFBvcmluZywgeW91IGNhbid0IGJ1bGx5IGl0IQ==,,,,,RXNzZSDDqSBvIE1lbG9yaW5nLiBOw6NvIMOpIHVtIFBvcmluZyBNZWxhbmNpYSwgZW50w6NvIG7Do28gcGVydHVyYmUh,,RXN0ZSBlcyBNZWxvcmluZy4gTm8gZXMgdW4gUG9yaW5nIFNhbmTDrWEsIMKhbm8gbGUgbW9sZXN0ZXMh
Cj8vDQ,,TWVsb3Jpbmc=,,,,,TWVsb3Jpbmc=,,TWVsb3Jpbmc=
Cz8vDQ,,TWVsby1tZWxvIOKZqg==,,,,,TWVsby1tZWxvIOKZqg==,,TWVsby1tZWxvIOKZqg==
DD8vDQ,,QSB3YXRlcm1lbG9uIGZpZWxkISBJJ20gZXhjaXRlZCE=,,,,,w4kgdW1hIHBsYW50YcOnw6NvIGRlIG1lbGFuY2lhISBRdWUgZW1wb2xnYcOnw6NvIQ==,,wqFFcyB1biBjYW1wbyBkZSBzYW5kw61hcyEgwqFRdcOpIGVtb2Npw7NuIQ==
DT8vDQ,,V2hhdCBhIGh1Z2UgdG9tYXRvISBJJ2xsIGRvIG15IGJlc3QgdG8gaGFydmVzdCBhIGxvdCE=,,,,,UXVlIHRvbWF0ZSBlbm9ybWUhIERhcmVpIG8gbWV1IG1lbGhvciBwYXJhIGNvbGhlciBiYXN0YW50ZSE=,,wqFRdcOpIHRvbWF0ZSB0YW4gZW5vcm1lISDCoUhhcsOpIHRvZG8gbG8gcG9zaWJsZSBwb3IgY29zZWNoYXIgbXVjaMOtc2ltb3Mh
Dj8vDQ,,RHVjayBEb2xs,,,,,Qm9uZWNvIGRlIFBhdG8=,,TXXDsWVjbyBkZSBQYXRv
Dz8vDQ,,R3JhbmRtYQ==,,,,,Vm92w7M=,,QWJ1ZWxh
ED8vDQ,,W0dyYW5kbWFdCkRpZCB0aGUgdG9tYXRvIGhhcnZlc3QgZ28gd2VsbD8gWW91IGhhdmUgdG8gYmUgdmVyeSBjYXJlZnVsIHdoZW4gcGlja2luZyB0aGVtLg==,,,,,W1ZvdsOzXQpBIGNvbGhlaXRhIGRlIHRvbWF0ZSBmb2kgYm9hPyBWb2PDqiBwcmVjaXNhIHRlciBiYXN0YW50ZSBjdWlkYWRvIGFvIGNvbGjDqi1sb3Mu,,W0FidWVsYV0Kwr9RdcOpIHRhbCBsYSBjb3NlY2hhIGRlIHRvbWF0ZXM/IFRpZW5lcyBxdWUgc2VyIG11eSBjdWlkYWRvc28gYWwgcmVjb2dlcmxvcy4=
ET8vDQ,,W0dyYW5kbWFdCk9oISBZb3UgYXJlIGhlcmUgZm9yIHRoZSBGYXJtIEV4cGVyaWVuY2UsIHJpZ2h0PyBZb3UgY2FuIHJlY2VpdmUgdGhlIHF1ZXN0IGZyb20gVmFybXVudC4KQnV0IGJlIGNhcmVmdWwsIHlvdSBjYW4ndCBqb2luIGlmIHlvdSBoYXZlIHRvbyBtYW55IGl0ZW1zIG9uIHlvdXIgaW52ZW50b3J5Lg==,,,,,W1ZvdsOzXQpBaCwgw6khIFZvY8OqIHZlaW8gcGFzc2FyIG8gZGlhIG5hIGZhemVuZGEsIG7Do28gw6k/IFZvY8OqIHBvZGUgcmVjZWJlciBhIG1pc3PDo28gZG8gVmFybXVudC4KTWFzIGN1aWRhZG8sIHZvY8OqIG7Do28gcG9kZSBwYXJ0aWNpcGFyIHNlIHRpdmVyIG11aXRvcyBpdGVucyBubyBpbnZlbnTDoXJpby4=,,W0FidWVsYV0KwqFBaCwgc8OtISBWaW5pc3RlIHBvciBsbyBkZWwgRMOtYSBlbiBsYSBHcmFuamEsIMK/bm8/IFB1ZWRlcyByZWNpYmlyIGxhIG1pc2nDs24gZGUgVmFybXVudC4KUGVybyBjdWlkYWRvLCBubyBwdWVkZXMgcGFydGljaXBhciBzaSB0aWVuZXMgZWwgaW52ZW50YXJpbyBtdXkgbGxlbm8u
Ej8vDQ,,V2F0ZXJtZWxvbiBGYXJtZXI=,,,,,UHJvZHV0b3IgZGUgTWVsYW5jaWE=,,UHJvZHVjdG9yIGRlIFNhbmTDrWFz
Ez8vDQ,,W1dhdGVybWVsb24gRmFybWVyXQpIaSEgRGlkIHlvdSBjb21lIGZvciBoYXJ2ZXN0aW5nPwpJZiB5b3UgaGl0IHRoZSByaXBlIHdhdGVybWVsb24sIHlvdSBjYW4gcGljayBpdCEKR28gYWhlYWQgYW5kIHRyeSE=,,,,,W1Byb2R1dG9yIGRlIE1lbGFuY2lhXQpWb2PDqiB2ZWlvIHBhcmEgYSBjb2xoZWl0YT8KU2Ugdm9jw6ogYWNlcnRhciBhIG1lbGFuY2lhIG1hZHVyYSwgcG9kZSBjb2xow6otbGEhClRlbnRhIGzDoSE=,,W1Byb2R1Y3RvciBkZSBTYW5kw61hc10Kwr9WaW5pc3RlIGEgY29zZWNoYXI/CsKhU2kgbGUgYXRpbmFzIGEgbGEgc2FuZMOtYSBtYWR1cmEsIHB1ZWRlcyBsbGV2w6FydGVsYSEKwqFJbnTDqW50YWxvIQ==
FD8vDQ,,W1dhdGVybWVsb24gRmFybWVyXQpOb3QgZXZlcnlvbmUgY2FuIHBpY2sgd2F0ZXJtZWxvbnMuIEZhcm0gRXhwZXJpZW5jZT8gV2hhdCBpcyB0aGF0PyBPbmx5IHRob3NlIG9uIHRoZSBydW4gY2FuIGhhcnZlc3QgdGhlbS4KRGlkIHlvdSBrbm93IHlvdSBjYW4ndCBjYXJyeSB0b28gbWFueSBpdGVtcyBvbiB5b3VyIGludmVudG9yeT8gUHJlcGFyZSB5b3Vyc2VsZiBieSB0aGVuLg==,,,,,W1Byb2R1dG9yIGRlIE1lbGFuY2lhXQpOZW0gdG9kbyBtdW5kbyBjb25zZWd1ZSBjb2xoZXIgbWVsYW5jaWEuIFVtIERpYSBuYSBGYXplbmRhPyBPIHF1ZSDDqSBpc3NvPyBTw7MgcXVlbSBlbnRyYSBlbSBhw6fDo28gcG9kZSBjb2xow6otbGFzLgpTYWJpYSBxdWUgdm9jw6ogbsOjbyBwb2RlIGNhcnJlZ2FyIG11aXRvcyBpdGVucyBubyBpbnZlbnTDoXJpbz8gUHJlcGFyZS1zZSBhbnRlcyBkZSB2aXIu,,W1Byb2R1Y3RvciBkZSBTYW5kw61hc10KTm8gdG9kYSBsYSBnZW50ZSBwdWVkZSBjb3NlY2hhciBzYW5kw61hcy4gwr9VbiBEw61hIGVuIGxhIEdyYW5qYT8gwr9RdcOpIGVzIGVzbz8gU29sbyBsb3MgcXVlIGVudHJhbiBlbiBhY2Npw7NuIHB1ZWRlbiBjb3NlY2hhci4Kwr9TYWLDrWFzIHF1ZSBubyBwdWVkZXMgbGxldmFyIG11Y2hvcyBvYmpldG9zIGVuIGVsIGludmVudGFyaW8/IFByZXDDoXJhdGUgYW50ZXMgZGUgdmVuaXIu
FT8vDQ,,Tm90aWNlIEJvYXJk,,,,,UXVhZHJvIGRlIEF2aXNvcw==,,VGFibMOzbiBkZSBBbnVuY2lvcw==
Fj8vDQ,,IDwtIE1vdW50IEFzbyAgIEt1bWFtb3RvIENhc3RsZSAvXCA=,,,,,IDwtIE1vbnRlIEFzbyAgIENhc3RlbG8gZGUgS3VtYW1vdG8gL1wg,,IDwtIE1vbnRlIEFzbyAgIENhc3RpbGxvIGRlIEt1bWFtb3RvIC9cIA==
Fz8vDQ,,IC9cIEt1bWFtb3RvIENhc3RsZSAgIExha2UgS3Vzc2hhcm8gIDo+IA==,,,,,IC9cIENhc3RlbG8gZGUgS3VtYW1vdG8gICBMYWdvIEt1c3NoYXJvICAtPiA=,,IC9cIENhc3RpbGxvIGRlIEt1bWFtb3RvICAgTGFnbyBLdXNzaGFybyAgLT4g
GD8vDQ,,IFwvIFRvbWF0byBGaWVsZCAgIFdhdGVybWVsb24gRmllbGQgXC8g,,,,,IFwvIFBsYW50YcOnw6NvIGRlIFRvbWF0ZSAgIFBsYW50YcOnw6NvIGRlIE1lbGFuY2lhIFwvIA==,,IFwvIENhbXBvIGRlIFRvbWF0ZXMgICBDYW1wbyBkZSBTYW5kw61hcyBcLyA=
GT8vDQ,,IC9cIE1vdW50IEFzbw==,,,,,IC9cIE1vbnRlIEFzbw==,,IC9cIE1vbnRlIEFzbw==
Gj8vDQ,,V2F0ZXJtZWxvbiBGaWVsZCAgLT4g,,,,,UGxhbnRhw6fDo28gZGUgTWVsYW5jaWEgIC0+IA==,,Q2FtcG8gZGUgU2FuZMOtYXMgIC0+IA==
Gz8vDQ,,IDwtIFRvbWF0byBGaWVsZA==,,,,,IDwtIFBsYW50YcOnw6NvIGRlIFRvbWF0ZQ==,,IDwtIENhbXBvIGRlIFRvbWF0ZXM=
HD8vDQ,,VG9tYXRvIEZpZWxkIFwvIA==,,,,,UGxhbnRhw6fDo28gZGUgVG9tYXRlIFwvIA==,,Q2FtcG8gZGUgVG9tYXRlcyBcLyA=
HT8vDQ,,IFwvIFdhdGVybWVsb24gRmllbGQ=,,,,,IFwvIFBsYW50YcOnw6NvIGRlIE1lbGFuY2lh,,IFwvIENhbXBvIGRlIFNhbmTDrWFz
Hj8vDQ,,IDwtIE1hbiAgICAgV29tYW4gIC0+IA==,,,,,IDwtIEhvbWVtICAgICBNdWxoZXIgIC0+IA==,,IDwtIEhvbWJyZSAgICAgTXVqZXIgIC0+IA==
Hz8vDQ,,V2F0ZXJtZWxvbg==,,,,,TWVsYW5jaWE=,,U2FuZMOtYQ==
ID8vDQ,,VGhlIHRhc3R5LWxvb2tpbmcgS3VtYW1vdG8gd2F0ZXJtZWxvbnMgYXJlIHJpcGUgZm9yIHBpY2tpbmcuCldoaWNoIG9uZSBzaG91bGQgSSBoYXJ2ZXN0Pw==,,,,,QXMgZGVsaWNpb3NhcyBtZWxhbmNpYXMgZGUgS3VtYW1vdG8gZXN0w6NvIG1hZHVyYXMgZSBwcm9udGFzIHBhcmEgYSBjb2xoZWl0YS4gUXVhbCBkZWxhcyBkZXZvIGNvbGhlcj8=,,TGFzIGRlbGljaW9zYXMgc2FuZMOtYXMgZGUgS3VtYW1vdG8gZXN0w6FuIG1hZHVyYXMgeSBsaXN0YXMgcGFyYSBjb3NlY2hhci4gwr9DdcOhbCBkZWJlcsOtYSBjb2dlcj8=
IT8vDQ,,U21hbGwgV2F0ZXJtZWxvbg==,,,,,TWVsYW5jaWEgUGVxdWVuYQ==,,U2FuZMOtYSBQZXF1ZcOxYQ==
Ij8vDQ,,QmlnIFdhdGVybWVsb24=,,,,,TWVsYW5jaWEgR3JhbmRl,,U2FuZMOtYSBHcmFuZGU=
Iz8vDQ,,RnJlc2ggV2F0ZXJtZWxvbiB3aXRoIFZpbmVz,,,,,TWVsYW5jaWEgRnJlc2NhIGNvbSBWaWRlaXJhcw==,,U2FuZMOtYSBGcmVzY2EgY29uIFJhbWE=
JD8vDQ,,SSBjaG9zZSBhIHdhdGVybWVsb24gd2l0aCBhIHNpemUgdGhhdCBmaXRzIHBlcmZlY3RseSBpbiBteSBoYW5kcy4=,,,,,RXNjb2xoaSB1bWEgbWVsYW5jaWEgcXVlIGNhYmUgYmVtIG5hIHBhbG1hIGRhIG3Do28u,,RWxlZ8OtIHVuYSBzYW5kw61hIHF1ZSBjYWJlIGJpZW4gZW4gbGEgcGFsbWEgZGUgbGEgbWFuby4=
JT8vDQ,,SSdtIHNvIGZ1bGwhIEkgdGhvdWdodCBpdCB3YXMgc21hbGwsIGJ1dCBpdCB3YXMgYmV0dGVyIHRoYW4gZXhwZWN0ZWQh,,,,,RXN0b3Ugc2F0aXNmZWl0byEgRXNzYSBlcmEgcGVxdWVuYSwgbWFzIG1lbGhvciBkbyBxdWUgZXNwZXJhdmEh,,wqFFc3RveSBzYXRpc2ZlY2hvISBFcmEgcGVxdWXDsWEsIMKhcGVybyBtZWpvciBkZSBsbyBxdWUgZXNwZXJhYmEh
Jj8vDQ,,T2gsIGl0IGxvb2tzIHRvbyBsaWdodC4uLiBTaGFsbCBJIGNob29zZSBhbm90aGVyIHdhdGVybWVsb24/,,,,,QWgsIGVzc2EgbWVsYW5jaWEgcGFyZWNlIGxldmUgZGVtYWlzLi4uIEVzY29saG8gb3V0cmE/,,QXksIGVzdGEgc2FuZMOtYSBzZSBzaWVudGUgbXV5IGxpZ2VyYS4uLiDCv0VsaWpvIG90cmE/
Jz8vDQ,,VGhlIHdhdGVybWVsb24gSSBjaG9zZSByZWFsbHkgcGxlYXNlZCBtZS4KWW91IGNhbiBzbWVsbCB0aGUgZnJlc2ggc2NlbnQgZnJvbSBpdHMgcGVlbCE=,,,,,QSBtZWxhbmNpYSBxdWUgZXNjb2xoaSBtZSBhZ3JhZG91IG11aXRvLgpEw6EgcHJhIHNlbnRpciBvIGFyb21hIHN1YXZlIGRlIHN1YSBjYXNjYSE=,,TGEgc2FuZMOtYSBxdWUgZWxlZ8OtIG1lIGd1c3TDsyBtdWNoby4KwqFTZSBzaWVudGUgZWwgYXJvbWEgc3VhdmUgZGUgc3UgY8Ohc2NhcmEh
KD8vDQ,,SSBjaG9zZSBhIGZyZXNoIHdhdGVybWVsb24gd2l0aCB2aW5lcy4=,,,,,RXNjb2xoaSB1bWEgbWVsYW5jaWEgZnJlc2NhIGNvbSB2aWRlaXJhcy4=,,RWxlZ8OtIHVuYSBzYW5kw61hIGZyZXNjYSBjb24gcmFtYXMu
KT8vDQ,,VGhlIHZpbmVzIGFyZSBvZiBzdWNoIGEgdmlicmFudCBncmVlbiBhbmQgdGhlIGZydWl0IGxvb2tzIHNvIGZyZXNoISBJIGxpa2UgaXQh,,,,,QXMgdmlkZWlyYXMgc8OjbyBkZSB1bSB2ZXJkZSB0w6NvIHZpdm8gZSBhIG1lbGFuY2lhIHBhcmVjZSBiZW0gZnJlc2NhISBHb3N0ZWkh,,wqFMYXMgcmFtYXMgZXN0w6FuIGRlIHVuIHZlcmRlIHRhbiB2aXZvIHkgbGEgc2FuZMOtYSBzZSB2ZSBzw7pwZXIgZnJlc2NhISDCoU1lIGd1c3RhIQ==
Kj8vDQ,,SGV5ISBUaGUgZHJpZWQgd2F0ZXJtZWxvbiBpcyBkZWxpY2lvdXMu,,,,,RWkhIEEgbWVsYW5jaWEgc2VjYSDDqSB1bWEgZGVsw61jaWEu,,wqFPeWUhIExhIHNhbmTDrWEgc2VjYSBlc3TDoSByaXF1w61zaW1hLg==
Kz8vDQ,,U2hvdWQgSSBmb2xsb3cgdGhlIGZhcm1lcidzIGFkdmljZSBhbmQgY2hvb3NlIGFub3RoZXIgd2F0ZXJtZWxvbj8=,,,,,U2lnbyBhIG9waW5pw6NvIGRvIGZhemVuZGVpcm8gZSBlc2NvbGhvIG91dHJhIG1lbGFuY2lhPw==,,wr9IYWdvIGNhc28gYWwgZ3Jhbmplcm8geSBlbGlqbyBvdHJhIHNhbmTDrWE/
LD8vDQ,,VGFwIHRoZSBmcnVpdA==,,,,,QXBhbHBhciBhIGZydXRh,,VG9jYXIgbGEgZnJ1dGE=
LT8vDQ,,Q3V0IHRoZSB2aW5lIHdpdGggc2Npc3NvcnM=,,,,,Q29ydGFyIGEgdmlkZWlyYSBjb20gdGVzb3VyYQ==,,Q29ydGFyIGxhIHJhbWEgY29uIHRpamVyYXM=
Lj8vDQ,,SnVzdCBoaXQgaXQ=,,,,,RGFyIHVtIHRhcGEgZm9ydGU=,,RGFybGUgdW4gZ29scGUgZnVlcnRl
Lz8vDQ,,SSBzaG91bGQgdGFwIHRoZSB3YXRlcm1lbG9uIGJlZm9yZSBwaWNraW5nIGl0IQ==,,,,,UHJlY2lzbyBhcGFscGFyIGEgbWVsYW5jaWEgYW50ZXMgZGUgY29saGVyIQ==,,wqFUZW5nbyBxdWUgcGFscGFyIGxhIHNhbmTDrWEgYW50ZXMgZGUgY29zZWNoYXJsYSE=
MD8vDQ,,QnViYmxlISBUaGUgd2F0ZXJtZWxvbiBtYWRlIGEgZnVubnkgc291bmQgd2hlbiBoYXJ2ZXN0ZWQu,,,,,R2x1YiEgQSBtZWxhbmNpYSBmZXogdW0gc29tIGVuZ3Jhw6dhZG8gcXVhbmRvIGEgY29saGku,,wqFHbHViISBMYSBzYW5kw61hIGhpem8gdW4gc29uaWRvIGdyYWNpb3NvIGN1YW5kbyBsYSBjb2dpLg==
MT8vDQ,,VWgtb2gsIHlvdSBzaG91bGRuJ3QgdGFwIGEgd2F0ZXJtZWxvbiBpZiB5b3UncmUgbm90IGdvaW5nIHRvIHBpY2sgaXQh,,,,,T3BhLCB2b2PDqiBuw6NvIGRldmlhIGFwYWxwYXIgYSBtZWxhbmNpYSBzZSBuw6NvIGZvciBjb2xow6otbGEh,,wqFVcHMhIMKhTm8gZGViZXLDrWFzIG1hbm9zZWFyIGxhIHNhbmTDrWEgc2kgbm8gbGEgdmFzIGEgY29zZWNoYXIh
Mj8vDQ,,SSBnb3Qgc2NvbGRlZC4uLiBMZXQncyB0cnkgYWdhaW4u,,,,,TGV2ZWkgYnJvbmNhLi4uIFZhbW9zIHRlbnRhciBkZSBub3ZvLg==,,TWUgcmVnYcOxYXJvbi4uLiBWYW1vcyBhIGludGVudGFybG8gb3RyYSB2ZXou
Mz8vDQ,,SSBjdXQgdGhlIHZpbmUgd2l0aCBzY2lzc29ycy4KUGlja2luZyB3YXRlcm1lbG9uIGlzbid0IHRoYXQgZGlmZmljdWx0IQ==,,,,,Q29ydGVpIGEgdmlkZWlyYSBjb20gdGVzb3VyYS4KQ29saGVyIG1lbGFuY2lhIG7Do28gw6kgdMOjbyBkaWbDrWNpbCBhc3NpbSE=,,Q29ydMOpIGxhIHJhbWEgY29uIGxhcyB0aWplcmFzLgrCoUNvc2VjaGFyIHNhbmTDrWFzIG5vIGVzIHRhbiBkaWbDrWNpbCE=
ND8vDQ,,T2ggbm8hIEkgY291bGRuJ3QgY29udHJvbCBteSBzdHJlbmdodCBhbmQgY3J1c2hlZCB0aGUgd2F0ZXJtZWxvbi4gTGV0J3MgdHJ5IGFnYWluLg==,,,,,QWgsIG7Do28hIE7Do28gY29uc2VndWkgY29udHJvbGFyIGEgbWluaGEgZm9yw6dhIGUgYSBtZWxhbmNpYSBzZSBwYXJ0aXUuIFZhbW9zIHRlbnRhciBkZSBub3ZvLg==,,wqFOb29vISBObyBjb25zZWd1w60gbWVkaXIgbWkgZnVlcnphIHkgbGEgc2FuZMOtYSBzZSBwYXJ0acOzLiBJbnRlbnTDqW1vc2xvIG90cmEgdmV6Lg==
