ILTjAQ,,RWxpc2U=,,,,,TGlsaQ==,,RWxpc2U=
hbTjAQ,,W0VsaXNlXQpeRUUwMDAwUHVyY2hhc2UgdGhlIDI0LWhvdXIgQnViYmxlIEd1bSBlZmZlY3Qgc2VydmljZSB3aXRoIDEwIE55YW5ndmluZS5eMDAwMDAwCl5FRTAwMDBUaGUgYWJvdmUgZXhjaGFuZ2VkIGl0ZW1zIGFyZSBub3Qgc3ViamVjdCB0byBzdWJzY3JpcHRpb24gd2l0aGRyYXdhbCwgYW5kIHJlZnVuZCBpcyBhbHNvIG5vdCBwb3NzaWJsZS4gRG8geW91IHdhbnQgdG8gY29udGludWU/XjAwMDAwMA==,,,,,W0xpbGldCl5FRTAwMDBTZXLDoSBjb2JyYWRvIDEweCBNaWF1TWlhdSBwYXJhIGF0aXZhciBhIEdvbWEgZGUgTWFzY2FyICgyNGgpLl4wMDAwMDAKXkVFMDAwME7Do28gaGF2ZXLDoSByZXN0aXR1acOnw6NvIGRlc3NlIHZhbG9yLiBEZXNlamEgY29udGludWFyP14wMDAwMDA=,,W0VsaXNlXQpeRUUwMDAwQ29tcHJhciBlbCBzZXJ2aWNpbyBkZSBlZmVjdG8gR29tYSBkZSBtYXNjYXIgZGUgMjQgaG9yYXMgY29uIDEwIE1pYXVmcnV0b3MuXjAwMDAwMApeRUUwMDAwTG9zIG9iamV0b3MgcXVlIHlhIHNlIGhheWFuIGNhbmplYWRvIG5vIGFkbWl0ZW4gY2FuY2VsYWNpw7NuIGRlIGxhIHN1c2NyaXBjacOzbiBuaSByZWVtYm9sc28uIMK/UXVpZXJlcyBjb250aW51YXI/XjAwMDAwMA==
hrTjAQ,,S2VlcCBnb2luZw==,,,,,Q29udGludWFy,,Q29udGludWFyLg==
h7TjAQ,,Q2FuY2Vs,,,,,UGFyYXI=,,Q2FuY2VsYXIu
iLTjAQ,,W0VsaXNlXQpXaGVuZXZlciB5b3UgbmVlZCBtZSwganVzdCByaW5nIHRoZSBiZWxsISBJJ2xsIGNvbWUgcnVubmluZyBhbnl0aW1lLCBhbnl3aGVyZSE=,,,,,W0xpbGldClPDqXJpbz8gRW50w6NvLCBzZSB2b2PDqiBwcmVjaXNhciBkZSBtaW0sIGJhc3RhIHRvY2FyIG8gc2lubyE=,,W0VsaXNlXQpDdWFuZG8gbWUgbmVjZXNpdGVzLCDCoXRvY2EgbGEgY2FtcGFuYSEgwqFDb3JyZXLDqSBhIGF5dWRhcnRlIGVuIGN1YWxxdWllciBtb21lbnRvIHkgZW4gY3VhbHF1aWVyIGx1Z2FyIQ==
ibTjAQ,,W0VsaXNlXQpZZXN+fiBUaGVuLCBJIHdpbGwgcHJvdmlkZSB5b3Ugd2l0aCB0aGUgQnViYmxlIEd1bSBlZmZlY3Qgc2VydmljZS4geWFwISEh,,,,,W0xpbGldCkNlcnRvfn4gRW50w6NvLCB2b3UgYXBsaWNhciBvIGVmZWl0byBkYSBHb21hIGRlIE1hc2NhciAoMjRoKS4gWWF5ISEh,,W0VsaXNlXQrCoVPDrX4hIFRlIGRhcsOpIHVuIHNlcnZpY2lvIGRlIGVmZWN0byBHb21hIGRlIG1hc2Nhci4gwqFZYXAh
irTjAQ,,W0VsaXNlXQpHZXQgbG90cyBvZiBnb29kIGl0ZW1zISBJZiB5b3UgZ2V0IGEgcHJldHR5IGl0ZW0sIHBsZWFzZSBzaGFyZSBpdCB3aXRoIG1lfg==,,,,,W0xpbGldCkVzcGVybyBxdWUgdm9jw6ogZGVycnViZSBiYXN0YW50ZSBpdGVucyBkb3MgbW9uc3Ryb3N+,,W0VsaXNlXQrCoUNvbnNpZ3VlIG11Y2hvcyBvYmpldG9zIGdlbmlhbGVzISBTaSBlbmN1ZW50cmFzIGFsZ28gYm9uaXRvLCBkw6FtZWxvIHRhbWJpw6lufi4=
i7TjAQ,,W0VsaXNlXQpNYXN0ZXIsIG1hc3Rlcj8gWW91J3JlIGN1cnJlbnRseSB1bmRlciBeMDAwMENEQnViYmxlIEd1bSBlZmZlY3ReMDAwMDAwLg==,,,,,W0xpbGldCkNoZWZlPyBDaGVmZSwgXjAwMDBDRHZvY8OqIGrDoSBlc3TDoSBzb2IgZWZlaXRvIGRhIEdvbWEgZGUgTWFzY2FyXjAwMDAwMC4gVm9jw6ogcXVlciByZWNlYmVyIG8gZWZlaXRvIGRlICgyNGgpIG1lc21vIGFzc2ltPw==,,W0VsaXNlXQrCoU95ZSwgb3llISBBY3R1YWxtZW50ZSB0aWVuZXMgYWN0aXZvIGVsIF4wMDAwQ0RlZmVjdG8gR29tYSBkZSBtYXNjYXJeMDAwMDAwLg==
jLTjAQ,,W0VsaXNlXQpXZSBjYW4gcHJvdmlkZSBhIG5ldyBzZXJ2aWNlLCBidXQgdGhlIF4wMDAwQ0RleGlzdGluZyBlZmZlY3QgYW5kIGR1cmF0aW9uIHdpbGwgYmUgZGVsZXRlZF4wMDAwMDAuIEl0J3MgYSBiaXQgb2YgYSB3YXN0ZS4gTm8sIGl0J3Mgc3VjaCBhIHdhc3RlIQ==,,,,,W0xpbGldCkV1IHBvc3NvIHByb3ZpZGVuY2lhciBvIGVmZWl0byBkZSAoMjRoKSwgbWFzIG8gYsO0bnVzIGF0dWFsIF4wMDAwQ0RzZXLDoSBwZXJkaWRvXjAwMDAwMCBwb3IgY29udGEgZGEgbm92YSBkdXJhw6fDo28hISE=,,W0VsaXNlXQpQb2RlbW9zIGFjdGl2YXIgdW4gbnVldm8gc2VydmljaW8sIHBlcm8gZWwgXjAwMDBDRGVmZWN0byB5IGxhIGR1cmFjacOzbiBhY3R1YWxlcyBzZSBlbGltaW5hcsOhbl4wMDAwMDAuIENyZW8gcXVlIGVzIHVuIGRlc3BlcmRpY2lvLiBObywgwqFlcyB1biBncmFuIGRlc3BlcmRpY2lvIQ==
jbTjAQ,,TmV2ZXIgbWluZA==,,,,,RGVzaXN0aXI=,,TWVqb3Igb2x2w61kYWxvLg==
jrTjAQ,,W0VsaXNlXQpZZXMuIFdlbGwgdGhvdWdodCBvdXQuIFdlbGwsIEknbGwgc2VlIHlvdSBhZ2FpbiBpbiBhIGJpdCE=,,,,,W0xpbGldCkNlcnRvLiBCZW0gcGVuc2FkbyEgUXVhbHF1ZXIgY29pc2EsIHNvZSBvIHNpbm8h,,W0VsaXNlXQpTw60uIEJpZW4gcGVuc2Fkby4gQnVlbm8sIMKhbm9zIHZlbW9zIGVuIHVuIHJhdG8h
j7TjAQ,,W0VsaXNlXQpZZXN+fiBUaGVuLCBJIHdpbGwgcHJvdmlkZSB5b3Ugd2l0aCB0aGUgQnViYmxlIEd1bSBlZmZlY3Qgc2VydmljZS4geWFwISEh,,,,,W0xpbGldCkNlcnRvfn4gRW50w6NvLCBlZmVpdG8gZGEgR29tYSBkZSBNYXNjYXIgKDI0aCkuLi4gQVRJVkFSLiBZYXkhISE=,,W0VsaXNlXQrCoVPDrX4hIFRlIGRhcsOpIHVuIHNlcnZpY2lvIGRlIGVmZWN0byBHb21hIGRlIG1hc2Nhci4gwqFZYXAh
kLTjAQ,,W0VsaXNlXQpHZXQgbG90cyBvZiBnb29kIGl0ZW1zIQ==,,,,,W0xpbGldCkJvYSBjb2xldGEh,,W0VsaXNlXQrCoUNvbnNpZ3VlIG11Y2hvcyBvYmpldG9zIGdlbmlhbGVzIQ==
kbTjAQ,,W0VsaXNlXQpNYXN0ZXIsIHRoZSBeMDAwMENETnlhbmd2aW5lcyB5b3UgY3VycmVudGx5IGhhdmUgaXMgbm90IGVub3VnaF4wMDAwMDAuIFBsZWFzZSBjaGVjayB0aGUgcXVhbnRpdHkgYW5kIGNvbWUgYmFjayB0byBtZS4=,,,,,W0xpbGldCkNoZWZlLCB2b2PDqiBlc3TDoSBzZW0gXjAwMDBDRE1pYXVNaWF1XjAwMDAwMC4gUG9yIGZhdm9yLCByZXZlamEgc2V1IGludmVudMOhcmlvIGUgdGVudGUgbm92YW1lbnRlLg==,,W0VsaXNlXQpBeSwgXjAwMDBDRG5vIHRpZW5lcyBzdWZpY2llbnRlcyBNaWF1ZnJ1dG9zXjAwMDAwMC4gUmV2aXNhIGxhIGNhbnRpZGFkIHkgdnVlbHZlLg==
krTjAQ,,W0VsaXNlXQpeRUUwMDAwUHVyY2hhc2UgdGhlIDI0LWhvdXIgSk9CIENvbWJhdCBNYW51YWwgZWZmZWN0IHNlcnZpY2Ugd2l0aCAxMCBOeWFuZ3ZpbmUuXjAwMDAwMApeRUUwMDAwVGhlIGFib3ZlIGV4Y2hhbmdlZCBpdGVtcyBhcmUgbm90IHN1YmplY3QgdG8gc3Vic2NyaXB0aW9uIHdpdGhkcmF3YWwsIGFuZCByZWZ1bmQgaXMgYWxzbyBub3QgcG9zc2libGUuIERvIHlvdSB3YW50IHRvIGNvbnRpbnVlP14wMDAwMDA=,,,,,W0xpbGldCl5FRTAwMDAwU2Vyw6EgY29icmFkbyAxMHggTWlhdU1pYXUgcGFyYSBhdGl2YXIgbyBNYW51YWwgZGUgQ2xhc3NlICgyNGgpLl4wMDAwMDAKXkVFMDAwME7Do28gaGF2ZXLDoSByZXN0aXR1acOnw6NvIGRlc3NlIHZhbG9yLiBEZXNlamEgY29udGludWFyP14wMDAwMDA=,,W0VsaXNlXQpeRUUwMDAwQ29tcHJhciBlbCBzZXJ2aWNpbyBkZSBlZmVjdG8gTWFudWFsIGRlIGJhdGFsbGEgZGUgbGEgY2xhc2UgZGUgMjQgaG9yYXMgY29uIDEwIE1pYXVmcnV0b3MuXjAwMDAwMApeRUUwMDAwTG9zIG9iamV0b3MgcXVlIHlhIHNlIGhheWFuIGNhbmplYWRvIG5vIGFkbWl0ZW4gY2FuY2VsYWNpw7NuIGRlIGxhIHN1c2NyaXBjacOzbiBuaSByZWVtYm9sc28uIMK/UXVpZXJlcyBjb250aW51YXI/XjAwMDAwMA==
k7TjAQ,,W0VsaXNlXQpZZXN+fiBUaGVuLCBJIHdpbGwgcHJvdmlkZSB5b3Ugd2l0aCB0aGUgSk9CIG1hbnVhbCBlZmZlY3Qgc2VydmljZS4geWFwISEh,,,,,W0xpbGldCkNlcnRvfn4gRW50w6NvLCBlZmVpdG8gZG8gTWFudWFsIGRlIENsYXNzZSAoMjRoKS4uLiBBVElWQVIuIFlheSEhIQ==,,W0VsaXNlXQrCoVPDrX4hIFRlIGRhcsOpIHVuIHNlcnZpY2lvIGRlIGVmZWN0byBNYW51YWwgZGUgbGEgY2xhc2UuIMKhWWFwIQ==
lLTjAQ,,W0VsaXNlXQpIYXZlIGEgZ3JlYXQgZXhwZXJpZW5jZSBhbmQgcGxlYXNlIHRlbGwgbWUgbGF0ZXIh,,,,,W0xpbGldCkVzcGVybyBxdWUgdm9jw6ogZXZvbHVhIGJhc3RhbnRlIQ==,,W0VsaXNlXQrCoURpc2Zyw7p0YWxvIHkgZGltZSBkZXNwdcOpcyBxdcOpIHRlIHBhcmVjacOzIQ==
lbTjAQ,,W0VsaXNlXQpNYXN0ZXIsIG1hc3Rlcj8gWW91J3JlIGN1cnJlbnRseSB1bmRlciBeMDAwMENESk9CIE1hbnVhbCBlZmZlY3ReMDAwMDAwLg==,,,,,W0xpbGldCkNoZWZlPyBDaGVmZSwgXjAwMDBDRHZvY8OqIGrDoSBlc3TDoSBzb2IgZWZlaXRvIGRvIE1hbnVhbCBkZSBDbGFzc2VeMDAwMDAwLiBWb2PDqiBxdWVyIHJlY2ViZXIgbyBlZmVpdG8gZGUgKDI0aCkgbWVzbW8gYXNzaW0/,,W0VsaXNlXQrCoU95ZSwgb3llISBBY3R1YWxtZW50ZSB0aWVuZXMgYWN0aXZvIGVsIF4wMDAwQ0RlZmVjdG8gTWFudWFsIGRlIGxhIGNsYXNlXjAwMDAwMC4=
lrTjAQ,,W0VsaXNlXQpXZSBjYW4gcHJvdmlkZSBhIG5ldyBzZXJ2aWNlLCBidXQgdGhlIF4wMDAwQ0RleGlzdGluZyBlZmZlY3QgYW5kIGR1cmF0aW9uIHdpbGwgYmUgZGVsZXRlZF4wMDAwMDAuIEl0J3MgYSBiaXQgb2YgYSB3YXN0ZS4gTm8sIGl0J3Mgc3VjaCBhIHdhc3RlIQ==,,,,,W0xpbGldCkV1IHBvc3NvIHByb3ZpZGVuY2lhciBvIGVmZWl0byBkZSAoMjRoKSwgbWFzIG8gYsO0bnVzIGF0dWFsIF4wMDAwQ0RzZXLDoSBwZXJkaWRvXjAwMDAwMCBwb3IgY29udGEgZGEgbm92YSBkdXJhw6fDo28h,,W0VsaXNlXQpQb2RlbW9zIGFjdGl2YXIgdW4gbnVldm8gc2VydmljaW8sIHBlcm8gZWwgXjAwMDBDRGVmZWN0byB5IGxhIGR1cmFjacOzbiBhY3R1YWxlcyBzZSBlbGltaW5hcsOhbl4wMDAwMDAuIENyZW8gcXVlIGVzIHVuIGRlc3BlcmRpY2lvLiBObywgwqFlcyB1biBncmFuIGRlc3BlcmRpY2lvIQ==
l7TjAQ,,W0VsaXNlXQpZZXMuIFdlbGwgdGhvdWdodCBvdXQuIFdlbGwsIEknbGwgc2VlIHlvdSBhZ2FpbiBpbiBhIGJpdCE=,,,,,W0xpbGldCkNlcnRvLiBCZW0gcGVuc2Fkby4gUXVhbHF1ZXIgY29pc2EsIHNvZSBvIHNpbm8h,,W0VsaXNlXQpTw60uIEJpZW4gcGVuc2Fkby4gQnVlbm8sIMKhbm9zIHZlbW9zIGVuIHVuIHJhdG8h
mLTjAQ,,W0VsaXNlXQpXaGVuZXZlciB5b3UgbmVlZCBtZSwganVzdCByaW5nIHRoZSBiZWxsISBJJ2xsIGNvbWUgcnVubmluZyBhbnl0aW1lLCBhbnl3aGVyZSE=,,,,,W0xpbGldClPDqXJpbz8gRW50w6NvLCBzZSB2b2PDqiBwcmVjaXNhciBkZSBtaW0sIGJhc3RhIHRvY2FyIG8gc2lubyE=,,W0VsaXNlXQpDdWFuZG8gbWUgbmVjZXNpdGVzLCDCoXRvY2EgbGEgY2FtcGFuYSEgwqFDb3JyZXLDqSBhIGF5dWRhcnRlIGVuIGN1YWxxdWllciBtb21lbnRvIHkgZW4gY3VhbHF1aWVyIGx1Z2FyIQ==
mbTjAQ,,W0VsaXNlXQpUaGlzIGlzIGEgc2VydmljZSB0aGF0IGFsbG93cyB5b3UgdG8gcmVzZXQgeW91ciBza2lsbCB0cmVlIG9yIHN0YXR1cyB3aXRoIGEgc21hbGwgYW1vdW50IG9mIE55YW5ndmluZS4=,,,,,W0xpbGldClZvY8OqIHBvZGUgcmVpbmljaWFyIHNldXMgYXRyaWJ1dG9zIGUgaGFiaWxpZGFkZXMgYW8gY3VzdG8gZGUgTWlhdU1pYXUu,,W0VsaXNlXQpFc3RlIHNlcnZpY2lvIHRlIHBlcm1pdGUgcmVzdGFibGVjZXIgdHUgYmFycmEgZGUgaGFiaWxpZGFkZXMgbyB0dXMgYXRyaWJ1dG9zIHBvciB1bmEgcGVxdWXDsWEgY2FudGlkYWQgZGUgTWlhdWZydXRvcy4=
mrTjAQ,,W0VsaXNlXQpUaGUgcHJpY2Ugb2YgXjAwMDBDRFNraWxsIFRyZWUgUmVzZXReMDAwMDAwIGlzIF4wMDAwQ0Q0MCBOeWFuZ3ZpbmVeMDAwMDAwLCB0aGUgcHJpY2Ugb2YgXjAwMDBDRFN0YXR1cyBSZXNldF4wMDAwMDAgaXMgXjAwMDBDRDQ2IE55YW5ndmluZV4wMDAwMDAu,,,,,W0xpbGldCl4wMDAwQ0RSZXNldGFyIGFzIEhhYmlsaWRhZGVzXjAwMDAwMCBjdXN0YSBeMDAwMENENDB4IE1pYXVNaWF1XjAwMDAwMCBlIG8gXjAwMDBDRFJlc2V0IGRlIEF0cmlidXRvc14wMDAwMDAgY3VzdGEgXjAwMDBDRDQ2eCBNaWF1TWlhdV4wMDAwMDAu,,W0VsaXNlXQpFbCBeMDAwMENEcmVzdGFibGVjaW1pZW50byBkZSBsYSBiYXJyYSBkZSBoYWJpbGlkYWReMDAwMDAwIGN1ZXN0YSBeMDAwMENENDAgTWlhdWZydXRvc14wMDAwMDAsIHkgZWwgXjAwMDBDRHJlc3RhYmxlY2ltaWVudG8gZGUgYXRyaWJ1dG9zXjAwMDAwMCBjdWVzdGEgXjAwMDBDRDQ2IE1pYXVmcnV0b3NeMDAwMDAwLg==
m7TjAQ,,W0VsaXNlXQpeRUUwMDAwUmVzZXQgb2NjdXJzIGltbWVkaWF0ZWx5IGFmdGVyIHB1cmNoYXNlLCBhbmQgb25seSBvbmUgc2VydmljZSBpcyBwcm92aWRlZCBhdCBhIHRpbWVeMDAwMDAwLg==,,,,,W0xpbGldCk9zIGRvaXMgc2VydmnDp29zIF5FRTAwMDBhdGl2YW0gYXNzaW0gcXVlIHVzYWRvc14wMDAwMDAuIFBvciBpc3NvLCByZWNvbWVuZGFtb3MgYXRlbsOnw6NvIG5vcyBhdmlzb3MgYSBzZWd1aXIu,,W0VsaXNlXQpeRUUwMDAwRWwgcmVzdGFibGVjaW1pZW50byBzZSBhcGxpY2EgZGUgaW5tZWRpYXRvIHRyYXMgbGEgY29tcHJhIHkgc29sbyBzZSBwdWVkZSB1c2FyIHVuIHNlcnZpY2lvIGEgbGEgdmV6Ll4wMDAwMDAu
nLTjAQ,,W0VsaXNlXQpZb3UgbmVlZCB0byByZW9yZ2FuaXplIHlvdXIgYmVsb25naW5ncyB1bnRpbCB5b3UgaGF2ZSBeMDAwMENEMCBXZWlnaHReMDAwMDAwIGFuZCBeMDAwMENEQ2FydCwgRmFsY29uLCBXYXJnLCBNYWRvZ2VhciwgRHJhZ29uLCBvciBvdGhlciBtb3VudF4wMDAwMDAgbmVlZCB0byBiZSByZW1vdmVkLg==,,,,,W0xpbGldCl4wMDAwQ0RSZW1vdmEgc3VhIE1vbnRhcmlhLCBDYXJyaW5obywgRmFsY8OjbywgV29yZyBvdSBIb211bmN1bHVzXjAwMDAwMCBlIHRlbmhhIF4wMDAwQ0R6ZXJvIGRlIHBlc29eMDAwMDAwLg==,,W0VsaXNlXQpEZWJlcyByZW9yZ2FuaXphciB0dXMgcGVydGVuZW5jaWFzIGhhc3RhIGFsY2FuemFyIF4wMDAwQ0QwIGRlIHBlc28uXjAwMDAwMCBeMDAwMENEVGFtYmnDqW4gZGViZXMgcXVpdGFyIGN1YWxxdWllciBDYXJyZXRhLCBIYWxjw7NuLCBXYXJnLCBNZWNhIG3DoWdpY28sIERyYWfDs24gdSBvdHJhIG1vbnR1cmEuXjAwMDAwMA==
nbTjAQ,,W0VsaXNlXQpTbywgd2hpY2ggc2VydmljZSB3b3VsZCB5b3UgbGlrZSB0byBwdXJjaGFzZT8=,,,,,W0xpbGldCkVudMOjbywgcXVlIHNlcnZpw6dvIHZvY8OqIHF1ZXI/,,W0VsaXNlXQrCv0N1w6FsIHNlcnZpY2lvIHRlIGd1c3RhcsOtYSBjb21wcmFyPw==
nrTjAQ,,UmVzZXQgc2tpbGwgdHJlZQ==,,,,,UmVzZXRhciBIYWJpbGlkYWRlcw==,,UmVzdGFibGVjZXIgYmFycmEgZGUgaGFiaWxpZGFkZXMu
n7TjAQ,,UmVzZXQgU3RhdHVz,,,,,UmVzZXRhciBBdHJpYnV0b3M=,,UmVzdGFibGVjZXIgZXN0YWRvLg==
oLTjAQ,,W0VsaXNlXQpUbyByZXNldCBza2lsbCwgeW91IG5lZWQgdG8gcmVvcmdhbml6ZSB5b3VyIGJlbG9uZ2luZ3MgdW50aWwgeW91IGhhdmUgXjAwMDBDRDAgV2VpZ2h0XjAwMDAwMC4=,,,,,W0xpbGldClBhcmEgcmVpbmljaWFsaXphciBzdWEgw4Fydm9yZSBkZSBIYWJpbGlkYWRlcywgXjAwMDBDRHZvY8OqIHByZWNpc2EgdGVyIFpFUk8gZGUgcGVzb14wMDAwMDAgbm8gc2V1IGludmVudMOhcmlvIGUgZXF1aXBhbWVudG9zLg==,,W0VsaXNlXQpQYXJhIHJlc3RhYmxlY2VyIGxhIGhhYmlsaWRhZCwgZGViZXMgcmVvcmdhbml6YXIgdHVzIHBlcnRlbmVuY2lhcyBoYXN0YSBhbGNhbnphciBeMDAwMENEMCBkZSBwZXNvXjAwMDAwMC4=
obTjAQ,,W0VsaXNlXQpUaGVuLCBiZWZvcmUgcHJvY2VlZGluZyB3aXRoIHJlc2V0dGluZyB0aGUgc2tpbGwgdHJlZSwgSSB3aWxsIGNoZWNrIHRoZSBvd25lcidzIGludmVudG9yeSBhbmQgcHJvY2VlZCBpbW1lZGlhdGVseSE=,,,,,W0xpbGldClZvdSB2ZXJpZmljYXIgc2Ugdm9jw6ogcHJlZW5jaGV1IHRvZG9zIG9zIHJlcXVpc2l0b3Mh,,W0VsaXNlXQpBbnRlcyBkZSBjb250aW51YXIgY29uIGVsIHJlc3RhYmxlY2ltaWVudG8gZGUgbGEgYmFycmEgZGUgaGFiaWxpZGFkLCDCoXJldmlzYXLDqSB0dSBpbnZlbnRhcmlvIHkgcHJvY2VkZXLDqSBkZSBpbm1lZGlhdG8h
orTjAQ,,W0VsaXNlXQpNYXN0ZXIsIHlvdSBjYW4gb25seSBwcm9jZWVkIGlmIHRoZSB3ZWlnaHQgb2YgdGhlIF4wMDAwQ0RpdGVtIGluIHlvdXIgaW52ZW50b3J5IG9yIGVxdWlwcGVkIGlzIDBeMDAwMDAwLiBQbGVhc2Ugb3JnYW5pemUgZXZlcnl0aGluZyBhbmQgY29tZSBiYWNrIHRvIG1lLg==,,,,,W0xpbGldCkNoZWZlLCBwcmVzdGUgYXRlbsOnw6NvLCBeMDAwMENEdm9jw6ogcHJlY2lzYSB0ZXIgWkVSTyBkZSBwZXNvXjAwMDAwMCBwYXJhIHJlc2V0YXIuIFBvciBmYXZvciwgbGltcGUgc2V1IGludmVudMOhcmlvIGUgdGVudGUgbm92YW1lbnRlIQ==,,W0VsaXNlXQpTb2xvIHB1ZWRlcyBjb250aW51YXIgc2kgZWwgcGVzbyBkZSBsb3MgXjAwMDBDRG9iamV0b3MgZW4gdHUgaW52ZW50YXJpbyBvIGVxdWlwYWRvcyBlcyAwXjAwMDAwMC4gT3JnYW5pemEgdG9kbyB5IHJlZ3Jlc2EgY29ubWlnby4=
o7TjAQ,,W0VsaXNlXQpNYXN0ZXIsIHRoZSB3ZWlnaHQgb2YgdGhlIGJlbG9uZ2luZ3MgaW4gdGhlIF4wMDAwQ0RjYXJ0IG11c3QgYmUgdW5kZXIgODAwMF4wMDAwMDAu,,,,,W0xpbGldCkNoZWZlLCBeMDAwMENEc2V1IGNhcnJpbmhvIGRldmUgcGVzYXIgbWVub3MgcXVlIDguMDAwXjAwMDAwMCwgdGVudGUgcmVvcmdhbml6w6EtbG8gZSB2b2x0ZSBtYWlzIHRhcmRlLg==,,W0VsaXNlXQpFbCBwZXNvIGRlIGxvcyBvYmpldG9zIGVuIGVsIF4wMDAwQ0RjYXJybyBkZWJlIHNlciBtZW5vciBhIDgwMDBeMDAwMDAwLg==
pLTjAQ,,W0VsaXNlXQpNYXN0ZXIsIGluIG9yZGVyIHRvIHJlc2V0IHNraWxsLCB5b3UgbmVlZCB0byByZW1vdmUgXjAwMDBDRENhcnQsIEZhbGNvbiwgV2FyZywgTWFkb2dlYXIsIERyYWdvbiwgb3Igb3RoZXIgbW91bnReMDAwMDAwIGZpcnN0Lg==,,,,,W0xpbGldCkNoZWZlLCBwYXJhIHJlc2V0YXIgc3VhcyBoYWJpbGlkYWRlcywgXjAwMDBDRHJlbW92YSBvIENhcnJpbmhvLCBQZWNvUGVjbywgRmFsY8OjbywgV2FyZywgTS5FLkMuSC5BLCBEcmFnw6NvLCBNb250YXJpYV4wMDAwMDAgb3UgbyBxdWUgZm9yLg==,,W0VsaXNlXQpQYXJhIHJlc3RhYmxlY2VyIGxhIGhhYmlsaWRhZCwgcHJpbWVybyBkZWJlcyBxdWl0YXIgZWwgXjAwMDBDRENhcnJvLCBIYWxjw7NuLCBXYXJnLCBNZWNhIG3DoWdpY28sIERyYWfDs24gdSBvdHJhIG1vbnR1cmEuXjAwMDAwMA==
pbTjAQ,,W0VsaXNlXQpUaGVuLCBjb21lIGJhY2sgdG8gbWUgYWZ0ZXIgeW91J3ZlIHJlbW92ZWQgZXZlcnl0aGluZyE=,,,,,W0xpbGldCkVudMOjbywgcG9yIGZhdm9yLCB0ZW50ZSBub3ZhbWVudGUh,,W0VsaXNlXQpSZWdyZXNhIGNvbm1pZ28gY3VhbmRvIGhheWFzIGVsaW1pbmFkbyB0b2RvLg==
prTjAQ,,W0VsaXNlXQpZb3UndmUgb3JnYW5pemVkIHlvdXIgYmVsb25naW5ncyBuZWF0bHkuIFRoZW4sIEkgd2lsbCBnaXZlIHlvdSBhIGJyaWVmIF4wMDAwQ0RjYXV0aW9uXjAwMDAwMCBhbmQgdGhlbiBwcm9jZWVkLg==,,,,,W0xpbGldClNldSBwZXNvIGZvaSB2ZXJpZmljYWRvIGUgZXN0w6EgdHVkbyBjZXJ0by4gRGVpeGUtbWUgZGFyIHVtIF4wMDAwQ0Rhdmlzb14wMDAwMDAgYW50ZXMgZGUgcHJvc3NlZ3Vpcm1vcy4=,,W0VsaXNlXQpUdXMgcGVydGVuZW5jaWFzIHlhIGVzdMOhbiBvcmdhbml6YWRhcy4gwqFBbnRlcyBkZSBjb250aW51YXIsIHNvbG8gdGUgZGFyw6kgdW5hIF4wMDAwQ0RhZHZlcnRlbmNpYV4wMDAwMDAh
p7TjAQ,,W0VsaXNlXQpeRUUwMDAwUHVyY2hhc2UgdGhlIHNraWxsIHRyZWUgcmVzZXQgc2VydmljZSB3aXRoIDQwIE55YW5ndmluZS5eMDAwMDAwCl5FRTAwMDBUaGUgYWJvdmUgZXhjaGFuZ2VkIGl0ZW1zIGFyZSBub3Qgc3ViamVjdCB0byBzdWJzY3JpcHRpb24gd2l0aGRyYXdhbCwgYW5kIHJlZnVuZCBpcyBhbHNvIG5vdCBwb3NzaWJsZS5eMDAwMDAw,,,,,W0xpbGldCl5FRTAwMDBSZXNldGFyIGhhYmlsaWRhZGVzIGN1c3RhIDQweCBNaWF1TWlhdS5eMDAwMDAwCl5FRTAwMDBOw6NvIGhhdmVyw6EgcmVzdGl0dWnDp8OjbyBkZXNzZSB2YWxvci5eMDAwMDAw,,W0VsaXNlXQpeRUUwMDAwQ29tcHJhciBlbCBzZXJ2aWNpbyBkZSByZXN0YWJsZWNpbWllbnRvIGRlIGxhIGJhcnJhIGRlIGhhYmlsaWRhZCBjb24gNDAgTWlhdWZydXRvcy5eMDAwMDAwCl5FRTAwMDBMb3Mgb2JqZXRvcyBxdWUgeWEgc2UgaGF5YW4gY2FuamVhZG8gbm8gYWRtaXRlbiBjYW5jZWxhY2nDs24gZGUgbGEgc3VzY3JpcGNpw7NuIG5pIHJlZW1ib2xzby5eMDAwMDAw
qLTjAQ,,W0VsaXNlXQpeRUUwMDAwVGhlIHNlcnZpY2Ugc3RhcnRzIGltbWVkaWF0ZWx5IHVwb24gcHVyY2hhc2UgYW5kIGlzIHByb3ZpZGVkIG9ubHkgb25jZS5eMDAwMDAw,,,,,W0xpbGldCl5FRTAwMDBBbyBzZWxlY2lvbmFyICdDb250aW51YXInIG8gc2VydmnDp28gc2Vyw6EgcHJlc3RhZG8gaW1lZGlhdGFtZW50ZS5eMDAwMDAw,,W0VsaXNlXQpeRUUwMDAwRWwgc2VydmljaW8gc2UgYWN0aXZhIGRlIGlubWVkaWF0byB0cmFzIGxhIGNvbXByYSB5IHNvbG8gcHVlZGVzIGNvbXByYXJsbyB1bmEgdmV6Ll4wMDAwMDA=
