YCMkAw,,S2VsbGFzdXM=,,,,,S2VsbGFzdXM=,,S2VsbGFzdXM=
tCMkAw,,W3swfV0KSWYgd2UgY29udGludWUgc3VjaCByZXNlYXJjaCwgd291bGRuJ3Qgd2UgZGlzY292ZXIgd2F5cyB0byBzYXZlIHBlb3BsZQp3aG8gd291bGQgb3RoZXJ3aXNlIGRpZSwgZXZlbiBpZiBjdXJyZW50bHkgaW1wb3NzaWJsZT8=,,,,,W3swfV0KU2UgY29udGludWFybW9zIHRhbCBwZXNxdWlzYSwgbsOjbyBkZXNjb2JyaXLDrWFtb3MgbWFuZWlyYXMgZGUgc2FsdmFyIHBlc3NvYXMKcXVlIGRlIG91dHJhIGZvcm1hIG1vcnJlcmlhbSwgbWVzbW8gcXVlIGF0dWFsbWVudGUgaW1wb3Nzw612ZWw/,,W3swfV0KU2kgY29udGludWFtb3MgdGFsIGludmVzdGlnYWNpw7NuLCDCv25vIGRlc2N1YnJpcsOtYW1vcyBtYW5lcmFzIGRlIHNhbHZhciBhIHBlcnNvbmFzCnF1ZSBkZSBvdHJhIGZvcm1hIG1vcmlyw61hbiwgYXVucXVlIGFjdHVhbG1lbnRlIHNlYSBpbXBvc2libGU/
tSMkAw,,W0tlbGxhc3VzXQpUaGF0IGlzIGh1bWFuIGFycm9nYW5jZS4gSnVkZ2luZyBldmVyeXRoaW5nIGJ5IGh1bWFuIHN0YW5kYXJkcwphbmQgdHJhbXBsaW5nIG9uIHRoZSBwcmVjaW91c25lc3Mgb2Ygb3RoZXIgbGl2ZXMhIFRoYXQgaXMgdW5mb3JnaXZhYmxlLg==,,,,,W0tlbGxhc3VzXQpJc3NvIMOpIGFycm9nw6JuY2lhIGh1bWFuYS4gSnVsZ2FyIHR1ZG8gcGVsb3MgcGFkcsO1ZXMgaHVtYW5vcwplIHBpc290ZWFyIGEgcHJlY2lvc2lkYWRlIGRlIG91dHJhcyB2aWRhcyEgSXNzbyDDqSBpbXBlcmRvw6F2ZWwu,,W0tlbGxhc3VzXQpFc28gZXMgYXJyb2dhbmNpYSBodW1hbmEuIMKhSnV6Z2FyIHRvZG8gc2Vnw7puIGxvcyBlc3TDoW5kYXJlcyBodW1hbm9zCnkgcGlzb3RlYXIgZWwgdmFsb3IgZGUgb3RyYXMgdmlkYXMhIEVzbyBlcyBpbXBlcmRvbmFibGUu
tiMkAw,,W3swfV0KV2UgYXJlIGh1bWFucy4gSXQncyBpbmV2aXRhYmxlIHRoYXQgaHVtYW5zIHByaW9yaXRpemUgaHVtYW5zLgpFdmVuIGlmIHRoZXJlIGlzIHNhY3JpZmljZSBvZiBsaWZlIGluIHRoZSByZXNlYXJjaCBzdGFnZSwKSSB0aGluayB3ZSBzaG91bGQgY29uc2lkZXIgaXQgYSBzdGVwcGluZyBzdG9uZSB0byBwcmV2ZW50IHN1Y2ggc2FjcmlmaWNlIGluIHRoZSBmdXR1cmUu,,,,,W3swfV0KU29tb3MgaHVtYW5vcy4gw4kgaW5ldml0w6F2ZWwgcXVlIGh1bWFub3MgcHJpb3JpemVtIGh1bWFub3MuCk1lc21vIHF1ZSBoYWphIHNhY3JpZsOtY2lvIGRlIHZpZGEgbm8gZXN0w6FnaW8gZGUgcGVzcXVpc2EsCmFjaG8gcXVlIGRldmVyw61hbW9zIGNvbnNpZGVyw6EtbG8gdW0gdHJhbXBvbGltIHBhcmEgZXZpdGFyIHRhbCBzYWNyaWbDrWNpbyBubyBmdXR1cm8u,,W3swfV0KU29tb3MgaHVtYW5vcy4gRXMgaW5ldml0YWJsZSBxdWUgbG9zIGh1bWFub3MgcHJpb3JpY2VuIGEgbG9zIGh1bWFub3MuCkluY2x1c28gc2kgaGF5IHNhY3JpZmljaW8gZGUgdmlkYSBlbiBsYSBldGFwYSBkZSBpbnZlc3RpZ2FjacOzbiwKY3JlbyBxdWUgZGViZXLDrWFtb3MgY29uc2lkZXJhcmxvIHVuIHRyYW1wb2zDrW4gcGFyYSBldml0YXIgdGFsIHNhY3JpZmljaW8gZW4gZWwgZnV0dXJvLg==
tyMkAw,,W3swfV0KU2luY2Ugd2UgY2Fubm90IHVzZSBleGlzdGluZyBsaXZlcywgd2UgaGF2ZSBubyBjaG9pY2UgYnV0IHRvIGNyZWF0ZSB0aGVtLgpBbHRob3VnaCBpdCBtYXkgYmUgc2luZnVsLCBjb250aW51aW5nIHRvIGRldmVsb3AgYW5kIGFkdmFuY2UKaXMgcGVyaGFwcyB0aGUgcHJvcGVyIGNvdXJ0ZXN5IHRvIHRoZSBob211bmN1bGkgYW5kIGFsY2hlbWlzdHMgd2hvIGhhdmUgYmVlbiBzYWNyaWZpY2VkIHNvIGZhci4=,,,,,W3swfV0KSsOhIHF1ZSBuw6NvIHBvZGVtb3MgdXNhciB2aWRhcyBleGlzdGVudGVzLCBuw6NvIHRlbW9zIGVzY29saGEgYSBuw6NvIHNlciBjcmnDoS1sYXMuCkVtYm9yYSBwb3NzYSBzZXIgcGVjYW1pbm9zbywgY29udGludWFyIGEgZGVzZW52b2x2ZXIgZSBhdmFuw6dhcgp0YWx2ZXogc2VqYSBhIGNvcnRlc2lhIGFkZXF1YWRhIGFvcyBob23Dum5jdWxvcyBlIGFscXVpbWlzdGFzIHF1ZSBmb3JhbSBzYWNyaWZpY2Fkb3MgYXTDqSBhZ29yYS4=,,W3swfV0KWWEgcXVlIG5vIHBvZGVtb3MgdXNhciB2aWRhcyBleGlzdGVudGVzLCBubyB0ZW5lbW9zIG3DoXMgcmVtZWRpbyBxdWUgY3JlYXJsYXMuCkF1bnF1ZSBwdWVkYSBzZXIgcGVjYW1pbm9zbywgY29udGludWFyIGRlc2Fycm9sbMOhbmRvbm9zIHkgYXZhbnphbmRvCnRhbCB2ZXogc2VhIGxhIGNvcnRlc8OtYSBhZGVjdWFkYSBwYXJhIGxvcyBob23Dum5jdWxvcyB5IGFscXVpbWlzdGFzIHF1ZSBzZSBoYW4gc2FjcmlmaWNhZG8gaGFzdGEgYWhvcmEu
uCMkAw,,W0tlbGxhc3VzXQpFdmVuIGlmIHRoYXQgbG9naWMgaXMgY29ycmVjdCwgbGlmZSBpcyBzb21ldGhpbmcgdGhhdCBtdXN0IG5ldmVyIGJlIHRvdWNoZWQhCklzbid0IHRoaXMgYSB3b3JsZCB0aGF0IGNhbm5vdCBiZSBzb2x2ZWQgYnkgbG9naWMgYWxvbmUh,,,,,W0tlbGxhc3VzXQpNZXNtbyBxdWUgZXNzYSBsw7NnaWNhIGVzdGVqYSBjb3JyZXRhLCBhIHZpZGEgw6kgYWxnbyBxdWUgbnVuY2EgZGV2ZSBzZXIgdG9jYWRhIQpFc3RlIG7Do28gw6kgdW0gbXVuZG8gcXVlIHBvZGUgc2VyIHJlc29sdmlkbyBhcGVuYXMgcGVsYSBsw7NnaWNhIQ==,,W0tlbGxhc3VzXQpJbmNsdXNvIHNpIGVzYSBsw7NnaWNhIGVzIGNvcnJlY3RhLCDCoWxhIHZpZGEgZXMgYWxnbyBxdWUgbnVuY2EgZGViZSBzZXIgdG9jYWRvIQrCoUVzdGUgbm8gZXMgdW4gbXVuZG8gcXVlIHB1ZWRhIHJlc29sdmVyc2Ugc29sbyBjb24gbMOzZ2ljYSE=
uSMkAw,,W3swfV0KWW91IHNhaWQgeW91ciBzb24gd2FzIG9uY2UgaWxsLiBEaWRuJ3QgeW91IHNheSB5b3Ugd291bGQgZG8gYW55dGhpbmcsCmV2ZW4gaWYgaXQgbWVhbnQgaGlzIGRlYXRoLCB0byBzYXZlIGhpbT8gV2FzIHRoYXQgYSBsaWU/,,,,,W3swfV0KVm9jw6ogZGlzc2UgcXVlIHNldSBmaWxobyBlc3RldmUgZG9lbnRlIHVtYSB2ZXouIE7Do28gZGlzc2UgcXVlIGZhcmlhIHF1YWxxdWVyIGNvaXNhLAptZXNtbyBxdWUgc2lnbmlmaWNhc3NlIGEgbW9ydGUgZGVsZSwgcGFyYSBzYWx2w6EtbG8/IElzc28gZm9pIG1lbnRpcmE/,,W3swfV0KRGlqaXN0ZSBxdWUgdHUgaGlqbyBlc3R1dm8gZW5mZXJtbyB1bmEgdmV6LiDCv05vIGRpamlzdGUgcXVlIGhhcsOtYXMgY3VhbHF1aWVyIGNvc2EsCmluY2x1c28gc2kgZXNvIHNpZ25pZmljYXJhIHN1IG11ZXJ0ZSwgcGFyYSBzYWx2YXJsbz8gwr9FcmEgbWVudGlyYT8=
uiMkAw,,W0tlbGxhc3VzXQpXaGEuLi4hIFRoLXRoYXQgaXMuLi4=,,,,,W0tlbGxhc3VzXQpPIHF1w6ouLi4hIEktaXNzbyDDqS4uLg==,,W0tlbGxhc3VzXQrCoVF1w6kuLi4hIEUtZXNvIGVzLi4u
uyMkAw,,W3swfV0KRG8geW91IHdhbnQgb3RoZXJzIHRvIGZlZWwgdGhlIHNhbWUgaGVscGxlc3NuZXNzIHlvdSBmZWx0CndoZW4geW91ciBzb24sIG9yIHlvdXIgbG92ZWQgb25lLCB3YXMgZHlpbmcsIHVuYWJsZSB0byBkbyBhbnl0aGluZz8KQW5kIGRvIHlvdSB3YW50IHRvIGZlZWwgdGhhdCBmZWVsaW5nIGFnYWluLCBNci4gS2VsbGFzdXM/,,,,,W3swfV0KVm9jw6ogcXVlciBxdWUgb3V0cm9zIHNpbnRhbSBvIG1lc21vIGRlc2FtcGFybyBxdWUgdm9jw6ogc2VudGl1CnF1YW5kbyBzZXUgZmlsaG8sIG91IHNldSBlbnRlIHF1ZXJpZG8sIGVzdGF2YSBtb3JyZW5kbywgaW5jYXBheiBkZSBmYXplciBxdWFscXVlciBjb2lzYT8KRSB2b2PDqiBxdWVyIHNlbnRpciBlc3NlIHNlbnRpbWVudG8gbm92YW1lbnRlLCBTci4gS2VsbGFzdXM/,,W3swfV0Kwr9RdWllcmVzIHF1ZSBvdHJvcyBzaWVudGFuIGxhIG1pc21hIGltcG90ZW5jaWEgcXVlIHNlbnRpc3RlCmN1YW5kbyB0dSBoaWpvLCBvIHR1IHNlciBxdWVyaWRvLCBlc3RhYmEgbXVyaWVuZG8sIGluY2FwYXogZGUgaGFjZXIgYWxnbz8Kwr9ZIHF1aWVyZXMgdm9sdmVyIGEgc2VudGlyIGVzZSBzZW50aW1pZW50bywgU3IuIEtlbGxhc3VzPw==
vCMkAw,,W0tlbGxhc3VzXQouLi4uLi4uLi4u,,,,,W0tlbGxhc3VzXQouLi4uLi4uLi4u,,W0tlbGxhc3VzXQouLi4uLi4uLi4u
vSMkAw,,W3swfV0KWW91IG11c3Qgbm90IGxldCBvdGhlcnMgZmVlbCBzdWNoIG1pc2VyYWJsZSBmZWVsaW5ncy4KTm90IGp1c3QgeW91LCBNci4gS2VsbGFzdXMsIGJ1dCBvdGhlciBodW1hbnMgYXMgd2VsbC4=,,,,,W3swfV0KVm9jw6ogbsOjbyBkZXZlIGRlaXhhciBxdWUgb3V0cm9zIHNpbnRhbSBzZW50aW1lbnRvcyB0w6NvIG1pc2Vyw6F2ZWlzLgpOw6NvIGFwZW5hcyB2b2PDqiwgU3IuIEtlbGxhc3VzLCBtYXMgb3V0cm9zIGh1bWFub3MgdGFtYsOpbS4=,,W3swfV0KTm8gZGViZXMgcGVybWl0aXIgcXVlIG90cm9zIHNpZW50YW4gZXNvcyBzZW50aW1pZW50b3MgdGFuIG1pc2VyYWJsZXMuCk5vIHNvbG8gdMO6LCBTci4gS2VsbGFzdXMsIHNpbm8gdGFtYmnDqW4gb3Ryb3MgaHVtYW5vcy4=
viMkAw,,W3swfV0KVHJlc3Bhc3Npbmcgb24gR29kJ3MgZG9tYWluLCBjcmVhdGluZyBhbmQga2lsbGluZyBsaWZlIGF0IGh1bWFuIHdpbGwuLi4KdGhhdCBpcyBjZXJ0YWlubHkgc29tZXRoaW5nIHRoYXQgc2hvdWxkbid0IGJlIGRvbmUsIGFuZCBtYXkgYmUgYSBncmVhdCBzaW4u,,,,,W3swfV0KVHJhbnNncmVkaXIgbyBkb23DrW5pbyBkZSBEZXVzLCBjcmlhciBlIG1hdGFyIHZpZGFzIMOgIHZvbnRhZGUgaHVtYW5hLi4uCmlzc28gY2VydGFtZW50ZSDDqSBhbGdvIHF1ZSBuw6NvIGRldmVyaWEgc2VyIGZlaXRvLCBlIHBvZGUgc2VyIHVtIGdyYW5kZSBwZWNhZG8u,,W3swfV0KVHJhbnNncmVkaXIgZWwgZG9taW5pbyBkZSBEaW9zLCBjcmVhciB5IG1hdGFyIHZpZGFzIGEgdm9sdW50YWQgaHVtYW5hLi4uCmVzbyBjaWVydGFtZW50ZSBlcyBhbGdvIHF1ZSBubyBkZWJlcsOtYSBoYWNlcnNlLCB5IHB1ZWRlIHNlciB1biBncmFuIHBlY2Fkby4=
vyMkAw,,W3swfV0KQnV0IGlmIGl0IGxlYWRzIHRvIHNhdmluZyBtYW55IHBlb3BsZSwKY2FuIHdlIHNpbXBseSBkaXNtaXNzIGl0IGFzIGEgbWVyZSBzaW4/,,,,,W3swfV0KTWFzIHNlIGlzc28gbGV2YXIgYSBzYWx2YXIgbXVpdGFzIHBlc3NvYXMsCnBvZGVtb3Mgc2ltcGxlc21lbnRlIGRlc2NhcnTDoS1sbyBjb21vIHVtIG1lcm8gcGVjYWRvPw==,,W3swfV0KUGVybyBzaSBlc28gbGxldmEgYSBzYWx2YXIgYSBtdWNoYXMgcGVyc29uYXMsCsK/cG9kZW1vcyBzaW1wbGVtZW50ZSBkZXNjYXJ0YXJsbyBjb21vIHVuIG1lcm8gcGVjYWRvPw==
wCMkAw,,W3swfV0KSXQgaXMgc2FpZCB0aGF0IGh1bWFucyBhcmUgYm9ybiB3aXRoIG9yaWdpbmFsIHNpbiwKZm9yY2VkIHRvIGtpbGwgb3RoZXIgbGl2ZXMgYW5kIGNvbnN1bWUgb3RoZXIgbGl2ZXMgdG8gc3Vydml2ZSBhcyBsb25nIGFzIHRoZXkgbGl2ZS4=,,,,,W3swfV0KRGl6LXNlIHF1ZSBvcyBodW1hbm9zIG5hc2NlbSBjb20gbyBwZWNhZG8gb3JpZ2luYWwsCmZvcsOnYWRvcyBhIG1hdGFyIG91dHJhcyB2aWRhcyBlIGNvbnN1bWlyIG91dHJhcyB2aWRhcyBwYXJhIHNvYnJldml2ZXIgZW5xdWFudG8gdml2ZXJlbS4=,,W3swfV0KU2UgZGljZSBxdWUgbG9zIGh1bWFub3MgbmFjZW4gY29uIGVsIHBlY2FkbyBvcmlnaW5hbCwKb2JsaWdhZG9zIGEgbWF0YXIgb3RyYXMgdmlkYXMgeSBjb25zdW1pciBvdHJhcyB2aWRhcyBwYXJhIHNvYnJldml2aXIgbWllbnRyYXMgdml2YW4u
wSMkAw,,W3swfV0KQWNjZXB0IHRoYXQgZmFjdCwgYnV0IHdpdGggdGhlIHJlc29sdmUgbm90IHRvIHNpbiBpbiB0aGUgZnV0dXJlLAp3aXRoIGEgc2luY2VyZSBhdHRpdHVkZSBhbmQgYSBzb3JyeSBoZWFydCwgc3RlYWRpbHkgbW92aW5nIGZvcndhcmQuLi4KaXNuJ3QgdGhhdCB0aGUgdHJ1ZSBwYXRoIHRvIG5vdCBzaW5uaW5nPw==,,,,,W3swfV0KQWNlaXRlIGVzc2UgZmF0bywgbWFzIGNvbSBhIGRldGVybWluYcOnw6NvIGRlIG7Do28gcGVjYXIgbm8gZnV0dXJvLApjb20gdW1hIGF0aXR1ZGUgc2luY2VyYSBlIHVtIGNvcmHDp8OjbyBhcnJlcGVuZGlkbywgYXZhbsOnYW5kbyBjb25zdGFudGVtZW50ZS4uLgpuw6NvIMOpIGVzc2UgbyB2ZXJkYWRlaXJvIGNhbWluaG8gcGFyYSBuw6NvIHBlY2FyPw==,,W3swfV0KQWNlcHRhIGVzZSBoZWNobywgcGVybyBjb24gbGEgZGV0ZXJtaW5hY2nDs24gZGUgbm8gcGVjYXIgZW4gZWwgZnV0dXJvLApjb24gdW5hIGFjdGl0dWQgc2luY2VyYSB5IHVuIGNvcmF6w7NuIGFycmVwZW50aWRvLCBhdmFuemFuZG8gY29uc3RhbnRlbWVudGUuLi4Kwr9ubyBlcyBlc2UgZWwgdmVyZGFkZXJvIGNhbWlubyBwYXJhIG5vIHBlY2FyPw==
wiMkAw,,W3swfV0KTXIuIEtlbGxhc3VzPw==,,,,,W3swfV0KU3IuIEtlbGxhc3VzPw==,,W3swfV0Kwr9Tci4gS2VsbGFzdXM/
wyMkAw,,W0tlbGxhc3VzXQouLi4uLi4uLi4uCkdpdmUgbWUgc29tZS4uLiB0aW1lIHRvIHRoaW5rLgpMZXQgbWUgYmUuLi4gYWxvbmUgZm9yIGEgd2hpbGUu,,,,,W0tlbGxhc3VzXQouLi4uLi4uLi4uCkTDqi1tZSB1bS4uLiB0ZW1wbyBwYXJhIHBlbnNhci4KRGVpeGUtbWUuLi4gc296aW5obyBwb3IgdW0gdGVtcG8u,,W0tlbGxhc3VzXQouLi4uLi4uLi4uCkRhbWUuLi4gdGllbXBvIHBhcmEgcGVuc2FyLgpEw6lqYW1lLi4uIHNvbG8gcG9yIHVuIHJhdG8u
xCMkAw,,W3swfV0KLi4uSSB1bmRlcnN0YW5kLg==,,,,,W3swfV0KLi4uRXUgZW50ZW5kby4=,,W3swfV0KLi4uRW50aWVuZG8u
xSMkAw,,W0tlbGxhc3VzXQpQaGV3Li4uIEknbSB0cm91YmxlZC4KSXQncyBhIHNob2NrLCBsaWtlIGJlaW5nIGhpdCBoYXJkIG9uIHRoZSBiYWNrIG9mIHRoZSBoZWFkLg==,,,,,W0tlbGxhc3VzXQpVZmEuLi4gRXN0b3UgcGVydHVyYmFkby4Kw4kgdW0gY2hvcXVlLCBjb21vIHNlciBhdGluZ2lkbyBjb20gZm9yw6dhIG5hIG51Y2Eu,,W0tlbGxhc3VzXQpVZi4uLiBFc3RveSB0dXJiYWRvLgpFcyB1biBzaG9jaywgY29tbyBzaSBtZSBodWJpZXJhbiBnb2xwZWFkbyBmdWVydGUgZW4gbGEgbnVjYS4=
xiMkAw,,W0tlbGxhc3VzXQpJJ3ZlLi4uIGNvbWUgdG8gYSByb3VnaCBjb25jbHVzaW9uLgpQaGV3Li4u,,,,,W0tlbGxhc3VzXQpFdS4uLiBjaGVndWVpIGEgdW1hIGNvbmNsdXPDo28gYXByb3hpbWFkYS4KVWZhLi4u,,W0tlbGxhc3VzXQpZby4uLiBoZSBsbGVnYWRvIGEgdW5hIGNvbmNsdXNpw7NuIGFwcm94aW1hZGEuClVmLi4u
xyMkAw,,W0tlbGxhc3VzXQpXaGF0IEkndmUgdGhvdWdodCBhbGwgYWxvbmcgbWF5IGJlIHJpZ2h0LCBhbmQgd2hhdCB5b3UgdGhpbmsgbWF5IGJlIHJpZ2h0Lg==,,,,,W0tlbGxhc3VzXQpPIHF1ZSBldSBwZW5zZWkgYXTDqSBhZ29yYSBwb2RlIGVzdGFyIGNlcnRvLCBlIG8gcXVlIHZvY8OqIHBlbnNhIHBvZGUgZXN0YXIgY2VydG8u,,W0tlbGxhc3VzXQpMbyBxdWUgaGUgcGVuc2FkbyBoYXN0YSBhaG9yYSBwdWVkZSBlc3RhciBiaWVuLCB5IGxvIHF1ZSBwaWVuc2FzIHTDuiBwdWVkZSBlc3RhciBiaWVuLg==
yCMkAw,,W0tlbGxhc3VzXQpCdXQgSSBzdGlsbCBkb24ndCBrbm93Li4uIHdoYXQgaXMgdHJ1bHkgcmlnaHQsCndoYXQgaXMgdGhlIHBhdGggdG8gcHVyc3VlIHRydXRoIHdpdGhvdXQgY29tbWl0dGluZyBzaW4uLi4=,,,,,W0tlbGxhc3VzXQpNYXMgYWluZGEgbsOjbyBzZWkuLi4gbyBxdWUgw6kgdmVyZGFkZWlyYW1lbnRlIGNlcnRvLApxdWFsIMOpIG8gY2FtaW5obyBwYXJhIGJ1c2NhciBhIHZlcmRhZGUgc2VtIGNvbWV0ZXIgcGVjYWRvLi4u,,W0tlbGxhc3VzXQpQZXJvIGHDum4gbm8gc8OpLi4uIHF1w6kgZXMgdmVyZGFkZXJhbWVudGUgY29ycmVjdG8sCmN1w6FsIGVzIGVsIGNhbWlubyBwYXJhIGJ1c2NhciBsYSB2ZXJkYWQgc2luIGNvbWV0ZXIgcGVjYWRvLi4u
ySMkAw,,W0tlbGxhc3VzXQpIb3dldmVyLCBJJ3ZlIGRlY2lkZWQgdG8gY2hhbmdlIG15IHRoaW5raW5nIGEgbGl0dGxlLgpJZiB0aGVyZSBpcyBhIHBvc3NpYmlsaXR5IHRoYXQgdGhlIGhvbXVuY3VsdXMgdGVjaG5pcXVlIGNvdWxkIHRydWx5IGJlIHVzZWQgZm9yIHRoZSBwdWJsaWMgZ29vZCwKSSB3aWxsIGJlbGlldmUgaW4gdGhhdCBwb3NzaWJpbGl0eS4=,,,,,W0tlbGxhc3VzXQpObyBlbnRhbnRvLCBkZWNpZGkgbXVkYXIgdW0gcG91Y28gbWV1IHBlbnNhbWVudG8uClNlIGjDoSB1bWEgcG9zc2liaWxpZGFkZSBkZSBxdWUgYSB0w6ljbmljYSBkbyBob23Dum5jdWxvIHBvc3NhIHJlYWxtZW50ZSBzZXIgdXNhZGEgcGFyYSBvIGJlbSBww7pibGljbywKYWNyZWRpdGFyZWkgbmVzc2EgcG9zc2liaWxpZGFkZS4=,,W0tlbGxhc3VzXQpTaW4gZW1iYXJnbywgaGUgZGVjaWRpZG8gY2FtYmlhciB1biBwb2NvIG1pIGZvcm1hIGRlIHBlbnNhci4KU2kgZXhpc3RlIGxhIHBvc2liaWxpZGFkIGRlIHF1ZSBsYSB0w6ljbmljYSBkZWwgaG9tw7puY3VsbyByZWFsbWVudGUgcHVlZGEgdXNhcnNlIHBhcmEgZWwgYmllbiBww7pibGljbywKY3JlZXLDqSBlbiBlc2EgcG9zaWJpbGlkYWQu
yiMkAw,,W3swfV0KVGgtdGhlbj8uLi4=,,,,,W3swfV0KRS1lbnTDo28/Li4u,,W3swfV0KwqHCv0UtRW50b25jZXM/IS4uLg==
yyMkAw,,W0tlbGxhc3VzXQpEb24ndCBnZXQgdG9vIGV4Y2l0ZWQuIEkgZG9uJ3Qga25vdyB3aGV0aGVyIGV2ZW4gdGhpbmtpbmcgdGhpcyBub3cgaXMgcmlnaHQgb3Igd3JvbmcuLi4KUGhldy4uLg==,,,,,W0tlbGxhc3VzXQpOw6NvIGZpcXVlIG11aXRvIGFuaW1hZG8uIE7Do28gc2VpIHNlIG1lc21vIHBlbnNhciBpc3NvIGFnb3JhIMOpIGNlcnRvIG91IGVycmFkby4uLgpVZmEuLi4=,,W0tlbGxhc3VzXQpObyB0ZSBlbW9jaW9uZXMgZGVtYXNpYWRvLiBObyBzw6kgc2kgaW5jbHVzbyBwZW5zYXIgZXN0byBhaG9yYSBlc3TDoSBiaWVuIG8gbWFsLi4uClVmLi4u
zCMkAw,,W0tlbGxhc3VzXQpGb3Igbm93LCBJJ2xsIHRydXN0IHlvdS4KSSB3aWxsIHRlYWNoIHlvdSB0aGUgaG9tdW5jdWx1cyB0ZWNobmlxdWUu,,,,,W0tlbGxhc3VzXQpQb3IgZW5xdWFudG8sIGNvbmZpYXJlaSBlbSB2b2PDqi4KVm91IGxoZSBlbnNpbmFyIGEgdMOpY25pY2EgZG8gaG9tw7puY3Vsby4=,,W0tlbGxhc3VzXQpQb3IgYWhvcmEsIGNvbmZpYXLDqSBlbiB0aS4KVGUgZW5zZcOxYXLDqSBsYSB0w6ljbmljYSBkZWwgaG9tw7puY3Vsby4=
zSMkAw,,W0tlbGxhc3VzXQpXaXRoIHRoaXMgaG9tdW5jdWx1cyB0ZWNobmlxdWUsIGNvbnZpbmNlIG1lIGZ1bGx5LgpNYWtlIG1lIGNsZWFybHkgcmVjb2duaXplIHRoYXQgSSBoYXZlIGRvbmUgdGhlIHJpZ2h0IHRoaW5nLiBEbyB5b3UgdW5kZXJzdGFuZD8=,,,,,W0tlbGxhc3VzXQpDb20gZXN0YSB0w6ljbmljYSBkbyBob23Dum5jdWxvLCBjb252ZW7Dp2EtbWUgcGxlbmFtZW50ZS4KRmHDp2EtbWUgcmVjb25oZWNlciBjbGFyYW1lbnRlIHF1ZSBmaXogYSBjb2lzYSBjZXJ0YS4gVm9jw6ogZW50ZW5kZT8=,,W0tlbGxhc3VzXQpDb24gZXN0YSB0w6ljbmljYSBkZWwgaG9tw7puY3VsbywgY29udsOpbmNlbWUgcGxlbmFtZW50ZS4KSGF6bWUgcmVjb25vY2VyIGNsYXJhbWVudGUgcXVlIGhpY2UgbG8gY29ycmVjdG8uIMK/RW50aWVuZGVzPw==
ziMkAw,,W0tlbGxhc3VzXQpJIGNhbm5vdCB0YWtlIGJhY2sgdGhlIGtub3dsZWRnZSBJIHRlYWNoIHlvdSwgYnV0IGlmIHlvdSBkaXNhcHBvaW50IG1lLApJIHdpbGwgbGl2ZSB0aGUgcmVzdCBvZiBteSBsaWZlIHJlc2VudGluZyB5b3UgYW5kIHRoZSB3b3JsZCBvZiBhbGNoZW15Lg==,,,,,W0tlbGxhc3VzXQpOw6NvIHBvc3NvIHJldGlyYXIgbyBjb25oZWNpbWVudG8gcXVlIGxoZSBlbnNpbm8sIG1hcyBzZSB2b2PDqiBtZSBkZWNlcGNpb25hciwKdml2ZXJlaSBvIHJlc3RvIGRhIG1pbmhhIHZpZGEgcmVzc2VudGluZG8tbWUgZGUgdm9jw6ogZSBkbyBtdW5kbyBkYSBhbHF1aW1pYS4=,,W0tlbGxhc3VzXQpObyBwdWVkbyByZXRpcmFyIGVsIGNvbm9jaW1pZW50byBxdWUgdGUgZW5zZcOxbywgcGVybyBzaSBtZSBkZWNlcGNpb25hcywKdml2aXLDqSBlbCByZXN0byBkZSBtaSB2aWRhIHJlc2VudGlkbyBjb250aWdvIHkgY29uIGVsIG11bmRvIGRlIGxhIGFscXVpbWlhLg==
zyMkAw,,W0tlbGxhc3VzXQpOb3cuLi4gZ2l2ZSBtZSBzb21lIHRpbWUgdG8gb3JnYW5pemUgdGhlIGtub3dsZWRnZS4KU3BlYWsgdG8gbWUgYWdhaW4gYWZ0ZXIgYSBzaG9ydCB3aGlsZS4=,,,,,W0tlbGxhc3VzXQpBZ29yYS4uLiBkw6otbWUgYWxndW0gdGVtcG8gcGFyYSBvcmdhbml6YXIgbyBjb25oZWNpbWVudG8uCkZhbGUgY29taWdvIG5vdmFtZW50ZSBkZXBvaXMgZGUgdW0gYnJldmUgbW9tZW50by4=,,W0tlbGxhc3VzXQpBaG9yYS4uLiBkYW1lIGFsZ28gZGUgdGllbXBvIHBhcmEgb3JnYW5pemFyIGVsIGNvbm9jaW1pZW50by4KSMOhYmxhbWUgZGUgbnVldm8gZGVzcHXDqXMgZGUgdW4gYnJldmUgbW9tZW50by4=
