AElKAw,,TXVmZg==,,,,,TXVmZg==,,TWFuZ3VpdG8=
LktKAw,,W3swfV0KKF42NjY2NjZXaGF0IHNob3VsZCBJIGd1ZXNzP14wMDAwMDAp,,,,,W3swfV0KKF42NjY2NjZPIHF1ZSBkZXZvIGNvbG9jYXI/XjAwMDAwMCk=,,W3swfV0KKF42NjY2NjbCv1F1w6kgZGVibyBhZGl2aW5hcj9eMDAwMDAwKQ==
L0tKAw,,T2Rk,,,,,w61tcGFy,,SW1wYXIu
MEtKAw,,RXZlbg==,,,,,UGFy,,UGFyLg==
MUtKAw,,W01vb25obyBBaG5dCkxldCdzIHNlZS4uLgpJdCdzIF4wMDAwRkZPZGReMDAwMDAwLCBpc24ndCBpdD8=,,,,,W01vb25obyBBaG5dClZlamFtb3MuLi4Kw6kgXjAwMDBGRsONbXBhcl4wMDAwMDAsIG7Do28gw6k/,,W01vb25obyBBaG5dClZlYW1vcy4uLgpFcyBeMDAwMEZGaW1wYXJeMDAwMDAwLCDCv25vPw==
MktKAw,,W01vb25obyBBaG5dCkxvb2tzIGxpa2UgSSB3b24hCkhhaGFoYWhhaGFoYWhhIQ==,,,,,W01vb25obyBBaG5dClBhcmVjZSBxdWUgdmVuY2khCkhhaGFoYWhhaGFoYWhhIQ==,,W01vb25obyBBaG5dCsKhUGFyZWNlIHF1ZSBnYW7DqSEKwqFKYSwgamEsIGphLCBqYSwgamEsIGphLCBqYSE=
M0tKAw,,W01vb25obyBBaG5dCkxldCdzIHNlZS4uLgpJdCdzIEV2ZW4sIGlzbid0IGl0Pw==,,,,,W01vb25obyBBaG5dClZlamFtb3MuLi4Kw6kgUGFyLCBuw6NvIMOpPw==,,W01vb25obyBBaG5dClZlYW1vcy4uLgpFcyBwYXIsIMK/dmVyZGFkPw==
NEtKAw,,W01vb25obyBBaG5dCkkgbG9zdD8KU28gaXQncyBeMDAwMEZGT2RkXjAwMDAwMC4uLg==,,,,,W01vb25obyBBaG5dCkV1IHBlcmRpPwpFbnTDo28gw6kgXjAwMDBGRsONbXBhcl4wMDAwMDAuLi4=,,W01vb25obyBBaG5dCsK/UGVyZMOtPwpBc8OtIHF1ZSBlcyBeMDAwMEZGaW1wYXJeMDAwMDAwLi4u
NUtKAw,,W01vb25obyBBaG5dCk5pY2Ugam9iLiBJIGRpZG4ndApleHBlY3QgZm9yIHlvdSB0bwpyZWFsbHkgYmVhdCBtZS4uLgpIYWhhaGFoYWhhaGFofg==,,,,,W01vb25obyBBaG5dCkJlbG8gdHJhYmFsaG8uIEV1IG7Do28KZXNwZXJhdmEgcXVlIHZvY8OqIApmb3NzZSBtZSBkZXJyb3Rhci4uLgpIYWhhaGFoYWhhaGEhIQ==,,W01vb25obyBBaG5dCkJ1ZW4gdHJhYmFqby4gTm8KZXNwZXJhYmEgcXVlCnJlYWxtZW50ZSBtZSBkZXJyb3RhcmFzLi4uCkphLCBqYSwgamEsIGphLCBqYSwgamF+Lg==
NktKAw,,W01vb25obyBBaG5dCkhhaGFoYSEgSSdtIHNvcnJ5LCBidXQKSSB3b24uIEkgZ3Vlc3MgSSBzdGlsbCBnb3QgaXQh,,,,,W01vb25obyBBaG5dCkhhIGhhIGhhISBEZXNjdWxwZSwgbWFzCmV1IGdhbmhlaS4gRXUgYWluZGEgbGV2byBqZWl0byBuaXNzbyE=,,W01vb25obyBBaG5dCsKhSmEsIGphLCBqYSEgTG8gc2llbnRvLCBwZXJvCnlvIGdhbm8uIMKhU3Vwb25nbyBxdWUgdG9kYXbDrWEgdGVuZ28gbGEgbWFnaWEh
N0tKAw,,W01vb25obyBBaG5dCkxldCdzIHNlZS4uLgpJdCdzIG9kZCwgaXNuJ3QgaXQ/,,,,,W01vb25obyBBaG5dClZlamFtb3MuLi4Kw6kgw61tcGFyLCBuw6NvIMOpPw==,,W01vb25obyBBaG5dClZlYW1vcy4uLgpFcyBpbXBhciwgwr92ZXJkYWQ/
OEtKAw,,W01vb25obyBBaG5dCkkgbG9zdCwgaHVoPwpTbyBpdCB3YXMgXjAwMDBGRkV2ZW5eMDAwMDAwLi4u,,,,,W01vb25obyBBaG5dCkV1IHBlcmRpLCDDqT8KRW50w6NvIGVyYSBeMDAwMEZGUGFyXjAwMDAwMC4uLg==,,W01vb25obyBBaG5dClBlcmTDrSwgwr9laD8KQXPDrSBxdWUgZXJhIF4wMDAwRkZwYXJeMDAwMDAwLi4u
OUtKAw,,W01vb25obyBBaG5dCkxldCdzIHNlZS4uLgpJdCdzIF4wMDAwRkZFdmVuXjAwMDAwMCwgaXNuJ3QgaXQ/,,,,,W01vb25obyBBaG5dClZlamFtb3MuLi4Kw6kgXjAwMDBGRlBhcl4wMDAwMDAsIG7Do28gw6k/,,W01vb25obyBBaG5dClZlYW1vcy4uLgpFcyBeMDAwMEZGcGFyXjAwMDAwMCwgwr9ubz8=
OktKAw,,W01vb25obyBBaG5dCllvdSByZWFsbHkgYXJlIGFtYXppbmchCkl0J3MgdGltZSB0aGF0IHRoZSB0aXRsZSBvZgpXaGl0ZSBNZXRlb3IgYmUgcGFzc2VkCm9udG8gc29tZW9uZSBtb3JlIHdvcnRoeS4uLgpZb3UgYXJlIHRoZSBuZXcgV2hpdGUgTWV0ZW9yIQ==,,,,,W01vb25obyBBaG5dClZvY8OqIMOpIG1lc21vIGluY3LDrXZlbCEKw6kgaG9yYSBkbyB0w610dWxvIGRlCk1ldGVvcm8gQnJhbmNvIHNlciBwYXNzYWRvCnBhcmEgYWxndcOpbSBkZSBtYWlvciB2YWxvci4uLgpWb2PDqiDDqSBvIG5vdm8gTWV0ZW9ybyBCcmFuY28h,,W01vb25obyBBaG5dCsKhUmVhbG1lbnRlIGVyZXMgaW5jcmXDrWJsZSEKRXMgaG9yYSBkZSBxdWUgZWwgdMOtdHVsbyBkZQpNZXRlb3JvIGJsYW5jbyBwYXNlCmEgYWxndWllbiBxdWUgcmVhbG1lbnRlIGxvIG1lcmV6Y2EuLi4KwqFFcmVzIGVsIG51ZXZvIE1ldGVvcm8gYmxhbmNvIQ==
O0tKAw,,W3swfV0KUmVhbGx5PyBVaCwgY2FuIEkgZ2V0CnRoYXQgaW4gd3JpdGluZyBwbGVhc2U/Ckl0J2QgbWVhbiBzbyBtdWNoIHRvIG1lIQ==,,,,,W3swfV0Kw6kgbWVzbW8/IEhtLCBwb2RlIGRlaXhhcgppc3NvIHBvciBlc2NyaXRvLCBwb3IgZmF2b3I/ClNpZ25pZmljYXJpYSBtdWl0byBwYXJhIG1pbSE=,,W3swfV0Kwr9EZSB2ZXJkYWQ/IFVoLCDCv3B1ZWRvIHRlbmVyCmVzbyBwb3IgZXNjcml0bywgcG9yIGZhdm9yPwrCoVNpZ25pZmljYXLDrWEgdGFudG8gcGFyYSBtw60h
PEtKAw,,W01vb25obyBBaG5dCkFoLCB5b3Ugd2FudCBhIGxldHRlcgpvZiByZWNvbW1lbmRhdGlvbiBvcgpteSBzZWFsIG9mIGFwcHJvdmFsLCByaWdodD8KSGVoLCB5b3UgbXVzdCBiZSB2ZXJ5IHByb3VkLgpIb2xkIHN0aWxsIGZvciBhIHNlY29uZC4=,,,,,W01vb25obyBBaG5dCkFoLCB2b2PDqiBxdWVyIHVtYSBjYXJ0YQpkZSByZWNvbWVuZGHDp8OjbyBvdQp1bSBzZWxvIGRlIGFwcm92YcOnw6NvLCBjZXJ0bz8KSGVoZSwgcXVhbnRvIG9yZ3VsaG8gdm9jw6ogdGVtLgpGaXF1ZSBwYXJhZG8gdW0gc2VndW5kby4=,,W01vb25obyBBaG5dCkFoLCDCv2FjYXNvIHF1aWVyZXMgdW5hIGNhcnRhCmRlIHJlY29tZW5kYWNpw7NuIG8KbWkgc2VsbG8gZGUgYXByb2JhY2nDs24/CkplLCBkZWJlcyBlc3RhciBtdXkgb3JndWxsb3NvLgpRdcOpZGF0ZSBxdWlldG8gdW4gc2VndW5kby4=
PUtKAw,,XjMzNTVGRipTY3JpYmJsZSBTY3JpYmJsZSpeMDAwMDAw,,,,,XjMzNTVGRipFc2NyZXZlIEVzY3JldmUqXjAwMDAwMA==,,XjMzNTVGRipHYXJhYmF0ZWEsIGdhcmFiYXRlYSpeMDAwMDAw
PktKAw,,W3swfV0KV2hhdCBkb2VzIHRoaXMKc2NyaWJibGUgb24gbXkKd3Jpc3QgbWVhbj8=,,,,,W3swfV0KTyBxdWUgZXNzZQpyYWJpc2NvIG5vIG1ldQpwdW5obyBxdWVyIGRpemVyPw==,,W3swfV0Kwr9RdcOpIHNpZ25pZmljYSBlc3RlCmdhcmFiYXRvIGVuIGxhCm11w7FlY2E/
P0tKAw,,W01vb25obyBBaG5dClRoYXQgaXMgdGhlIHNpZ24gb2YKdGhlIFdoaXRlIE1ldGVvci4KRXZlcnlvbmUgdGhhdCBrbm93cwptZSB3aWxsIHJlY29nbml6ZSBpdAphbmQgaXRzIGF1dGhlbnRpY2l0eS4=,,,,,W01vb25obyBBaG5dCkVzc2Ugw6kgbyBzaW5hbApkbyBNZXRlb3JvIEJyYW5jby4KVG9kb3MgcXVlIG1lIGNvbmhlY2VyZW0KdsOjbyByZWNvbmhlY2VyIHN1YQphdXRlbnRpY2lkYWRlLg==,,W01vb25obyBBaG5dCkVzZSBlcyBlbCBzaWdubyBkZWwKTWV0ZW9ybyBibGFuY28uClRvZG9zIGxvcyBxdWUgbWUgY29ub2NlbgpsbyByZWNvbm9jZXLDoW4KeSB2YWxpZGFyw6FuIHN1IGF1dGVudGljaWRhZC4=
QEtKAw,,W3swfV0KVGhhbmsgeW91IHNvIG11Y2gKZm9yIHRoZSBmdW4gZ2FtZSEKSSBiZXR0ZXIgZ2V0IGdvaW5nIG5vdywKYnV0IG1heWJlIHdlIGNhbiBwbGF5CmFnYWluIHNvbWV0aW1lfg==,,,,,W3swfV0KTXVpdG8gb2JyaWdhZG8KcGVsbyBqb2dvIGRpdmVydGlkbyEKUHJlY2lzbyBpciBhZ29yYSwKbWFzIHRhbHZleiBhIGdlbnRlIHZvbHRlCmEgam9nYXIgdW0gZGlhIGRlc3Nlcy4uLg==,,W3swfV0KwqFNdWNoYXMgZ3JhY2lhcwpwb3IgZXNlIGp1ZWdvIHRhbiBkaXZlcnRpZG8hClNlcsOhIG1lam9yIHF1ZSBtZSB2YXlhIGFob3JhLApwZXJvIHRhbCB2ZXogcG9kYW1vcyBqdWdhcgpkZSBudWV2byBhbGd1bmEgdmV6fi4=
QUtKAw,,W01vb25obyBBaG5dCkhhaGFoYWEhCkFmdGVyIHNvIGxvbmcsIGl0CmZlZWxzIGdvb2QgdG8gaGF2ZQpwbGF5ZWQgd2l0aCBhIHdvcnRoeQpvcHBvbmVudC4gVGhhbmsgeW91fg==,,,,,W01vb25obyBBaG5dCkhhaGFoYSEKRGVwb2lzIGRlIHRhbnRvIHRlbXBvLArDqSBtdWl0byBib20gdGVyCmpvZ2FkbyBjb20gdW0gb3BvbmVudGUKZGUgdmFsb3IuIE9icmlnYWRvLg==,,W01vb25obyBBaG5dCsKhSmEsIGphLCBqYSEKRGVzcHXDqXMgZGUgdGFudG8gdGllbXBvLApzZSBzaWVudGUgYmllbiBoYWJlcgpqdWdhZG8gY29uIHVuIG9wb25lbnRlCmRpZ25vLiBHcmFjaWFzfi4=
QktKAw,,W01vb25obyBBaG5dCkknbSBzb3JyeSwgYnV0IEkndmUgd29uCnRoZSBnYW1lLiBJIGhhZCBhIHJlYWxseQpncmVhdCB0aW1lLCBhbmQgSSBjb3VsZAp0ZWxsIHRoYXQgaXQgd2FzIHJlYWxseSBjbG9zZS4KSXQncyBiZWVuIGEgd2hpbGUgc2luY2UgSSd2ZQpoYWQgdGhpcyBtdWNoIGZ1biBnYW1ibGluZ34=,,,,,W01vb25obyBBaG5dCkRlc2N1bHBlLCBtYXMgZXUgdmVuY2kKbyBqb2dvLiBFdSBtZSBkaXZlcnRpCm11aXRvLCBlIGTDoSBwYXJhIHZlcgpxdWUgZm9pIG11aXRvIGRpc3B1dGFkby4KSsOhIGZheiBtdWl0byB0ZW1wbyBxdWUgZXUKbsOjbyBtZSBkaXZlcnRpYSB0YW50byBqb2dhbmRvIQ==,,W01vb25obyBBaG5dCkxvIHNpZW50bywgcGVybyB5byBnYW7DqSAKZWwganVlZ28uIFJlYWxtZW50ZQpsYSBwYXPDqSBtdXkgYmllbiwgeSBwdWRlCmRlY2lyIHF1ZSBlc3R1dm8gbXV5IGNlcmNhLgpIYSBwYXNhZG8gdW4gdGllbXBvIGRlc2RlCmxhIMO6bHRpbWEgdmV6IHF1ZSBtZSBkaXZlcnTDrSB0YW50byBhcG9zdGFuZG9+Lg==
Q0tKAw,,W01vb25obyBBaG5dCk9oLCBkaWQgeW91IHdhbnQgdG8KcGxheSBhZ2Fpbj8gSSBjYW4gdGVsbAp0aGF0IHlvdSdyZSBhIGJpdCBlYWdlciB0bwpiZWF0IG1lIHNvIHlvdSdyZSB3ZWxjb21lCnRvIHBsYXkgbWUgYWdhaW4gYW55dGltZS4KSSdsbCBiZSByaWdodCBoZXJlLCBoYWhhaGF+,,,,,W01vb25obyBBaG5dCkFoLCB2b2PDqiBxdWVyCmpvZ2FyIGRlIG5vdm8/IETDoSBwYXJhIHZlcgpxdWUgdm9jw6ogZXN0w6EgYW5zaW9zbyBwYXJhCm1lIGRlcnJvdGFyLCBlbnTDo28gZmlxdWUgw6AgCnZvbnRhZGUgcGFyYSB2b2x0YXIgZSBqb2dhci4KRXN0YXJlaSBiZW0gYXF1aSwgaGFoYWhhIQ==,,W01vb25obyBBaG5dCk9oLCDCv3F1ZXLDrWFzCmp1Z2FyIG90cmEgdmV6PyBOb3RvCnF1ZSBlc3TDoXMgdW4gcG9jbyBhbnNpb3NvIHBvcgpnYW5hcm1lIGFzw60gcXVlIHB1ZWRlcwpqdWdhciBjb25taWdvIGRlIG51ZXZvIGVuIGN1YWxxdWllciBtb21lbnRvLgpFc3RhcsOpIGFxdcOtIG1pc21vLCBqYSwgamEsIGphfi4=
REtKAw,,W01vb25obyBBaG5dCk9vaCwgdGhpcyBpcyBleGNpdGluZ34KV2UgZWFjaCBib3RoIHdvbiBhIHJvdW5kOgp0aGUgbmV4dCByb3VuZCB3aWxsIGRlY2lkZQp3aG8gd2lucyBhbmQgbG9zZXMh,,,,,W01vb25obyBBaG5dCkFoLCBxdWUgZW1wb2xnYW50ZSEKQ2FkYSB1bSBkZSBuw7NzIGdhbmhvdSB1bWE6CmEgcHLDs3hpbWEgcm9kYWRhIGRlY2lkZQpxdWVtIHZlbmNlIQ==,,W01vb25obyBBaG5dCk9oLCBlc3RvIGVzIGVtb2Npb25hbnRlfi4KQW1ib3MgZ2FuYW1vcyB1bmEgcm9uZGE6CmxhIHByw7N4aW1hIHJvbmRhIGRlY2lkaXLDoSAKcXVpw6luIGdhbmEgeSBxdWnDqW4gcGllcmRlLg==
RUtKAw,,W01vb25obyBBaG5dCkl0J3MgbXkgdHVybiB0byBzaGFrZQp0aGUgY29pbnMuIExldCdzIHNlZQpob3cgeW91IGZhcmUgdGhpcyB0aW1lLi4u,,,,,W01vb25obyBBaG5dCsOpIG1pbmhhIHZleiBkZSBzYWN1ZGlyCmFzIG1vZWRhcy4gVmFtb3MgdmVyCmNvbW8gdm9jw6ogc2Ugc2FpIGRlc3RhIHZlei4uLg==,,W01vb25obyBBaG5dCk1lIHRvY2EgYWdpdGFyCmxhcyBtb25lZGFzLiBWZWFtb3MKY8OzbW8gdGUgdmEgZXN0YSB2ZXouLi4=
RktKAw,,W01vb25obyBBaG5dCldlbGwsIGl0J3MgXjAwMDBGRkV2ZW5eMDAwMDAwLgpMb29rcyBsaWtlIEkgd29uLg==,,,,,W01vb25obyBBaG5dCkJlbSwgw6kgXjAwMDBGRlBhcl4wMDAwMDAuClBhcmVjZSBxdWUgdmVuY2ku,,W01vb25obyBBaG5dCkJ1ZW5vLCBlcyBeMDAwMEZGcGFyXjAwMDAwMC4KUGFyZWNlIHF1ZSBnYW7DqS4=
R0tKAw,,W01vb25obyBBaG5dCldlbGwsIGl0J3MgXjAwMDBGRk9kZF4wMDAwMDAuCkxvb2tzIGxpa2UgSSB3b24u,,,,,W01vb25obyBBaG5dCkJlbSwgw6kgXjAwMDBGRsONbXBhcl4wMDAwMDAuClBhcmVjZSBxdWUgdmVuY2ku,,W01vb25obyBBaG5dCkJ1ZW5vLCBlcyBeMDAwMEZGaW1wYXJeMDAwMDAwLgpQYXJlY2UgcXVlIGdhbsOpLg==
SEtKAw,,W01vb25obyBBaG5dCk9oLi4uIFlvdSB3b24uLi4=,,,,,W01vb25obyBBaG5dCk9oLi4uIFZvY8OqIHZlbmNldS4uLg==,,W01vb25obyBBaG5dCk9oLi4uIEdhbmFzdGUuLi4=
SUtKAw,,W01vb25obyBBaG5dCkhtPyBZb3UgZG9uJ3QgZXZlbgpoYXZlIDUwMCB6ZW55IHRvIHBsYXkKYSBnYW1lPyBXZWxsLCB3aGVuZXZlcgp5b3UgZmVlbCBsaWtlIHBsYXlpbmcgQ29pbgpTaGFrZSwgZHJvcCBvbiBieS4=,,,,,W01vb25obyBBaG5dCkh1bT8gVm9jw6ogbsOjbyB0ZW0gbmVtIG1lc21vCjUwMCB6ZW55cyBwYXJhIHBhZ2FyCnVtIGpvZ28/IEJlbSwgc2Ugdm9jw6ogCnRpdmVyIHZvbnRhZGUgZGUgam9nYXIgTW9lZGFzCm5hIE3Do28sIMOpIHPDsyBkaXplci4=,,W01vb25obyBBaG5dCsK/RWg/IMK/Tmkgc2lxdWllcmEKdGllbmVzIDUwMHplbnkgcGFyYSBqdWdhcgp1bmEgcGFydGlkYT8gQnVlbm8sIHNpZW1wcmUgcXVlCnF1aWVyYXMganVnYXIgYSBBZ2l0YXIKbW9uZWRhcywgcGFzYSBwb3IgYXF1w60u
SktKAw,,W01vb25obyBBaG5dCkkgc3RpbGwgcmVtZW1iZXIgdGhhdApsYXN0IGxlZ2VuZGFyeSBtYXRjaCB3aXRoCkRhbGhvIEt3YWsuIE5vdyB0aGF0IG1hbiB3YXMKYSB3b3J0aHkgb3Bwb25lbnQ6IGhlIGNvdWxkCnJlYWQgb3RoZXJzJyBoYW5kcyB0aHJlZSB0aW1lcwpmYXN0ZXIgdGhhbiB0aGUgbm9ybWFsIGV5ZSE=,,,,,W01vb25obyBBaG5dCkFpbmRhIG1lIGxlbWJybyBkYXF1ZWxhCsO6bHRpbWEgbGVuZMOhcmlhIHBhcnRpZGEgY29tCkRhbGhvIEt3YWsuIEFxdWVsZSBob21lbSBlcmEKdW0gb3BvbmVudGUgZGUgcmVzcGVpdG86IGVsZSBwb2RpYSBhZGl2aW5oYXIgYXMgbcOjb3MgZGUgY2FydGFzIGRvcyBvdXRyb3MgbWFpcyByw6FwaWRvIGRvIHF1ZSBxdWFscXVlciB1bSE=,,W01vb25obyBBaG5dClRvZGF2w61hIHJlY3VlcmRvIGVzZQrDumx0aW1vIGp1ZWdvIGxlZ2VuZGFyaW8gY29uCkRhbGhvIEt3YWsuIEVzZSBob21icmUgc8OtIHF1ZSBlcmEKdW4gb3BvbmVudGUgZGlnbm86IHBvZMOtYQpsZWVyIGxhcyBtYW5vcyBkZSBsb3MgZGVtw6FzIHRyZXMgdmVjZXMKbcOhcyByw6FwaWRvIHF1ZSBlbCBvam8gbm9ybWFsLg==
S0tKAw,,W01vb25obyBBaG5dCkdvZCwgSSBtaXNzIHRob3NlCmRheXMgY29tcGV0aW5nIGFnYWluc3QKaGltLiBJIHdvbmRlciBob3cgaGUncwpiZWVuIGRvaW5nIGxhdGVseS4uLg==,,,,,W01vb25obyBBaG5dClB1eGEsIHNpbnRvIGZhbHRhCmRlIGNvbXBldGlyIGNvbQplbGUuIE8gcXVlIHNlcsOhIHF1ZSBlbGUKYW5kYSBmYXplbmRvPy4uLg==,,W01vb25obyBBaG5dCkNpZWxvcywgZWNobyBkZSBtZW5vcyBlc29zCmTDrWFzIGRlIGNvbXBldGlyIGNvbnRyYQpjb250cmEgw6lsLiBNZSBwcmVndW50byBjw7NtbwpoYSBlc3RhZG8gw7psdGltYW1lbnRlLi4u
TEtKAw,,R29vaG8gQWhu,,,,,R29vaG8gQWhu,,R29vaG8gQWhu
TUtKAw,,W0dvb2hvIEFobl0KT2gsIGhlbGxvCmFkdmVudHVyZXIuClVtLCB3YXMgdGhlcmUKc29tZXRoaW5nIHlvdSB3YW50ZWQ/,,,,,W0dvb2hvIEFobl0KT2gsIG9sw6EsCmF2ZW50dXJlaXJvLgpIbSwgaMOhIGFsZ3VtYSBjb2lzYQpxdWUgdm9jw6ogcXVlaXJhIGRlIG1pbT8=,,W0dvb2hvIEFobl0KT2gsIGhvbGEKdHJvdGFtdW5kb3MuClVtLCDCv3F1ZXLDrWFzCmFsZ28/
TktKAw,,Um9ndWUgR3VpbGQncyBEZWNvZGluZyBSZXF1ZXN0,,,,,UGVkaWRvIGRlIERlY2lmcmHDp8OjbyBkYSBHdWlsZGEgZG9zIEFycnVhY2Vpcm9z,,U29saWNpdHVkIGRlIGRlY29kaWZpY2FjacOzbiBkZWwgZ3JlbWlvIGRlIFDDrWNhcm9zLg==
T0tKAw,,W0dvb2hvIEFobl0KQWgsIE1hcnliZWxsIHNlbnQgeW91PwpJIHNlZS4gSSd2ZSBiZWVuIHN0cnVnZ2xpbmcKdHJ5aW5nIHRvIGRlY3J5cHQgdGhpcyBsZXR0ZXIuCkRpZCB5b3Ugd2FudCB0byB0YWtlIGEgbG9vaz8=,,,,,W0dvb2hvIEFobl0KQWgsIE1hcnliZWxsIG1hbmRvdSB2b2PDqj8KRW50ZW5kby4gRXN0b3Ugc3VhbmRvIGEgY2FtaXNhCnRlbnRhbmRvIGRlY2lmcmFyIGVzdGEgY2FydGEuClF1ZXIgZGFyIHVtYSBvbGhhZGE/,,W0dvb2hvIEFobl0KQWgsIMK/TWFyeWJlbGwgdGUgZW52acOzPwpZYSB2ZW8uIEhlIGVzdGFkbyBsdWNoYW5kbwp0cmF0YW5kbyBkZSBkZXNjaWZyYXIgZXN0YSBjYXJ0YS4Kwr9RdWllcmVzIGVjaGFyIHVuIHZpc3Rhem8/
UEtKAw,,W0dvb2hvIEFobl0KVGhpcyBsb29rcyBsaWtlIGEgcGllY2UKb2YgYmxhbmsgcGFwZXIsIGJ1dCBpZiB5b3UKYWRkIGp1c3QgdGhlIHJpZ2h0IGFtb3VudApvZiBoZWF0IGFuZCBsaWdodCwgeW91IGNhbgpyZWFkIGl0cyBjb250ZW50cy4gVGhpcyBpcwpzb21lIHBvd2VyZnVsIGVuY3J5cHRpb24h,,,,,W0dvb2hvIEFobl0KRWxhIHBhcmVjZSBhcGVuYXMgdW0gcGVkYcOnbwpkZSBwYXBlbCBlbSBicmFuY28sIG1hcyBzZSB2b2PDqiAKdXNhciBhIHF1YW50aWRhZGUgY2VydGEKZGUgY2Fsb3IgZSBsdXosIHBvZGVyw6EgCmxlciBzZXUgY29udGXDumRvLiBFc3NhIMOpIAp1bWEgY3JpcHRvZ3JhZmlhIHJhcmEh,,W0dvb2hvIEFobl0KRXN0byBwYXJlY2UgdW4KcGFwZWwgZW4gYmxhbmNvLCBwZXJvIHNpCmFwbGljYXMgbGEgY2FudGlkYWQganVzdGEKZGUgY2Fsb3IgeSBsdXosIHB1ZWRlcwpsZWVyIHN1IGNvbnRlbmlkby4gwqFFc3RlIGNpZnJhZG8KZXMgbXV5IHBvZGVyb3NvIQ==
UUtKAw,,W0dvb2hvIEFobl0KU28gZmFyLCBJJ3ZlIG9ubHkgZGVjcnlwdGVkCmp1c3QgYSBwb3J0aW9uIG9mIHRoZSBsZXR0ZXIncwpjb250ZW50LiBVbmZvcnR1bmF0ZWx5LCBJIHJhbgpvdXQgb2YgdGhlIG1hdGVyaWFscyBJIG5lZWQgdG8KbWVhc3VyZSBob3cgbXVjaCBsaWdodCBhbmQgaGVhdApJIG5lZWQgdG8gdW5sb2NrIHRoaXMgbWVzc2FnZS4=,,,,,W0dvb2hvIEFobl0KQXTDqSBhZ29yYSwgc8OzIGRlY2lmcmVpCnVtYSBwYXJ0ZSBkbyBjb250ZcO6ZG8gZGEKY2FydGEuIEluZmVsaXptZW50ZSwgZmlxdWVpCnNlbSBvcyBtYXRlcmlhaXMgZGUgcXVlIHByZWNpc28gcGFyYQptZWRpciBxdWFudGEgbHV6IGUgY2Fsb3IgZXUKcHJlY2lzbyBwYXJhIGRlY2lmcmFyIGEgbWVuc2FnZW0u,,W0dvb2hvIEFobl0KSGFzdGEgYWhvcmEsIHNvbG8gaGUgZGVzY2lmcmFkbwp1bmEgcGFydGUgZGVsCmNvbnRlbmlkbyBkZSBsYSBjYXJ0YS4gRGVzYWZvcnR1bmFkYW1lbnRlLCBtZSBxdWVkw6kgCnNpbiBsb3MgbWF0ZXJpYWxlcyBuZWNlc2FyaW9zIHBhcmEKbWVkaXIgY3XDoW50YSBsdXogeSBjYWxvcgpuZWNlc2l0byBwYXJhIGRlc2Jsb3F1ZWFyIGVzdGUgbWVuc2FqZS4=
UktKAw,,W0dvb2hvIEFobl0KSSdtIHByZXR0eSBzd2FtcGVkIG92ZXIKaGVyZSwgYnV0IGlmIHlvdSdyZSB3b3JraW5nCmZvciBNYXJ5YmVsbCwgSSBkb24ndCB0aGluawp5b3UnZCBtaW5kIGRvaW5nIGEgZmF2b3IKZm9yIG1lLiBXb3VsZCB5b3UgZ2F0aGVyCnRoZSBtYXRlcmlhbHMgSSBuZWVkPw==,,,,,W0dvb2hvIEFobl0KRXN0b3UgbXVpdG8gb2N1cGFkbwphcXVpLCBtYXMgc2Ugdm9jw6ogZXN0w6EgdHJhYmFsaGFuZG8KY29tIE1hcnliZWxsLCBhY2hvIHF1ZSBuw6NvCnZhaSBzZSBpbXBvcnRhciBlbSBmYXplciB1bSBmYXZvcgpwYXJhIG1pbS4gVm9jw6ogcG9kZSBjb2xldGFyCm9zIG1hdGVyaWFpcyBkZSBxdWUgcHJlY2lzbz8=,,W0dvb2hvIEFobl0KRXN0b3kgYmFzdGFudGUgYXRhcmVhZG8gcG9yCmFxdcOtLCBwZXJvIHNpIGVzdMOhcyB0cmFiYWphbmRvCnBhcmEgTWFyeWJlbGwsIG5vIGNyZW8KcXVlIHRlIG1vbGVzdGUgaGFjZXJtZQp1biBmYXZvci4gwr9Qb2Ryw61hcyByZXVuaXIKbG9zIG1hdGVyaWFsZXMgcXVlIG5lY2VzaXRvPw==
U0tKAw,,W0dvb2hvIEFobl0KSSBuZWVkCl4wMDAwRkYyMCBMaXZlIENvYWxzXjAwMDAwMCwKXjAwMDBGRjEgTWF0Y2hzdGlja14wMDAwMDAsCl4wMDAwRkYyIEFsY29ob2xeMDAwMDAwLCBhbmQKXjAwMDBGRjEwIEJ1cm5pbmcgSGVhcnRzXjAwMDAwMC4=,,,,,W0dvb2hvIEFobl0KUHJlY2lzbyBkZQpeMDAwMEZGMjAgTGVuaGFzIGVtIEJyYXNhXjAwMDAwMCwKXjAwMDBGRjEgUGFsaXRvIGRlIEbDs3Nmb3JvXjAwMDAwMCwKXjAwMDBGRjIgdW5pZGFkZXMgZGUgw4FsY29vbF4wMDAwMDAgZQpeMDAwMEZGMTAgQ29yYcOnw7VlcyBJbmNhbmRlc2NlbnRlc14wMDAwMDAu,,W0dvb2hvIEFobl0KTmVjZXNpdG8KXjAwMDBGRjIwdW5pZGFkZXMgZGUgQ2FyYsOzbiBlbmNlbmRpZG9eMDAwMDAwLApeMDAwMEZGMUNlcmlsbG9eMDAwMDAwLApeMDAwMEZGMnVuaWRhZGVzIGRlIEFsY29ob2xeMDAwMDAwIHkKXjAwMDBGRjEwQ29yYXpvbmVzIGFyZGllbnRlc14wMDAwMDAu
