IKE8DA,,V2VsY2g=,,,,,V2VsY2g=,,V2VsY2g=
mKE8DA,,W0V6bmphXQpCZWNhdXNlIHRoZXNlIGZpcnN0LWxldmVsIGJ1aWxkaW5ncyB3ZXJlIGFjdHVhbGx5IHRoZSBzZWNvbmQgZmxvb3IgYmVmb3JlIHRoZSB1bmRlcmdyb3VuZCB3YXMgY3JlYXRlZC4uLiBJdCBtdXN0IGJlIGEgYml0IGRpc2FwcG9pbnRpbmcsIGRvbid0IHlvdSB0aGluaz8=,,,,,W0V6bmphXQpQb3JxdWUgZXNzZXMgZWRpZsOtY2lvcyBkbyBwcmltZWlybyBuw612ZWwgZXJhbSBuYSB2ZXJkYWRlIG8gc2VndW5kbyBhbmRhciBhbnRlcyBxdWUgbyBzdWJ0ZXJyw6JuZW8gZm9zc2UgY3JpYWRvLi4uIERldmUgc2VyIHVtIHBvdWNvIGRlY2VwY2lvbmFudGUsIG7Do28gYWNoYT8=,,W0V6bmphXQpQb3JxdWUgZXN0b3MgZWRpZmljaW9zIGRlbCBwcmltZXIgbml2ZWwgZW4gcmVhbGlkYWQgZXJhbiBlbCBzZWd1bmRvIHBpc28gYW50ZXMgZGUgcXVlIHNlIGNyZWFyYSBlbCBzdWJ0ZXJyw6FuZW8uLi4gRGViZSBzZXIgdW4gcG9jbyBkZWNlcGNpb25hbnRlLCDCv25vIGNyZWVzPw==
maE8DA,,R3VubWFuIFBvc2g=,,,,,QXRpcmFkb3IgUG9zaA==,,UGlzdG9sZXJvIFBvc2g=
mqE8DA,,W0d1bm1hbiBQb3NoXQpBcmUgeW91IGhlcmUgZm9yIGEgd2VhcG9uPyBZb3Uga25vdyB3ZSBtYWlubHkgZGVhbCB3aXRoIGd1bnMgaGVyZSwgcmlnaHQ/,,,,,W0F0aXJhZG9yIFBvc2hdClZvY8OqIGVzdMOhIGFxdWkgcG9yIHVtYSBhcm1hPyBWb2PDqiBzYWJlIHF1ZSBsaWRhbW9zIHByaW5jaXBhbG1lbnRlIGNvbSBhcm1hcyBhcXVpLCBjZXJ0bz8=,,W1Bpc3RvbGVybyBQb3NoXQrCv0VzdMOhcyBhcXXDrSBwb3IgdW4gYXJtYT8gU2FiZXMgcXVlIGFxdcOtIHRyYXRhbW9zIHByaW5jaXBhbG1lbnRlIGNvbiBwaXN0b2xhcywgwr92ZXJkYWQ/
m6E8DA,,SWYgeW91IGtlZXAgc2VsbGluZyBndW5zLCBkbyB5b3Ugc3RhcnQgdG8gbWlzdGFrZW5seSB0aGluayB5b3UncmUgZ29vZCB3aXRoIHRoZW0/IFdlbGwsIEkgZG9uJ3Qga25vdy4gSSB3YXMgb3JpZ2luYWxseSBnb29kIHdpdGggZ3Vucy4=,,,,,QW50aWdhbWVudGUsIGV1IGVyYSBib20gY29tIGFybWFzLg==,,U2kgc2lndWVzIHZlbmRpZW5kbyBwaXN0b2xhcywgwr9lbXBpZXphcyBhIHBlbnNhciBlcnLDs25lYW1lbnRlIHF1ZSBlcmVzIGJ1ZW5vIGNvbiBlbGxhcz8gQnVlbm8sIG5vIHPDqS4gWW8gb3JpZ2luYWxtZW50ZSBlcmEgYnVlbm8gY29uIGxhcyBwaXN0b2xhcy4=
nKE8DA,,W0d1bm1hbiBQb3NoXQpBaCwgdGhlIGd1bnNtaXRoIGlzIGNsb3NlZCByaWdodCBub3cuIFRoZSBvd25lciwgU2FuZGVycywgdG9vayBoaXMgc3R1ZmYgYW5kIHJhbiBvdXQgdG8gY2F0Y2ggQnVmZmFsbyBCYW5kaXRzLCBidXQgaGUgZmVsbCBpbiB0aGUgZGVzZXJ0IGFuZCBodXJ0IGhpcyBiYWNrLg==,,,,,W0F0aXJhZG9yIFBvc2hdCkFoLCBhIGFybWFyaWEgZXN0w6EgZmVjaGFkYSBubyBtb21lbnRvLiBPIGRvbm8sIFNhbmRlcnMsIHBlZ291IHN1YXMgY29pc2FzIGUgc2FpdSBjb3JyZW5kbyBwYXJhIHBlZ2FyIELDumZhbG9zIEJhbmRpZG9zLCBtYXMgY2FpdSBubyBkZXNlcnRvIGUgbWFjaHVjb3UgYXMgY29zdGFzLg==,,W1Bpc3RvbGVybyBQb3NoXQpBaCwgbGEgYXJtZXLDrWEgZXN0w6EgY2VycmFkYSBhaG9yYSBtaXNtby4gRWwgZHVlw7FvLCBTYW5kZXJzLCB0b23DsyBzdXMgY29zYXMgeSBzYWxpw7MgY29ycmllbmRvIGEgYXRyYXBhciBCYW5kaWRvcyBCw7pmYWxvLCBwZXJvIHNlIGNhecOzIGVuIGVsIGRlc2llcnRvIHkgc2UgbGFzdGltw7MgbGEgZXNwYWxkYS4=
naE8DA,,W0d1bm1hbiBQb3NoXQpEb24ndCB3b3JyeSwgeW91IGNhbiBzdGlsbCBnZXQgZ3Vucy4gU2FuZGVycycga2lkIGhhcyBib3Jyb3dlZCBhIGNvcm5lciBvZiB0aGUgdG9vbCBzaG9wIGFuZCBpcyBzZWxsaW5nIGEgZmV3IHRoZXJlLg==,,,,,W0F0aXJhZG9yIFBvc2hdCk7Do28gc2UgcHJlb2N1cGUsIHZvY8OqIGFpbmRhIHBvZGUgY29uc2VndWlyIGFybWFzLiBPIGZpbGhvIGRlIFNhbmRlcnMgcGVnb3UgZW1wcmVzdGFkbyB1bSBjYW50byBkYSBsb2phIGRlIGZlcnJhbWVudGFzIGUgZXN0w6EgdmVuZGVuZG8gYWxndW1hcyBsw6Eu,,W1Bpc3RvbGVybyBQb3NoXQpObyB0ZSBwcmVvY3VwZXMsIGHDum4gcHVlZGVzIGNvbnNlZ3VpciBwaXN0b2xhcy4gRWwgaGlqbyBkZSBTYW5kZXJzIGhhIHByZXN0YWRvIHVuIHJpbmPDs24gZGUgbGEgdGllbmRhIGRlIGhlcnJhbWllbnRhcyB5IGVzdMOhIHZlbmRpZW5kbyBhbGd1bmFzIGFsbMOtLg==
nqE8DA,,VGhlIHRvb2wgc2hvcCBpcyBzdHJhaWdodCBlYXN0IGRvd24gdGhpcyByb2FkLg==,,,,,QSBsb2phIGRlIGZlcnJhbWVudGFzIMOpIHBvciBlc3RhIGVzdHJhZGEu,,TGEgdGllbmRhIGRlIGhlcnJhbWllbnRhcyBlc3TDoSBkaXJlY3RhbWVudGUgYWwgZXN0ZSBwb3IgZXN0ZSBjYW1pbm8u
n6E8DA,,W0d1bm1hbiBQb3NoXQpIZSdzIG5vdCBhcyB2YXJpZWQgYXMgaGlzIG9sZCBtYW4sIGJ1dCBoZSdzIHB1dHRpbmcgb24gYSBkZWNlbnQgaW1pdGF0aW9uIG9mIGEgZ3Vuc21pdGgsIHNvIGdvIHRha2UgYSBsb29rLg==,,,,,W0F0aXJhZG9yIFBvc2hdCkVsZSBuw6NvIMOpIHTDo28gdmFyaWFkbyBxdWFudG8gc2V1IHZlbGhvLCBtYXMgZXN0w6EgZmF6ZW5kbyB1bWEgaW1pdGHDp8OjbyBkZWNlbnRlIGRlIHVtIGFybWVpcm8sIGVudMOjbyB2w6EgZGFyIHVtYSBvbGhhZGEu,,W1Bpc3RvbGVybyBQb3NoXQpObyB0aWVuZSB0YW50YSB2YXJpZWRhZCBjb21vIHN1IHZpZWpvLCBwZXJvIGVzdMOhIGhhY2llbmRvIHVuYSBpbWl0YWNpw7NuIGRlY2VudGUgZGUgdW4gYXJtZXJvLCBhc8OtIHF1ZSB2ZSBhIGVjaGFyIHVuIHZpc3Rhem8u
oKE8DA,,Sm95Y2UgTGVzbGll,,,,,Sm95Y2UgTGVzbGll,,Sm95Y2UgTGVzbGll
oaE8DA,,W0pveWNlIExlc2xpZV0KRXZlbiBiZWZvcmUgY292ZXJpbmcgdGhlIGZpcnN0IGxldmVsLCBob3VzZXMgY2xvc2VyIHRvIHRoZSBiZWFjaCB3ZXJlIGdyYWR1YWxseSBiZWNvbWluZyB1bnN0YWJsZS4KVGhpcyBob3VzZSBzbG93bHkgc2Fuay4uLiBhbmQgZW5kZWQgdXAgbGlrZSB0aGlzLg==,,,,,W0pveWNlIExlc2xpZV0KTWVzbW8gYW50ZXMgZGUgY29icmlyIG8gcHJpbWVpcm8gbsOtdmVsLCBhcyBjYXNhcyBtYWlzIHByw7N4aW1hcyBkYSBwcmFpYSBlc3RhdmFtIGdyYWR1YWxtZW50ZSBzZSB0b3JuYW5kbyBpbnN0w6F2ZWlzLgpFc3RhIGNhc2EgYWZ1bmRvdSBsZW50YW1lbnRlLi4uIGUgYWNhYm91IGFzc2ltLg==,,W0pveWNlIExlc2xpZV0KSW5jbHVzbyBhbnRlcyBkZSBjdWJyaXIgZWwgcHJpbWVyIG5pdmVsLCBsYXMgY2FzYXMgbcOhcyBjZXJjYW5hcyBhIGxhIHBsYXlhIHNlIGVzdGFiYW4gdm9sdmllbmRvIGdyYWR1YWxtZW50ZSBpbmVzdGFibGVzLgpFc3RhIGNhc2Egc2UgaHVuZGnDsyBsZW50YW1lbnRlLi4uIHkgdGVybWluw7MgYXPDrS4=
oqE8DA,,W0pveWNlIExlc2xpZV0KV2hhdCBoYXBwZW5lZCB0byB0aGUgcGVyc29uIHdobyBsaXZlZCBoZXJlPyBXaGF0J3MgaXQgdG8geW91LCBUcmF2ZWxlcj8=,,,,,W0pveWNlIExlc2xpZV0KTyBxdWUgYWNvbnRlY2V1IGNvbSBhIHBlc3NvYSBxdWUgbW9yYXZhIGFxdWk/IE8gcXVlIGFjaGEsIHZpYWphbnRlPw==,,W0pveWNlIExlc2xpZV0Kwr9RdcOpIGxlIHBhc8OzIGEgbGEgcGVyc29uYSBxdWUgdml2w61hIGFxdcOtPyDCv1F1w6kgdGUgaW1wb3J0YSBhIHRpLCBWaWFqZXJvPw==
o6E8DA,,W0pveWNlIExlc2xpZV0KU29ycnkuIEkgZGlkbid0IG1lYW4gdG8gc25hcC4KSXQncyBqdXN0Li4uIEknbSBmZWVsaW5nIGEgYml0IGZydXN0cmF0ZWQu,,,,,W0pveWNlIExlc2xpZV0KRGVzY3VscGUuCsOJIHPDsy4uLiBFc3RvdSBtZSBzZW50aW5kbyB1bSBwb3VjbyBmcnVzdHJhZGEu,,W0pveWNlIExlc2xpZV0KTG8gc2llbnRvLiBObyBxdWlzZSBzZXIgYnJ1c2NhLgpFcyBzw7NsbyBxdWUuLi4gbWUgc2llbnRvIHVuIHBvY28gZnJ1c3RyYWRhLg==
pKE8DA,,W0pveWNlIExlc2xpZV0KQnV0IGF0IGxlYXN0IHRoZXJlIGFyZSBwZW9wbGUgcHJvdmlkaW5nIGZvb2QgYW5kIHdvcmssIHNvIHdlIGRpZG4ndCBzdGFydmUuCldoZXJlPyBHbyB1cCB0b3dhcmRzIHRoZSBlYXN0IGVudHJhbmNlLiBZb3UnbGwgZmluZCBpdCBvbiB0aGUgd2F5Lg==,,,,,W0pveWNlIExlc2xpZV0KTWFzIHBlbG8gbWVub3MgaMOhIHBlc3NvYXMgZm9ybmVjZW5kbyBjb21pZGEgZSB0cmFiYWxobywgZW50w6NvIG7Do28gcGFzc2Ftb3MgZm9tZS4KT25kZT8gU3ViYSBlbSBkaXJlw6fDo28gw6AgZW50cmFkYSBsZXN0ZS4gVm9jw6ogZW5jb250cmFyw6Egbm8gY2FtaW5oby4=,,W0pveWNlIExlc2xpZV0KUGVybyBhbCBtZW5vcyBoYXkgZ2VudGUgcXVlIHByb3BvcmNpb25hIGNvbWlkYSB5IHRyYWJham8sIGFzw60gcXVlIG5vIHBhc2Ftb3MgaGFtYnJlLgrCv0TDs25kZT8gU3ViZSBoYWNpYSBsYSBlbnRyYWRhIGVzdGUuIExvIGVuY29udHJhcsOhcyBlbiBlbCBjYW1pbm8u
paE8DA,,UnViaW5hIEFkbGVy,,,,,UnViaW5hIEFkbGVy,,UnViaW5hIEFkbGVy
pqE8DA,,W1J1YmluYSBBZGxlcl0KTW1tLCB1dXVtfiBUaGUgYmVzdCBhbW9uZyB0aGUgZm9vZHMgeW91IGNhbiB0YXN0ZSBpbiBSb2NrcmlkZ2UgaXMgZGVmaW5pdGVseSBBZ2F2ZSBqdWljZS4=,,,,,W1J1YmluYSBBZGxlcl0KTW1tLCB1dXVtfiBPIG1lbGhvciBlbnRyZSBhcyBjb21pZGFzIHF1ZSB2b2PDqiBwb2RlIHByb3ZhciBlbSBSb2NrcmlkZ2Ugw6kgZGVmaW5pdGl2YW1lbnRlIG8gc3VjbyBkZSBBZ2F2ZS4=,,W1J1YmluYSBBZGxlcl0KTW1tLCB1dXVtfiBMbyBtZWpvciBlbnRyZSBsYXMgY29taWRhcyBxdWUgcHVlZGVzIHByb2JhciBlbiBSb2NrcmlkZ2UgZXMgZGVmaW5pdGl2YW1lbnRlIGVsIGp1Z28gZGUgQWdhdmUu
p6E8DA,,W1J1YmluYSBBZGxlcl0KSXQncyBzYWlkIHRvIGJlIGEgdHJhZGl0aW9uYWwgS2FjdHRlciBkcmluay4gU3dlZXQsIGNvb2wuLi4gSXQgZmVlbHMgbGlrZSBpdCB3YXNoZXMgYXdheSB0aGUgc2FuZCBkdXN0IHN0dWNrIGluIHlvdXIgdGhyb2F0IQ==,,,,,W1J1YmluYSBBZGxlcl0KRGl6ZW0gcXVlIMOpIHVtYSBiZWJpZGEgdHJhZGljaW9uYWwgZGEgdHJpYm8gS2FjdHRlci4gRG9jZSwgZ2VsYWRhLi4uIFBhcmVjZSBsYXZhciBhIHBvZWlyYSBkZSBhcmVpYSBwcmVzYSBuYSBzdWEgZ2FyZ2FudGEh,,W1J1YmluYSBBZGxlcl0KU2UgZGljZSBxdWUgZXMgdW5hIGJlYmlkYSB0cmFkaWNpb25hbCBLYWN0dGVyLiBEdWxjZSwgZnJlc2NhLi4uIMKhU2Ugc2llbnRlIGNvbW8gc2kgbGF2YXJhIGVsIHBvbHZvIGRlIGFyZW5hIGF0cmFwYWRvIGVuIHR1IGdhcmdhbnRhIQ==
qKE8DA,,W1J1YmluYSBBZGxlcl0KSHVoPyBMb29raW5nIGNsb3NlbHksIGl0IHNheXMgQWdhdmUgJ0ZsYXZvcmVkJyBqdWljZS4=,,,,,W1J1YmluYSBBZGxlcl0KSMOjPyBPbGhhbmRvIGRlIHBlcnRvLCBkaXogc3VjbyAnU0FCT1InIEFnYXZlLg==,,W1J1YmluYSBBZGxlcl0Kwr9FaD8gTWlyYW5kbyBkZSBjZXJjYSwgZGljZSBqdWdvICdTYWJvciBhJyBBZ2F2ZS4=
qaE8DA,,W1J1YmluYSBBZGxlcl0KRWguLi4gZG9uJ3QgdGVsbCBtZSBpdCBkb2Vzbid0IGNvbnRhaW4gYW55IHJlYWwgQWdhdmUgaW5ncmVkaWVudHM/,,,,,W1J1YmluYSBBZGxlcl0KRWguLi4gbsOjbyBtZSBkaWdhIHF1ZSBuw6NvIGNvbnTDqW0gaW5ncmVkaWVudGVzIHJlYWlzIGRlIEFnYXZlPw==,,W1J1YmluYSBBZGxlcl0KRWguLi4gbm8gbWUgZGlnYXMgcXVlIG5vIGNvbnRpZW5lIGluZ3JlZGllbnRlcyByZWFsZXMgZGUgQWdhdmUu
qqE8DA,,THVjYXMgUmljaA==,,,,,THVjYXMgUmljaA==,,THVjYXMgUmljaA==
q6E8DA,,W0x1Y2FzIFJpY2hdCkFoLCBjb21lIG9uLCBkbyB5b3UgcmVhbGx5IHRoaW5rIGdob3N0cyBhcHBlYXIgdW5kZXJncm91bmQ/ClRoZXJlIG1pZ2h0IGJlIGluY3JlZGlibGUgdHJlYXN1cmUgaW5zdGVhZC4=,,,,,W0x1Y2FzIFJpY2hdCkFoLCBxdWFsw6ksIHZvY8OqIHJlYWxtZW50ZSBhY2hhIHF1ZSBmYW50YXNtYXMgYXBhcmVjZW0gbm8gc3VidGVycsOibmVvPwpQb2RlIGhhdmVyIHVtIHRlc291cm8gaW5jcsOtdmVsIGVtIHZleiBkaXNzby4=,,W0x1Y2FzIFJpY2hdCkFoLCB2YW1vcywgwr9yZWFsbWVudGUgY3JlZXMgcXVlIGFwYXJlY2VuIGZhbnRhc21hcyBlbiBlbCBzdWJ0ZXJyw6FuZW8/ClBvZHLDrWEgaGFiZXIgdW4gdGVzb3JvIGluY3Jlw61ibGUgZW4gc3UgbHVnYXIu
rKE8DA,,W0x1Y2FzIFJpY2hdClRoZXkncmUganVzdCBzcHJlYWRpbmcgc3VzcGljaW91cyBydW1vcnMgdG8ga2VlcCBpdCBmb3IgdGhlbXNlbHZlcywgdG8gaGFuZGxlIGl0IHF1aWV0bHkgYW1vbmcgdGhlbXNlbHZlcy4=,,,,,W0x1Y2FzIFJpY2hdCkVsZXMgZXN0w6NvIGFwZW5hcyBlc3BhbGhhbmRvIHJ1bW9yZXMgc3VzcGVpdG9zIHBhcmEgZ3VhcmRhciBwYXJhIHNpIG1lc21vcywgcGFyYSBsaWRhciBxdWlldGFtZW50ZSBlbnRyZSBlbGVzLg==,,W0x1Y2FzIFJpY2hdClPDs2xvIGVzdMOhbiBkaWZ1bmRpZW5kbyBydW1vcmVzIHNvc3BlY2hvc29zIHBhcmEgcXVlZMOhcnNlbG8gZWxsb3MgbWlzbW9zLCBwYXJhIG1hbmVqYXJsbyB0cmFucXVpbGFtZW50ZSBlbnRyZSBlbGxvcy4=
raE8DA,,QWgsIEknbSBub3QgZ29pbmcsIGFic29sdXRlbHkgbm90IGdvaW5nIQ==,,,,,QWgsIGV1IG7Do28gdm91IQ==,,wqFBaCwgeW8gbm8gdm95LCBkZWZpbml0aXZhbWVudGUgbm8gdm95IQ==
rqE8DA,,SGVoZSwgaXQncyBmdW4gdG8gc2VlIHRoZSBtaWdodHkgQ2Fyb2xsYSBzY2FyZWQu,,,,,SGVoZSwgw6kgZGl2ZXJ0aWRvIHZlciBhIHBvZGVyb3NhIENhcm9sbGEgYXNzdXN0YWRhLg==,,SmVqZSwgZXMgZGl2ZXJ0aWRvIHZlciBhIGxhIHBvZGVyb3NhIENhcm9sbGEgYXN1c3RhZGEu
r6E8DA,,W0x1Y2FzIFJpY2hdCkhtbS4uLiBJIHdhcyBqdXN0IHNheWluZyBhbnl0aGluZywgYnV0IG1heWJlIGl0J3MgdHJ1ZSBhZnRlciBhbGwuCldoYXQgZG8geW91IHNheSwgQ2Fyb2xsYT8gU2hhbGwgd2Ugc25lYWsgZG93biB1bmRlcmdyb3VuZD8KLi4uT2gsIHJpZ2h0LCBUcmF2ZWxlciBzaXIuIFRoaXMgaXMgYSBzZWNyZXQu,,,,,W0x1Y2FzIFJpY2hdCkhtbS4uLiBFdSBzw7MgZXN0YXZhIGRpemVuZG8gcXVhbHF1ZXIgY29pc2EsIG1hcyB0YWx2ZXogc2VqYSB2ZXJkYWRlIGFmaW5hbC4KTyBxdWUgdm9jw6ogYWNoYSwgQ2Fyb2xsYT8gVmFtb3Mgbm9zIGVzZ3VlaXJhciBwYXJhIG8gc3VidGVycsOibmVvPwouLi5BaCwgY2VydG8sIHZpYWphbnRlLiBJc3NvIMOpIHVtIHNlZ3JlZG8u,,W0x1Y2FzIFJpY2hdCkhtbS4uLiBZbyBzw7NsbyBlc3RhYmEgZGljaWVuZG8gY3VhbHF1aWVyIGNvc2EsIHBlcm8gdGFsIHZleiBzZWEgY2llcnRvIGRlc3B1w6lzIGRlIHRvZG8uCsK/UXXDqSBkaWNlcywgQ2Fyb2xsYT8gwr9Ob3MgY29sYW1vcyBhbCBzdWJ0ZXJyw6FuZW8/Ci4uLkFoLCBjaWVydG8sIHNlw7FvciBWaWFqZXJvLiBFc3RvIGVzIHVuIHNlY3JldG8u
sKE8DA,,SGlsbGlhcmQ=,,,,,SGlsbGlhcmQ=,,SGlsbGlhcmQ=
saE8DA,,W0hpbGxpYXJkXQpJdCdzIHVuZmFpciB0byBwaWxlIGFsbCB0aGUgd29yayBvbiBUcmF2ZWxlcnMgd2hlbiB0aGVyZSdzIGEgc2hvcnRhZ2Ugb2Ygam9icyBpbiB0b3duLg==,,,,,W0hpbGxpYXJkXQrDiSBpbmp1c3RvIGNvbG9jYXIgdHVkbyBuYXMgY29zdGFzIGRvcyB2aWFqYW50ZXMgcXVhbmRvIGjDoSBlc2Nhc3NleiBkZSBlbXByZWdvcyBuYSBjaWRhZGUu,,W0hpbGxpYXJkXQpFcyBpbmp1c3RvIGNhcmdhciB0b2RvIGVsIHRyYWJham8gYSBsb3MgVmlhamVyb3MgY3VhbmRvIGhheSBlc2Nhc2V6IGRlIHRyYWJham9zIGVuIGVsIHB1ZWJsby4=
sqE8DA,,T25lIG11c3Qga25vdyBob3cgdG8gcmVhZCB0aGUgdGltZXMuLi4=,,,,,w4kgcHJlY2lzbyBzYWJlciBsZXIgb3MgdGVtcG9zLi4u,,VW5vIGRlYmUgc2FiZXIgbGVlciBsb3MgdGllbXBvcy4uLg==
s6E8DA,,W0hpbGxpYXJkXQpCdXQgdGhhbmtzIHRvIHRoYXQsIFRyYXZlbGVycyBhcmUgZmxvY2tpbmcgaGVyZSwgYW5kIHRoZSBpbm4gaXMgYWx3YXlzIGJ1c3RsaW5nLgpJIHNob3VsZCBoYXZlIGdvbmUgaW50byB0aGUgbG9kZ2luZyBidXNpbmVzcy4=,,,,,W0hpbGxpYXJkXQpNYXMgZ3Jhw6dhcyBhIGlzc28sIG9zIHZpYWphbnRlcyBlc3TDo28gdmluZG8gZW0gYmFuZG8sIGUgYSBlc3RhbGFnZW0gZXN0w6Egc2VtcHJlIG1vdmltZW50YWRhLgpFdSBkZXZlcmlhIHRlciBlbnRyYWRvIG5vIG5lZ8OzY2lvIGRlIGhvc3BlZGFnZW0u,,W0hpbGxpYXJkXQpQZXJvIGdyYWNpYXMgYSBlc28sIGxvcyBWaWFqZXJvcyBlc3TDoW4gbGxlZ2FuZG8gZW4gbWFzYSwgeSBsYSBwb3NhZGEgc2llbXByZSBlc3TDoSBidWxsaWNpb3NhLgpEZWJlcsOtYSBoYWJlcm1lIGRlZGljYWRvIGFsIG5lZ29jaW8gZGUgYWxvamFtaWVudG8u
tKE8DA,,RG9ja3MgRm9yZW1hbg==,,,,,Q2FwYXRheiBkbyBDYWlz,,Q2FwYXRheiBkZWwgTXVlbGxl
taE8DA,,W0RvY2tzIEZvcmVtYW5dClRoZSBvcmUgbWluZWQgZnJvbSB0aGUgbWluZSBpcyBsb2FkZWQgb250byB0cmFpbnMgYW5kIGJyb3VnaHQgc3RyYWlnaHQgaGVyZS4gQW5kIHRoZSB0cmFpbnMgZ29pbmcgYmFjayB0byB0aGUgbWluZSBhcmUgbG9hZGVkIHdpdGggc3VwcGxpZXMgZm9yIHRoZSBtaW5lcnMu,,,,,W0NhcGF0YXogZG8gQ2Fpc10KTyBtaW7DqXJpbyBleHRyYcOtZG8gZGEgbWluYSDDqSBjYXJyZWdhZG8gZW0gdHJlbnMgZSB0cmF6aWRvIGRpcmV0byBwYXJhIGPDoS4gRSBvcyB0cmVucyB2b2x0YW5kbyBwYXJhIGEgbWluYSBzw6NvIGNhcnJlZ2Fkb3MgY29tIHN1cHJpbWVudG9zIHBhcmEgb3MgbWluZWlyb3Mu,,W0NhcGF0YXogZGVsIE11ZWxsZV0KRWwgbWluZXJhbCBleHRyYcOtZG8gZGUgbGEgbWluYSBzZSBjYXJnYSBlbiB0cmVuZXMgeSBzZSB0cmFlIGRpcmVjdGFtZW50ZSBhcXXDrS4gWSBsb3MgdHJlbmVzIHF1ZSByZWdyZXNhbiBhIGxhIG1pbmEgc2UgY2FyZ2FuIGNvbiBzdW1pbmlzdHJvcyBwYXJhIGxvcyBtaW5lcm9zLg==
tqE8DA,,W0RvY2tzIEZvcmVtYW5dClNvIHRoaXMgcGxhY2UgaXMgYWx3YXlzIGJ1c3kuIEJ1dCBpZiB3b3JrIGJhY2tzIHVwIGhlcmUsIGV2ZXJ5dGhpbmcgaW4gUm9ja3JpZGdlIGdldHMgZGVsYXllZC4=,,,,,W0NhcGF0YXogZG8gQ2Fpc10KRW50w6NvIGVzdGUgbHVnYXIgZXN0w6Egc2VtcHJlIG9jdXBhZG8uIE1hcyBzZSBvIHRyYWJhbGhvIGFjdW11bGFyIGFxdWksIHR1ZG8gZW0gUm9ja3JpZGdlIGZpY2EgYXRyYXNhZG8u,,W0NhcGF0YXogZGVsIE11ZWxsZV0KQXPDrSBxdWUgZXN0ZSBsdWdhciBzaWVtcHJlIGVzdMOhIG9jdXBhZG8uIFBlcm8gc2kgZWwgdHJhYmFqbyBzZSBhY3VtdWxhIGFxdcOtLCB0b2RvIGVuIFJvY2tyaWRnZSBzZSByZXRyYXNhLg==
t6E8DA,,SWYgeW91IHJhaXNlZCB0aGUgcGF5LCBJIHRoaW5rIHRoZWlyIGRlZGljYXRpb24gd291bGQgaW5jcmVhc2UuLi4=,,,,,U2Ugdm9jw6ogYXVtZW50YXNzZSBvIHBhZ2FtZW50bywgYWNobyBxdWUgYSBkZWRpY2HDp8OjbyBkZWxlcyBhdW1lbnRhcmlhLi4u,,U2kgYXVtZW50YXJhbiBlbCBwYWdvLCBjcmVvIHF1ZSBzdSBkZWRpY2FjacOzbiBhdW1lbnRhcsOtYS4uLg==
uKE8DA,,QWphIGFqYSBhamEhISBGYXRoZXIncyBzdHJlbmd0aCEh,,,,,Rm9yw6dhIGRvIHBhaSEh,,wqHCoUFqYSBhamEgYWphISEgwqHCoUxhIGZ1ZXJ6YSBkZSBwYXDDoSEh
uaE8DA,,V2hhdCdzIGEgY2F0IGRvaW5nIGhlcmUuLi4/,,,,,TyBxdWUgdW0gZ2F0byBlc3TDoSBmYXplbmRvIGFxdWkuLi4/,,wr9RdcOpIGhhY2UgdW4gZ2F0byBhcXXDrS4uLj8=
uqE8DA,,W0RvY2tzIEZvcmVtYW5dClNvIGhhdmUgc29tZSBwcmlkZSBhbmQgZGVkaWNhdGlvbiBhbmQgd29yayBoYXJkISEgU3RvcCB3aGluaW5nIGxpa2UgdGhhdC4=,,,,,W0NhcGF0YXogZG8gQ2Fpc10KRW50w6NvIHRlbmhhbSB1bSBwb3VjbyBkZSBvcmd1bGhvIGUgZGVkaWNhw6fDo28gZSB0cmFiYWxoZW0gZHVybyEhIFBhcmVtIGRlIHJlY2xhbWFyIGFzc2ltLg==,,W0NhcGF0YXogZGVsIE11ZWxsZV0KwqHCoUFzw60gcXVlIHRlbmdhbiBhbGdvIGRlIG9yZ3VsbG8geSBkZWRpY2FjacOzbiB5IHRyYWJhamVuIGR1cm8hISBEZWplbiBkZSBxdWVqYXJzZSBhc8OtLg==
u6E8DA,,SmFkZXI=,,,,,SmFkZXI=,,SmFkZXI=
vKE8DA,,W0phZGVyXQpBaC4uLiBJIGNhbid0IG1vdmUuIEkgZmVlbCBsaWtlIG15IHdob2xlIGJvZHkgaXMgYnJlYWtpbmcuCldoZXRoZXIgdGhlIHRyYWluIGNvbWVzIG9mdGVuIG9yIG9jY2FzaW9uYWxseSwgd2h5IGRvZXNuJ3QgdGhlIHdvcmsgZGVjcmVhc2U/,,,,,W0phZGVyXQpBaC4uLiBOw6NvIGNvbnNpZ28gbWUgbW92ZXIuIFNpbnRvIHF1ZSBtZXUgY29ycG8gaW50ZWlybyBlc3TDoSBxdWVicmFuZG8uClF1ZXIgbyB0cmVtIHZlbmhhIG91IG7Do28sIHBvciBxdWUgbyB0cmFiYWxobyBuw6NvIGRpbWludWk/,,W0phZGVyXQpBaC4uLiBObyBtZSBwdWVkbyBtb3Zlci4gU2llbnRvIHF1ZSB0b2RvIG1pIGN1ZXJwbyBzZSBlc3TDoSByb21waWVuZG8uCllhIHNlYSBxdWUgZWwgdHJlbiB2ZW5nYSBhIG1lbnVkbyBvIGRlIHZleiBlbiBjdWFuZG8sIMK/cG9yIHF1w6kgbm8gZGlzbWludXllIGVsIHRyYWJham8/
